OBJECTID,Join_Count,TARGET_FID,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,BUFF_DIST,ORIG_FID,osm_id,code,fclass,name_1,type_1,Shape_Leng,Shape_Area,Shape_Le_1,Shape_Ar_1
72,29,72,164,Nordeste,NA,Afogados,-6.244350000000000,-35.036464000000002,NA,NA,NA,NA,NA,10000.000000000000000,72,618285416,1500,building,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
73,29,73,165,Nordeste,NA,Sororoca,-6.238074000000000,-35.035608000000003,NA,NA,NA,NA,NA,10000.000000000000000,73,618285416,1500,building,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
74,29,74,166,Nordeste,NA,Abacateiro,-6.233891000000000,-35.036746999999998,NA,NA,NA,NA,NA,10000.000000000000000,74,618285416,1500,building,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
75,29,75,167,Nordeste,NA,Tibau do Sul,-6.180279000000000,-35.089708999999999,NA,NA,NA,NA,NA,10000.000000000000000,75,618285416,1500,building,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
76,24,76,168,Nordeste,NA,Tabatinga,-6.049479000000000,-35.108238000000000,NA,NA,NA,NA,NA,10000.000000000000000,76,523750435,1500,building,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
77,25,77,169,Nordeste,NA,Xoxoline,-6.005800000000000,-35.105258999999997,NA,NA,NA,NA,NA,10000.000000000000000,77,90080909,1500,building,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
78,24,78,170,Nordeste,NA,Pirangi Reef,-5.980259000000000,-35.107796000000000,NA,NA,NA,NA,NA,10000.000000000000000,78,90080909,1500,building,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
79,35,79,171,Nordeste,NA,Cotovelo,-5.949906000000000,-35.151975000000000,NA,NA,NA,NA,NA,10000.000000000000000,79,90080909,1500,building,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
80,31,80,172,Nordeste,NA,Miami,-5.794834000000000,-35.181663999999998,NA,NA,NA,NA,NA,10000.000000000000000,80,49048501,1500,building,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
81,28,81,173,Nordeste,NA,Areia Preta,-5.792249000000000,-35.184387000000001,NA,NA,NA,NA,NA,10000.000000000000000,81,49048501,1500,building,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
82,20,82,174,Nordeste,NA,Praia dos Artistas,-5.781239000000000,-35.192050000000002,NA,NA,NA,NA,NA,10000.000000000000000,82,49048501,1500,building,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
83,3,83,175,Nordeste,NA,Genipabu,-5.694407000000000,-35.201922000000003,NA,NA,NA,NA,NA,10000.000000000000000,83,668252794,1500,building,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
84,9,84,176,Nordeste,NA,Touros Area,-5.197434000000000,-35.457929999999998,NA,NA,NA,NA,NA,10000.000000000000000,84,630253717,1500,building,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
85,0,85,177,Nordeste,NA,Urca da Concei&ccedil;&atilde;o,-5.069617000000000,-35.800230999999997,NA,NA,NA,NA,NA,10000.000000000000000,85,,,,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
86,0,86,178,Nordeste,NA,Cocoa das Lavadeiras,-5.066515000000000,-35.862005000000003,NA,NA,NA,NA,NA,10000.000000000000000,86,,,,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
87,0,87,179,Nordeste,NA,Baia das Ratas,-3.813000000000000,-32.393000000000001,NA,NA,NA,NA,NA,10000.000000000000000,87,,,,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
88,55,88,180,Nordeste,NA,Volta da Jurema,-3.724294000000000,-38.496071999999998,NA,NA,NA,NA,NA,10000.000000000000000,88,291273207,1500,building,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
89,55,89,181,Nordeste,NA,Portao,-3.719326000000000,-38.510655000000000,NA,NA,NA,NA,NA,10000.000000000000000,89,291273207,1500,building,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
90,31,90,182,Nordeste,NA,Barra do Ceara,-3.692659000000000,-38.584716000000000,NA,NA,NA,NA,NA,10000.000000000000000,90,464606753,1500,building,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
91,4,91,183,Nordeste,NA,Praia do Pecem,-3.546170000000000,-38.806919000000001,NA,NA,NA,NA,NA,10000.000000000000000,91,552628803,1500,building,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
92,0,92,184,Nordeste,NA,Tabinha,-3.500935000000000,-38.911282000000000,NA,NA,NA,NA,NA,10000.000000000000000,92,,,,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
93,1,93,185,Nordeste,NA,Pedra do Meio,-3.410858000000000,-39.040807000000001,NA,NA,NA,NA,NA,10000.000000000000000,93,139030752,1500,building,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
94,1,94,186,Nordeste,NA,Havaizinho,-3.403507000000000,-39.022171000000000,NA,NA,NA,NA,NA,10000.000000000000000,94,139030752,1500,building,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
95,1,95,187,Nordeste,NA,Curral,-3.403353000000000,-39.025868000000003,NA,NA,NA,NA,NA,10000.000000000000000,95,139030752,1500,building,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
96,1,96,188,Nordeste,NA,Outside,-3.398539000000000,-39.013306000000000,NA,NA,NA,NA,NA,10000.000000000000000,96,139030752,1500,building,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
97,1,97,189,Nordeste,NA,Atins,-2.555789000000000,-42.727836000000003,NA,NA,NA,NA,NA,10000.000000000000000,97,725401148,1500,building,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
98,1,98,190,Nordeste,NA,Ponta d'Areia,-2.497384000000000,-44.311779000000001,NA,NA,NA,NA,NA,10000.000000000000000,98,139381421,1500,building,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
99,1,99,191,Nordeste,NA,S&atilde;o Marcos,-2.485445000000000,-44.297899999999998,NA,NA,NA,NA,NA,10000.000000000000000,99,139381421,1500,building,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
100,1,100,192,Nordeste,NA,Calhau,-2.480673000000000,-44.249679999999998,NA,NA,NA,NA,NA,10000.000000000000000,100,139381421,1500,building,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
101,1,101,193,Nordeste,NA,Olho D'Agu,-2.477097000000000,-44.230155000000003,NA,NA,NA,NA,NA,10000.000000000000000,101,139381421,1500,building,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
102,0,102,194,Nordeste,NA,Ponta do Farol,-2.456442000000000,-44.173347999999997,NA,NA,NA,NA,NA,10000.000000000000000,102,,,,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
103,0,103,445,Nordeste,Bahia Sul,Backdoor,-14.840603000000000,-39.001465000000003,3.5,2,Right,Point-break,Experienced surfers,10000.000000000000000,103,,,,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
104,0,104,446,Nordeste,Bahia Sul,Itacarezinho,-14.370585000000000,-39.006014000000000,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,104,,,,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
105,0,105,447,Nordeste,Bahia Sul,Engenhoca,-14.352541000000000,-39.000950000000003,NA,4,Right and left,Beach-break,All surfers,10000.000000000000000,105,,,,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
106,0,106,448,Nordeste,Bahia Sul,Jeribucaçu,-14.344391999999999,-39.001379000000000,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,106,,,,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
107,0,107,449,Nordeste,Bahia Sul,Prainha,-14.297738000000001,-38.981037000000001,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,107,,,,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
108,0,108,450,Nordeste,Bahia Sul,Tiririca,-14.286009999999999,-38.982925000000002,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,108,,,,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
109,0,109,451,Nordeste,Bahia Sul,Praia da Resende,-14.283889000000000,-38.985069000000003,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,109,,,,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
110,0,110,452,Nordeste,Bahia Sul,Boca da Barra,-14.265879999999999,-38.986702000000001,3.5,4,Right,Rivermouth,Experienced surfers,10000.000000000000000,110,,,,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
111,0,111,453,Nordeste,Bahia Sul,Pontal,-14.263551000000000,-38.993568000000003,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,111,,,,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
112,0,112,454,Nordeste,Bahia Sul,Praia dos Algodoes,-14.077500000000001,-38.954444000000002,3,3,Right and left,Reef-coral,All surfers,10000.000000000000000,112,,,,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
113,0,113,455,Nordeste,Bahia Sul,Saquaira,-14.041088999999999,-38.948078000000002,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,113,,,,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
114,0,114,456,Nordeste,Bahia Sul,Taipu de Fora,-13.942398000000001,-38.926620000000000,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,114,,,,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
115,1,115,457,Nordeste,Bahia Sul,Pedra do Moleque,-13.377011000000000,-38.912630000000000,3.5,3,Right,Reef-coral,Experienced surfers,10000.000000000000000,115,518604538,1500,building,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
116,15,116,458,Nordeste,Bahia Norte,Farol da Barra,-13.009994000000001,-38.533602000000002,3.5,2,Left,breakwater/jetty,Experienced surfers,10000.000000000000000,116,131558753,1500,building,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
117,15,117,459,Nordeste,Bahia Norte,Barravento,-13.009764000000001,-38.526971000000003,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,117,131558753,1500,building,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
118,15,118,460,Nordeste,Bahia Norte,Espanhol,-13.006230000000000,-38.533397999999998,3.5,2,Right and left,Point-break,Experienced surfers,10000.000000000000000,118,131558753,1500,building,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
119,14,119,461,Nordeste,Bahia Norte,Corsário,-12.976457000000000,-38.423394999999999,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,119,160179637,1500,building,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
120,5,120,462,Nordeste,Bahia Norte,Jaguaribe,-12.955755000000000,-38.385007000000002,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,120,102588003,1500,building,,,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
