OBJECTID,Join_Count,TARGET_FID,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,BUFF_DIST,ORIG_FID,CD_MUN,NM_MUN,SIGLA,CNAE,Units,People,Shape_Leng,Shape_Area,F2010,SLR_employ,F2010_1,F2010_12,F2010_12_1,F2010_12_2,F2010_12_3,F2010_12_4,F2010_12_5,F2010_12_6,F2010_12_7,F2010_12_8,Shape_Le_1,Shape_Ar_1
22,2,22,114,Nordeste,NA,Corrente,-12.948985000000000,-38.339199999999998,NA,NA,NA,NA,NA,10000.000000000000000,22,2919207,Lauro de Freitas,BA,"Sports, recreation and leisure activities",69.000000000000000,408.000000000000000,0.000000000000000,0.000000000000000,163449.000000000000000,0.002496191472569,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,62831.853071795863798,314159265.358979284763336
23,3,23,115,Nordeste,NA,Stela Maris,-12.947385000000001,-38.337372000000002,NA,NA,NA,NA,NA,10000.000000000000000,23,2905701,Camaçari,BA,"Sports, recreation and leisure activities",47.000000000000000,130.000000000000000,0.000000000000000,0.000000000000000,242970.000000000000000,0.000535045478866,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,62831.853071795863798,314159265.358979284763336
24,3,24,116,Nordeste,NA,Plator,-12.946393000000000,-38.333083999999999,NA,NA,NA,NA,NA,10000.000000000000000,24,2905701,Camaçari,BA,"Sports, recreation and leisure activities",47.000000000000000,130.000000000000000,0.000000000000000,0.000000000000000,242970.000000000000000,0.000535045478866,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,62831.853071795863798,314159265.358979284763336
25,3,25,117,Nordeste,NA,Aleluia,-12.926800999999999,-38.312618999999998,NA,NA,NA,NA,NA,10000.000000000000000,25,2905701,Camaçari,BA,"Sports, recreation and leisure activities",47.000000000000000,130.000000000000000,0.000000000000000,0.000000000000000,242970.000000000000000,0.000535045478866,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,62831.853071795863798,314159265.358979284763336
26,3,26,118,Nordeste,NA,Ipitanga,-12.920477000000000,-38.309717999999997,NA,NA,NA,NA,NA,10000.000000000000000,26,2905701,Camaçari,BA,"Sports, recreation and leisure activities",47.000000000000000,130.000000000000000,0.000000000000000,0.000000000000000,242970.000000000000000,0.000535045478866,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,62831.853071795863798,314159265.358979284763336
27,3,27,119,Nordeste,NA,Vilas,-12.894546000000000,-38.290790999999999,NA,NA,NA,NA,NA,10000.000000000000000,27,2905701,Camaçari,BA,"Sports, recreation and leisure activities",47.000000000000000,130.000000000000000,0.000000000000000,0.000000000000000,242970.000000000000000,0.000535045478866,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,62831.853071795863798,314159265.358979284763336
28,3,28,120,Nordeste,NA,Busca Vida,-12.863464000000000,-38.255961999999997,NA,NA,NA,NA,NA,10000.000000000000000,28,2905701,Camaçari,BA,"Sports, recreation and leisure activities",47.000000000000000,130.000000000000000,0.000000000000000,0.000000000000000,242970.000000000000000,0.000535045478866,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,62831.853071795863798,314159265.358979284763336
29,2,29,121,Nordeste,NA,Itacimirim,-12.639232000000000,-38.048194000000002,NA,NA,NA,NA,NA,10000.000000000000000,29,2905701,Camaçari,BA,"Sports, recreation and leisure activities",47.000000000000000,130.000000000000000,0.000000000000000,0.000000000000000,242970.000000000000000,0.000535045478866,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,62831.853071795863798,314159265.358979284763336
30,2,30,122,Nordeste,NA,Praia do Forte,-12.583304999999999,-38.005077999999997,NA,NA,NA,NA,NA,10000.000000000000000,30,2905701,Camaçari,BA,"Sports, recreation and leisure activities",47.000000000000000,130.000000000000000,0.000000000000000,0.000000000000000,242970.000000000000000,0.000535045478866,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,62831.853071795863798,314159265.358979284763336
31,3,31,123,Nordeste,NA,Imbassai,-12.342055000000000,-37.846200000000003,NA,NA,NA,NA,NA,10000.000000000000000,31,2910503,Entre Rios,BA,"Sports, recreation and leisure activities",4.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,39872.000000000000000,0.000000000000000,39872.000000000000000,39872.000000000000000,39872.000000000000000,39872.000000000000000,39872.000000000000000,39872.000000000000000,39872.000000000000000,39872.000000000000000,39872.000000000000000,39872.000000000000000,62831.853071795863798,314159265.358979284763336
32,2,32,124,Nordeste,NA,Costa do Sauipe,-12.022171000000000,-37.645508000000000,NA,NA,NA,NA,NA,10000.000000000000000,32,2908606,Conde,BA,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,23620.000000000000000,0.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,62831.853071795863798,314159265.358979284763336
33,1,33,125,Nordeste,NA,Marlin,-11.939802999999999,-37.602476000000003,NA,NA,NA,NA,NA,10000.000000000000000,33,2908606,Conde,BA,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,23620.000000000000000,0.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,62831.853071795863798,314159265.358979284763336
34,2,34,126,Nordeste,NA,Conde,-11.848141000000000,-37.558169999999997,NA,NA,NA,NA,NA,10000.000000000000000,34,2908606,Conde,BA,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,23620.000000000000000,0.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,62831.853071795863798,314159265.358979284763336
35,4,35,127,Nordeste,NA,Mangue Seco,-11.483613999999999,-37.364454000000002,NA,NA,NA,NA,NA,10000.000000000000000,35,2802106,Estância,SE,"Sports, recreation and leisure activities",10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,64409.000000000000000,0.000000000000000,64409.000000000000000,64409.000000000000000,64409.000000000000000,64409.000000000000000,64409.000000000000000,64409.000000000000000,64409.000000000000000,64409.000000000000000,64409.000000000000000,64409.000000000000000,62831.853071795863798,314159265.358979284763336
36,3,36,128,Nordeste,NA,Mosqueiro,-11.138116000000000,-37.145493000000002,NA,NA,NA,NA,NA,10000.000000000000000,36,2800308,Aracaju,SE,"Sports, recreation and leisure activities",212.000000000000000,1083.000000000000000,0.000000000000000,0.000000000000000,571149.000000000000000,0.001896177704942,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,62831.853071795863798,314159265.358979284763336
37,3,37,129,Nordeste,NA,Aruana,-11.067069000000000,-37.101289000000001,NA,NA,NA,NA,NA,10000.000000000000000,37,2800308,Aracaju,SE,"Sports, recreation and leisure activities",212.000000000000000,1083.000000000000000,0.000000000000000,0.000000000000000,571149.000000000000000,0.001896177704942,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,62831.853071795863798,314159265.358979284763336
38,2,38,130,Nordeste,NA,Hawaiizinho,-11.043927999999999,-37.082977999999997,NA,NA,NA,NA,NA,10000.000000000000000,38,2800308,Aracaju,SE,"Sports, recreation and leisure activities",212.000000000000000,1083.000000000000000,0.000000000000000,0.000000000000000,571149.000000000000000,0.001896177704942,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,62831.853071795863798,314159265.358979284763336
39,3,39,131,Nordeste,NA,Praia do Meio,-10.999541000000001,-37.050151000000000,NA,NA,NA,NA,NA,10000.000000000000000,39,2800308,Aracaju,SE,"Sports, recreation and leisure activities",212.000000000000000,1083.000000000000000,0.000000000000000,0.000000000000000,571149.000000000000000,0.001896177704942,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,62831.853071795863798,314159265.358979284763336
40,5,40,132,Nordeste,NA,Pirambu,-10.746346000000001,-36.855099000000003,NA,NA,NA,NA,NA,10000.000000000000000,40,2800605,Barra dos Coqueiros,SE,"Sports, recreation and leisure activities",5.000000000000000,16.000000000000000,0.000000000000000,0.000000000000000,24976.000000000000000,0.000640614990391,24976.000000000000000,24976.000000000000000,24976.000000000000000,24976.000000000000000,24976.000000000000000,24976.000000000000000,24976.000000000000000,24976.000000000000000,24976.000000000000000,24976.000000000000000,62831.853071795863798,314159265.358979284763336
41,2,41,133,Nordeste,NA,Ponta do Mangue,-10.639483000000000,-36.678539000000001,NA,NA,NA,NA,NA,10000.000000000000000,41,2804904,Pacatuba,SE,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,13137.000000000000000,0.000000000000000,13137.000000000000000,13137.000000000000000,13137.000000000000000,13137.000000000000000,13137.000000000000000,13137.000000000000000,13137.000000000000000,13137.000000000000000,13137.000000000000000,13137.000000000000000,62831.853071795863798,314159265.358979284763336
42,2,42,134,Nordeste,NA,Pontal de Peba,-10.367584000000001,-36.303941000000002,NA,NA,NA,NA,NA,10000.000000000000000,42,2702702,Feliz Deserto,AL,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4345.000000000000000,0.000000000000000,4345.000000000000000,4345.000000000000000,4345.000000000000000,4345.000000000000000,4345.000000000000000,4345.000000000000000,4345.000000000000000,4345.000000000000000,4345.000000000000000,4345.000000000000000,62831.853071795863798,314159265.358979284763336
43,1,43,135,Nordeste,NA,Mihai,-10.196728000000000,-36.181641999999997,NA,NA,NA,NA,NA,10000.000000000000000,43,2702306,Coruripe,AL,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,52130.000000000000000,0.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,62831.853071795863798,314159265.358979284763336
44,1,44,136,Nordeste,NA,Pontal do Coruripe,-10.160774999999999,-36.150663999999999,NA,NA,NA,NA,NA,10000.000000000000000,44,2702306,Coruripe,AL,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,52130.000000000000000,0.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,62831.853071795863798,314159265.358979284763336
45,2,45,137,Nordeste,NA,Forjos,-10.107661999999999,-36.097672000000003,NA,NA,NA,NA,NA,10000.000000000000000,45,2702306,Coruripe,AL,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,52130.000000000000000,0.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,62831.853071795863798,314159265.358979284763336
46,2,46,138,Nordeste,NA,Poxim,-10.063563000000000,-36.040908999999999,NA,NA,NA,NA,NA,10000.000000000000000,46,2702306,Coruripe,AL,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,52130.000000000000000,0.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,62831.853071795863798,314159265.358979284763336
47,3,47,139,Nordeste,NA,Jacarecica,-9.916383000000000,-35.945963999999996,NA,NA,NA,NA,NA,10000.000000000000000,47,2700607,Barra de São Miguel,AL,"Sports, recreation and leisure activities",6.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,7574.000000000000000,0.000000000000000,7574.000000000000000,7574.000000000000000,7574.000000000000000,7574.000000000000000,7574.000000000000000,7574.000000000000000,7574.000000000000000,7574.000000000000000,7574.000000000000000,7574.000000000000000,62831.853071795863798,314159265.358979284763336
48,3,48,140,Nordeste,NA,Praia do Meio,-9.824446999999999,-35.877803000000000,NA,NA,NA,NA,NA,10000.000000000000000,48,2700607,Barra de São Miguel,AL,"Sports, recreation and leisure activities",6.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,7574.000000000000000,0.000000000000000,7574.000000000000000,7574.000000000000000,7574.000000000000000,7574.000000000000000,7574.000000000000000,7574.000000000000000,7574.000000000000000,7574.000000000000000,7574.000000000000000,7574.000000000000000,62831.853071795863798,314159265.358979284763336
49,4,49,141,Nordeste,NA,Praia do Pontal,-9.682589999999999,-35.758536999999997,NA,NA,NA,NA,NA,10000.000000000000000,49,2702207,Coqueiro Seco,AL,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5526.000000000000000,0.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,62831.853071795863798,314159265.358979284763336
50,3,50,142,Nordeste,NA,Salgema,-9.679629000000000,-35.718974000000003,NA,NA,NA,NA,NA,10000.000000000000000,50,2702207,Coqueiro Seco,AL,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5526.000000000000000,0.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,62831.853071795863798,314159265.358979284763336
51,3,51,143,Nordeste,NA,Pier do Emissario,-9.673301000000000,-35.715234000000002,NA,NA,NA,NA,NA,10000.000000000000000,51,2702207,Coqueiro Seco,AL,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5526.000000000000000,0.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,62831.853071795863798,314159265.358979284763336
52,3,52,144,Nordeste,NA,Praia do Sobral,-9.666869000000000,-35.710735000000000,NA,NA,NA,NA,NA,10000.000000000000000,52,2702207,Coqueiro Seco,AL,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5526.000000000000000,0.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,62831.853071795863798,314159265.358979284763336
