id,region,join_count,numerical_direction,numerical_frequency,numerical_experience,numerical_quality,normalized_clusters,normalized_direction,normalized_frequency,normalized_experience,normalized_quality,weighted_surf,surf_subindex
267,Sul,3,2,4,1,3.5,0.333333,1,0.75,1,0.625,1.958333,0.6666665
268,Sul,3,2,4,0,3.5,0.333333,1,0.75,0,0.625,1.458333,0.4166665
269,Sul,2,1,1,1,3.5,0.166667,0,0,1,0.625,1.291667,0.3333335
270,Sul,2,1,1,1,3.5,0.166667,0,0,1,0.625,1.291667,0.3333335
271,Sul,4,2,2,1,3,0.5,1,0.25,1,0.5,2,0.6875
272,Sul,6,2,3,0,3.5,0.833333,1,0.5,0,0.625,1.958333,0.6666665
273,Sul,6,2,4,1,3,0.833333,1,0.75,1,0.5,2.333333,0.8541665
274,Sul,5,1,1,0,4,0.666667,0,0,0,0.75,1.416667,0.3958335
275,Sul,5,1,1,0,4,0.666667,0,0,0,0.75,1.416667,0.3958335
276,Sul,1,1,1,0,3.5,0,0,0,0,0.625,0.625,0
277,Sul,1,2,2,0,3.5,0,1,0.25,0,0.625,1.125,0.25
278,Sul,4,2,3,1,3.5,0.5,1,0.5,1,0.625,2.125,0.75
279,Sul,4,1,3,0,3.5,0.5,0,0.5,0,0.625,1.125,0.25
280,Sul,4,2,2,0,2,0.5,1,0.25,0,0.25,1.25,0.3125
281,Sul,4,2,2,1,3,0.5,1,0.25,1,0.5,2,0.6875
282,Sul,4,2,3,1,3,0.5,1,0.5,1,0.5,2,0.6875
283,Sul,4,2,3,1,3,0.5,1,0.5,1,0.5,2,0.6875
284,Sul,4,1,2,0,4,0.5,0,0.25,0,0.75,1.25,0.3125
285,Sul,5,1,2,0,4,0.666667,0,0.25,0,0.75,1.416667,0.3958335
286,Sul,3,2,4,0,3,0.333333,1,0.75,0,0.5,1.333333,0.3541665
287,Sul,2,1,2,0,3.5,0.166667,0,0.25,0,0.625,0.791667,0.0833335
288,Sul,3,2,3,1,3,0.333333,1,0.5,1,0.5,1.833333,0.6041665
289,Sul,4,2,1,0,4,0.5,1,0,0,0.75,1.75,0.5625
290,Sul,5,2,2,0,3,0.666667,1,0.25,0,0.5,1.666667,0.5208335
291,Sul,5,2,3,0,3,0.666667,1,0.5,0,0.5,1.666667,0.5208335
292,Sul,6,1,1,0,3.5,0.833333,0,0,0,0.625,1.458333,0.4166665
293,Sul,5,1,2,1,3.5,0.666667,0,0.25,1,0.625,1.791667,0.5833335
294,Sul,4,2,4,1,3.5,0.5,1,0.75,1,0.625,2.125,0.75
295,Sul,5,2,3,1,3.5,0.666667,1,0.5,1,0.625,2.291667,0.8333335
296,Sul,4,2,2,0,3,0.5,1,0.25,0,0.5,1.5,0.4375
297,Sul,3,2,3,1,3,0.333333,1,0.5,1,0.5,1.833333,0.6041665
298,Sul,3,2,3,1,3,0.333333,1,0.5,1,0.5,1.833333,0.6041665
299,Sul,3,1,2,1,3.5,0.333333,0,0.25,1,0.625,1.458333,0.4166665
300,Sul,3,1,2,1,3.5,0.333333,0,0.25,1,0.625,1.458333,0.4166665
301,Sul,4,1,1,1,3,0.5,0,0,1,0.5,1.5,0.4375
302,Sul,5,2,2,0,4,0.666667,1,0.25,0,0.75,1.916667,0.6458335
303,Sul,5,2,2,0,3,0.666667,1,0.25,0,0.5,1.666667,0.5208335
304,Sul,5,1,1,0,3.5,0.666667,0,0,0,0.625,1.291667,0.3333335
305,Sul,5,1,1,1,3,0.666667,0,0,1,0.5,1.666667,0.5208335
306,Sul,5,2,3,1,2,0.666667,1,0.5,1,0.25,1.916667,0.6458335
307,Sul,4,2,2,0,3,0.5,1,0.25,0,0.5,1.5,0.4375
308,Sul,3,2,3,0,2,0.333333,1,0.5,0,0.25,1.083333,0.2291665
309,Sul,3,2,3,1,3.5,0.333333,1,0.5,1,0.625,1.958333,0.6666665
310,Sul,2,1,3,1,3,0.166667,0,0.5,1,0.5,1.166667,0.2708335
311,Sul,2,2,4,1,3.5,0.166667,1,0.75,1,0.625,1.791667,0.5833335
312,Sul,2,2,4,1,3,0.166667,1,0.75,1,0.5,1.666667,0.5208335
313,Sul,2,2,3,0,3,0.166667,1,0.5,0,0.5,1.166667,0.2708335
314,Sul,4,2,3,1,3,0.5,1,0.5,1,0.5,2,0.6875
315,Sul,4,2,4,1,3.5,0.5,1,0.75,1,0.625,2.125,0.75
316,Sul,4,1,1,0,3,0.5,0,0,0,0.5,1,0.1875
317,Sul,5,1,2,1,3.5,0.666667,0,0.25,1,0.625,1.791667,0.5833335
318,Sul,3,2,1,0,3.5,0.333333,1,0,0,0.625,1.458333,0.4166665
319,Sul,3,1,1,1,3.5,0.333333,0,0,1,0.625,1.458333,0.4166665
320,Sul,1,1,3,1,3.5,0,0,0.5,1,0.625,1.125,0.25
321,Sul,2,2,3,1,3,0.166667,1,0.5,1,0.5,1.666667,0.5208335
322,Sul,2,1,2,0,3,0.166667,0,0.25,0,0.5,0.666667,0.0208335
323,Sul,3,2,3,1,3,0.333333,1,0.5,1,0.5,1.833333,0.6041665
324,Sul,3,2,3,1,3.5,0.333333,1,0.5,1,0.625,1.958333,0.6666665
325,Sul,3,1,2,0,4,0.333333,0,0.25,0,0.75,1.083333,0.2291665
326,Sul,3,1,3,0,3.5,0.333333,0,0.5,0,0.625,0.958333,0.1666665
327,Sul,2,2,3,1,3.5,0.166667,1,0.5,1,0.625,1.791667,0.5833335
328,Sul,2,1,4,0,3.5,0.166667,0,0.75,0,0.625,0.791667,0.0833335
512,Sul,1,2,2,1,2,0,1,0.25,1,0.25,1.25,0.3125
513,Sul,3,2,3,1,3,0.333333,1,0.5,1,0.5,1.833333,0.6041665
514,Sul,2,2,3,1,3,0.166667,1,0.5,1,0.5,1.666667,0.5208335
515,Sul,2,2,3,1,3,0.166667,1,0.5,1,0.5,1.666667,0.5208335
516,Sul,5,1,1,0,3.5,0.666667,0,0,0,0.625,1.291667,0.3333335
517,Sul,3,2,3,1,3,0.333333,1,0.5,1,0.5,1.833333,0.6041665
518,Sul,1,2,3,1,3,0,1,0.5,1,0.5,1.5,0.4375
