OBJECTID,Join_Count,TARGET_FID,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,BUFF_DIST,ORIG_FID,CD_MUN,NM_MUN,SIGLA,AREA_KM2,F1970,F1980,F1991,F2000,F2010,Shape_Leng,Shape_Area,pop_change,Shape_Le_1,Shape_Ar_1
149,1,149,491,Nordeste,Fernando Do Noronha,Cacimba do Padre,-3.848947000000000,-32.439537000000001,4,2,Left,Beach-break,Experienced surfers,10000.000000000000000,149,2605459,Fernando de Noronha,PE,18.609000000000002,1241.000000000000000,1274.000000000000000,1686.000000000000000,2051.000000000000000,2630.000000000000000,0.000000000000000,0.000000000000000,579.000000000000000,62831.853071795863798,314159265.358979284763336
150,1,150,492,Nordeste,Fernando Do Noronha,Boldró,-3.845457000000000,-32.431694000000000,4,3,Right and left,Reef-coral,Pros or kamikaze only...,10000.000000000000000,150,2605459,Fernando de Noronha,PE,18.609000000000002,1241.000000000000000,1274.000000000000000,1686.000000000000000,2051.000000000000000,2630.000000000000000,0.000000000000000,0.000000000000000,579.000000000000000,62831.853071795863798,314159265.358979284763336
151,1,151,493,Nordeste,Fernando Do Noronha,Conceição,-3.841122000000000,-32.418498000000000,3,NA,Right and left,Beach-break,All surfers,10000.000000000000000,151,2605459,Fernando de Noronha,PE,18.609000000000002,1241.000000000000000,1274.000000000000000,1686.000000000000000,2051.000000000000000,2630.000000000000000,0.000000000000000,0.000000000000000,579.000000000000000,62831.853071795863798,314159265.358979284763336
152,1,152,494,Nordeste,Fernando Do Noronha,Meio,-3.839607000000000,-32.413288999999999,3,NA,Right and left,NA,All surfers,10000.000000000000000,152,2605459,Fernando de Noronha,PE,18.609000000000002,1241.000000000000000,1274.000000000000000,1686.000000000000000,2051.000000000000000,2630.000000000000000,0.000000000000000,0.000000000000000,579.000000000000000,62831.853071795863798,314159265.358979284763336
153,1,153,495,Nordeste,Fernando Do Noronha,Cachorro,-3.838906000000000,-32.411127000000000,3,2,Right,Beach-break,All surfers,10000.000000000000000,153,2605459,Fernando de Noronha,PE,18.609000000000002,1241.000000000000000,1274.000000000000000,1686.000000000000000,2051.000000000000000,2630.000000000000000,0.000000000000000,0.000000000000000,579.000000000000000,62831.853071795863798,314159265.358979284763336
154,1,154,496,Nordeste,Fernando Do Noronha,Biboca,-3.835106000000000,-32.403348999999999,3.5,NA,Right,Reef-coral,Experienced surfers,10000.000000000000000,154,2605459,Fernando de Noronha,PE,18.609000000000002,1241.000000000000000,1274.000000000000000,1686.000000000000000,2051.000000000000000,2630.000000000000000,0.000000000000000,0.000000000000000,579.000000000000000,62831.853071795863798,314159265.358979284763336
155,1,155,497,Nordeste,Fernando Do Noronha,Abras,-3.827602000000000,-32.400581000000003,4,2,Left,Reef-rocky,Experienced surfers,10000.000000000000000,155,2605459,Fernando de Noronha,PE,18.609000000000002,1241.000000000000000,1274.000000000000000,1686.000000000000000,2051.000000000000000,2630.000000000000000,0.000000000000000,0.000000000000000,579.000000000000000,62831.853071795863798,314159265.358979284763336
156,2,156,498,Nordeste,Ceara,Futuro,-3.726691000000000,-38.457008999999999,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,156,2304285,Eusébio,CE,78.817999999999998,0.000000000000000,0.000000000000000,20410.000000000000000,31500.000000000000000,46033.000000000000000,0.000000000000000,0.000000000000000,14533.000000000000000,62831.853071795863798,314159265.358979284763336
157,2,157,499,Nordeste,Ceara,Iracema (ponte metalica),-3.718212000000000,-38.518002000000003,3.5,3,Right and left,Reef-rocky,Experienced surfers,10000.000000000000000,157,2303709,Caucaia,CE,1223.246000000000095,54754.000000000000000,94106.000000000000000,165099.000000000000000,250479.000000000000000,325441.000000000000000,0.000000000000000,0.000000000000000,74962.000000000000000,62831.853071795863798,314159265.358979284763336
158,2,158,500,Nordeste,Ceara,Leste-Oeste,-3.714080000000000,-38.540489999999998,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,158,2303709,Caucaia,CE,1223.246000000000095,54754.000000000000000,94106.000000000000000,165099.000000000000000,250479.000000000000000,325441.000000000000000,0.000000000000000,0.000000000000000,74962.000000000000000,62831.853071795863798,314159265.358979284763336
159,1,159,501,Nordeste,Ceara,Titanzinho,-3.707351000000000,-38.467813000000000,3.5,NA,Right and left,Reef-rocky,Experienced surfers,10000.000000000000000,159,2304400,Fortaleza,CE,312.353000000000009,857980.000000000000000,1307608.000000000000000,1768637.000000000000000,2141402.000000000000000,2452185.000000000000000,0.000000000000000,0.000000000000000,310783.000000000000000,62831.853071795863798,314159265.358979284763336
160,2,160,502,Nordeste,Ceara,Icarai,-3.670278000000000,-38.669443999999999,3.5,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,160,2303709,Caucaia,CE,1223.246000000000095,54754.000000000000000,94106.000000000000000,165099.000000000000000,250479.000000000000000,325441.000000000000000,0.000000000000000,0.000000000000000,74962.000000000000000,62831.853071795863798,314159265.358979284763336
161,2,161,503,Nordeste,Ceara,Pico das Almas,-3.605083000000000,-38.761997000000001,3,2,Right and left,Beach-break,Experienced surfers,10000.000000000000000,161,2303709,Caucaia,CE,1223.246000000000095,54754.000000000000000,94106.000000000000000,165099.000000000000000,250479.000000000000000,325441.000000000000000,0.000000000000000,0.000000000000000,74962.000000000000000,62831.853071795863798,314159265.358979284763336
162,2,162,504,Nordeste,Ceara,Taiba,-3.505663000000000,-38.905270000000002,3,3,Right and left,Point-break,All surfers,10000.000000000000000,162,2310209,Paracuru,CE,304.733999999999980,24522.000000000000000,28610.000000000000000,20942.000000000000000,27541.000000000000000,31636.000000000000000,0.000000000000000,0.000000000000000,4095.000000000000000,62831.853071795863798,314159265.358979284763336
163,2,163,505,Nordeste,Ceara,Paracuru,-3.406714000000000,-39.032620999999999,3.5,NA,Right and left,Reef-coral,Experienced surfers,10000.000000000000000,163,2310209,Paracuru,CE,304.733999999999980,24522.000000000000000,28610.000000000000000,20942.000000000000000,27541.000000000000000,31636.000000000000000,0.000000000000000,0.000000000000000,4095.000000000000000,62831.853071795863798,314159265.358979284763336
164,2,164,506,Nordeste,Ceara,Jericoacoara,-2.787089000000000,-40.512611000000000,3,3,Right and left,Beach-break,Beginners wave,10000.000000000000000,164,2304251,Cruz,CE,335.920999999999992,0.000000000000000,0.000000000000000,20098.000000000000000,19779.000000000000000,22479.000000000000000,0.000000000000000,0.000000000000000,2700.000000000000000,62831.853071795863798,314159265.358979284763336
165,2,165,507,Nordeste,Maranhao,Travosa,-2.358991000000000,-43.243904000000001,3.5,NA,Right and left,Beach-break,All surfers,10000.000000000000000,165,2109403,Primeira Cruz,MA,1337.161000000000058,15507.000000000000000,17568.000000000000000,18419.000000000000000,11019.000000000000000,13954.000000000000000,0.000000000000000,0.000000000000000,2935.000000000000000,62831.853071795863798,314159265.358979284763336
166,4,166,508,Norte,Para,marahu,-1.073422000000000,-48.403187000000003,3.5,2,Right and left,Sand-bar,All surfers,10000.000000000000000,166,1501402,Belém,PA,1059.465999999999894,633374.000000000000000,933280.000000000000000,1244689.000000000000000,1280614.000000000000000,1393399.000000000000000,0.000000000000000,0.000000000000000,112785.000000000000000,62831.853071795863798,314159265.358979284763336
167,1,167,509,Norte,Para,Camaraçu,-0.868831000000000,-46.430798000000003,5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,167,1500909,Augusto Corrêa,PA,1099.618999999999915,18331.000000000000000,26404.000000000000000,30323.000000000000000,33011.000000000000000,40497.000000000000000,0.000000000000000,0.000000000000000,7486.000000000000000,62831.853071795863798,314159265.358979284763336
168,2,168,510,Norte,Para,Araruna,-0.688517000000000,-48.483266999999998,3,3,Right and left,Sand-bar,All surfers,10000.000000000000000,168,1506302,Salvaterra,PA,918.562999999999988,9127.000000000000000,10008.000000000000000,11889.000000000000000,15118.000000000000000,20183.000000000000000,0.000000000000000,0.000000000000000,5065.000000000000000,62831.853071795863798,314159265.358979284763336
169,2,169,511,Norte,Maranhao,Pororoca,1.242601000000000,-50.291972000000001,4,NA,Right and left,Rivermouth,Experienced surfers,10000.000000000000000,169,1600105,Amapá,AP,8454.846999999999753,10377.000000000000000,9499.000000000000000,8075.000000000000000,7121.000000000000000,8069.000000000000000,0.000000000000000,0.000000000000000,948.000000000000000,62831.853071795863798,314159265.358979284763336
170,1,170,537,Nordeste,Bahia Sul,Sirihyba,-14.955150900000000,-39.007338300000001,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,170,2913606,Ilhéus,BA,1588.555000000000064,107971.000000000000000,131456.000000000000000,223750.000000000000000,222127.000000000000000,184236.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
171,4,171,538,Nordeste,Bahia Sul,Sol do Muta,-13.881859300000000,-38.948337600000002,NA,3,Right,Point-break,All surfers,10000.000000000000000,171,2905800,Camamu,BA,839.701999999999998,25502.000000000000000,36160.000000000000000,32850.000000000000000,33661.000000000000000,35180.000000000000000,0.000000000000000,0.000000000000000,1519.000000000000000,62831.853071795863798,314159265.358979284763336
172,3,172,539,Nordeste,Bahia Norte,Rock Quente,-12.937671999999999,-38.326481000000001,3.5,NA,Right and left,Reef-rocky,NA,10000.000000000000000,172,2905701,Camaçari,BA,785.421000000000049,33273.000000000000000,89164.000000000000000,113639.000000000000000,161727.000000000000000,242970.000000000000000,0.000000000000000,0.000000000000000,81243.000000000000000,62831.853071795863798,314159265.358979284763336
173,3,173,540,Nordeste,Bahia Norte,Ribeira,-12.918761999999999,-38.502079999999999,NA,3,Right and left,Beach-break,Beginners wave,10000.000000000000000,173,2916104,Itaparica,BA,121.373000000000005,8391.000000000000000,10877.000000000000000,15055.000000000000000,18945.000000000000000,20725.000000000000000,0.000000000000000,0.000000000000000,1780.000000000000000,62831.853071795863798,314159265.358979284763336
174,2,174,541,Nordeste,Bahia Norte,Praia das Ondas,-12.596083999999999,-38.028939000000001,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,174,2905701,Camaçari,BA,785.421000000000049,33273.000000000000000,89164.000000000000000,113639.000000000000000,161727.000000000000000,242970.000000000000000,0.000000000000000,0.000000000000000,81243.000000000000000,62831.853071795863798,314159265.358979284763336
175,2,175,542,Nordeste,Sergipe and Alagoas,Rainha,-9.644078000000000,-35.698022000000002,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,175,2702207,Coqueiro Seco,AL,39.607999999999997,2857.000000000000000,3799.000000000000000,4784.000000000000000,5134.000000000000000,5526.000000000000000,0.000000000000000,0.000000000000000,392.000000000000000,62831.853071795863798,314159265.358979284763336
176,3,176,543,Nordeste,Paraiba and Pernambucco,Pedra de Xaréu,-8.303081000000001,-34.945245000000000,3.5,4,Right,Point-break,All surfers,10000.000000000000000,176,2602902,Cabo de Santo Agostinho,PE,445.343000000000018,75829.000000000000000,104155.000000000000000,127036.000000000000000,152977.000000000000000,185025.000000000000000,0.000000000000000,0.000000000000000,32048.000000000000000,62831.853071795863798,314159265.358979284763336
177,2,177,544,Nordeste,Ceara,Prainha,-3.899172000000000,-38.346806000000001,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,177,2301000,Aquiraz,CE,480.235999999999990,32507.000000000000000,45112.000000000000000,46305.000000000000000,60469.000000000000000,72628.000000000000000,0.000000000000000,0.000000000000000,12159.000000000000000,62831.853071795863798,314159265.358979284763336
178,1,178,545,Nordeste,Fernando Do Noronha,Laje do Bode,-3.847468000000000,-32.434612000000001,3.5,2,Left,Reef-coral,Experienced surfers,10000.000000000000000,178,2605459,Fernando de Noronha,PE,18.609000000000002,1241.000000000000000,1274.000000000000000,1686.000000000000000,2051.000000000000000,2630.000000000000000,0.000000000000000,0.000000000000000,579.000000000000000,62831.853071795863798,314159265.358979284763336
179,4,179,546,Nordeste,Maranhao,Caolho,-2.478724000000000,-44.240184999999997,3.5,NA,Right and left,Beach-break,All surfers,10000.000000000000000,179,2107506,Paço do Lumiar,MA,127.192999999999998,13487.000000000000000,17216.000000000000000,53195.000000000000000,76188.000000000000000,105121.000000000000000,0.000000000000000,0.000000000000000,28933.000000000000000,62831.853071795863798,314159265.358979284763336
180,2,180,547,Norte,Para,Atalaia (salinas),-0.596981000000000,-47.293622999999997,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,180,1506203,Salinópolis,PA,226.120000000000005,9651.000000000000000,14349.000000000000000,22670.000000000000000,33449.000000000000000,37421.000000000000000,0.000000000000000,0.000000000000000,3972.000000000000000,62831.853071795863798,314159265.358979284763336
181,2,181,548,Norte,Para,Algodoal,-0.577838000000000,-47.579901000000000,3,2,Right,Beach-break,All surfers,10000.000000000000000,181,1504307,Maracanã,PA,807.628000000000043,18089.000000000000000,21116.000000000000000,25575.000000000000000,27571.000000000000000,28376.000000000000000,0.000000000000000,0.000000000000000,805.000000000000000,62831.853071795863798,314159265.358979284763336
