OBJECTID,Join_Count,TARGET_FID,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,BUFF_DIST,ORIG_FID,ogc_fid,idi_tuaria,idseq,cdi_tuaria,nome,tipo,cdbigrama,cdtrigrama,cdterminal,situacao,gestao,modalidade,companhia,cnpj,legislacao,pro_didade,endereco,com_emento,numero,bairro,cep,idcidade,cidade,idestado,estado,idr_rafica,reg_rafica,loc_izacao,latitude,longitude,observacao,fonte,cdc_troide,Shape_Leng,Shape_Area
293,15,293,292,Sul,Santa Catarina North,Morcego,-26.931052000000001,-48.625214999999997,3.5,NA,Left,Point-break,Pros or kamikaze only...,10000.000000000000000,293,49,113.000000000000000,0.000000000000000,BRSC001,Terminal Portuario Braskarne,Terminal for private use,BR,BRS,BRSC001,In operation,Privada,Terminal de uso privado,SEARA ALIMENTOS LTDA,02914460010709,CA 005/2014-ANTAQ,0.000000000000000,RUA BLUMENAU,ANDAR BLOCO A,658.000000000000000,CENTRO,88305100,4208203, , , ,0.000000000000000, ,Itaja0-A,-26.8964,-48.6711,Atualizado por Gustavo Eccard em 26/01/2021. Dados de movimenta-,Antaq, ,62831.853071795863798,314159265.358979284763336
294,15,294,293,Sul,Santa Catarina North,Atalaia,-26.915163000000000,-48.639361000000001,3.5,2,Left,breakwater/jetty,All surfers,10000.000000000000000,294,49,113.000000000000000,0.000000000000000,BRSC001,Terminal Portuario Braskarne,Terminal for private use,BR,BRS,BRSC001,In operation,Privada,Terminal de uso privado,SEARA ALIMENTOS LTDA,02914460010709,CA 005/2014-ANTAQ,0.000000000000000,RUA BLUMENAU,ANDAR BLOCO A,658.000000000000000,CENTRO,88305100,4208203, , , ,0.000000000000000, ,Itaja0-A,-26.8964,-48.6711,Atualizado por Gustavo Eccard em 26/01/2021. Dados de movimenta-,Antaq, ,62831.853071795863798,314159265.358979284763336
295,15,295,294,Sul,Santa Catarina North,Pracinha,-26.901883999999999,-48.641613999999997,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,295,49,113.000000000000000,0.000000000000000,BRSC001,Terminal Portuario Braskarne,Terminal for private use,BR,BRS,BRSC001,In operation,Privada,Terminal de uso privado,SEARA ALIMENTOS LTDA,02914460010709,CA 005/2014-ANTAQ,0.000000000000000,RUA BLUMENAU,ANDAR BLOCO A,658.000000000000000,CENTRO,88305100,4208203, , , ,0.000000000000000, ,Itaja0-A,-26.8964,-48.6711,Atualizado por Gustavo Eccard em 26/01/2021. Dados de movimenta-,Antaq, ,62831.853071795863798,314159265.358979284763336
296,15,296,295,Sul,Santa Catarina North,Navegantes,-26.897577999999999,-48.638705999999999,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,296,49,113.000000000000000,0.000000000000000,BRSC001,Terminal Portuario Braskarne,Terminal for private use,BR,BRS,BRSC001,In operation,Privada,Terminal de uso privado,SEARA ALIMENTOS LTDA,02914460010709,CA 005/2014-ANTAQ,0.000000000000000,RUA BLUMENAU,ANDAR BLOCO A,658.000000000000000,CENTRO,88305100,4208203, , , ,0.000000000000000, ,Itaja0-A,-26.8964,-48.6711,Atualizado por Gustavo Eccard em 26/01/2021. Dados de movimenta-,Antaq, ,62831.853071795863798,314159265.358979284763336
297,16,297,296,Sul,Santa Catarina North,Garrincha,-26.858702999999998,-48.634619000000001,3,2,Right and left,Sand-bar,Experienced surfers,10000.000000000000000,297,49,113.000000000000000,0.000000000000000,BRSC001,Terminal Portuario Braskarne,Terminal for private use,BR,BRS,BRSC001,In operation,Privada,Terminal de uso privado,SEARA ALIMENTOS LTDA,02914460010709,CA 005/2014-ANTAQ,0.000000000000000,RUA BLUMENAU,ANDAR BLOCO A,658.000000000000000,CENTRO,88305100,4208203, , , ,0.000000000000000, ,Itaja0-A,-26.8964,-48.6711,Atualizado por Gustavo Eccard em 26/01/2021. Dados de movimenta-,Antaq, ,62831.853071795863798,314159265.358979284763336
298,13,298,297,Sul,Santa Catarina North,Gravatá (1 e 2),-26.831883000000001,-48.621969000000000,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,298,49,113.000000000000000,0.000000000000000,BRSC001,Terminal Portuario Braskarne,Terminal for private use,BR,BRS,BRSC001,In operation,Privada,Terminal de uso privado,SEARA ALIMENTOS LTDA,02914460010709,CA 005/2014-ANTAQ,0.000000000000000,RUA BLUMENAU,ANDAR BLOCO A,658.000000000000000,CENTRO,88305100,4208203, , , ,0.000000000000000, ,Itaja0-A,-26.8964,-48.6711,Atualizado por Gustavo Eccard em 26/01/2021. Dados de movimenta-,Antaq, ,62831.853071795863798,314159265.358979284763336
299,13,299,298,Sul,Santa Catarina North,Gravatá,-26.831730000000000,-48.623427999999997,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,299,49,113.000000000000000,0.000000000000000,BRSC001,Terminal Portuario Braskarne,Terminal for private use,BR,BRS,BRSC001,In operation,Privada,Terminal de uso privado,SEARA ALIMENTOS LTDA,02914460010709,CA 005/2014-ANTAQ,0.000000000000000,RUA BLUMENAU,ANDAR BLOCO A,658.000000000000000,CENTRO,88305100,4208203, , , ,0.000000000000000, ,Itaja0-A,-26.8964,-48.6711,Atualizado por Gustavo Eccard em 26/01/2021. Dados de movimenta-,Antaq, ,62831.853071795863798,314159265.358979284763336
300,0,300,299,Sul,Santa Catarina North,Quilombo,-26.766992999999999,-48.639414000000002,3.5,2,Left,Beach-break,All surfers,10000.000000000000000,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
301,0,301,300,Sul,Santa Catarina North,Quilombo (reef),-26.765743000000001,-48.640143999999999,3.5,2,Right,Point-break,All surfers,10000.000000000000000,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
302,0,302,301,Sul,Santa Catarina North,molhe de Piçarras,-26.757026000000000,-48.673434999999998,3,1,Right,Point-break,All surfers,10000.000000000000000,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
303,0,303,302,Sul,Santa Catarina North,Laje do Jacques,-26.726915999999999,-48.673060000000000,4,2,Right and left,Reef-rocky,Experienced surfers,10000.000000000000000,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
304,0,304,303,Sul,Santa Catarina North,Syphodys,-26.701371000000002,-48.680247999999999,3,2,Right and left,Beach-break,Experienced surfers,10000.000000000000000,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
305,0,305,304,Sul,Santa Catarina North,ilha do grants,-26.696031999999999,-48.674990999999999,3.5,1,Left,Reef-rocky,Pros or kamikaze only...,10000.000000000000000,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
306,0,306,305,Sul,Santa Catarina North,barra de Itajuba,-26.691344999999998,-48.684164000000003,3,1,Right,Point-break,All surfers,10000.000000000000000,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
307,0,307,306,Sul,Santa Catarina North,Praia do Sol,-26.679962000000000,-48.688166000000002,2,3,Right and left,Point-break,All surfers,10000.000000000000000,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
308,0,308,307,Sul,Santa Catarina North,Praia do Tabuleiro,-26.643014000000001,-48.682051000000001,3,2,Right and left,Beach-break,Beginners wave,10000.000000000000000,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
309,0,309,308,Sul,Santa Catarina North,Canoas,-26.639403000000001,-48.682501000000002,2,3,Right and left,Beach-break,Beginners wave,10000.000000000000000,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
310,0,310,309,Sul,Santa Catarina North,Barrinha,-26.623905000000001,-48.679991000000001,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
311,0,311,310,Sul,Santa Catarina North,Foz do Itapocu,-26.580708000000001,-48.663769000000002,3,3,Left,breakwater/jetty,All surfers,10000.000000000000000,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
312,0,312,311,Sul,Santa Catarina South,Foz do Itapocu,-26.566918999999999,-48.657525000000000,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
313,0,313,312,Sul,Santa Catarina North,Praia do Bispo,-26.469248000000000,-48.607056000000000,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
314,0,314,313,Sul,Santa Catarina North,Picama,-26.458086999999999,-48.596874000000000,3,3,Right and left,Sand-bar,Experienced surfers,10000.000000000000000,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
315,1,315,314,Sul,Santa Catarina North,"Praia Grande, São Francisco do Sul",-26.235880000000002,-48.502600000000001,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,315,81,145.000000000000000,0.000000000000000,BRSC007,Terminal Aquavi rio de S2o Francisco do Sul,Terminal for private use,BR,BRS,BRSC007,In operation,Privada,Terminal de uso privado,PETROBRAS TRANSPORTE S.A - TRANSPETRO,02709449002011,CA 79/2015-ANTAQ,0.000000000000000,Avenida Felipe Musse, ,803.000000000000000,Ubatuba,89240000,4216206, , , ,0.000000000000000, , ,-26.2279,-48.5299,Atualiza,Antaq, ,62831.853071795863798,314159265.358979284763336
316,1,316,315,Sul,Santa Catarina South,Praia da Saudade,-26.230606000000002,-48.498888000000001,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,316,81,145.000000000000000,0.000000000000000,BRSC007,Terminal Aquavi rio de S2o Francisco do Sul,Terminal for private use,BR,BRS,BRSC007,In operation,Privada,Terminal de uso privado,PETROBRAS TRANSPORTE S.A - TRANSPETRO,02709449002011,CA 79/2015-ANTAQ,0.000000000000000,Avenida Felipe Musse, ,803.000000000000000,Ubatuba,89240000,4216206, , , ,0.000000000000000, , ,-26.2279,-48.5299,Atualiza,Antaq, ,62831.853071795863798,314159265.358979284763336
317,2,317,316,Sul,Santa Catarina South,Sao Francisco do Sul,-26.219557999999999,-48.502107000000002,3,1,Right,Sand-bar,Beginners wave,10000.000000000000000,317,81,145.000000000000000,0.000000000000000,BRSC007,Terminal Aquavi rio de S2o Francisco do Sul,Terminal for private use,BR,BRS,BRSC007,In operation,Privada,Terminal de uso privado,PETROBRAS TRANSPORTE S.A - TRANSPETRO,02709449002011,CA 79/2015-ANTAQ,0.000000000000000,Avenida Felipe Musse, ,803.000000000000000,Ubatuba,89240000,4216206, , , ,0.000000000000000, , ,-26.2279,-48.5299,Atualiza,Antaq, ,62831.853071795863798,314159265.358979284763336
318,2,318,317,Sul,Santa Catarina South,Píer da Petrobras,-26.217386999999999,-48.500518999999997,3.5,2,Right,Point-break,All surfers,10000.000000000000000,318,81,145.000000000000000,0.000000000000000,BRSC007,Terminal Aquavi rio de S2o Francisco do Sul,Terminal for private use,BR,BRS,BRSC007,In operation,Privada,Terminal de uso privado,PETROBRAS TRANSPORTE S.A - TRANSPETRO,02709449002011,CA 79/2015-ANTAQ,0.000000000000000,Avenida Felipe Musse, ,803.000000000000000,Ubatuba,89240000,4216206, , , ,0.000000000000000, , ,-26.2279,-48.5299,Atualiza,Antaq, ,62831.853071795863798,314159265.358979284763336
319,3,319,318,Sul,Santa Catarina North,Sumidouro,-26.169526000000001,-48.552478999999998,3.5,1,Right and left,Beach-break,Experienced surfers,10000.000000000000000,319,81,145.000000000000000,0.000000000000000,BRSC007,Terminal Aquavi rio de S2o Francisco do Sul,Terminal for private use,BR,BRS,BRSC007,In operation,Privada,Terminal de uso privado,PETROBRAS TRANSPORTE S.A - TRANSPETRO,02709449002011,CA 79/2015-ANTAQ,0.000000000000000,Avenida Felipe Musse, ,803.000000000000000,Ubatuba,89240000,4216206, , , ,0.000000000000000, , ,-26.2279,-48.5299,Atualiza,Antaq, ,62831.853071795863798,314159265.358979284763336
320,3,320,319,Sul,Santa Catarina North,Praia do Forte,-26.163305999999999,-48.533220000000000,3.5,1,Right,Point-break,All surfers,10000.000000000000000,320,81,145.000000000000000,0.000000000000000,BRSC007,Terminal Aquavi rio de S2o Francisco do Sul,Terminal for private use,BR,BRS,BRSC007,In operation,Privada,Terminal de uso privado,PETROBRAS TRANSPORTE S.A - TRANSPETRO,02709449002011,CA 79/2015-ANTAQ,0.000000000000000,Avenida Felipe Musse, ,803.000000000000000,Ubatuba,89240000,4216206, , , ,0.000000000000000, , ,-26.2279,-48.5299,Atualiza,Antaq, ,62831.853071795863798,314159265.358979284763336
321,0,321,320,Sul,Santa Catarina North,Terceira Pedra,-26.067008999999999,-48.607646000000003,3.5,3,Right,Point-break,All surfers,10000.000000000000000,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
322,0,322,321,Sul,Santa Catarina North,Barra do sai mirim,-26.007832000000001,-48.604061000000002,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
323,0,323,322,Sul,Parana,Barrinha,-25.976699000000000,-48.590727000000001,3,2,Right,Beach-break,Experienced surfers,10000.000000000000000,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
324,0,324,323,Sul,Parana,Guaratuba Praia Brava,-25.897758000000000,-48.564290999999997,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
325,0,325,324,Sul,Parana,Praia Brava Guaratuba,-25.892817000000001,-48.561458999999999,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
326,0,326,325,Sul,Parana,Direitas de Guaratuba,-25.890046000000002,-48.560288999999997,4,2,Right,Point-break,Experienced surfers,10000.000000000000000,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
327,0,327,326,Sul,Parana,Pico de Matinhos,-25.817817999999999,-48.529701000000003,3.5,3,Right,Point-break,Experienced surfers,10000.000000000000000,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
328,2,328,327,Sul,Parana,Ilha do Mel,-25.548327000000000,-48.295383000000001,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,328,58,122.000000000000000,0.000000000000000,BRPR001,Terminal Portuario Porto Pontal - TPPP,Terminal for private use,BR,BRP,BRPR001,Unknown,Privada,Terminal de uso privado,PORTO PONTAL DO PARANd IMPORTAl O E EXPORTAa,01183440000194,CA 6/2014-ANTAQ,0.000000000000000,AV ATL0NTICA, ,777.000000000000000,PONTAL DO PARAN,83203970,4119954, , , ,0.000000000000000, , ,-25.55,-48.3717,Atualiza,Antaq, ,62831.853071795863798,314159265.358979284763336
329,1,329,328,Sul,Parana,Farolete,-25.515314000000000,-48.286113999999998,3.5,4,Left,Point-break,Experienced surfers,10000.000000000000000,329,67,131.000000000000000,0.000000000000000,BRPR005,Unidade Offshore Techint - UOT,Terminal for private use,BR,BRP,BRPR005,In operation,Privada,Terminal de uso privado,TECHINT ENGENHARIA E CONSTRUCAO S/A,61575775000856,CA 095/2015-ANTAQ,0.000000000000000,"PONTA DO PO-O, S/N", ,0.000000000000000,BALNE RIO PONTAL DO SUL,83255000,4119954, , , ,0.000000000000000, , ,-25.5552,-48.3689,Atualizado pela GAP em 03/08/2018 - Inserido novo TLO 27/2018- S,Antaq, ,62831.853071795863798,314159265.358979284763336
330,0,330,329,Sudeste,Sao Paolo South,"Guarau, Peruibe SP",-24.369537000000001,-47.011699999999998,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
331,0,331,330,Sudeste,Sao Paolo South,Pier de Mongaguá,-24.095718000000002,-46.618552000000001,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
333,8,333,332,Sudeste,Sao Paolo South,Tombo,-24.014990000000001,-46.272697000000001,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,333,57,121.000000000000000,0.000000000000000,BRSP004,Sucoc0trico Cutrale,Terminal for private use,BR,BRS,BRSP004,In operation,Privada,Terminal de uso privado,SUCOCITRICO CUTRALE LTDA,61649810001806,CA 042/2014-ANTAQ,0.000000000000000,VIA SANTOS DUMONT,MARGEM ESQUERDA DO PORTO DE SANTOS,4364.000000000000000,CONCEI EOZINHA,11460006,3518701, , , ,0.000000000000000, , ,-23.9797,-46.2864,"Atualizado pela GAP em 05/11/2020, por Maria Luiza Tanizaki
Atu",Antaq, ,62831.853071795863798,314159265.358979284763336
334,8,334,333,Sudeste,Sao Paulo North,Astúrias,-24.007738000000000,-46.266475000000000,3,2,Right and left,Beach-break,All surfers,10000.000000000000000,334,57,121.000000000000000,0.000000000000000,BRSP004,Sucoc0trico Cutrale,Terminal for private use,BR,BRS,BRSP004,In operation,Privada,Terminal de uso privado,SUCOCITRICO CUTRALE LTDA,61649810001806,CA 042/2014-ANTAQ,0.000000000000000,VIA SANTOS DUMONT,MARGEM ESQUERDA DO PORTO DE SANTOS,4364.000000000000000,CONCEI EOZINHA,11460006,3518701, , , ,0.000000000000000, , ,-23.9797,-46.2864,"Atualizado pela GAP em 05/11/2020, por Maria Luiza Tanizaki
Atu",Antaq, ,62831.853071795863798,314159265.358979284763336
335,8,335,334,Sudeste,Sao Paolo South,Pitangueiras Beach,-24.000935999999999,-46.260767000000001,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,335,57,121.000000000000000,0.000000000000000,BRSP004,Sucoc0trico Cutrale,Terminal for private use,BR,BRS,BRSP004,In operation,Privada,Terminal de uso privado,SUCOCITRICO CUTRALE LTDA,61649810001806,CA 042/2014-ANTAQ,0.000000000000000,VIA SANTOS DUMONT,MARGEM ESQUERDA DO PORTO DE SANTOS,4364.000000000000000,CONCEI EOZINHA,11460006,3518701, , , ,0.000000000000000, , ,-23.9797,-46.2864,"Atualizado pela GAP em 05/11/2020, por Maria Luiza Tanizaki
Atu",Antaq, ,62831.853071795863798,314159265.358979284763336
336,10,336,335,Sudeste,Sao Paulo North,porta do sol,-23.981331999999998,-46.373762999999997,3.5,2,Right and left,Point-break,Experienced surfers,10000.000000000000000,336,57,121.000000000000000,0.000000000000000,BRSP004,Sucoc0trico Cutrale,Terminal for private use,BR,BRS,BRSP004,In operation,Privada,Terminal de uso privado,SUCOCITRICO CUTRALE LTDA,61649810001806,CA 042/2014-ANTAQ,0.000000000000000,VIA SANTOS DUMONT,MARGEM ESQUERDA DO PORTO DE SANTOS,4364.000000000000000,CONCEI EOZINHA,11460006,3518701, , , ,0.000000000000000, , ,-23.9797,-46.2864,"Atualizado pela GAP em 05/11/2020, por Maria Luiza Tanizaki
Atu",Antaq, ,62831.853071795863798,314159265.358979284763336
337,11,337,336,Sudeste,Sao Paolo South,Itarare,-23.972332999999999,-46.362003999999999,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,337,57,121.000000000000000,0.000000000000000,BRSP004,Sucoc0trico Cutrale,Terminal for private use,BR,BRS,BRSP004,In operation,Privada,Terminal de uso privado,SUCOCITRICO CUTRALE LTDA,61649810001806,CA 042/2014-ANTAQ,0.000000000000000,VIA SANTOS DUMONT,MARGEM ESQUERDA DO PORTO DE SANTOS,4364.000000000000000,CONCEI EOZINHA,11460006,3518701, , , ,0.000000000000000, , ,-23.9797,-46.2864,"Atualizado pela GAP em 05/11/2020, por Maria Luiza Tanizaki
Atu",Antaq, ,62831.853071795863798,314159265.358979284763336
338,11,338,337,Sudeste,Sao Paolo South,Santos,-23.971744000000001,-46.347208999999999,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,338,57,121.000000000000000,0.000000000000000,BRSP004,Sucoc0trico Cutrale,Terminal for private use,BR,BRS,BRSP004,In operation,Privada,Terminal de uso privado,SUCOCITRICO CUTRALE LTDA,61649810001806,CA 042/2014-ANTAQ,0.000000000000000,VIA SANTOS DUMONT,MARGEM ESQUERDA DO PORTO DE SANTOS,4364.000000000000000,CONCEI EOZINHA,11460006,3518701, , , ,0.000000000000000, , ,-23.9797,-46.2864,"Atualizado pela GAP em 05/11/2020, por Maria Luiza Tanizaki
Atu",Antaq, ,62831.853071795863798,314159265.358979284763336
339,0,339,338,Sudeste,Sao Paolo South,"Praia de Pernambuco (Pernambuco Beach, in Guaruja)",-23.963431000000000,-46.184033999999997,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
340,0,340,339,Sudeste,Sao Paulo North,Bonete,-23.917383000000001,-45.347785999999999,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
341,0,341,340,Sudeste,Sao Paulo North,Sao Pedro,-23.908522000000001,-46.166581000000001,4,3,Right and left,Sand-bar,All surfers,10000.000000000000000,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
342,0,342,341,Sudeste,Sao Paolo South,Praia de Iporanga,-23.902191999999999,-46.152724999999997,3.5,2,Left,Reef-rocky,Pros or kamikaze only...,10000.000000000000000,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
343,0,343,342,Sudeste,Sao Paolo South,Taguaíba,-23.896726000000001,-46.151353999999998,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
344,0,344,343,Sudeste,Sao Paolo South,praia branca,-23.863427999999999,-46.130795999999997,3.5,3,Left,Beach-break,All surfers,10000.000000000000000,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
345,0,345,344,Sudeste,Sao Paulo North,Castelhanos,-23.857582000000001,-45.288905999999997,3.5,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
346,0,346,345,Sudeste,Sao Paulo North,Enseada - Bertioga,-23.839860000000002,-46.123674000000001,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
347,0,347,346,Sudeste,Sao Paulo North,Santiago,-23.819897999999998,-45.541420000000002,3.5,2,Right and left,Beach-break,Experienced surfers,10000.000000000000000,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
348,2,348,347,Sudeste,Sao Paulo North,Guaecá,-23.819123000000001,-45.466200000000001,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,348,78,142.000000000000000,0.000000000000000,BRSP006,Terminal Aquavierio de S1o Sebastiao (Almirante Barroso),Terminal for private use,BR,BRS,BRSP006,In operation,Privada,Terminal de uso privado,PETROBRAS TRANSPORTE S/A,02709449004065,CA 071/2015-ANTAQ,0.000000000000000,AV. GUARDA-MOR LOBO VIANA, ,1111.000000000000000,CENTRO,11600000,3550704, , , ,0.000000000000000, , ,-23.8039,-45.3861,"Atualizado pela GAP em 16/11/2020.

Terminal construodo em 196",Antaq, ,62831.853071795863798,314159265.358979284763336
349,0,349,348,Sudeste,Sao Paulo North,Riviera de São Lourenço,-23.808668999999998,-46.022072000000001,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
350,0,350,349,Sudeste,Sao Paulo North,Paúba,-23.802819000000000,-45.553167999999999,4,2,Right and left,Beach-break,Pros or kamikaze only...,10000.000000000000000,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
351,0,351,350,Sudeste,Sao Paulo North,Itaguaré,-23.796026000000001,-45.991173000000003,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
352,0,352,351,Sudeste,Sao Paulo North,Maresias,-23.791530000000002,-45.573456000000000,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
353,0,353,352,Sudeste,Sao Paulo North,Camburi,-23.778825999999999,-45.649137000000003,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
354,0,354,353,Sudeste,Sao Paulo North,Baleia,-23.777600000000000,-45.670217000000001,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
355,0,355,354,Sudeste,Sao Paulo North,Guaratuba,-23.772306000000000,-45.922251000000003,3,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
356,0,356,355,Sudeste,Sao Paulo North,Juquehy,-23.768065000000000,-45.738143999999998,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
357,0,357,356,Sudeste,Sao Paulo North,Massaguaçu,-23.590772999999999,-45.334611000000002,3.5,2,Right and left,Beach-break,Experienced surfers,10000.000000000000000,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
358,0,358,357,Sudeste,Sao Paulo North,Simão,-23.585149000000001,-45.238287000000000,3.5,3,Right,Beach-break,Experienced surfers,10000.000000000000000,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
359,0,359,358,Sudeste,Sao Paulo North,Praia do sape,-23.531963000000001,-45.222301000000002,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
360,0,360,359,Sudeste,Sao Paulo North,Lagoinha,-23.521339000000001,-45.205221000000002,3.5,2,Right and left,Beach-break,Beginners wave,10000.000000000000000,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
361,0,361,360,Sudeste,Sao Paulo North,Sununga,-23.511344000000001,-45.129432999999999,3.5,3,Right,Beach-break,Pros or kamikaze only...,10000.000000000000000,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
