OBJECTID,OBJECTID_1,COUNT,AREA,MEAN
107,107,145.000000000000000,183264846.394817948341370,0.751870286259158
108,108,114.000000000000000,144084086.131098270416260,0.734202626765820
109,109,112.000000000000000,141556295.146342158317566,0.726894502394966
110,110,137.000000000000000,173153682.455793529748917,0.735632699336449
111,111,113.000000000000000,142820190.638720214366913,0.725437210460680
112,112,114.000000000000000,144084086.131098270416260,0.721398836949415
113,113,115.000000000000000,145347981.623476326465607,0.717363947629929
114,114,110.000000000000000,139028504.161586046218872,0.718476154858416
115,115,119.000000000000000,150403563.592988520860672,0.692805715218312
116,116,125.000000000000000,157986936.547256857156754,0.685390928030014
117,117,138.000000000000000,174417577.948171585798264,0.651550990515861
118,118,130.000000000000000,164306414.009147137403488,0.578404777325117
119,119,122.000000000000000,154195250.070122689008713,0.466134857691702
120,120,116.000000000000000,146611877.115854352712631,0.441769513590582
121,121,131.000000000000000,165570309.501525193452835,0.272219414559712
122,122,130.000000000000000,164306414.009147137403488,0.218844294433410
123,123,124.000000000000000,156723041.054878801107407,0.253838600831166
124,124,116.000000000000000,146611877.115854352712631,0.353566916402558
125,125,124.000000000000000,156723041.054878801107407,0.299684099402399
126,126,123.000000000000000,155459145.562500745058060,0.393133259037646
127,127,124.000000000000000,156723041.054878801107407,0.514372842446450
128,128,121.000000000000000,152931354.577744632959366,0.563374119602944
129,129,116.000000000000000,146611877.115854352712631,0.645306028939527
130,130,145.000000000000000,183264846.394817948341370,0.361685242940640
131,131,114.000000000000000,144084086.131098270416260,0.269626124410710
132,132,108.000000000000000,136500713.176829934120178,0.256584302039334
133,133,128.000000000000000,161778623.024391025304794,0.376715303747915
134,134,137.000000000000000,173153682.455793529748917,0.375461938824967
135,135,148.000000000000000,187056532.871952116489410,0.295393584371620
136,136,122.000000000000000,154195250.070122689008713,0.264398802316091
137,137,133.000000000000000,168098100.486281305551529,0.284752948587337
138,138,127.000000000000000,160514727.532012969255447,0.385946739025003
139,139,124.000000000000000,156723041.054878801107407,0.565915000775168
140,140,82.000000000000000,103639430.375000506639481,0.608819793637206
141,141,86.000000000000000,108695012.344512715935707,0.610096917942513
142,142,93.000000000000000,117542280.791159108281136,0.611684781889762
143,143,77.000000000000000,97319952.913110226392746,0.630704268232569
144,144,141.000000000000000,178209264.425305724143982,0.511621507135689
145,145,112.000000000000000,141556295.146342158317566,0.403218059401427
146,146,124.000000000000000,156723041.054878801107407,0.409197510730836
147,147,109.000000000000000,137764608.669207990169525,0.398941241683216
148,148,119.000000000000000,150403563.592988520860672,0.377688176116022
149,149,77.000000000000000,97319952.913110226392746,0.394940620893008
150,150,122.000000000000000,154195250.070122689008713,0.408429880122669
151,151,136.000000000000000,171889786.963415473699570,0.467644354657215
152,152,140.000000000000000,176945368.932927697896957,0.488581881991455
153,153,126.000000000000000,159250832.039634913206100,0.670068869515071
154,154,149.000000000000000,188320428.364330172538757,0.620517127065851
155,155,129.000000000000000,163042518.516769081354141,0.186722416845836
156,156,124.000000000000000,156723041.054878801107407,0.206291278024324
157,157,122.000000000000000,154195250.070122689008713,0.201585396738784
158,158,119.000000000000000,150403563.592988520860672,0.208922972491778
159,159,120.000000000000000,151667459.085366576910019,0.213223922046988
160,160,138.000000000000000,174417577.948171585798264,0.224207114789338
161,161,118.000000000000000,149139668.100610464811325,0.321300251188420
162,162,97.000000000000000,122597862.760671317577362,0.369304942178358
163,163,94.000000000000000,118806176.283537164330482,0.370868546610817
164,164,92.000000000000000,116278385.298781052231789,0.374564044420486
165,165,142.000000000000000,179473159.917683780193329,0.409406056916210
166,166,130.000000000000000,164306414.009147137403488,0.394086794440563
167,167,104.000000000000000,131445131.207317709922791,0.408514832647947
168,168,92.000000000000000,116278385.298781052231789,0.419899954420069
169,169,146.000000000000000,184528741.887196004390717,0.478206387937885
170,170,114.000000000000000,144084086.131098270416260,0.693513490390359
171,171,118.000000000000000,149139668.100610464811325,0.693080328531184
172,172,126.000000000000000,159250832.039634913206100,0.687162250753433
173,173,112.000000000000000,141556295.146342158317566,0.576007671388132
174,174,140.000000000000000,176945368.932927697896957,0.263502869808248
175,175,112.000000000000000,141556295.146342158317566,0.250219319680972
176,176,131.000000000000000,165570309.501525193452835,0.252872013522468
177,177,23.000000000000000,29069596.324695263057947,0.270445579703411
178,178,123.000000000000000,155459145.562500745058060,0.818865009197375
179,179,128.000000000000000,161778623.024391025304794,0.827667779754847
180,180,117.000000000000000,147875772.608232408761978,0.768321937220728
181,181,106.000000000000000,133972922.192073822021484,0.624905415582207
182,182,155.000000000000000,195903801.318598508834839,0.448859017510568
183,183,148.000000000000000,187056532.871952116489410,0.412162699862509
184,184,124.000000000000000,156723041.054878801107407,0.411866482287165
185,185,126.000000000000000,159250832.039634913206100,0.412534384559544
186,186,106.000000000000000,133972922.192073822021484,0.416815890807588
187,187,118.000000000000000,149139668.100610464811325,0.132810459819512
188,188,125.000000000000000,157986936.547256857156754,0.691456222295761
189,189,113.000000000000000,142820190.638720214366913,0.719399225922812
190,190,134.000000000000000,169361995.978659361600876,0.745246578063538
191,191,145.000000000000000,183264846.394817948341370,0.739967376610328
192,192,141.000000000000000,178209264.425305724143982,0.633602768922528
193,193,127.000000000000000,160514727.532012969255447,0.229084492023066
194,194,134.000000000000000,169361995.978659361600876,0.222786611807880
195,195,54.000000000000000,68250356.588414967060089,0.496275532576773
196,196,139.000000000000000,175681473.440549641847610,0.467455823966067
197,197,150.000000000000000,189584323.856708228588104,0.371898753345013
198,198,117.000000000000000,147875772.608232408761978,0.244250170190015
199,199,129.000000000000000,163042518.516769081354141,0.456697164579879
200,200,126.000000000000000,159250832.039634913206100,0.472622011980367
201,201,120.000000000000000,151667459.085366576910019,0.561372233678897
202,202,122.000000000000000,154195250.070122689008713,0.570104425070716
203,203,127.000000000000000,160514727.532012969255447,0.472181651301271
204,204,106.000000000000000,133972922.192073822021484,0.544833560316068
205,205,103.000000000000000,130181235.714939653873444,0.550981653546824
206,206,93.000000000000000,117542280.791159108281136,0.560427562844369
207,207,114.000000000000000,144084086.131098270416260,0.454722993990831
208,208,115.000000000000000,145347981.623476326465607,0.426925634042076
209,209,177.000000000000000,223709502.150915712118149,0.486867723239344
210,210,128.000000000000000,161778623.024391025304794,0.524999200715683
211,211,133.000000000000000,168098100.486281305551529,0.516372393732680
212,212,100.000000000000000,126389549.237805485725403,0.545735699683428
213,213,130.000000000000000,164306414.009147137403488,0.520424461250122
214,214,133.000000000000000,168098100.486281305551529,0.514452382474017
215,215,133.000000000000000,168098100.486281305551529,0.505671147453158
216,216,137.000000000000000,173153682.455793529748917,0.503198582434306
217,217,126.000000000000000,159250832.039634913206100,0.438060524326468
218,218,165.000000000000000,208542756.242379069328308,0.480232336846265
219,219,105.000000000000000,132709026.699695765972137,0.438057691142673
220,220,113.000000000000000,142820190.638720214366913,0.526671064638458
221,221,163.000000000000000,206014965.257622957229614,0.434005140344058
222,222,114.000000000000000,144084086.131098270416260,0.374466350465490
223,223,101.000000000000000,127653444.730183541774750,0.379785958198037
224,224,92.000000000000000,116278385.298781052231789,0.384815489468367
225,225,87.000000000000000,109958907.836890771985054,0.389978162858678
226,226,97.000000000000000,122597862.760671317577362,0.375077666388344
227,227,95.000000000000000,120070071.775915220379829,0.434887421131134
228,228,93.000000000000000,117542280.791159108281136,0.443760501280908
229,229,88.000000000000000,111222803.329268828034401,0.486229683695869
230,230,110.000000000000000,139028504.161586046218872,0.489265330948613
231,231,100.000000000000000,126389549.237805485725403,0.514784277081490
232,232,96.000000000000000,121333967.268293261528015,0.486674076101432
233,233,90.000000000000000,113750594.314024940133095,0.491098956432607
234,234,102.000000000000000,128917340.222561597824097,0.556567220711241
235,235,87.000000000000000,109958907.836890771985054,0.584974710454886
236,236,141.000000000000000,178209264.425305724143982,0.530454097487402
237,237,133.000000000000000,168098100.486281305551529,0.528068760732063
238,238,133.000000000000000,168098100.486281305551529,0.513038561756450
239,239,133.000000000000000,168098100.486281305551529,0.512419954054338
240,240,133.000000000000000,168098100.486281305551529,0.507632502487728
241,241,138.000000000000000,174417577.948171585798264,0.501383225339046
242,242,147.000000000000000,185792637.379574060440063,0.507083963171965
243,243,140.000000000000000,176945368.932927697896957,0.504717073057379
244,244,113.000000000000000,142820190.638720214366913,0.500482074191085
245,245,135.000000000000000,170625891.471037417650223,0.493112784624100
246,246,162.000000000000000,204751069.765244901180267,0.454662948294922
247,247,165.000000000000000,208542756.242379069328308,0.447917582771995
248,248,119.000000000000000,150403563.592988520860672,0.415230145881406
249,249,131.000000000000000,165570309.501525193452835,0.391399892722434
250,250,122.000000000000000,154195250.070122689008713,0.414561407478358
251,251,106.000000000000000,133972922.192073822021484,0.403354435164112
252,252,103.000000000000000,130181235.714939653873444,0.398116197823592
253,253,91.000000000000000,115014489.806402996182442,0.398928351073454
254,254,111.000000000000000,140292399.653964102268219,0.442474995414634
255,255,121.000000000000000,152931354.577744632959366,0.489381312092474
256,256,130.000000000000000,164306414.009147137403488,0.512382770730899
257,257,135.000000000000000,170625891.471037417650223,0.518728666614603
258,258,125.000000000000000,157986936.547256857156754,0.552124552249908
259,259,123.000000000000000,155459145.562500745058060,0.565496514240901
260,260,110.000000000000000,139028504.161586046218872,0.609538059072061
261,261,99.000000000000000,125125653.745427429676056,0.558766994813476
262,262,92.000000000000000,116278385.298781052231789,0.538907732490612
263,263,108.000000000000000,136500713.176829934120178,0.528632107846163
264,264,120.000000000000000,151667459.085366576910019,0.515751640126109
265,265,95.000000000000000,120070071.775915220379829,0.590360812293856
266,266,88.000000000000000,111222803.329268828034401,0.641623121432283
267,267,134.000000000000000,169361995.978659361600876,0.590070902634023
268,268,118.000000000000000,149139668.100610464811325,0.517293777001106
269,269,95.000000000000000,120070071.775915220379829,0.651702494056601
270,270,84.000000000000000,106167221.359756603837013,0.664916550474507
271,271,69.000000000000000,87208788.974085792899132,0.672578837128653
272,272,58.000000000000000,73305938.557927176356316,0.684455814032719
273,273,110.000000000000000,139028504.161586046218872,0.462825519659302
274,274,93.000000000000000,117542280.791159108281136,0.455171559767057
275,275,74.000000000000000,93528266.435976058244705,0.524489386963683
276,276,64.000000000000000,80889311.512195512652397,0.528763017966412
277,277,67.000000000000000,84680997.989329680800438,0.524217076154787
278,278,72.000000000000000,91000475.451219946146011,0.560043596145180
279,279,174.000000000000000,219917815.673781543970108,0.530936126907667
280,280,173.000000000000000,218653920.181403487920761,0.547864621429774
281,281,161.000000000000000,203487174.272866845130920,0.559160816928615
282,282,138.000000000000000,174417577.948171585798264,0.593188783828763
283,283,121.000000000000000,152931354.577744632959366,0.641134009380971
284,284,94.000000000000000,118806176.283537164330482,0.667795672061596
285,285,172.000000000000000,217390024.689025431871414,0.632272418501765
286,286,152.000000000000000,192112114.841464340686798,0.661299927258178
287,287,153.000000000000000,193376010.333842396736145,0.694713313010783
288,288,141.000000000000000,178209264.425305724143982,0.717775492592061
289,289,131.000000000000000,165570309.501525193452835,0.727398210126935
290,290,146.000000000000000,184528741.887196004390717,0.720987748609830
291,291,149.000000000000000,188320428.364330172538757,0.715502249514497
292,292,147.000000000000000,185792637.379574060440063,0.711511217615231
293,293,157.000000000000000,198431592.303354620933533,0.688808557144396
294,294,132.000000000000000,166834204.993903249502182,0.657346380705183
295,295,133.000000000000000,168098100.486281305551529,0.656722013887606
296,296,131.000000000000000,165570309.501525193452835,0.610009879783820
297,297,131.000000000000000,165570309.501525193452835,0.610009879783820
298,298,169.000000000000000,213598338.211891263723373,0.549472058489478
299,299,140.000000000000000,176945368.932927697896957,0.537100408758436
300,300,138.000000000000000,174417577.948171585798264,0.517954479201116
301,301,131.000000000000000,165570309.501525193452835,0.516976343083928
302,302,141.000000000000000,178209264.425305724143982,0.501352994471577
303,303,142.000000000000000,179473159.917683780193329,0.479566275338892
304,304,135.000000000000000,170625891.471037417650223,0.476102557005706
305,305,140.000000000000000,176945368.932927697896957,0.472866697396551
306,306,140.000000000000000,176945368.932927697896957,0.459480382927826
307,307,132.000000000000000,166834204.993903249502182,0.425331246841586
308,308,121.000000000000000,152931354.577744632959366,0.317577793178233
309,309,117.000000000000000,147875772.608232408761978,0.343070464256482
310,310,99.000000000000000,125125653.745427429676056,0.420155837454579
311,311,92.000000000000000,116278385.298781052231789,0.433212191757301
312,312,91.000000000000000,115014489.806402996182442,0.445620699980102
313,313,87.000000000000000,109958907.836890771985054,0.451391681771854
314,314,113.000000000000000,142820190.638720214366913,0.494869670377368
315,315,88.000000000000000,111222803.329268828034401,0.521540173075416
316,316,147.000000000000000,185792637.379574060440063,0.308355539891438
317,317,146.000000000000000,184528741.887196004390717,0.307991505664301
318,318,134.000000000000000,169361995.978659361600876,0.338297783272035
319,319,123.000000000000000,155459145.562500745058060,0.473144735262646
320,320,124.000000000000000,156723041.054878801107407,0.475457822483393
321,321,130.000000000000000,164306414.009147137403488,0.441016847124467
322,322,131.000000000000000,165570309.501525193452835,0.412145060096078
323,323,59.000000000000000,74569834.050305232405663,0.252143676832151
324,324,86.000000000000000,108695012.344512715935707,0.119405124660277
325,325,145.000000000000000,183264846.394817948341370,0.323789019323885
326,326,131.000000000000000,165570309.501525193452835,0.435770470677441
327,327,111.000000000000000,140292399.653964102268219,0.722494346869958
328,328,122.000000000000000,154195250.070122689008713,0.702763378375866
329,329,135.000000000000000,170625891.471037417650223,0.680133085780674
330,330,171.000000000000000,216126129.196647375822067,0.711682223959973
331,331,186.000000000000000,235084561.582318216562271,0.699529667695363
332,332,187.000000000000000,236348457.074696272611618,0.703725774976659
333,333,118.000000000000000,149139668.100610464811325,0.546096382504803
334,334,144.000000000000000,182000950.902439892292023,0.102099631543120
335,335,150.000000000000000,189584323.856708228588104,0.427989818354448
336,336,135.000000000000000,170625891.471037417650223,0.436557225275923
337,337,137.000000000000000,173153682.455793529748917,0.432602073698148
338,338,147.000000000000000,185792637.379574060440063,0.413734308108181
339,339,180.000000000000000,227501188.628049880266190,0.121171334817579
340,340,170.000000000000000,214862233.704269319772720,0.403469940494089
341,341,124.000000000000000,156723041.054878801107407,0.302305206596371
342,342,178.000000000000000,224973397.643293768167496,0.355771295517013
343,343,129.000000000000000,163042518.516769081354141,0.412310404486434
344,344,151.000000000000000,190848219.349086284637451,0.295307952589941
345,345,130.000000000000000,164306414.009147137403488,0.381563928436774
346,346,161.000000000000000,203487174.272866845130920,0.295366612329547
347,347,142.000000000000000,179473159.917683780193329,0.325591747859709
348,348,139.000000000000000,175681473.440549641847610,0.334123637461063
349,349,130.000000000000000,164306414.009147137403488,0.316346245574263
350,350,135.000000000000000,170625891.471037417650223,0.311614052488224
351,351,160.000000000000000,202223278.780488789081573,0.336501367035817
352,352,99.000000000000000,125125653.745427429676056,0.338084286896070
353,353,175.000000000000000,221181711.166159600019455,0.270733076231055
354,354,180.000000000000000,227501188.628049880266190,0.276812799929596
355,355,154.000000000000000,194639905.826220452785492,0.367539292121459
356,356,135.000000000000000,170625891.471037417650223,0.434939532886751
357,357,134.000000000000000,169361995.978659361600876,0.446435912522016
358,358,141.000000000000000,178209264.425305724143982,0.453189694446698
359,359,132.000000000000000,166834204.993903249502182,0.459018019732012
360,360,97.000000000000000,122597862.760671317577362,0.483174556315416
361,361,160.000000000000000,202223278.780488789081573,0.350830697809579
362,362,142.000000000000000,179473159.917683780193329,0.272496803178334
363,363,129.000000000000000,163042518.516769081354141,0.184517456702310
364,364,133.000000000000000,168098100.486281305551529,0.133534600815089
365,365,149.000000000000000,188320428.364330172538757,0.243949519782858
366,366,163.000000000000000,206014965.257622957229614,0.232916759864136
367,367,116.000000000000000,146611877.115854352712631,0.126920328571879
368,368,113.000000000000000,142820190.638720214366913,0.141047164966511
369,369,75.000000000000000,94792161.928354114294052,0.159164994433522
370,370,106.000000000000000,133972922.192073822021484,0.540017871783589
371,371,50.000000000000000,63194774.618902742862701,0.412909314930439
372,372,126.000000000000000,159250832.039634913206100,0.567935666276349
373,373,133.000000000000000,168098100.486281305551529,0.583674133160061
374,374,136.000000000000000,171889786.963415473699570,0.584353260805502
375,375,129.000000000000000,163042518.516769081354141,0.590746407476507
376,376,127.000000000000000,160514727.532012969255447,0.600573286648810
377,377,133.000000000000000,168098100.486281305551529,0.588499189879661
378,378,135.000000000000000,170625891.471037417650223,0.299800541420916
379,379,133.000000000000000,168098100.486281305551529,0.601227407056586
380,380,136.000000000000000,171889786.963415473699570,0.617399601484923
381,381,116.000000000000000,146611877.115854352712631,0.672805062655745
382,382,114.000000000000000,144084086.131098270416260,0.656636489326494
383,383,117.000000000000000,147875772.608232408761978,0.669279263315038
384,384,135.000000000000000,170625891.471037417650223,0.738916271483457
385,385,129.000000000000000,163042518.516769081354141,0.648552085078040
386,386,126.000000000000000,159250832.039634913206100,0.665967561541096
387,387,128.000000000000000,161778623.024391025304794,0.676719253533520
388,388,100.000000000000000,126389549.237805485725403,0.704534183293581
389,389,98.000000000000000,123861758.253049373626709,0.710469568110242
390,390,128.000000000000000,161778623.024391025304794,0.684933222015388
391,391,111.000000000000000,140292399.653964102268219,0.702369504280992
392,392,96.000000000000000,121333967.268293261528015,0.713571811250100
393,393,100.000000000000000,126389549.237805485725403,0.718866434842348
394,394,103.000000000000000,130181235.714939653873444,0.714880457780894
395,395,55.000000000000000,69514252.080793023109436,0.569363521649079
396,396,116.000000000000000,146611877.115854352712631,0.668692481415025
397,397,64.000000000000000,80889311.512195512652397,0.588639721448999
398,398,123.000000000000000,155459145.562500745058060,0.669239894403675
399,399,128.000000000000000,161778623.024391025304794,0.671615734696388
400,400,129.000000000000000,163042518.516769081354141,0.675076956434767
401,401,116.000000000000000,146611877.115854352712631,0.737103517713218
402,402,124.000000000000000,156723041.054878801107407,0.469375206818504
403,403,124.000000000000000,156723041.054878801107407,0.712072859608358
404,404,59.000000000000000,74569834.050305232405663,0.593805837176614
405,405,114.000000000000000,144084086.131098270416260,0.630666276080567
406,406,94.000000000000000,118806176.283537164330482,0.624399093039175
407,407,123.000000000000000,155459145.562500745058060,0.626016865416271
408,408,124.000000000000000,156723041.054878801107407,0.623578242717251
409,409,126.000000000000000,159250832.039634913206100,0.621440344150104
410,410,123.000000000000000,155459145.562500745058060,0.615346528408004
411,411,103.000000000000000,130181235.714939653873444,0.640812216742525
412,412,148.000000000000000,187056532.871952116489410,0.767781778767302
413,413,148.000000000000000,187056532.871952116489410,0.754205106480702
414,414,157.000000000000000,198431592.303354620933533,0.747676892265393
415,415,116.000000000000000,146611877.115854352712631,0.671302127170152
416,416,127.000000000000000,160514727.532012969255447,0.679567123491933
417,417,143.000000000000000,180737055.410061836242676,0.606715619251445
418,418,91.000000000000000,115014489.806402996182442,0.552462573726099
419,419,150.000000000000000,189584323.856708228588104,0.544334573249022
420,420,141.000000000000000,178209264.425305724143982,0.569885170311793
421,421,109.000000000000000,137764608.669207990169525,0.667541422428341
422,422,136.000000000000000,171889786.963415473699570,0.692365829339799
423,423,129.000000000000000,163042518.516769081354141,0.705961246707643
424,424,133.000000000000000,168098100.486281305551529,0.512827941237536
425,425,96.000000000000000,121333967.268293261528015,0.557846751529723
426,426,137.000000000000000,173153682.455793529748917,0.757888017997254
427,427,133.000000000000000,168098100.486281305551529,0.764904863180074
428,428,99.000000000000000,125125653.745427429676056,0.774499522315131
429,429,118.000000000000000,149139668.100610464811325,0.773336476693719
430,430,98.000000000000000,123861758.253049373626709,0.776780599538161
431,431,156.000000000000000,197167696.810976564884186,0.738750445346038
432,432,173.000000000000000,218653920.181403487920761,0.705835997369248
433,433,125.000000000000000,157986936.547256857156754,0.761078156709671
434,434,128.000000000000000,161778623.024391025304794,0.656512693502009
435,435,127.000000000000000,160514727.532012969255447,0.617356025562512
436,436,113.000000000000000,142820190.638720214366913,0.277118971060335
437,437,134.000000000000000,169361995.978659361600876,0.436779551764033
438,438,85.000000000000000,107431116.852134659886360,0.480122020490029
439,439,134.000000000000000,169361995.978659361600876,0.191123935157683
440,440,130.000000000000000,164306414.009147137403488,0.205369840161159
441,441,132.000000000000000,166834204.993903249502182,0.214602248573845
442,442,110.000000000000000,139028504.161586046218872,0.255408526957035
443,443,114.000000000000000,144084086.131098270416260,0.252190958185677
444,444,119.000000000000000,150403563.592988520860672,0.248185589846944
445,445,124.000000000000000,156723041.054878801107407,0.251540300526446
446,446,137.000000000000000,173153682.455793529748917,0.241788874849351
447,447,120.000000000000000,151667459.085366576910019,0.184932840770731
448,448,119.000000000000000,150403563.592988520860672,0.172313420994192
449,449,85.000000000000000,107431116.852134659886360,0.260632672555306
450,450,86.000000000000000,108695012.344512715935707,0.167265474168194
451,451,51.000000000000000,64458670.111280798912048,0.791942775249481
452,452,51.000000000000000,64458670.111280798912048,0.814159707111471
453,453,54.000000000000000,68250356.588414967060089,0.789858723128283
454,454,139.000000000000000,175681473.440549641847610,0.781696106246907
455,455,147.000000000000000,185792637.379574060440063,0.743574516302874
456,456,116.000000000000000,146611877.115854352712631,0.704175770796579
457,457,137.000000000000000,173153682.455793529748917,0.432958468033450
458,458,133.000000000000000,168098100.486281305551529,0.456458936844553
459,459,117.000000000000000,147875772.608232408761978,0.438582196322262
460,460,115.000000000000000,145347981.623476326465607,0.672972407030023
461,461,130.000000000000000,164306414.009147137403488,0.450460622860835
462,462,68.000000000000000,85944893.481707736849785,0.629911133471657
463,463,118.000000000000000,149139668.100610464811325,0.613465627118693
