OBJECTID,id,region,zone,name,lat,long,BUFF_DIST,ORIG_FID,Shape_Leng,Shape_Area,SUM_Length
352,351,Sudeste,Sao Paulo North,Maresias,-23.791530000000002,-45.573456000000000,10000.000000000000000,352,62831.853071795863798,314159265.358979284763336,208.999420232869994
353,352,Sudeste,Sao Paulo North,Camburi,-23.778825999999999,-45.649137000000003,10000.000000000000000,353,62831.853071795863798,314159265.358979284763336,211.025420367817986
354,353,Sudeste,Sao Paulo North,Baleia,-23.777600000000000,-45.670217000000001,10000.000000000000000,354,62831.853071795863798,314159265.358979284763336,211.096014271936014
355,354,Sudeste,Sao Paulo North,Guaratuba,-23.772306000000000,-45.922251000000003,10000.000000000000000,355,62831.853071795863798,314159265.358979284763336,207.540500410186013
356,355,Sudeste,Sao Paulo North,Juquehy,-23.768065000000000,-45.738143999999998,10000.000000000000000,356,62831.853071795863798,314159265.358979284763336,203.499481469478013
357,356,Sudeste,Sao Paulo North,Massaguaçu,-23.590772999999999,-45.334611000000002,10000.000000000000000,357,62831.853071795863798,314159265.358979284763336,401.694546036520990
358,357,Sudeste,Sao Paulo North,Simão,-23.585149000000001,-45.238287000000000,10000.000000000000000,358,62831.853071795863798,314159265.358979284763336,237.569028362414002
359,358,Sudeste,Sao Paulo North,Praia do sape,-23.531963000000001,-45.222301000000002,10000.000000000000000,359,62831.853071795863798,314159265.358979284763336,288.238953182325019
360,359,Sudeste,Sao Paulo North,Lagoinha,-23.521339000000001,-45.205221000000002,10000.000000000000000,360,62831.853071795863798,314159265.358979284763336,281.572759893616023
361,360,Sudeste,Sao Paulo North,Sununga,-23.511344000000001,-45.129432999999999,10000.000000000000000,361,62831.853071795863798,314159265.358979284763336,364.290343462751991
362,361,Sudeste,Sao Paulo North,Toninhas,-23.484739000000001,-45.073771000000001,10000.000000000000000,362,62831.853071795863798,314159265.358979284763336,457.562001411301026
363,362,Sudeste,Sao Paulo North,Praia Grande (PG),-23.478835000000000,-45.067290999999997,10000.000000000000000,363,62831.853071795863798,314159265.358979284763336,466.746987598956025
364,363,Sudeste,Sao Paulo North,Praia Grande North,-23.467497999999999,-45.062055999999998,10000.000000000000000,364,62831.853071795863798,314159265.358979284763336,482.481705611124994
365,364,Sudeste,Sao Paulo North,Vermelha do Centro,-23.463128000000001,-45.049353000000004,10000.000000000000000,365,62831.853071795863798,314159265.358979284763336,470.830940518066996
366,365,Sudeste,Sao Paulo North,Patiero,-23.456318000000000,-45.021242999999998,10000.000000000000000,366,62831.853071795863798,314159265.358979284763336,414.126465617150984
367,366,Sudeste,Sao Paulo North,Vermelha do Norte,-23.416982000000001,-45.035876999999999,10000.000000000000000,367,62831.853071795863798,314159265.358979284763336,437.251575275079006
368,367,Sudeste,Sao Paulo North,Itamambuca,-23.402332000000001,-45.001458999999997,10000.000000000000000,368,62831.853071795863798,314159265.358979284763336,277.563504015274020
369,368,Sudeste,Sao Paulo North,Praia do Felix,-23.389334000000002,-44.972405000000002,10000.000000000000000,369,62831.853071795863798,314159265.358979284763336,122.999318343064004
370,369,Sudeste,Sao Paulo North,Brava do Camburi,-23.370963000000000,-44.799858999999998,10000.000000000000000,370,62831.853071795863798,314159265.358979284763336,85.699203755314699
371,370,Sudeste,Rio De Janeiro City,Ponta do Cepílio,-23.343990000000002,-44.711781000000002,10000.000000000000000,371,62831.853071795863798,314159265.358979284763336,131.824701741535989
372,371,Sudeste,Rio De Janeiro City,Laranjeiras,-23.336050000000000,-44.674294000000003,10000.000000000000000,372,62831.853071795863798,314159265.358979284763336,138.597965693383003
373,372,Sudeste,Rio De Janeiro City,Martim de Sa,-23.304048999999999,-44.553486999999997,10000.000000000000000,373,62831.853071795863798,314159265.358979284763336,61.244107121698200
374,373,Sudeste,Rio De Janeiro Norte,Aventureiro,-23.180132000000000,-44.304428000000001,10000.000000000000000,374,62831.853071795863798,314159265.358979284763336,62.410184301675201
375,374,Sudeste,Rio De Janeiro City,Lopes Mendes,-23.171453000000000,-44.128990000000002,10000.000000000000000,375,62831.853071795863798,314159265.358979284763336,63.398790600189301
376,375,Sudeste,Rio De Janeiro City,Barra de Guaratiba,-23.064018000000001,-43.569374000000003,10000.000000000000000,376,62831.853071795863798,314159265.358979284763336,390.929571931974976
377,376,Sudeste,Rio De Janeiro City,Laje do Dramin,-23.055999000000000,-44.366816000000000,10000.000000000000000,377,62831.853071795863798,314159265.358979284763336,105.278120770897999
378,377,Sudeste,Rio De Janeiro City,Grumari,-23.049130999999999,-43.526673000000002,10000.000000000000000,378,62831.853071795863798,314159265.358979284763336,747.626009373518968
379,378,Sudeste,Rio De Janeiro City,Prainha,-23.040759000000001,-43.505259000000002,10000.000000000000000,379,62831.853071795863798,314159265.358979284763336,944.531004220859018
380,379,Sudeste,Rio De Janeiro City,CcB,-23.034576999999999,-43.488737999999998,10000.000000000000000,380,62831.853071795863798,314159265.358979284763336,1029.779813854529948
381,380,Sudeste,Rio De Janeiro City,Macumba (Curvão),-23.034085000000001,-43.472729000000001,10000.000000000000000,381,62831.853071795863798,314159265.358979284763336,1059.694111629029976
382,381,Sudeste,Rio De Janeiro City,Farorinha,-23.033829000000001,-43.470989000000003,10000.000000000000000,382,62831.853071795863798,314159265.358979284763336,1068.276406379829950
383,382,Sudeste,Rio De Janeiro City,Canto do recreio,-23.033294999999999,-43.467430000000000,10000.000000000000000,383,62831.853071795863798,314159265.358979284763336,1084.764212596709967
384,383,Sudeste,Rio De Janeiro City,Praia da Macumba,-23.032031000000000,-43.475603999999997,10000.000000000000000,384,62831.853071795863798,314159265.358979284763336,1077.049540837289896
385,384,Sudeste,Rio De Janeiro City,posto 11 (Atlântico sul),-23.030000000000001,-43.466442999999998,10000.000000000000000,385,62831.853071795863798,314159265.358979284763336,1114.836410343079933
386,385,Sudeste,Rio De Janeiro City,Mambucaba,-23.029266000000000,-44.519992000000002,10000.000000000000000,386,62831.853071795863798,314159265.358979284763336,249.372331372793013
387,386,Sudeste,Rio De Janeiro City,Posto 10 - Recreio,-23.026218000000000,-43.458039999999997,10000.000000000000000,387,62831.853071795863798,314159265.358979284763336,1216.977248164620050
388,387,Sudeste,Rio De Janeiro City,Recreio Posto 9,-23.023638999999999,-43.448228999999998,10000.000000000000000,388,62831.853071795863798,314159265.358979284763336,1329.087670780950020
389,388,Sudeste,Rio De Janeiro City,Lage Postinho,-23.015481999999999,-43.306539000000001,10000.000000000000000,389,62831.853071795863798,314159265.358979284763336,1266.209933338220026
390,389,Sudeste,Rio De Janeiro City,Joatinga,-23.015205000000002,-43.291089999999997,10000.000000000000000,390,62831.853071795863798,314159265.358979284763336,1179.282927843290054
391,390,Sudeste,Rio De Janeiro City,Tropical (posto 1),-23.014824999999998,-43.301845000000000,10000.000000000000000,391,62831.853071795863798,314159265.358979284763336,1247.468076639790070
392,391,Sudeste,Rio De Janeiro City,Barra da Tijuca - Posto 8,-23.010857000000001,-43.361874000000000,10000.000000000000000,392,62831.853071795863798,314159265.358979284763336,1895.520146037009908
393,392,Sudeste,Rio De Janeiro City,Sao Conrado,-22.999800000000000,-43.254353999999999,10000.000000000000000,393,62831.853071795863798,314159265.358979284763336,1243.726316878229909
394,393,Sudeste,Rio De Janeiro City,Laje do sheraton,-22.995671000000002,-43.231243999999997,10000.000000000000000,394,62831.853071795863798,314159265.358979284763336,1284.892605617159916
395,394,Sudeste,Rio De Janeiro City,Pontão do leblon,-22.989962999999999,-43.226480000000002,10000.000000000000000,395,62831.853071795863798,314159265.358979284763336,1408.343487063880048
396,395,Sudeste,Rio De Janeiro City,Arpoador,-22.989913000000001,-43.191654999999997,10000.000000000000000,396,62831.853071795863798,314159265.358979284763336,1169.011177156319945
397,396,Sudeste,Rio De Janeiro City,Praia do Diabo,-22.988817000000001,-43.189143999999999,10000.000000000000000,397,62831.853071795863798,314159265.358979284763336,1176.786006988630106
398,397,Sudeste,Rio De Janeiro City,Leblon,-22.987947999999999,-43.219527999999997,10000.000000000000000,398,62831.853071795863798,314159265.358979284763336,1435.881642498980000
399,398,Sudeste,Rio De Janeiro City,Ipanema,-22.987552999999998,-43.205409000000003,10000.000000000000000,399,62831.853071795863798,314159265.358979284763336,1354.361746783670014
400,399,Sudeste,Rio De Janeiro City,Shore break expresso escorpiao,-22.986037000000000,-43.182017000000002,10000.000000000000000,400,62831.853071795863798,314159265.358979284763336,1193.049247570610078
401,400,Sudeste,Rio De Janeiro City,Forte de Copacabana,-22.985102999999999,-43.185538999999999,10000.000000000000000,401,62831.853071795863798,314159265.358979284763336,1255.634148537470082
402,401,Sudeste,Rio De Janeiro City,Posto 5 - Copacabana,-22.983917999999999,-43.188457000000000,10000.000000000000000,402,62831.853071795863798,314159265.358979284763336,1318.827989586229933
403,402,Sudeste,Rio De Janeiro Norte,Praia Brava - Pontal do Atalaia,-22.982970000000002,-42.021675000000002,10000.000000000000000,403,62831.853071795863798,314159265.358979284763336,201.181861142195999
404,403,Sudeste,Rio De Janeiro City,Shock,-22.975815999999998,-43.040492999999998,10000.000000000000000,404,62831.853071795863798,314159265.358979284763336,962.569999889715973
405,404,Sudeste,Rio De Janeiro Norte,Praia Grande - Arraial do Cabo,-22.975325000000002,-42.033842000000000,10000.000000000000000,405,62831.853071795863798,314159265.358979284763336,262.686316869016025
406,405,Sudeste,Rio De Janeiro City,Itacoatiara,-22.972618000000001,-43.033447000000002,10000.000000000000000,406,62831.853071795863798,314159265.358979284763336,1037.581073018289999
407,406,Sudeste,Rio De Janeiro City,Canal de Camboinhas,-22.968074000000001,-43.048166999999999,10000.000000000000000,407,62831.853071795863798,314159265.358979284763336,1047.609310458539994
408,407,Sudeste,Rio De Janeiro City,Camboinhas,-22.966612000000001,-43.052588000000000,10000.000000000000000,408,62831.853071795863798,314159265.358979284763336,1051.025847288710111
409,408,Sudeste,Rio De Janeiro City,Leme,-22.963639000000001,-43.166666999999997,10000.000000000000000,409,62831.853071795863798,314159265.358979284763336,1549.832636221189887
410,409,Sudeste,Rio De Janeiro Norte,Ponta Negra - Maricá - RJ,-22.957750999999998,-42.696787000000000,10000.000000000000000,410,62831.853071795863798,314159265.358979284763336,411.903816134025988
411,410,Sudeste,Rio De Janeiro City,Piratininga,-22.954699000000002,-43.095675000000000,10000.000000000000000,411,62831.853071795863798,314159265.358979284763336,1339.682003741429980
412,411,Sudeste,Rio De Janeiro Norte,Massambaba,-22.947170000000000,-42.166815000000000,10000.000000000000000,412,62831.853071795863798,314159265.358979284763336,171.901078552823009
413,412,Sudeste,Rio De Janeiro Norte,Lage de fora,-22.944344999999998,-42.468187999999998,10000.000000000000000,413,62831.853071795863798,314159265.358979284763336,719.722053972558001
414,413,Sudeste,Rio De Janeiro Norte,Arraial do Cabo,-22.942665000000002,-42.030054000000000,10000.000000000000000,414,62831.853071795863798,314159265.358979284763336,524.451830690220049
415,414,Sudeste,Rio De Janeiro Norte,Itauna,-22.938835999999998,-42.476208000000000,10000.000000000000000,415,62831.853071795863798,314159265.358979284763336,751.968028039403976
416,415,Sudeste,Rio De Janeiro Norte,Backdoor,-22.938421000000002,-42.472313000000000,10000.000000000000000,416,62831.853071795863798,314159265.358979284763336,755.126133252436944
417,416,Sudeste,Rio De Janeiro Norte,Saquarema - Itauna Beach,-22.938317999999999,-42.479990000000001,10000.000000000000000,417,62831.853071795863798,314159265.358979284763336,746.888250458099037
418,417,Sudeste,Rio De Janeiro Norte,Saquarema - Praia da Vila,-22.936169000000000,-42.495224000000000,10000.000000000000000,418,62831.853071795863798,314159265.358979284763336,685.302277031158042
419,418,Sudeste,Rio De Janeiro Norte,Praia do Foguete - Cabo Frio,-22.929735999999998,-42.037751999999998,10000.000000000000000,419,62831.853071795863798,314159265.358979284763336,687.840545110031030
420,419,Sudeste,Rio De Janeiro City,Flamengo,-22.928832000000000,-43.170261000000004,10000.000000000000000,420,62831.853071795863798,314159265.358979284763336,2110.312585904279786
421,420,Sudeste,Rio De Janeiro City,prainha de adão e eva,-22.927765000000001,-43.123311999999999,10000.000000000000000,421,62831.853071795863798,314159265.358979284763336,1890.567702220140063
422,421,Sudeste,Rio De Janeiro City,Itapuca,-22.906618000000002,-43.119706999999998,10000.000000000000000,422,62831.853071795863798,314159265.358979284763336,1947.158257874230003
423,422,Sudeste,Rio De Janeiro Norte,Praia Brava - Cabo Frio,-22.884557000000001,-41.998072000000001,10000.000000000000000,423,62831.853071795863798,314159265.358979284763336,929.372029860502948
424,423,Sudeste,Rio De Janeiro Norte,Praia do Forte - Cabo Frio,-22.884167000000001,-42.013055999999999,10000.000000000000000,424,62831.853071795863798,314159265.358979284763336,980.286738232383982
425,424,Sudeste,Rio De Janeiro Norte,Dunas do Peró - Cabo Frio -RJ,-22.842631000000001,-41.981335000000001,10000.000000000000000,425,62831.853071795863798,314159265.358979284763336,1012.379663553890055
426,425,Sudeste,Rio De Janeiro Norte,Geriba,-22.779070000000001,-41.910524000000002,10000.000000000000000,426,62831.853071795863798,314159265.358979284763336,542.622828500372975
427,426,Sudeste,Rio De Janeiro Norte,Laje da Rasa,-22.726395000000000,-41.971463999999997,10000.000000000000000,427,62831.853071795863798,314159265.358979284763336,852.139844660135964
428,427,Sudeste,Rio De Janeiro Norte,praia de unamar,-22.609524000000000,-41.997760999999997,10000.000000000000000,428,62831.853071795863798,314159265.358979284763336,814.998313033898967
429,428,Sudeste,Rio De Janeiro Norte,Costazul,-22.525117999999999,-41.920347999999997,10000.000000000000000,429,62831.853071795863798,314159265.358979284763336,830.713669403481049
430,429,Sudeste,Rio De Janeiro Norte,Pecado,-22.410544999999999,-41.808256999999998,10000.000000000000000,430,62831.853071795863798,314159265.358979284763336,858.521381984876029
431,430,Sudeste,Rio De Janeiro Norte,Cavaleiros,-22.405111000000002,-41.798358999999998,10000.000000000000000,431,62831.853071795863798,314159265.358979284763336,869.292458605856041
432,431,Sudeste,Rio De Janeiro Norte,Grussaí,-21.690031000000001,-41.022263000000002,10000.000000000000000,432,62831.853071795863798,314159265.358979284763336,372.917149742197012
433,432,Sudeste,Esperito Santo,Setiba Pina,-20.635263999999999,-40.425728999999997,10000.000000000000000,433,62831.853071795863798,314159265.358979284763336,572.406856135666999
434,433,Sudeste,Esperito Santo,Barra Sol,-20.384262000000000,-40.310088000000000,10000.000000000000000,434,62831.853071795863798,314159265.358979284763336,2281.806328946200210
435,434,Sudeste,Esperito Santo,Secret,-20.379057000000000,-40.307132000000003,10000.000000000000000,435,62831.853071795863798,314159265.358979284763336,2329.842520130060166
436,435,Sudeste,Esperito Santo,Coral do Céu,-20.378699999999998,-40.286881000000001,10000.000000000000000,436,62831.853071795863798,314159265.358979284763336,1788.672479386020086
437,436,Sudeste,Esperito Santo,Pompeia,-20.356919000000001,-40.289633000000002,10000.000000000000000,437,62831.853071795863798,314159265.358979284763336,2119.814545621589787
438,437,Sudeste,Esperito Santo,D2,-20.348965000000000,-40.270665000000001,10000.000000000000000,438,62831.853071795863798,314159265.358979284763336,1729.637103190119888
439,438,Sudeste,Esperito Santo,Canal de Vitória,-20.317523999999999,-40.288539000000000,10000.000000000000000,439,62831.853071795863798,314159265.358979284763336,2310.688963113980208
440,439,Sudeste,Esperito Santo,Praia de Camburi,-20.275804000000001,-40.270986999999998,10000.000000000000000,440,62831.853071795863798,314159265.358979284763336,2099.153928459889812
441,440,Sudeste,Esperito Santo,Prainha de Carapebus,-20.236550000000001,-40.215024999999997,10000.000000000000000,441,62831.853071795863798,314159265.358979284763336,1459.605114339160082
442,441,Sudeste,Esperito Santo,Barrote-Jacaraipe,-20.151101000000001,-40.183461000000001,10000.000000000000000,442,62831.853071795863798,314159265.358979284763336,1154.385157926039938
443,442,Sudeste,Esperito Santo,Jacaraípe- Solemar,-20.135649999999998,-40.180627999999999,10000.000000000000000,443,62831.853071795863798,314159265.358979284763336,959.088460262667013
444,443,Sudeste,Esperito Santo,Regencia,-19.659238999999999,-39.841576000000003,10000.000000000000000,444,62831.853071795863798,314159265.358979284763336,85.382373364040006
445,444,Sudeste,Esperito Santo,Guriri,-18.739377999999999,-39.746389000000001,10000.000000000000000,445,62831.853071795863798,314159265.358979284763336,424.416333172814007
446,445,Nordeste,Bahia Sul,Backdoor,-14.840603000000000,-39.001465000000003,10000.000000000000000,446,62831.853071795863798,314159265.358979284763336,423.484314636534975
447,446,Nordeste,Bahia Sul,Itacarezinho,-14.370585000000000,-39.006014000000000,10000.000000000000000,447,62831.853071795863798,314159265.358979284763336,182.867287981418002
448,447,Nordeste,Bahia Sul,Engenhoca,-14.352541000000000,-39.000950000000003,10000.000000000000000,448,62831.853071795863798,314159265.358979284763336,196.692812255804995
449,448,Nordeste,Bahia Sul,Jeribucaçu,-14.344391999999999,-39.001379000000000,10000.000000000000000,449,62831.853071795863798,314159265.358979284763336,196.798814585942011
450,449,Nordeste,Bahia Sul,Prainha,-14.297738000000001,-38.981037000000001,10000.000000000000000,450,62831.853071795863798,314159265.358979284763336,182.388921237357010
451,450,Nordeste,Bahia Sul,Tiririca,-14.286009999999999,-38.982925000000002,10000.000000000000000,451,62831.853071795863798,314159265.358979284763336,178.312967018046010
452,451,Nordeste,Bahia Sul,Praia da Resende,-14.283889000000000,-38.985069000000003,10000.000000000000000,452,62831.853071795863798,314159265.358979284763336,180.233094360564991
453,452,Nordeste,Bahia Sul,Boca da Barra,-14.265879999999999,-38.986702000000001,10000.000000000000000,453,62831.853071795863798,314159265.358979284763336,169.553405090523995
454,453,Nordeste,Bahia Sul,Pontal,-14.263551000000000,-38.993568000000003,10000.000000000000000,454,62831.853071795863798,314159265.358979284763336,175.706769459807987
455,454,Nordeste,Bahia Sul,Praia dos Algodoes,-14.077500000000001,-38.954444000000002,10000.000000000000000,455,62831.853071795863798,314159265.358979284763336,87.084951523751201
456,455,Nordeste,Bahia Sul,Saquaira,-14.041088999999999,-38.948078000000002,10000.000000000000000,456,62831.853071795863798,314159265.358979284763336,84.315874092297406
457,456,Nordeste,Bahia Sul,Taipu de Fora,-13.942398000000001,-38.926620000000000,10000.000000000000000,457,62831.853071795863798,314159265.358979284763336,143.944037900669997
458,457,Nordeste,Bahia Sul,Pedra do Moleque,-13.377011000000000,-38.912630000000000,10000.000000000000000,458,62831.853071795863798,314159265.358979284763336,133.690018112322008
459,458,Nordeste,Bahia Norte,Farol da Barra,-13.009994000000001,-38.533602000000002,10000.000000000000000,459,62831.853071795863798,314159265.358979284763336,1473.497882562840005
460,459,Nordeste,Bahia Norte,Barravento,-13.009764000000001,-38.526971000000003,10000.000000000000000,460,62831.853071795863798,314159265.358979284763336,1576.887115919149892
461,460,Nordeste,Bahia Norte,Espanhol,-13.006230000000000,-38.533397999999998,10000.000000000000000,461,62831.853071795863798,314159265.358979284763336,1556.090663823970090
462,461,Nordeste,Bahia Norte,Corsário,-12.976457000000000,-38.423394999999999,10000.000000000000000,462,62831.853071795863798,314159265.358979284763336,3209.248777405180135
463,462,Nordeste,Bahia Norte,Jaguaribe,-12.955755000000000,-38.385007000000002,10000.000000000000000,463,62831.853071795863798,314159265.358979284763336,2637.517541813549997
464,463,Nordeste,Bahia Norte,Stella Maris,-12.936097999999999,-38.323714000000002,10000.000000000000000,464,62831.853071795863798,314159265.358979284763336,1655.299721064159939
465,464,Nordeste,Bahia Norte,Praia do forte,-12.734415000000000,-38.144444999999997,10000.000000000000000,465,62831.853071795863798,314159265.358979284763336,526.207937640323053
466,465,Nordeste,Bahia Norte,Scar Reef,-12.674941000000000,-38.085174000000002,10000.000000000000000,466,62831.853071795863798,314159265.358979284763336,566.266156176091044
467,466,Nordeste,Bahia Norte,Casinha,-12.556333000000000,-37.988351999999999,10000.000000000000000,467,62831.853071795863798,314159265.358979284763336,516.933458322994966
468,467,Nordeste,Sergipe Alagoas,Aracaju,-10.987674000000000,-37.041145999999998,10000.000000000000000,468,62831.853071795863798,314159265.358979284763336,1747.824623249440037
469,468,Nordeste,Sergipe Alagoas,Praia Do Francês,-9.772375000000000,-35.845170000000003,10000.000000000000000,469,62831.853071795863798,314159265.358979284763336,611.014560400333039
470,469,Nordeste,Sergipe Alagoas,Pedra Virada,-9.678906000000000,-35.702514000000001,10000.000000000000000,470,62831.853071795863798,314159265.358979284763336,1168.236396763139965
471,470,Nordeste,Sergipe Alagoas,Cruz das Almas,-9.631199000000001,-35.696071000000003,10000.000000000000000,471,62831.853071795863798,314159265.358979284763336,1762.793203696870023
472,471,Nordeste,Sergipe Alagoas,Riacho Doce,-9.568049999999999,-35.646794000000000,10000.000000000000000,472,62831.853071795863798,314159265.358979284763336,948.548887478879010
473,472,Nordeste,Sergipe Alagoas,New Orleans,-9.526289999999999,-35.583022000000000,10000.000000000000000,473,62831.853071795863798,314159265.358979284763336,610.355750076485037
474,473,Nordeste,Sergipe Alagoas,Praia do Morro,-9.327169000000000,-35.438530999999998,10000.000000000000000,474,62831.853071795863798,314159265.358979284763336,259.063081863867012
475,474,Nordeste,Paraiba and Pernambucco,Maracaipe,-8.525427000000001,-35.006261000000002,10000.000000000000000,475,62831.853071795863798,314159265.358979284763336,442.816205588783987
476,475,Nordeste,Paraiba and Pernambucco,Borete,-8.499622000000000,-35.003127999999997,10000.000000000000000,476,62831.853071795863798,314159265.358979284763336,492.532820681266003
477,476,Nordeste,Paraiba and Pernambucco,cupe,-8.466621000000000,-34.989438000000000,10000.000000000000000,477,62831.853071795863798,314159265.358979284763336,555.840604695568004
478,477,Nordeste,Paraiba and Pernambucco,Enseada dos Corais,-8.312229000000000,-34.946179000000001,10000.000000000000000,478,62831.853071795863798,314159265.358979284763336,942.619433505293955
479,478,Nordeste,Paraiba and Pernambucco,Tambaba,-7.361306000000000,-34.798406000000000,10000.000000000000000,479,62831.853071795863798,314159265.358979284763336,597.129263181802003
480,479,Nordeste,Paraiba and Pernambucco,Mar do Macaco,-7.045016000000000,-34.841422999999999,10000.000000000000000,480,62831.853071795863798,314159265.358979284763336,1140.258924141900025
481,480,Nordeste,Paraiba and Pernambucco,Dique de Cabedelo,-6.963415000000000,-34.842559999999999,10000.000000000000000,481,62831.853071795863798,314159265.358979284763336,788.778680076065029
482,481,Nordeste,Rio Grande Do Norte,Baia Formosa,-6.366994000000000,-35.014800999999999,10000.000000000000000,482,62831.853071795863798,314159265.358979284763336,219.087888490989002
483,482,Nordeste,Rio Grande Do Norte,Pipa,-6.227699000000000,-35.044626999999998,10000.000000000000000,483,62831.853071795863798,314159265.358979284763336,265.752072226558994
484,483,Nordeste,Rio Grande Do Norte,Lajão,-6.225929000000000,-35.050243999999999,10000.000000000000000,484,62831.853071795863798,314159265.358979284763336,267.868646240472003
485,484,Nordeste,Rio Grande Do Norte,Madeiro,-6.221044000000000,-35.067995000000003,10000.000000000000000,485,62831.853071795863798,314159265.358979284763336,296.621462612475000
486,485,Nordeste,Rio Grande Do Norte,Cacimbinhas,-6.211530000000000,-35.077500000000001,10000.000000000000000,486,62831.853071795863798,314159265.358979284763336,340.058712133497977
487,486,Nordeste,Rio Grande Do Norte,Tabatinga,-6.068866000000000,-35.097197999999999,10000.000000000000000,487,62831.853071795863798,314159265.358979284763336,361.674790671080018
488,487,Nordeste,Rio Grande Do Norte,Ponta negra,-5.879271000000000,-35.171270000000000,10000.000000000000000,488,62831.853071795863798,314159265.358979284763336,1960.213282560900097
489,488,Nordeste,Rio Grande Do Norte,Genipabu,-5.687221000000000,-35.211010000000002,10000.000000000000000,489,62831.853071795863798,314159265.358979284763336,1270.032274878650014
490,489,Nordeste,Ceara,Morro Branco,-4.150763000000000,-38.109726999999999,10000.000000000000000,490,62831.853071795863798,314159265.358979284763336,493.232409805585974
491,490,Nordeste,Ceara,Iguape Meio,-3.941302000000000,-38.292251000000000,10000.000000000000000,491,62831.853071795863798,314159265.358979284763336,711.994477831158974
492,491,Nordeste,Fernando Do Noronha,Cacimba do Padre,-3.848947000000000,-32.439537000000001,10000.000000000000000,492,62831.853071795863798,314159265.358979284763336,83.747215524057594
493,492,Nordeste,Fernando Do Noronha,Boldró,-3.845457000000000,-32.431694000000000,10000.000000000000000,493,62831.853071795863798,314159265.358979284763336,83.747215524057594
494,493,Nordeste,Fernando Do Noronha,Conceição,-3.841122000000000,-32.418498000000000,10000.000000000000000,494,62831.853071795863798,314159265.358979284763336,83.747215524057594
495,494,Nordeste,Fernando Do Noronha,Meio,-3.839607000000000,-32.413288999999999,10000.000000000000000,495,62831.853071795863798,314159265.358979284763336,83.747215524057594
496,495,Nordeste,Fernando Do Noronha,Cachorro,-3.838906000000000,-32.411127000000000,10000.000000000000000,496,62831.853071795863798,314159265.358979284763336,83.747215524057594
497,496,Nordeste,Fernando Do Noronha,Biboca,-3.835106000000000,-32.403348999999999,10000.000000000000000,497,62831.853071795863798,314159265.358979284763336,83.747215524057594
498,497,Nordeste,Fernando Do Noronha,Abras,-3.827602000000000,-32.400581000000003,10000.000000000000000,498,62831.853071795863798,314159265.358979284763336,83.747215524057594
499,498,Nordeste,Ceara,Futuro,-3.726691000000000,-38.457008999999999,10000.000000000000000,499,62831.853071795863798,314159265.358979284763336,1995.048565984589914
500,499,Nordeste,Ceara,Iracema (ponte metalica),-3.718212000000000,-38.518002000000003,10000.000000000000000,500,62831.853071795863798,314159265.358979284763336,3349.733444845529903
501,500,Nordeste,Ceara,Leste-Oeste,-3.714080000000000,-38.540489999999998,10000.000000000000000,501,62831.853071795863798,314159265.358979284763336,3415.809656218720193
502,501,Nordeste,Ceara,Titanzinho,-3.707351000000000,-38.467813000000000,10000.000000000000000,502,62831.853071795863798,314159265.358979284763336,1784.143007832579997
503,502,Nordeste,Ceara,Icarai,-3.670278000000000,-38.669443999999999,10000.000000000000000,503,62831.853071795863798,314159265.358979284763336,1200.655209615759986
504,503,Nordeste,Ceara,Pico das Almas,-3.605083000000000,-38.761997000000001,10000.000000000000000,504,62831.853071795863798,314159265.358979284763336,720.026828610465031
505,504,Nordeste,Ceara,Taiba,-3.505663000000000,-38.905270000000002,10000.000000000000000,505,62831.853071795863798,314159265.358979284763336,484.261836417254983
506,505,Nordeste,Ceara,Paracuru,-3.406714000000000,-39.032620999999999,10000.000000000000000,506,62831.853071795863798,314159265.358979284763336,441.538965197063021
507,506,Nordeste,Ceara,Jericoacoara,-2.787089000000000,-40.512611000000000,10000.000000000000000,507,62831.853071795863798,314159265.358979284763336,159.261496670630009
508,507,Nordeste,Maranhao,Travosa,-2.358991000000000,-43.243904000000001,10000.000000000000000,508,62831.853071795863798,314159265.358979284763336,24.778703420711501
509,508,Norte,Para,marahu,-1.073422000000000,-48.403187000000003,10000.000000000000000,509,62831.853071795863798,314159265.358979284763336,323.345039661420003
510,509,Norte,Para,Camaraçu,-0.868831000000000,-46.430798000000003,10000.000000000000000,510,62831.853071795863798,314159265.358979284763336,0.000000000000000
511,510,Norte,Para,Araruna,-0.688517000000000,-48.483266999999998,10000.000000000000000,511,62831.853071795863798,314159265.358979284763336,299.347292942208981
512,511,Norte,Maranhao,Pororoca,1.242601000000000,-50.291972000000001,10000.000000000000000,512,62831.853071795863798,314159265.358979284763336,0.000000000000000
513,512,Sul,Rio Grande Do Sul,Salinas,-30.154806000000001,-50.192222000000001,10000.000000000000000,513,62831.853071795863798,314159265.358979284763336,278.336654104391982
514,513,Sul,Rio Grande Do Sul,Imbé,-29.961877000000001,-50.111065000000004,10000.000000000000000,514,62831.853071795863798,314159265.358979284763336,727.527221451738001
515,514,Sul,Rio Grande Do Sul,Mariluz,-29.931069000000001,-50.096649999999997,10000.000000000000000,515,62831.853071795863798,314159265.358979284763336,620.333802965032987
516,515,Sul,Rio Grande Do Sul,Arroio Teixeira,-29.645605000000000,-49.945509000000001,10000.000000000000000,516,62831.853071795863798,314159265.358979284763336,356.510585927017985
