OBJECTID,Name,Surf_Spot,Shape_Leng,Shape_Area,SUM_Area_S
174,Touros Area, ,62831.853071795863798,314159265.358979284763336,0.041988587761613
175,Urca da Concei&ccedil;&atilde;o, ,62831.853071795863798,314159265.358979284763336,0.006515842127158
176,Cocoa das Lavadeiras, ,62831.853071795863798,314159265.358979284763336,0.011031547401078
177,Baia das Ratas, ,62831.853071795863798,314159265.358979284763336,0.136338385813982
178,Volta da Jurema, ,62831.853071795863798,314159265.358979284763336,7.828057928964980
179,Portao, ,62831.853071795863798,314159265.358979284763336,10.308850142456400
180,Barra do Ceara, ,62831.853071795863798,314159265.358979284763336,10.610352906559200
181,Praia do Pecem, ,62831.853071795863798,314159265.358979284763336,0.626193872951053
182,Tabinha, ,62831.853071795863798,314159265.358979284763336,0.247019456000881
183,Pedra do Meio, ,62831.853071795863798,314159265.358979284763336,0.174577387375725
184,Havaizinho, ,62831.853071795863798,314159265.358979284763336,0.088164336694135
185,Curral, ,62831.853071795863798,314159265.358979284763336,0.088164336694135
186,Outside, ,62831.853071795863798,314159265.358979284763336,0.087658941827178
187,Atins, ,62831.853071795863798,314159265.358979284763336,0.005254376687116
188,Ponta d'Areia, ,62831.853071795863798,314159265.358979284763336,1.660801176793510
189,S&atilde;o Marcos, ,62831.853071795863798,314159265.358979284763336,1.715950661251200
190,Calhau, ,62831.853071795863798,314159265.358979284763336,1.700406933828360
191,Olho D'Agu, ,62831.853071795863798,314159265.358979284763336,1.579714021711460
192,Ponta do Farol, ,62831.853071795863798,314159265.358979284763336,0.511492392239386
193, ,Hermenegildo,62831.853071795863798,314159265.358979284763336,0.004085724415481
194, ,Navio,62831.853071795863798,314159265.358979284763336,0.001253190145830
195, ,Tres Marias,62831.853071795863798,314159265.358979284763336,0.045547842654356
196, ,Praia do Cassino,62831.853071795863798,314159265.358979284763336,0.097012863148250
197, ,Sao Jose do Norte,62831.853071795863798,314159265.358979284763336,0.288798689183966
198, ,Quintão,62831.853071795863798,314159265.358979284763336,0.000026907553916
199, ,Nova Tramandaí,62831.853071795863798,314159265.358979284763336,0.113935731832385
200, ,Oasis Sul,62831.853071795863798,314159265.358979284763336,0.113935731832385
201, ,Tramandai - Malvina,62831.853071795863798,314159265.358979284763336,0.117315041163769
202, ,Tramandai,62831.853071795863798,314159265.358979284763336,0.145461059723976
203, ,Rainha do Mar,62831.853071795863798,314159265.358979284763336,0.505662336537661
204, ,Xangri-lá,62831.853071795863798,314159265.358979284763336,0.374682329838206
205, ,Atlântida - Pier,62831.853071795863798,314159265.358979284763336,0.371401557122549
206, ,Capao da Canoa,62831.853071795863798,314159265.358979284763336,0.361125938825616
207, ,Capao Novo,62831.853071795863798,314159265.358979284763336,0.051568577731473
208, ,Curumim,62831.853071795863798,314159265.358979284763336,0.024316421271653
209, ,Itapeva,62831.853071795863798,314159265.358979284763336,0.743513620378627
210, ,Guarita,62831.853071795863798,314159265.358979284763336,0.548625785805496
211, ,Cal,62831.853071795863798,314159265.358979284763336,0.548625785805496
212, ,Ilha dos Lobos,62831.853071795863798,314159265.358979284763336,0.548370480981102
213, ,Prainha,62831.853071795863798,314159265.358979284763336,0.548625785805496
214, ,Saraiva,62831.853071795863798,314159265.358979284763336,0.548625785805496
215, ,Molhes,62831.853071795863798,314159265.358979284763336,0.548051670323037
216, ,Passo de Torres,62831.853071795863798,314159265.358979284763336,0.548051670323037
217, ,Gaivota,62831.853071795863798,314159265.358979284763336,0.043489463511843
218, ,Arroio do Silva,62831.853071795863798,314159265.358979284763336,0.071927345533942
219, ,Morro dos Conventos,62831.853071795863798,314159265.358979284763336,0.004555550139748
220, ,Rincão,62831.853071795863798,314159265.358979284763336,0.128995195964388
221, ,Jaguaruna,62831.853071795863798,314159265.358979284763336,0.752394970163030
