OBJECTID,Join_Count,TARGET_FID,id,region,zone,name,lat,long,BUFF_DIST,ORIG_FID,CD_MUN,NM_MUN,SIGLA,AREA_KM2,F1970,F1980,F1991,F2000,F2010,Shape_Leng,Shape_Area,pop_change,Shape_Le_1,Shape_Ar_1
146,2,146,145,Nordeste,NA,"Pico da Barra, Brazil",-9.665630000000000,-35.697186000000002,10000.000000000000000,146,2702207,Coqueiro Seco,AL,39.607999999999997,2857.000000000000000,3799.000000000000000,4784.000000000000000,5134.000000000000000,5526.000000000000000,0.000000000000000,0.000000000000000,392.000000000000000,62831.853071795863798,314159265.358979284763336
147,1,147,146,Nordeste,NA,Pedra Virada,-9.585521999999999,-35.660038000000000,10000.000000000000000,147,2704302,Maceió,AL,509.319999999999993,263670.000000000000000,399300.000000000000000,629041.000000000000000,797759.000000000000000,932748.000000000000000,0.000000000000000,0.000000000000000,134989.000000000000000,62831.853071795863798,314159265.358979284763336
148,2,148,147,Nordeste,NA,Praia de Jatiuca,-9.531449000000000,-35.590927999999998,10000.000000000000000,148,2704302,Maceió,AL,509.319999999999993,263670.000000000000000,399300.000000000000000,629041.000000000000000,797759.000000000000000,932748.000000000000000,0.000000000000000,0.000000000000000,134989.000000000000000,62831.853071795863798,314159265.358979284763336
149,3,149,148,Nordeste,NA,Garca Torta,-9.487114000000000,-35.557476999999999,10000.000000000000000,149,2700508,Barra de Santo Antônio,AL,131.364000000000004,6028.000000000000000,9696.000000000000000,14334.000000000000000,11351.000000000000000,14230.000000000000000,0.000000000000000,0.000000000000000,2879.000000000000000,62831.853071795863798,314159265.358979284763336
150,5,150,149,Nordeste,NA,Mirante da Sirena,-9.430906000000000,-35.503683000000002,10000.000000000000000,150,2700508,Barra de Santo Antônio,AL,131.364000000000004,6028.000000000000000,9696.000000000000000,14334.000000000000000,11351.000000000000000,14230.000000000000000,0.000000000000000,0.000000000000000,2879.000000000000000,62831.853071795863798,314159265.358979284763336
151,3,151,150,Nordeste,NA,Japaratinga,-9.261582000000001,-35.353366000000001,10000.000000000000000,151,2706505,Passo de Camaragibe,AL,251.289999999999992,7598.000000000000000,11326.000000000000000,14091.000000000000000,13755.000000000000000,14763.000000000000000,0.000000000000000,0.000000000000000,1008.000000000000000,62831.853071795863798,314159265.358979284763336
152,2,152,151,Nordeste,NA,Impossivel,-8.615505000000001,-35.020375000000001,10000.000000000000000,152,2607208,Ipojuca,PE,521.801000000000045,35851.000000000000000,39452.000000000000000,45424.000000000000000,59281.000000000000000,80637.000000000000000,0.000000000000000,0.000000000000000,21356.000000000000000,62831.853071795863798,314159265.358979284763336
153,2,153,152,Nordeste,NA,Serrambi,-8.576358000000001,-35.028714999999998,10000.000000000000000,153,2607208,Ipojuca,PE,521.801000000000045,35851.000000000000000,39452.000000000000000,45424.000000000000000,59281.000000000000000,80637.000000000000000,0.000000000000000,0.000000000000000,21356.000000000000000,62831.853071795863798,314159265.358979284763336
154,2,154,153,Nordeste,NA,Porto de Galinhas,-8.488678000000000,-34.999501000000002,10000.000000000000000,154,2607208,Ipojuca,PE,521.801000000000045,35851.000000000000000,39452.000000000000000,45424.000000000000000,59281.000000000000000,80637.000000000000000,0.000000000000000,0.000000000000000,21356.000000000000000,62831.853071795863798,314159265.358979284763336
155,1,155,154,Nordeste,NA,Cupe,-8.479708000000000,-34.996577000000002,10000.000000000000000,155,2607208,Ipojuca,PE,521.801000000000045,35851.000000000000000,39452.000000000000000,45424.000000000000000,59281.000000000000000,80637.000000000000000,0.000000000000000,0.000000000000000,21356.000000000000000,62831.853071795863798,314159265.358979284763336
156,2,156,155,Nordeste,NA,Gaibu,-8.341567000000000,-34.948825999999997,10000.000000000000000,156,2602902,Cabo de Santo Agostinho,PE,445.343000000000018,75829.000000000000000,104155.000000000000000,127036.000000000000000,152977.000000000000000,185025.000000000000000,0.000000000000000,0.000000000000000,32048.000000000000000,62831.853071795863798,314159265.358979284763336
157,4,157,156,Nordeste,NA,Bessa,-7.091138000000000,-34.832765000000002,10000.000000000000000,157,2501807,Bayeux,PB,27.704999999999998,35464.000000000000000,58921.000000000000000,77491.000000000000000,87561.000000000000000,99716.000000000000000,0.000000000000000,0.000000000000000,12155.000000000000000,62831.853071795863798,314159265.358979284763336
158,2,158,157,Nordeste,NA,Saji,-6.466880000000000,-34.970449000000002,10000.000000000000000,158,2401404,Baía Formosa,RN,247.484000000000009,3814.000000000000000,5155.000000000000000,7223.000000000000000,7821.000000000000000,8573.000000000000000,0.000000000000000,0.000000000000000,752.000000000000000,62831.853071795863798,314159265.358979284763336
159,2,159,158,Nordeste,NA,Farol,-6.408908000000000,-34.979016999999999,10000.000000000000000,159,2401404,Baía Formosa,RN,247.484000000000009,3814.000000000000000,5155.000000000000000,7223.000000000000000,7821.000000000000000,8573.000000000000000,0.000000000000000,0.000000000000000,752.000000000000000,62831.853071795863798,314159265.358979284763336
160,2,160,159,Nordeste,NA,Xilauzinho,-6.395101000000000,-34.983204999999998,10000.000000000000000,160,2401404,Baía Formosa,RN,247.484000000000009,3814.000000000000000,5155.000000000000000,7223.000000000000000,7821.000000000000000,8573.000000000000000,0.000000000000000,0.000000000000000,752.000000000000000,62831.853071795863798,314159265.358979284763336
161,3,161,160,Nordeste,NA,Mar Aberto,-6.379758000000000,-34.989437000000002,10000.000000000000000,161,2401404,Baía Formosa,RN,247.484000000000009,3814.000000000000000,5155.000000000000000,7223.000000000000000,7821.000000000000000,8573.000000000000000,0.000000000000000,0.000000000000000,752.000000000000000,62831.853071795863798,314159265.358979284763336
162,3,162,161,Nordeste,NA,Pontal,-6.368680000000000,-34.993423999999997,10000.000000000000000,162,2401404,Baía Formosa,RN,247.484000000000009,3814.000000000000000,5155.000000000000000,7223.000000000000000,7821.000000000000000,8573.000000000000000,0.000000000000000,0.000000000000000,752.000000000000000,62831.853071795863798,314159265.358979284763336
163,4,163,162,Nordeste,NA,Mar da Frente,-6.365217000000000,-35.006211999999998,10000.000000000000000,163,2401404,Baía Formosa,RN,247.484000000000009,3814.000000000000000,5155.000000000000000,7223.000000000000000,7821.000000000000000,8573.000000000000000,0.000000000000000,0.000000000000000,752.000000000000000,62831.853071795863798,314159265.358979284763336
164,4,164,163,Nordeste,NA,Lajinha,-6.278960000000000,-35.033028000000002,10000.000000000000000,164,2401404,Baía Formosa,RN,247.484000000000009,3814.000000000000000,5155.000000000000000,7223.000000000000000,7821.000000000000000,8573.000000000000000,0.000000000000000,0.000000000000000,752.000000000000000,62831.853071795863798,314159265.358979284763336
165,5,165,164,Nordeste,NA,Afogados,-6.244350000000000,-35.036464000000002,10000.000000000000000,165,2401404,Baía Formosa,RN,247.484000000000009,3814.000000000000000,5155.000000000000000,7223.000000000000000,7821.000000000000000,8573.000000000000000,0.000000000000000,0.000000000000000,752.000000000000000,62831.853071795863798,314159265.358979284763336
166,5,166,165,Nordeste,NA,Sororoca,-6.238074000000000,-35.035608000000003,10000.000000000000000,166,2401404,Baía Formosa,RN,247.484000000000009,3814.000000000000000,5155.000000000000000,7223.000000000000000,7821.000000000000000,8573.000000000000000,0.000000000000000,0.000000000000000,752.000000000000000,62831.853071795863798,314159265.358979284763336
167,6,167,166,Nordeste,NA,Abacateiro,-6.233891000000000,-35.036746999999998,10000.000000000000000,167,2401206,Arês,RN,115.406999999999996,7962.000000000000000,9958.000000000000000,11140.000000000000000,11323.000000000000000,12924.000000000000000,0.000000000000000,0.000000000000000,1601.000000000000000,62831.853071795863798,314159265.358979284763336
168,6,168,167,Nordeste,NA,Tibau do Sul,-6.180279000000000,-35.089708999999999,10000.000000000000000,168,2401206,Arês,RN,115.406999999999996,7962.000000000000000,9958.000000000000000,11140.000000000000000,11323.000000000000000,12924.000000000000000,0.000000000000000,0.000000000000000,1601.000000000000000,62831.853071795863798,314159265.358979284763336
169,3,169,168,Nordeste,NA,Tabatinga,-6.049479000000000,-35.108238000000000,10000.000000000000000,169,2403251,Parnamirim,RN,124.006000000000000,14502.000000000000000,26362.000000000000000,63312.000000000000000,124690.000000000000000,202456.000000000000000,0.000000000000000,0.000000000000000,77766.000000000000000,62831.853071795863798,314159265.358979284763336
170,2,170,169,Nordeste,NA,Xoxoline,-6.005800000000000,-35.105258999999997,10000.000000000000000,170,2403251,Parnamirim,RN,124.006000000000000,14502.000000000000000,26362.000000000000000,63312.000000000000000,124690.000000000000000,202456.000000000000000,0.000000000000000,0.000000000000000,77766.000000000000000,62831.853071795863798,314159265.358979284763336
171,2,171,170,Nordeste,NA,Pirangi Reef,-5.980259000000000,-35.107796000000000,10000.000000000000000,171,2403251,Parnamirim,RN,124.006000000000000,14502.000000000000000,26362.000000000000000,63312.000000000000000,124690.000000000000000,202456.000000000000000,0.000000000000000,0.000000000000000,77766.000000000000000,62831.853071795863798,314159265.358979284763336
172,4,172,171,Nordeste,NA,Cotovelo,-5.949906000000000,-35.151975000000000,10000.000000000000000,172,2403251,Parnamirim,RN,124.006000000000000,14502.000000000000000,26362.000000000000000,63312.000000000000000,124690.000000000000000,202456.000000000000000,0.000000000000000,0.000000000000000,77766.000000000000000,62831.853071795863798,314159265.358979284763336
173,4,173,172,Nordeste,NA,Miami,-5.794834000000000,-35.181663999999998,10000.000000000000000,173,2403251,Parnamirim,RN,124.006000000000000,14502.000000000000000,26362.000000000000000,63312.000000000000000,124690.000000000000000,202456.000000000000000,0.000000000000000,0.000000000000000,77766.000000000000000,62831.853071795863798,314159265.358979284763336
174,4,174,173,Nordeste,NA,Areia Preta,-5.792249000000000,-35.184387000000001,10000.000000000000000,174,2403251,Parnamirim,RN,124.006000000000000,14502.000000000000000,26362.000000000000000,63312.000000000000000,124690.000000000000000,202456.000000000000000,0.000000000000000,0.000000000000000,77766.000000000000000,62831.853071795863798,314159265.358979284763336
175,3,175,174,Nordeste,NA,Praia dos Artistas,-5.781239000000000,-35.192050000000002,10000.000000000000000,175,2403608,Extremoz,RN,140.639000000000010,8991.000000000000000,8796.000000000000000,14941.000000000000000,19572.000000000000000,24569.000000000000000,0.000000000000000,0.000000000000000,4997.000000000000000,62831.853071795863798,314159265.358979284763336
176,4,176,175,Nordeste,NA,Genipabu,-5.694407000000000,-35.201922000000003,10000.000000000000000,176,2402600,Ceará-Mirim,RN,724.837999999999965,37930.000000000000000,40106.000000000000000,52157.000000000000000,62424.000000000000000,68141.000000000000000,0.000000000000000,0.000000000000000,5717.000000000000000,62831.853071795863798,314159265.358979284763336
177,1,177,176,Nordeste,NA,Touros Area,-5.197434000000000,-35.457929999999998,10000.000000000000000,177,2414407,Touros,RN,753.961000000000013,19442.000000000000000,19817.000000000000000,27043.000000000000000,27879.000000000000000,31089.000000000000000,0.000000000000000,0.000000000000000,3210.000000000000000,62831.853071795863798,314159265.358979284763336
178,2,178,177,Nordeste,NA,Urca da Concei&ccedil;&atilde;o,-5.069617000000000,-35.800230999999997,10000.000000000000000,178,2409506,Pedra Grande,RN,221.167000000000002,3352.000000000000000,3240.000000000000000,3489.000000000000000,4017.000000000000000,3521.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
179,3,179,178,Nordeste,NA,Cocoa das Lavadeiras,-5.066515000000000,-35.862005000000003,10000.000000000000000,179,2409506,Pedra Grande,RN,221.167000000000002,3352.000000000000000,3240.000000000000000,3489.000000000000000,4017.000000000000000,3521.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
180,1,180,179,Nordeste,NA,Baia das Ratas,-3.813000000000000,-32.393000000000001,10000.000000000000000,180,2605459,Fernando de Noronha,PE,18.609000000000002,1241.000000000000000,1274.000000000000000,1686.000000000000000,2051.000000000000000,2630.000000000000000,0.000000000000000,0.000000000000000,579.000000000000000,62831.853071795863798,314159265.358979284763336
181,1,181,180,Nordeste,NA,Volta da Jurema,-3.724294000000000,-38.496071999999998,10000.000000000000000,181,2304400,Fortaleza,CE,312.353000000000009,857980.000000000000000,1307608.000000000000000,1768637.000000000000000,2141402.000000000000000,2452185.000000000000000,0.000000000000000,0.000000000000000,310783.000000000000000,62831.853071795863798,314159265.358979284763336
182,2,182,181,Nordeste,NA,Portao,-3.719326000000000,-38.510655000000000,10000.000000000000000,182,2303709,Caucaia,CE,1223.246000000000095,54754.000000000000000,94106.000000000000000,165099.000000000000000,250479.000000000000000,325441.000000000000000,0.000000000000000,0.000000000000000,74962.000000000000000,62831.853071795863798,314159265.358979284763336
183,2,183,182,Nordeste,NA,Barra do Ceara,-3.692659000000000,-38.584716000000000,10000.000000000000000,183,2303709,Caucaia,CE,1223.246000000000095,54754.000000000000000,94106.000000000000000,165099.000000000000000,250479.000000000000000,325441.000000000000000,0.000000000000000,0.000000000000000,74962.000000000000000,62831.853071795863798,314159265.358979284763336
184,2,184,183,Nordeste,NA,Praia do Pecem,-3.546170000000000,-38.806919000000001,10000.000000000000000,184,2303709,Caucaia,CE,1223.246000000000095,54754.000000000000000,94106.000000000000000,165099.000000000000000,250479.000000000000000,325441.000000000000000,0.000000000000000,0.000000000000000,74962.000000000000000,62831.853071795863798,314159265.358979284763336
185,2,185,184,Nordeste,NA,Tabinha,-3.500935000000000,-38.911282000000000,10000.000000000000000,185,2310209,Paracuru,CE,304.733999999999980,24522.000000000000000,28610.000000000000000,20942.000000000000000,27541.000000000000000,31636.000000000000000,0.000000000000000,0.000000000000000,4095.000000000000000,62831.853071795863798,314159265.358979284763336
186,2,186,185,Nordeste,NA,Pedra do Meio,-3.410858000000000,-39.040807000000001,10000.000000000000000,186,2310209,Paracuru,CE,304.733999999999980,24522.000000000000000,28610.000000000000000,20942.000000000000000,27541.000000000000000,31636.000000000000000,0.000000000000000,0.000000000000000,4095.000000000000000,62831.853071795863798,314159265.358979284763336
187,2,187,186,Nordeste,NA,Havaizinho,-3.403507000000000,-39.022171000000000,10000.000000000000000,187,2310209,Paracuru,CE,304.733999999999980,24522.000000000000000,28610.000000000000000,20942.000000000000000,27541.000000000000000,31636.000000000000000,0.000000000000000,0.000000000000000,4095.000000000000000,62831.853071795863798,314159265.358979284763336
188,2,188,187,Nordeste,NA,Curral,-3.403353000000000,-39.025868000000003,10000.000000000000000,188,2310209,Paracuru,CE,304.733999999999980,24522.000000000000000,28610.000000000000000,20942.000000000000000,27541.000000000000000,31636.000000000000000,0.000000000000000,0.000000000000000,4095.000000000000000,62831.853071795863798,314159265.358979284763336
189,2,189,188,Nordeste,NA,Outside,-3.398539000000000,-39.013306000000000,10000.000000000000000,189,2310209,Paracuru,CE,304.733999999999980,24522.000000000000000,28610.000000000000000,20942.000000000000000,27541.000000000000000,31636.000000000000000,0.000000000000000,0.000000000000000,4095.000000000000000,62831.853071795863798,314159265.358979284763336
190,1,190,189,Nordeste,NA,Atins,-2.555789000000000,-42.727836000000003,10000.000000000000000,190,2101707,Barreirinhas,MA,3046.307999999999993,24969.000000000000000,26588.000000000000000,29640.000000000000000,39669.000000000000000,54930.000000000000000,0.000000000000000,0.000000000000000,15261.000000000000000,62831.853071795863798,314159265.358979284763336
191,1,191,190,Nordeste,NA,Ponta d'Areia,-2.497384000000000,-44.311779000000001,10000.000000000000000,191,2111300,São Luís,MA,583.062999999999988,265486.000000000000000,449433.000000000000000,696371.000000000000000,870028.000000000000000,1014837.000000000000000,0.000000000000000,0.000000000000000,144809.000000000000000,62831.853071795863798,314159265.358979284763336
192,2,192,191,Nordeste,NA,S&atilde;o Marcos,-2.485445000000000,-44.297899999999998,10000.000000000000000,192,2111201,São José de Ribamar,MA,180.363000000000000,23636.000000000000000,32309.000000000000000,70571.000000000000000,107384.000000000000000,163045.000000000000000,0.000000000000000,0.000000000000000,55661.000000000000000,62831.853071795863798,314159265.358979284763336
193,4,193,192,Nordeste,NA,Calhau,-2.480673000000000,-44.249679999999998,10000.000000000000000,193,2107506,Paço do Lumiar,MA,127.192999999999998,13487.000000000000000,17216.000000000000000,53195.000000000000000,76188.000000000000000,105121.000000000000000,0.000000000000000,0.000000000000000,28933.000000000000000,62831.853071795863798,314159265.358979284763336
194,4,194,193,Nordeste,NA,Olho D'Agu,-2.477097000000000,-44.230155000000003,10000.000000000000000,194,2107506,Paço do Lumiar,MA,127.192999999999998,13487.000000000000000,17216.000000000000000,53195.000000000000000,76188.000000000000000,105121.000000000000000,0.000000000000000,0.000000000000000,28933.000000000000000,62831.853071795863798,314159265.358979284763336
195,4,195,194,Nordeste,NA,Ponta do Farol,-2.456442000000000,-44.173347999999997,10000.000000000000000,195,2107506,Paço do Lumiar,MA,127.192999999999998,13487.000000000000000,17216.000000000000000,53195.000000000000000,76188.000000000000000,105121.000000000000000,0.000000000000000,0.000000000000000,28933.000000000000000,62831.853071795863798,314159265.358979284763336
196,2,196,195,Sul,Rio Grande Do Sul,Hermenegildo,-33.668354000000001,-53.262405000000001,10000.000000000000000,196,4305439,Chuí,RS,202.387000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5167.000000000000000,5917.000000000000000,0.000000000000000,0.000000000000000,750.000000000000000,62831.853071795863798,314159265.358979284763336
197,1,197,196,Sul,Rio Grande Do Sul,Navio,-32.290560999999997,-52.258674999999997,10000.000000000000000,197,4315602,Rio Grande,RS,2698.077000000000226,116488.000000000000000,146114.000000000000000,172422.000000000000000,186544.000000000000000,197228.000000000000000,0.000000000000000,0.000000000000000,10684.000000000000000,62831.853071795863798,314159265.358979284763336
198,3,198,197,Sul,Rio Grande Do Sul,Tres Marias,-32.192610999999999,-52.085065999999998,10000.000000000000000,198,4300002,Lagoa dos Patos,RS,10196.941999999999098,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
199,3,199,198,Sul,Rio Grande Do Sul,Praia do Cassino,-32.178336999999999,-52.142142999999997,10000.000000000000000,199,4300002,Lagoa dos Patos,RS,10196.941999999999098,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
200,3,200,199,Sul,Rio Grande Do Sul,Sao Jose do Norte,-32.008076000000003,-52.018889999999999,10000.000000000000000,200,4300002,Lagoa dos Patos,RS,10196.941999999999098,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
201,1,201,200,Sul,Rio Grande Do Sul,Quintão,-30.410782000000001,-50.292664000000002,10000.000000000000000,201,4313656,Palmares do Sul,RS,949.201000000000022,0.000000000000000,0.000000000000000,11248.000000000000000,10854.000000000000000,10969.000000000000000,0.000000000000000,0.000000000000000,115.000000000000000,62831.853071795863798,314159265.358979284763336
202,4,202,201,Sul,Rio Grande Do Sul,Nova Tramandaí,-30.045256999999999,-50.150033999999998,10000.000000000000000,202,4305454,Cidreira,RS,243.419999999999987,0.000000000000000,0.000000000000000,8967.000000000000000,8882.000000000000000,12668.000000000000000,0.000000000000000,0.000000000000000,3786.000000000000000,62831.853071795863798,314159265.358979284763336
203,4,203,202,Sul,Rio Grande Do Sul,Oasis Sul,-30.039822999999998,-50.147266000000002,10000.000000000000000,203,4305454,Cidreira,RS,243.419999999999987,0.000000000000000,0.000000000000000,8967.000000000000000,8882.000000000000000,12668.000000000000000,0.000000000000000,0.000000000000000,3786.000000000000000,62831.853071795863798,314159265.358979284763336
204,4,204,203,Sul,Rio Grande Do Sul,Tramandai - Malvina,-30.005490000000002,-50.129156000000002,10000.000000000000000,204,4305454,Cidreira,RS,243.419999999999987,0.000000000000000,0.000000000000000,8967.000000000000000,8882.000000000000000,12668.000000000000000,0.000000000000000,0.000000000000000,3786.000000000000000,62831.853071795863798,314159265.358979284763336
205,3,205,204,Sul,Rio Grande Do Sul,Tramandai,-29.993077000000000,-50.125508000000004,10000.000000000000000,205,4310330,Imbé,RS,39.765999999999998,0.000000000000000,0.000000000000000,7352.000000000000000,12242.000000000000000,17670.000000000000000,0.000000000000000,0.000000000000000,5428.000000000000000,62831.853071795863798,314159265.358979284763336
206,4,206,205,Sul,Rio Grande Do Sul,Rainha do Mar,-29.859477999999999,-50.064568999999999,10000.000000000000000,206,4310330,Imbé,RS,39.765999999999998,0.000000000000000,0.000000000000000,7352.000000000000000,12242.000000000000000,17670.000000000000000,0.000000000000000,0.000000000000000,5428.000000000000000,62831.853071795863798,314159265.358979284763336
207,4,207,206,Sul,Rio Grande Do Sul,Xangri-lá,-29.785982000000001,-50.024636000000001,10000.000000000000000,207,4304630,Capão da Canoa,RS,98.382999999999996,0.000000000000000,0.000000000000000,24755.000000000000000,30498.000000000000000,42040.000000000000000,0.000000000000000,0.000000000000000,11542.000000000000000,62831.853071795863798,314159265.358979284763336
208,4,208,207,Sul,Rio Grande Do Sul,Atlântida - Pier,-29.784716000000000,-50.022554000000000,10000.000000000000000,208,4304630,Capão da Canoa,RS,98.382999999999996,0.000000000000000,0.000000000000000,24755.000000000000000,30498.000000000000000,42040.000000000000000,0.000000000000000,0.000000000000000,11542.000000000000000,62831.853071795863798,314159265.358979284763336
209,3,209,208,Sul,Rio Grande Do Sul,Capao da Canoa,-29.758676999999999,-50.010967000000001,10000.000000000000000,209,4304630,Capão da Canoa,RS,98.382999999999996,0.000000000000000,0.000000000000000,24755.000000000000000,30498.000000000000000,42040.000000000000000,0.000000000000000,0.000000000000000,11542.000000000000000,62831.853071795863798,314159265.358979284763336
210,3,210,209,Sul,Rio Grande Do Sul,Capao Novo,-29.686972000000001,-49.972558999999997,10000.000000000000000,210,4304630,Capão da Canoa,RS,98.382999999999996,0.000000000000000,0.000000000000000,24755.000000000000000,30498.000000000000000,42040.000000000000000,0.000000000000000,0.000000000000000,11542.000000000000000,62831.853071795863798,314159265.358979284763336
211,4,211,210,Sul,Rio Grande Do Sul,Curumim,-29.625605000000000,-49.935744999999997,10000.000000000000000,211,4301057,Arroio do Sal,RS,119.162999999999997,0.000000000000000,0.000000000000000,3031.000000000000000,5273.000000000000000,7740.000000000000000,0.000000000000000,0.000000000000000,2467.000000000000000,62831.853071795863798,314159265.358979284763336
212,5,212,211,Sul,Rio Grande Do Sul,Itapeva,-29.372975000000000,-49.784109999999998,10000.000000000000000,212,4212254,Passo de Torres,SC,92.638000000000005,0.000000000000000,0.000000000000000,0.000000000000000,4400.000000000000000,6627.000000000000000,0.000000000000000,0.000000000000000,2227.000000000000000,62831.853071795863798,314159265.358979284763336
213,3,213,212,Sul,Rio Grande Do Sul,Guarita,-29.357804999999999,-49.733997000000002,10000.000000000000000,213,4212254,Passo de Torres,SC,92.638000000000005,0.000000000000000,0.000000000000000,0.000000000000000,4400.000000000000000,6627.000000000000000,0.000000000000000,0.000000000000000,2227.000000000000000,62831.853071795863798,314159265.358979284763336
214,3,214,213,Sul,Rio Grande Do Sul,Cal,-29.349421000000000,-49.729849999999999,10000.000000000000000,214,4212254,Passo de Torres,SC,92.638000000000005,0.000000000000000,0.000000000000000,0.000000000000000,4400.000000000000000,6627.000000000000000,0.000000000000000,0.000000000000000,2227.000000000000000,62831.853071795863798,314159265.358979284763336
215,2,215,214,Sul,Rio Grande Do Sul,Ilha dos Lobos,-29.346876999999999,-49.704411999999998,10000.000000000000000,215,4212254,Passo de Torres,SC,92.638000000000005,0.000000000000000,0.000000000000000,0.000000000000000,4400.000000000000000,6627.000000000000000,0.000000000000000,0.000000000000000,2227.000000000000000,62831.853071795863798,314159265.358979284763336
216,2,216,215,Sul,Rio Grande Do Sul,Prainha,-29.342434999999998,-49.724497000000000,10000.000000000000000,216,4212254,Passo de Torres,SC,92.638000000000005,0.000000000000000,0.000000000000000,0.000000000000000,4400.000000000000000,6627.000000000000000,0.000000000000000,0.000000000000000,2227.000000000000000,62831.853071795863798,314159265.358979284763336
217,2,217,216,Sul,Rio Grande Do Sul,Saraiva,-29.340395999999998,-49.723241000000002,10000.000000000000000,217,4212254,Passo de Torres,SC,92.638000000000005,0.000000000000000,0.000000000000000,0.000000000000000,4400.000000000000000,6627.000000000000000,0.000000000000000,0.000000000000000,2227.000000000000000,62831.853071795863798,314159265.358979284763336
218,3,218,217,Sul,Rio Grande Do Sul,Molhes,-29.327311000000002,-49.712007999999997,10000.000000000000000,218,4212254,Passo de Torres,SC,92.638000000000005,0.000000000000000,0.000000000000000,0.000000000000000,4400.000000000000000,6627.000000000000000,0.000000000000000,0.000000000000000,2227.000000000000000,62831.853071795863798,314159265.358979284763336
219,3,219,218,Sul,Rio Grande Do Sul,Passo de Torres,-29.324159000000002,-49.712415999999997,10000.000000000000000,219,4212254,Passo de Torres,SC,92.638000000000005,0.000000000000000,0.000000000000000,0.000000000000000,4400.000000000000000,6627.000000000000000,0.000000000000000,0.000000000000000,2227.000000000000000,62831.853071795863798,314159265.358979284763336
220,3,220,219,Sul,Santa Catarina South,Gaivota,-29.164828000000000,-49.582157000000002,10000.000000000000000,220,4202073,Balneário Gaivota,SC,146.834000000000003,0.000000000000000,0.000000000000000,0.000000000000000,5450.000000000000000,8234.000000000000000,0.000000000000000,0.000000000000000,2784.000000000000000,62831.853071795863798,314159265.358979284763336
221,3,221,220,Sul,Santa Catarina South,Arroio do Silva,-28.943866000000000,-49.385604999999998,10000.000000000000000,221,4201406,Araranguá,SC,301.819000000000017,26211.000000000000000,33679.000000000000000,48415.000000000000000,54706.000000000000000,61310.000000000000000,0.000000000000000,0.000000000000000,6604.000000000000000,62831.853071795863798,314159265.358979284763336
222,4,222,221,Sul,Santa Catarina South,Morro dos Conventos,-28.937256000000001,-49.329642999999997,10000.000000000000000,222,4201406,Araranguá,SC,301.819000000000017,26211.000000000000000,33679.000000000000000,48415.000000000000000,54706.000000000000000,61310.000000000000000,0.000000000000000,0.000000000000000,6604.000000000000000,62831.853071795863798,314159265.358979284763336
223,3,223,222,Sul,Santa Catarina South,Rincão,-28.833846999999999,-49.216003000000001,10000.000000000000000,223,4207007,Içara,SC,230.393000000000001,17098.000000000000000,24493.000000000000000,38095.000000000000000,48634.000000000000000,58833.000000000000000,0.000000000000000,0.000000000000000,10199.000000000000000,62831.853071795863798,314159265.358979284763336
224,3,224,223,Sul,Santa Catarina South,Jaguaruna,-28.635157000000000,-48.948211999999998,10000.000000000000000,224,4208807,Jaguaruna,SC,326.362000000000023,14397.000000000000000,14699.000000000000000,18427.000000000000000,14613.000000000000000,17290.000000000000000,0.000000000000000,0.000000000000000,2677.000000000000000,62831.853071795863798,314159265.358979284763336
225,3,225,224,Sul,Santa Catarina South,Camacho,-28.615946000000001,-48.859506000000003,10000.000000000000000,225,4208807,Jaguaruna,SC,326.362000000000023,14397.000000000000000,14699.000000000000000,18427.000000000000000,14613.000000000000000,17290.000000000000000,0.000000000000000,0.000000000000000,2677.000000000000000,62831.853071795863798,314159265.358979284763336
226,2,226,225,Sul,Santa Catarina South,Cigana,-28.613534999999999,-48.845387000000002,10000.000000000000000,226,4208807,Jaguaruna,SC,326.362000000000023,14397.000000000000000,14699.000000000000000,18427.000000000000000,14613.000000000000000,17290.000000000000000,0.000000000000000,0.000000000000000,2677.000000000000000,62831.853071795863798,314159265.358979284763336
227,2,227,226,Sul,Santa Catarina South,Cardozo,-28.607516000000000,-48.822994999999999,10000.000000000000000,227,4208807,Jaguaruna,SC,326.362000000000023,14397.000000000000000,14699.000000000000000,18427.000000000000000,14613.000000000000000,17290.000000000000000,0.000000000000000,0.000000000000000,2677.000000000000000,62831.853071795863798,314159265.358979284763336
228,2,228,227,Sul,Santa Catarina South,Cemiterio,-28.604341999999999,-48.811998000000003,10000.000000000000000,228,4208807,Jaguaruna,SC,326.362000000000023,14397.000000000000000,14699.000000000000000,18427.000000000000000,14613.000000000000000,17290.000000000000000,0.000000000000000,0.000000000000000,2677.000000000000000,62831.853071795863798,314159265.358979284763336
