OBJECTID,Name,Lat,Lon,Zone,Surf_Spot,Surfline_n,Quality__0,Frequency_,Direction,Type,Experience,Latitude,Longitude,BUFF_DIST,ORIG_FID,Shape_Leng,Shape_Area,SUM_Area_S,protected_
1,Cardoso,-28.585450000000002,-48.798270000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,0,62831.853071795863798,314159265.358979284763336,209.011643299822993,0.665304723898538
2,Ravena,-28.454780000000000,-48.751339999999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,1,62831.853071795863798,314159265.358979284763336,144.802779606224988,0.460921562955540
3,Praia da Vila Imbituba,-28.252472220000001,-48.661850000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,2,62831.853071795863798,314159265.358979284763336,156.083590014151014,0.496829497725619
4,Praia do Porto Imbituba,-28.220199000000001,-48.663214000000004, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,3,62831.853071795863798,314159265.358979284763336,136.582460229199995,0.434755473702588
5,Ponta da Pinheira,-27.878140999999999,-48.576442000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,4,62831.853071795863798,314159265.358979284763336,221.080603569221012,0.703721417595626
6,Mocambique,-27.518350000000002,-48.392183330000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,5,62831.853071795863798,314159265.358979284763336,44.498017229890003,0.141641587998507
7,Ponta das Canas,-27.394818999999998,-48.435709000000003, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,6,62831.853071795863798,314159265.358979284763336,13.731852573707201,0.043709844298293
8,Itagua&ccedil;u,-26.184728000000000,-48.526327999999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,7,62831.853071795863798,314159265.358979284763336,14.196591849760001,0.045189155358948
9,Ilha Comprida,-24.783999999999999,-47.594999999999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,8,62831.853071795863798,314159265.358979284763336,248.921755312903002,0.792342556023196
10,Iguape,-24.753211000000000,-47.542059000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,9,62831.853071795863798,314159265.358979284763336,236.211461366950005,0.751884433830208
11,Peruibe,-24.324427000000000,-46.978886000000003, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,10,62831.853071795863798,314159265.358979284763336,203.060740260513995,0.646362411207206
12,Praia dos Pescadores,-24.194862000000001,-46.798881999999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,11,62831.853071795863798,314159265.358979284763336,133.557172639111002,0.425125684217844
13,Itanhaem,-24.151427000000002,-46.707858000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,12,62831.853071795863798,314159265.358979284763336,146.153178332456008,0.465220015604034
14,Praia Grande,-24.028497000000002,-46.438310000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,13,62831.853071795863798,314159265.358979284763336,131.942251589433994,0.419985230862659
15,Praia do Forte dos Andradas,-24.028369000000001,-46.288159000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,14,62831.853071795863798,314159265.358979284763336,114.989396237475006,0.366022616286935
16,Praia do Forte dos Andradas,-24.025659999999998,-46.285460000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,15,62831.853071795863798,314159265.358979284763336,115.361044354032998,0.367205608983755
17,Praia da Ponta Grossa,-24.024816000000001,-46.314497000000003, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,16,62831.853071795863798,314159265.358979284763336,101.681867574348004,0.323663436945460
18,Itaipu,-24.019545000000001,-46.386795999999997, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,17,62831.853071795863798,314159265.358979284763336,95.637697659698603,0.304424246569385
19,Guaiuba,-24.017081999999998,-46.295202000000003, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,18,62831.853071795863798,314159265.358979284763336,104.284228876265004,0.331947010243683
20,Santos,-24.015000000000001,-46.353999999999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,19,62831.853071795863798,314159265.358979284763336,83.128232507049901,0.264605382279788
21,Morro do Maluf,-23.997560000000000,-46.251593999999997, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,20,62831.853071795863798,314159265.358979284763336,122.480786647591998,0.389868452574962
22,Praia da Enseada,-23.990651000000000,-46.209406000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,21,62831.853071795863798,314159265.358979284763336,163.460894765603996,0.520312188083401
23,Embare,-23.980865999999999,-46.317684000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,22,62831.853071795863798,314159265.358979284763336,55.373279941908201,0.176258624359320
24,Gonzaga,-23.974027000000000,-46.330098000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,23,62831.853071795863798,314159265.358979284763336,41.649557861103297,0.132574660223730
25,Pereque,-23.927582999999998,-46.178826000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,24,62831.853071795863798,314159265.358979284763336,160.476804595272000,0.510813534058595
26,Praia Preta,-23.874700000000001,-46.138959000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,25,62831.853071795863798,314159265.358979284763336,209.092916998743988,0.665563426117071
27,Praia da Bertioga,-23.846986000000001,-46.126967999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,26,62831.853071795863798,314159265.358979284763336,209.379540062903004,0.666475775666372
28,Maresias,-23.793693260000001,-45.559764340000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,27,62831.853071795863798,314159265.358979284763336,241.687759129788986,0.769316031006186
29,Canto de Moreira,-23.793056000000000,-45.587394000000003, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,28,62831.853071795863798,314159265.358979284763336,235.743436133973006,0.750394663243808
30,Itaguere,-23.786995000000001,-45.971372000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,29,62831.853071795863798,314159265.358979284763336,219.126091340400990,0.697500011944620
31,Boicucanga,-23.784431000000001,-45.631354999999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,30,62831.853071795863798,314159265.358979284763336,228.948659569842988,0.728766217696082
32,Praia de Baleia,-23.775839000000001,-45.683985999999997, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,31,62831.853071795863798,314159265.358979284763336,216.411743479259997,0.688859974357190
33,Barra do Sahy,-23.774384999999999,-45.697569999999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,32,62831.853071795863798,314159265.358979284763336,210.138168894645986,0.668890566237250
34,Praia Preta,-23.773009999999999,-45.715814999999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,33,62831.853071795863798,314159265.358979284763336,206.817706161486996,0.658321205090557
35,Bananas Point,-23.771605000000001,-45.706209999999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,34,62831.853071795863798,314159265.358979284763336,207.045539349774003,0.659046420652882
36,Praia do Juquei,-23.768115000000002,-45.745452999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,35,62831.853071795863798,314159265.358979284763336,206.413173222463001,0.657033536752773
37,Praia da Boracéia,-23.758372999999999,-45.828777000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,36,62831.853071795863798,314159265.358979284763336,203.847425325921989,0.648866507543531
38,Praia Dura,-23.496058000000001,-45.171014000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,37,62831.853071795863798,314159265.358979284763336,192.162162469393991,0.611671160644640
39,Pereque-Acu,-23.424565000000001,-45.062697000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,38,62831.853071795863798,314159265.358979284763336,186.911141300031005,0.594956641136953
40,Itamambuca,-23.406683000000001,-45.008741000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,39,62831.853071795863798,314159265.358979284763336,216.830653176362006,0.690193405337248
41,Praia da Fazenda,-23.361352000000000,-44.859766000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,40,62831.853071795863798,314159265.358979284763336,301.739265326662007,0.960465912033105
42,Aventureiro,-23.184405999999999,-44.315804000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,41,62831.853071795863798,314159265.358979284763336,179.536932148043007,0.571483804378306
43,Praia do Leste,-23.179746000000002,-44.274093999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,42,62831.853071795863798,314159265.358979284763336,261.499245273342979,0.832377950001051
44,Praia do Sul,-23.178656000000000,-44.296756999999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,43,62831.853071795863798,314159265.358979284763336,219.736502053429007,0.699443009590514
45,Praia do Meio,-23.066913000000000,-43.549809000000003, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,44,62831.853071795863798,314159265.358979284763336,111.038658078026998,0.353447026148177
46,Restinga a Marambaia,-23.061833000000000,-43.591673000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,45,62831.853071795863798,314159265.358979284763336,126.350270119347996,0.402185401009809
47,Grumari,-23.050469000000000,-43.533907999999997, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,46,62831.853071795863798,314159265.358979284763336,119.004292133969003,0.378802426845463
48,Reserva,-23.022717000000000,-43.440916000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,47,62831.853071795863798,314159265.358979284763336,72.048346239301907,0.229337008911626
49,Barra da Tijuca,-23.020340120000000,-43.372478489999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,48,62831.853071795863798,314159265.358979284763336,26.491060335339998,0.084323664002300
50,Barra da Tijuca,-23.014886109999999,-43.372222219999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,49,62831.853071795863798,314159265.358979284763336,29.295603227779800,0.093250801291201
51,Sao Conrado,-23.000617999999999,-43.264187000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,50,62831.853071795863798,314159265.358979284763336,45.268668935930101,0.144094648566876
52,Bambui,-22.975255000000001,-42.916570000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,51,62831.853071795863798,314159265.358979284763336,30.491713975364402,0.097058140050470
53,Itaipuacu,-22.971149000000000,-43.011260000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,52,62831.853071795863798,314159265.358979284763336,80.462917593379700,0.256121421411644
54,Barra de Marica,-22.962100000000000,-42.809486999999997, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,53,62831.853071795863798,314159265.358979284763336,18.857849479441700,0.060026399214722
55,Camboinhas,-22.961998000000001,-43.059922999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,54,62831.853071795863798,314159265.358979284763336,78.560377017896997,0.250065446671225
56,Pirantininga,-22.955044999999998,-43.088653999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,55,62831.853071795863798,314159265.358979284763336,75.410401635459095,0.240038763616570
57,Jacone,-22.946556000000001,-42.679789000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,56,62831.853071795863798,314159265.358979284763336,43.052370025819499,0.137039950028611
58,Figueira,-22.944991999999999,-42.188828000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,57,62831.853071795863798,314159265.358979284763336,175.283150984917995,0.557943598399455
59,Praia do Fora,-22.944794000000002,-43.155304000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,58,62831.853071795863798,314159265.358979284763336,46.505471613023502,0.148031513760650
60,Laje do Pao de Acucar,-22.938409000000000,-43.151797000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,59,62831.853071795863798,314159265.358979284763336,45.699255350061797,0.145465247691622
61,Canal,-22.937418999999998,-42.487813000000003, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,60,62831.853071795863798,314159265.358979284763336,44.074793597891897,0.140294425337190
62,Praia Seca,-22.936126000000002,-42.361598000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,61,62831.853071795863798,314159265.358979284763336,105.786400644156998,0.336728571488345
