OBJECTID,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,BUFF_DIST,ORIG_FID,Shape_Leng,Shape_Area,SUM_Area_S,protected_
18,110,Nordeste,NA,Farol,-12.958147000000000,-38.352812999999998,NA,NA,NA,NA,NA,10000.000000000000000,18,62831.853071795863798,314159265.358979284763336,18.044882460459799,0.057438644821888
19,111,Nordeste,NA,Pedro do Sal,-12.954224000000000,-38.347234000000000,NA,NA,NA,NA,NA,10000.000000000000000,19,62831.853071795863798,314159265.358979284763336,22.856492247019901,0.072754474457096
20,112,Nordeste,NA,Itapoa,-12.952339000000000,-38.369608999999997,NA,NA,NA,NA,NA,10000.000000000000000,20,62831.853071795863798,314159265.358979284763336,15.689288890884001,0.049940557611619
21,113,Nordeste,NA,Seper,-12.952040999999999,-38.343243999999999,NA,NA,NA,NA,NA,10000.000000000000000,21,62831.853071795863798,314159265.358979284763336,25.613968184795802,0.081531792976176
22,114,Nordeste,NA,Corrente,-12.948985000000000,-38.339199999999998,NA,NA,NA,NA,NA,10000.000000000000000,22,62831.853071795863798,314159265.358979284763336,28.711857261886500,0.091392680171563
23,115,Nordeste,NA,Stela Maris,-12.947385000000001,-38.337372000000002,NA,NA,NA,NA,NA,10000.000000000000000,23,62831.853071795863798,314159265.358979284763336,30.191852492908701,0.096103651306956
24,116,Nordeste,NA,Plator,-12.946393000000000,-38.333083999999999,NA,NA,NA,NA,NA,10000.000000000000000,24,62831.853071795863798,314159265.358979284763336,31.653736074243000,0.100756971270840
25,117,Nordeste,NA,Aleluia,-12.926800999999999,-38.312618999999998,NA,NA,NA,NA,NA,10000.000000000000000,25,62831.853071795863798,314159265.358979284763336,50.546463922458400,0.160894391781508
26,118,Nordeste,NA,Ipitanga,-12.920477000000000,-38.309717999999997,NA,NA,NA,NA,NA,10000.000000000000000,26,62831.853071795863798,314159265.358979284763336,54.519268866557603,0.173540222677375
27,119,Nordeste,NA,Vilas,-12.894546000000000,-38.290790999999999,NA,NA,NA,NA,NA,10000.000000000000000,27,62831.853071795863798,314159265.358979284763336,68.540225583958701,0.218170314046413
28,120,Nordeste,NA,Busca Vida,-12.863464000000000,-38.255961999999997,NA,NA,NA,NA,NA,10000.000000000000000,28,62831.853071795863798,314159265.358979284763336,89.327707488650404,0.284338924037713
29,121,Nordeste,NA,Itacimirim,-12.639232000000000,-38.048194000000002,NA,NA,NA,NA,NA,10000.000000000000000,29,62831.853071795863798,314159265.358979284763336,125.981422647100999,0.401011323040708
30,122,Nordeste,NA,Praia do Forte,-12.583304999999999,-38.005077999999997,NA,NA,NA,NA,NA,10000.000000000000000,30,62831.853071795863798,314159265.358979284763336,111.930388655843998,0.356285492735492
31,123,Nordeste,NA,Imbassai,-12.342055000000000,-37.846200000000003,NA,NA,NA,NA,NA,10000.000000000000000,31,62831.853071795863798,314159265.358979284763336,93.907863661548703,0.298918013938705
32,124,Nordeste,NA,Costa do Sauipe,-12.022171000000000,-37.645508000000000,NA,NA,NA,NA,NA,10000.000000000000000,32,62831.853071795863798,314159265.358979284763336,71.319066996817895,0.227015640984913
33,125,Nordeste,NA,Marlin,-11.939802999999999,-37.602476000000003,NA,NA,NA,NA,NA,10000.000000000000000,33,62831.853071795863798,314159265.358979284763336,25.097302972325700,0.079887196526411
34,126,Nordeste,NA,Conde,-11.848141000000000,-37.558169999999997,NA,NA,NA,NA,NA,10000.000000000000000,34,62831.853071795863798,314159265.358979284763336,15.349205690305000,0.048858039162926
35,127,Nordeste,NA,Mangue Seco,-11.483613999999999,-37.364454000000002,NA,NA,NA,NA,NA,10000.000000000000000,35,62831.853071795863798,314159265.358979284763336,5.547952604273930,0.017659681620195
36,128,Nordeste,NA,Mosqueiro,-11.138116000000000,-37.145493000000002,NA,NA,NA,NA,NA,10000.000000000000000,36,62831.853071795863798,314159265.358979284763336,7.622450662909390,0.024263014029523
37,129,Nordeste,NA,Aruana,-11.067069000000000,-37.101289000000001,NA,NA,NA,NA,NA,10000.000000000000000,37,62831.853071795863798,314159265.358979284763336,0.421095851128519,0.001340389724452
38,130,Nordeste,NA,Hawaiizinho,-11.043927999999999,-37.082977999999997,NA,NA,NA,NA,NA,10000.000000000000000,38,62831.853071795863798,314159265.358979284763336,1.264794459329260,0.004025965803950
39,131,Nordeste,NA,Praia do Meio,-10.999541000000001,-37.050151000000000,NA,NA,NA,NA,NA,10000.000000000000000,39,62831.853071795863798,314159265.358979284763336,1.264794459329260,0.004025965803950
40,132,Nordeste,NA,Pirambu,-10.746346000000001,-36.855099000000003,NA,NA,NA,NA,NA,10000.000000000000000,40,62831.853071795863798,314159265.358979284763336,9.226025408802030,0.029367350978045
41,133,Nordeste,NA,Ponta do Mangue,-10.639483000000000,-36.678539000000001,NA,NA,NA,NA,NA,10000.000000000000000,41,62831.853071795863798,314159265.358979284763336,24.253069316500898,0.077199917337430
42,134,Nordeste,NA,Pontal de Peba,-10.367584000000001,-36.303941000000002,NA,NA,NA,NA,NA,10000.000000000000000,42,62831.853071795863798,314159265.358979284763336,18.628414251566799,0.059296084202007
43,135,Nordeste,NA,Mihai,-10.196728000000000,-36.181641999999997,NA,NA,NA,NA,NA,10000.000000000000000,43,62831.853071795863798,314159265.358979284763336,31.490779753545301,0.100238265191898
44,136,Nordeste,NA,Pontal do Coruripe,-10.160774999999999,-36.150663999999999,NA,NA,NA,NA,NA,10000.000000000000000,44,62831.853071795863798,314159265.358979284763336,32.589155362845602,0.103734503343733
45,137,Nordeste,NA,Forjos,-10.107661999999999,-36.097672000000003,NA,NA,NA,NA,NA,10000.000000000000000,45,62831.853071795863798,314159265.358979284763336,35.796229057311699,0.113942935970418
46,138,Nordeste,NA,Poxim,-10.063563000000000,-36.040908999999999,NA,NA,NA,NA,NA,10000.000000000000000,46,62831.853071795863798,314159265.358979284763336,26.567274565286500,0.084566261430899
47,139,Nordeste,NA,Jacarecica,-9.916383000000000,-35.945963999999996,NA,NA,NA,NA,NA,10000.000000000000000,47,62831.853071795863798,314159265.358979284763336,13.788951862644300,0.043891596979921
48,140,Nordeste,NA,Praia do Meio,-9.824446999999999,-35.877803000000000,NA,NA,NA,NA,NA,10000.000000000000000,48,62831.853071795863798,314159265.358979284763336,8.955317108893549,0.028505659696717
49,141,Nordeste,NA,Praia do Pontal,-9.682589999999999,-35.758536999999997,NA,NA,NA,NA,NA,10000.000000000000000,49,62831.853071795863798,314159265.358979284763336,0.944843253745737,0.003007529485613
50,142,Nordeste,NA,Salgema,-9.679629000000000,-35.718974000000003,NA,NA,NA,NA,NA,10000.000000000000000,50,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
51,143,Nordeste,NA,Pier do Emissario,-9.673301000000000,-35.715234000000002,NA,NA,NA,NA,NA,10000.000000000000000,51,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
52,144,Nordeste,NA,Praia do Sobral,-9.666869000000000,-35.710735000000000,NA,NA,NA,NA,NA,10000.000000000000000,52,62831.853071795863798,314159265.358979284763336,0.008813944632800,0.000028055657129
53,145,Nordeste,NA,"Pico da Barra, Brazil",-9.665630000000000,-35.697186000000002,NA,NA,NA,NA,NA,10000.000000000000000,53,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
54,146,Nordeste,NA,Pedra Virada,-9.585521999999999,-35.660038000000000,NA,NA,NA,NA,NA,10000.000000000000000,54,62831.853071795863798,314159265.358979284763336,1.452290629953300,0.004622784651262
55,147,Nordeste,NA,Praia de Jatiuca,-9.531449000000000,-35.590927999999998,NA,NA,NA,NA,NA,10000.000000000000000,55,62831.853071795863798,314159265.358979284763336,15.792361637893800,0.050268648355312
56,148,Nordeste,NA,Garca Torta,-9.487114000000000,-35.557476999999999,NA,NA,NA,NA,NA,10000.000000000000000,56,62831.853071795863798,314159265.358979284763336,23.257859748641099,0.074032066894685
57,149,Nordeste,NA,Mirante da Sirena,-9.430906000000000,-35.503683000000002,NA,NA,NA,NA,NA,10000.000000000000000,57,62831.853071795863798,314159265.358979284763336,25.863862402333801,0.082327230975601
58,150,Nordeste,NA,Japaratinga,-9.261582000000001,-35.353366000000001,NA,NA,NA,NA,NA,10000.000000000000000,58,62831.853071795863798,314159265.358979284763336,24.834616042442999,0.079051038058882
59,151,Nordeste,NA,Impossivel,-8.615505000000001,-35.020375000000001,NA,NA,NA,NA,NA,10000.000000000000000,59,62831.853071795863798,314159265.358979284763336,97.440848873165095,0.310163855144692
60,152,Nordeste,NA,Serrambi,-8.576358000000001,-35.028714999999998,NA,NA,NA,NA,NA,10000.000000000000000,60,62831.853071795863798,314159265.358979284763336,85.322616117679004,0.271590322253217
61,153,Nordeste,NA,Porto de Galinhas,-8.488678000000000,-34.999501000000002,NA,NA,NA,NA,NA,10000.000000000000000,61,62831.853071795863798,314159265.358979284763336,27.375197665936000,0.087137960533029
62,154,Nordeste,NA,Cupe,-8.479708000000000,-34.996577000000002,NA,NA,NA,NA,NA,10000.000000000000000,62,62831.853071795863798,314159265.358979284763336,23.461366653795000,0.074679849492857
63,155,Nordeste,NA,Gaibu,-8.341567000000000,-34.948825999999997,NA,NA,NA,NA,NA,10000.000000000000000,63,62831.853071795863798,314159265.358979284763336,12.833258312901100,0.040849529929467
64,156,Nordeste,NA,Bessa,-7.091138000000000,-34.832765000000002,NA,NA,NA,NA,NA,10000.000000000000000,64,62831.853071795863798,314159265.358979284763336,70.211945758980207,0.223491564632835
65,157,Nordeste,NA,Saji,-6.466880000000000,-34.970449000000002,NA,NA,NA,NA,NA,10000.000000000000000,65,62831.853071795863798,314159265.358979284763336,18.627735053502299,0.059293922247421
66,158,Nordeste,NA,Farol,-6.408908000000000,-34.979016999999999,NA,NA,NA,NA,NA,10000.000000000000000,66,62831.853071795863798,314159265.358979284763336,32.404262781348599,0.103145971978007
67,159,Nordeste,NA,Xilauzinho,-6.395101000000000,-34.983204999999998,NA,NA,NA,NA,NA,10000.000000000000000,67,62831.853071795863798,314159265.358979284763336,38.634321543516101,0.122976864933046
68,160,Nordeste,NA,Mar Aberto,-6.379758000000000,-34.989437000000002,NA,NA,NA,NA,NA,10000.000000000000000,68,62831.853071795863798,314159265.358979284763336,44.587377027852497,0.141926029069695
69,161,Nordeste,NA,Pontal,-6.368680000000000,-34.993423999999997,NA,NA,NA,NA,NA,10000.000000000000000,69,62831.853071795863798,314159265.358979284763336,46.038525463533801,0.146545178003670
70,162,Nordeste,NA,Mar da Frente,-6.365217000000000,-35.006211999999998,NA,NA,NA,NA,NA,10000.000000000000000,70,62831.853071795863798,314159265.358979284763336,50.976312088280203,0.162262640988899
71,163,Nordeste,NA,Lajinha,-6.278960000000000,-35.033028000000002,NA,NA,NA,NA,NA,10000.000000000000000,71,62831.853071795863798,314159265.358979284763336,14.475386958060099,0.046076587750864
72,164,Nordeste,NA,Afogados,-6.244350000000000,-35.036464000000002,NA,NA,NA,NA,NA,10000.000000000000000,72,62831.853071795863798,314159265.358979284763336,4.817401096893200,0.015334263948537
73,165,Nordeste,NA,Sororoca,-6.238074000000000,-35.035608000000003,NA,NA,NA,NA,NA,10000.000000000000000,73,62831.853071795863798,314159265.358979284763336,4.123967998327480,0.013126997841732
74,166,Nordeste,NA,Abacateiro,-6.233891000000000,-35.036746999999998,NA,NA,NA,NA,NA,10000.000000000000000,74,62831.853071795863798,314159265.358979284763336,3.507307442920120,0.011164106329675
75,167,Nordeste,NA,Tibau do Sul,-6.180279000000000,-35.089708999999999,NA,NA,NA,NA,NA,10000.000000000000000,75,62831.853071795863798,314159265.358979284763336,0.918148354968516,0.002922556983699
76,168,Nordeste,NA,Tabatinga,-6.049479000000000,-35.108238000000000,NA,NA,NA,NA,NA,10000.000000000000000,76,62831.853071795863798,314159265.358979284763336,7.107061577606990,0.022622479618693
77,169,Nordeste,NA,Xoxoline,-6.005800000000000,-35.105258999999997,NA,NA,NA,NA,NA,10000.000000000000000,77,62831.853071795863798,314159265.358979284763336,7.107061577606990,0.022622479618693
78,170,Nordeste,NA,Pirangi Reef,-5.980259000000000,-35.107796000000000,NA,NA,NA,NA,NA,10000.000000000000000,78,62831.853071795863798,314159265.358979284763336,7.107061577606990,0.022622479618693
79,171,Nordeste,NA,Cotovelo,-5.949906000000000,-35.151975000000000,NA,NA,NA,NA,NA,10000.000000000000000,79,62831.853071795863798,314159265.358979284763336,5.765165645769510,0.018351092205356
80,172,Nordeste,NA,Miami,-5.794834000000000,-35.181663999999998,NA,NA,NA,NA,NA,10000.000000000000000,80,62831.853071795863798,314159265.358979284763336,27.465297319342501,0.087424756637239
81,173,Nordeste,NA,Areia Preta,-5.792249000000000,-35.184387000000001,NA,NA,NA,NA,NA,10000.000000000000000,81,62831.853071795863798,314159265.358979284763336,28.465893062029700,0.090609751806946
82,174,Nordeste,NA,Praia dos Artistas,-5.781239000000000,-35.192050000000002,NA,NA,NA,NA,NA,10000.000000000000000,82,62831.853071795863798,314159265.358979284763336,30.774153237545601,0.097957172144457
83,175,Nordeste,NA,Genipabu,-5.694407000000000,-35.201922000000003,NA,NA,NA,NA,NA,10000.000000000000000,83,62831.853071795863798,314159265.358979284763336,21.227418933048000,0.067568973045542
84,176,Nordeste,NA,Touros Area,-5.197434000000000,-35.457929999999998,NA,NA,NA,NA,NA,10000.000000000000000,84,62831.853071795863798,314159265.358979284763336,32.668144914269398,0.103985934894967
85,177,Nordeste,NA,Urca da Concei&ccedil;&atilde;o,-5.069617000000000,-35.800230999999997,NA,NA,NA,NA,NA,10000.000000000000000,85,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
86,178,Nordeste,NA,Cocoa das Lavadeiras,-5.066515000000000,-35.862005000000003,NA,NA,NA,NA,NA,10000.000000000000000,86,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
87,179,Nordeste,NA,Baia das Ratas,-3.813000000000000,-32.393000000000001,NA,NA,NA,NA,NA,10000.000000000000000,87,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
88,180,Nordeste,NA,Volta da Jurema,-3.724294000000000,-38.496071999999998,NA,NA,NA,NA,NA,10000.000000000000000,88,62831.853071795863798,314159265.358979284763336,12.869138248403400,0.040963739311328
89,181,Nordeste,NA,Portao,-3.719326000000000,-38.510655000000000,NA,NA,NA,NA,NA,10000.000000000000000,89,62831.853071795863798,314159265.358979284763336,11.138782756239900,0.035455846713647
90,182,Nordeste,NA,Barra do Ceara,-3.692659000000000,-38.584716000000000,NA,NA,NA,NA,NA,10000.000000000000000,90,62831.853071795863798,314159265.358979284763336,13.555242542486701,0.043147677108926
91,183,Nordeste,NA,Praia do Pecem,-3.546170000000000,-38.806919000000001,NA,NA,NA,NA,NA,10000.000000000000000,91,62831.853071795863798,314159265.358979284763336,9.638981592028969,0.030681831334864
92,184,Nordeste,NA,Tabinha,-3.500935000000000,-38.911282000000000,NA,NA,NA,NA,NA,10000.000000000000000,92,62831.853071795863798,314159265.358979284763336,1.479521359910260,0.004709462756795
93,185,Nordeste,NA,Pedra do Meio,-3.410858000000000,-39.040807000000001,NA,NA,NA,NA,NA,10000.000000000000000,93,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
94,186,Nordeste,NA,Havaizinho,-3.403507000000000,-39.022171000000000,NA,NA,NA,NA,NA,10000.000000000000000,94,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
95,187,Nordeste,NA,Curral,-3.403353000000000,-39.025868000000003,NA,NA,NA,NA,NA,10000.000000000000000,95,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
96,188,Nordeste,NA,Outside,-3.398539000000000,-39.013306000000000,NA,NA,NA,NA,NA,10000.000000000000000,96,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
97,189,Nordeste,NA,Atins,-2.555789000000000,-42.727836000000003,NA,NA,NA,NA,NA,10000.000000000000000,97,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
98,190,Nordeste,NA,Ponta d'Areia,-2.497384000000000,-44.311779000000001,NA,NA,NA,NA,NA,10000.000000000000000,98,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
99,191,Nordeste,NA,S&atilde;o Marcos,-2.485445000000000,-44.297899999999998,NA,NA,NA,NA,NA,10000.000000000000000,99,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
100,192,Nordeste,NA,Calhau,-2.480673000000000,-44.249679999999998,NA,NA,NA,NA,NA,10000.000000000000000,100,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
101,193,Nordeste,NA,Olho D'Agu,-2.477097000000000,-44.230155000000003,NA,NA,NA,NA,NA,10000.000000000000000,101,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
102,194,Nordeste,NA,Ponta do Farol,-2.456442000000000,-44.173347999999997,NA,NA,NA,NA,NA,10000.000000000000000,102,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
103,445,Nordeste,Bahia Sul,Backdoor,-14.840603000000000,-39.001465000000003,3.5,2,Right,Point-break,Experienced surfers,10000.000000000000000,103,62831.853071795863798,314159265.358979284763336,20.990285559123400,0.066814154072898
104,446,Nordeste,Bahia Sul,Itacarezinho,-14.370585000000000,-39.006014000000000,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,104,62831.853071795863798,314159265.358979284763336,32.968496893088002,0.104941984936895
105,447,Nordeste,Bahia Sul,Engenhoca,-14.352541000000000,-39.000950000000003,NA,4,Right and left,Beach-break,All surfers,10000.000000000000000,105,62831.853071795863798,314159265.358979284763336,29.507905636676600,0.093926580847326
106,448,Nordeste,Bahia Sul,Jeribucaçu,-14.344391999999999,-39.001379000000000,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,106,62831.853071795863798,314159265.358979284763336,28.766342063543799,0.091566110681706
107,449,Nordeste,Bahia Sul,Prainha,-14.297738000000001,-38.981037000000001,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,107,62831.853071795863798,314159265.358979284763336,6.515611281923960,0.020739834855670
108,450,Nordeste,Bahia Sul,Tiririca,-14.286009999999999,-38.982925000000002,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,108,62831.853071795863798,314159265.358979284763336,6.183583018038880,0.019682956066800
109,451,Nordeste,Bahia Sul,Praia da Resende,-14.283889000000000,-38.985069000000003,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,109,62831.853071795863798,314159265.358979284763336,6.377580576655290,0.020300469474831
110,452,Nordeste,Bahia Sul,Boca da Barra,-14.265879999999999,-38.986702000000001,3.5,4,Right,Rivermouth,Experienced surfers,10000.000000000000000,110,62831.853071795863798,314159265.358979284763336,6.231823309367690,0.019836509683223
111,453,Nordeste,Bahia Sul,Pontal,-14.263551000000000,-38.993568000000003,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,111,62831.853071795863798,314159265.358979284763336,6.926977125682860,0.022049253004738
112,454,Nordeste,Bahia Sul,Praia dos Algodoes,-14.077500000000001,-38.954444000000002,3,3,Right and left,Reef-coral,All surfers,10000.000000000000000,112,62831.853071795863798,314159265.358979284763336,85.328708493965195,0.271609714889239
113,455,Nordeste,Bahia Sul,Saquaira,-14.041088999999999,-38.948078000000002,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,113,62831.853071795863798,314159265.358979284763336,101.275074549441001,0.322368574530875
114,456,Nordeste,Bahia Sul,Taipu de Fora,-13.942398000000001,-38.926620000000000,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,114,62831.853071795863798,314159265.358979284763336,69.418423313405995,0.220965704239485
115,457,Nordeste,Bahia Sul,Pedra do Moleque,-13.377011000000000,-38.912630000000000,3.5,3,Right,Reef-coral,Experienced surfers,10000.000000000000000,115,62831.853071795863798,314159265.358979284763336,6.359724336301180,0.020243631296483
116,458,Nordeste,Bahia Norte,Farol da Barra,-13.009994000000001,-38.533602000000002,3.5,2,Left,breakwater/jetty,Experienced surfers,10000.000000000000000,116,62831.853071795863798,314159265.358979284763336,54.241498440562097,0.172656051950536
117,459,Nordeste,Bahia Norte,Barravento,-13.009764000000001,-38.526971000000003,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,117,62831.853071795863798,314159265.358979284763336,46.791622751048102,0.148942361122410
118,460,Nordeste,Bahia Norte,Espanhol,-13.006230000000000,-38.533397999999998,3.5,2,Right and left,Point-break,Experienced surfers,10000.000000000000000,118,62831.853071795863798,314159265.358979284763336,54.688013181381102,0.174077352513831
119,461,Nordeste,Bahia Norte,Corsário,-12.976457000000000,-38.423394999999999,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,119,62831.853071795863798,314159265.358979284763336,17.565236231457799,0.055911883456267
120,462,Nordeste,Bahia Norte,Jaguaribe,-12.955755000000000,-38.385007000000002,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,120,62831.853071795863798,314159265.358979284763336,14.068604625768600,0.044781759371932
121,463,Nordeste,Bahia Norte,Stella Maris,-12.936097999999999,-38.323714000000002,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,121,62831.853071795863798,314159265.358979284763336,41.172811987001900,0.131057130974492
122,464,Nordeste,Bahia Norte,Praia do forte,-12.734415000000000,-38.144444999999997,3.5,4,Right and left,Reef-coral,Experienced surfers,10000.000000000000000,122,62831.853071795863798,314159265.358979284763336,86.284384447061598,0.274651725927826
123,465,Nordeste,Bahia Norte,Scar Reef,-12.674941000000000,-38.085174000000002,3.5,2,Right and left,Reef-coral,Experienced surfers,10000.000000000000000,123,62831.853071795863798,314159265.358979284763336,119.713108118836004,0.381058658200146
124,466,Nordeste,Bahia Norte,Casinha,-12.556333000000000,-37.988351999999999,3.5,3,Right,Reef-coral,Experienced surfers,10000.000000000000000,124,62831.853071795863798,314159265.358979284763336,104.534918332285997,0.332744979565818
125,467,Nordeste,Sergipe Alagoas,Aracaju,-10.987674000000000,-37.041145999999998,3,3,Right and left,NA,All surfers,10000.000000000000000,125,62831.853071795863798,314159265.358979284763336,1.264794459329260,0.004025965803950
126,468,Nordeste,Sergipe Alagoas,Praia Do Francês,-9.772375000000000,-35.845170000000003,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,126,62831.853071795863798,314159265.358979284763336,1.812804885305880,0.005770337167151
127,469,Nordeste,Sergipe Alagoas,Pedra Virada,-9.678906000000000,-35.702514000000001,3.5,2,Left,Reef-rocky,Experienced surfers,10000.000000000000000,127,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
128,470,Nordeste,Sergipe Alagoas,Cruz das Almas,-9.631199000000001,-35.696071000000003,3.5,4,Right and left,Sand-bar,All surfers,10000.000000000000000,128,62831.853071795863798,314159265.358979284763336,0.234499568596328,0.000746435309900
129,471,Nordeste,Sergipe Alagoas,Riacho Doce,-9.568049999999999,-35.646794000000000,3,3,Right and left,Rivermouth,All surfers,10000.000000000000000,129,62831.853071795863798,314159265.358979284763336,5.026257100827460,0.015999073256949
130,472,Nordeste,Sergipe Alagoas,New Orleans,-9.526289999999999,-35.583022000000000,3,NA,Right and left,Beach-break,All surfers,10000.000000000000000,130,62831.853071795863798,314159265.358979284763336,17.221715020139300,0.054818421479502
131,473,Nordeste,Sergipe Alagoas,Praia do Morro,-9.327169000000000,-35.438530999999998,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,131,62831.853071795863798,314159265.358979284763336,24.426401900662999,0.077751652088796
132,474,Nordeste,Paraiba and Pernambucco,Maracaipe,-8.525427000000001,-35.006261000000002,4,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,132,62831.853071795863798,314159265.358979284763336,40.613059231290300,0.129275382614876
133,475,Nordeste,Paraiba and Pernambucco,Borete,-8.499622000000000,-35.003127999999997,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,133,62831.853071795863798,314159265.358979284763336,30.970097606426300,0.098580882442025
134,476,Nordeste,Paraiba and Pernambucco,cupe,-8.466621000000000,-34.989438000000000,4,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,134,62831.853071795863798,314159265.358979284763336,15.544810504634301,0.049480668624787
135,477,Nordeste,Paraiba and Pernambucco,Enseada dos Corais,-8.312229000000000,-34.946179000000001,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,135,62831.853071795863798,314159265.358979284763336,17.387511851972100,0.055346169186206
