OID_,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,BUFF_DIST,ORIG_FID,Shape_Length,Shape_Area,sum_Area_SQUAREKILOMETERS,Polygon_Count,protected_percent_area
129,374,Sudeste,Rio De Janeiro City,Lopes Mendes,-23.171453000000000,-44.128990000000002,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,129,62831.853071795863798,314159265.358979284763336,114.919822148802098,2,0.365801155084467
130,375,Sudeste,Rio De Janeiro City,Barra de Guaratiba,-23.064018000000001,-43.569374000000003,4,2,Left,Rivermouth,Experienced surfers,10000.000000000000000,130,62831.853071795863798,314159265.358979284763336,120.795386826780145,8,0.384503658323594
131,376,Sudeste,Rio De Janeiro City,Laje do Dramin,-23.055999000000000,-44.366816000000000,3.5,2,Left,Reef-rocky,Pros or kamikaze only...,10000.000000000000000,131,62831.853071795863798,314159265.358979284763336,57.578745605625798,3,0.183278839603322
132,377,Sudeste,Rio De Janeiro City,Grumari,-23.049130999999999,-43.526673000000002,3.5,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,132,62831.853071795863798,314159265.358979284763336,117.084864753096582,13,0.372692699734029
133,378,Sudeste,Rio De Janeiro City,Prainha,-23.040759000000001,-43.505259000000002,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,133,62831.853071795863798,314159265.358979284763336,115.833606978750936,14,0.368709822536642
134,379,Sudeste,Rio De Janeiro City,CcB,-23.034576999999999,-43.488737999999998,3.5,4,Right and left,Sand-bar,All surfers,10000.000000000000000,134,62831.853071795863798,314159265.358979284763336,107.473689553852267,14,0.342099378896387
135,380,Sudeste,Rio De Janeiro City,Macumba (Curvão),-23.034085000000001,-43.472729000000001,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,135,62831.853071795863798,314159265.358979284763336,88.984526681716616,14,0.283246545601757
136,381,Sudeste,Rio De Janeiro City,Farorinha,-23.033829000000001,-43.470989000000003,3,2,Left,Beach-break,All surfers,10000.000000000000000,136,62831.853071795863798,314159265.358979284763336,86.954452993341064,14,0.276784620354842
137,382,Sudeste,Rio De Janeiro City,Canto do recreio,-23.033294999999999,-43.467430000000000,3.5,NA,Right and left,Beach-break,All surfers,10000.000000000000000,137,62831.853071795863798,314159265.358979284763336,82.977562708990064,14,0.264125785417070
138,383,Sudeste,Rio De Janeiro City,Praia da Macumba,-23.032031000000000,-43.475603999999997,4,4,Right and left,Beach-break,All surfers,10000.000000000000000,138,62831.853071795863798,314159265.358979284763336,94.738237848299079,14,0.301561177067450
139,384,Sudeste,Rio De Janeiro City,posto 11 (Atlântico sul),-23.030000000000001,-43.466442999999998,3.5,3,Right and left,Sand-bar,All surfers,10000.000000000000000,139,62831.853071795863798,314159265.358979284763336,85.219246787161566,14,0.271261287454898
140,385,Sudeste,Rio De Janeiro City,Mambucaba,-23.029266000000000,-44.519992000000002,3.5,2,Right and left,Sand-bar,All surfers,10000.000000000000000,140,62831.853071795863798,314159265.358979284763336,117.240085628304399,4,0.373186783125234
141,386,Sudeste,Rio De Janeiro City,Posto 10 - Recreio,-23.026218000000000,-43.458039999999997,3.5,2,Right and left,Beach-break,Experienced surfers,10000.000000000000000,141,62831.853071795863798,314159265.358979284763336,81.014430004727771,15,0.257876939940496
142,387,Sudeste,Rio De Janeiro City,Recreio Posto 9,-23.023638999999999,-43.448228999999998,3,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,142,62831.853071795863798,314159265.358979284763336,75.897222995794067,14,0.241588364134570
143,388,Sudeste,Rio De Janeiro City,Lage Postinho,-23.015481999999999,-43.306539000000001,3.5,2,Right and left,Reef-rocky,Experienced surfers,10000.000000000000000,143,62831.853071795863798,314159265.358979284763336,32.985394584033372,11,0.104995771957711
144,389,Sudeste,Rio De Janeiro City,Joatinga,-23.015205000000002,-43.291089999999997,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,144,62831.853071795863798,314159265.358979284763336,32.068622723179338,12,0.102077596490861
145,390,Sudeste,Rio De Janeiro City,Tropical (posto 1),-23.014824999999998,-43.301845000000000,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,145,62831.853071795863798,314159265.358979284763336,33.097223879149134,11,0.105351735659714
146,391,Sudeste,Rio De Janeiro City,Barra da Tijuca - Posto 8,-23.010857000000001,-43.361874000000000,3.5,4,Right and left,Sand-bar,All surfers,10000.000000000000000,146,62831.853071795863798,314159265.358979284763336,28.882237679774025,11,0.091935017885821
147,392,Sudeste,Rio De Janeiro City,Sao Conrado,-22.999800000000000,-43.254353999999999,3.5,NA,Right and left,Beach-break,Experienced surfers,10000.000000000000000,147,62831.853071795863798,314159265.358979284763336,45.510098742034636,20,0.144863143507901
148,393,Sudeste,Rio De Janeiro City,Laje do sheraton,-22.995671000000002,-43.231243999999997,4,1,Right and left,Reef-rocky,Pros or kamikaze only...,10000.000000000000000,148,62831.853071795863798,314159265.358979284763336,48.936970243713198,21,0.155771214284559
149,394,Sudeste,Rio De Janeiro City,Pontão do leblon,-22.989962999999999,-43.226480000000002,3.5,3,Right,Point-break,Experienced surfers,10000.000000000000000,149,62831.853071795863798,314159265.358979284763336,48.995461471980221,21,0.155957397646683
150,395,Sudeste,Rio De Janeiro City,Arpoador,-22.989913000000001,-43.191654999999997,3.5,NA,Right and left,Beach-break,All surfers,10000.000000000000000,150,62831.853071795863798,314159265.358979284763336,35.792394949296231,21,0.113930731625558
151,396,Sudeste,Rio De Janeiro City,Praia do Diabo,-22.988817000000001,-43.189143999999999,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,151,62831.853071795863798,314159265.358979284763336,35.586396817818439,22,0.113275019207710
152,397,Sudeste,Rio De Janeiro City,Leblon,-22.987947999999999,-43.219527999999997,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,152,62831.853071795863798,314159265.358979284763336,47.356375941410271,20,0.150740026359871
153,398,Sudeste,Rio De Janeiro City,Ipanema,-22.987552999999998,-43.205409000000003,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,153,62831.853071795863798,314159265.358979284763336,41.837375504398238,20,0.133172502350335
154,399,Sudeste,Rio De Janeiro City,Shore break expresso escorpiao,-22.986037000000000,-43.182017000000002,3.5,2,Right,Reef-rocky,Pros or kamikaze only...,10000.000000000000000,154,62831.853071795863798,314159265.358979284763336,39.446385520903483,22,0.125561744855207
155,400,Sudeste,Rio De Janeiro City,Forte de Copacabana,-22.985102999999999,-43.185538999999999,3,2,Right,Point-break,All surfers,10000.000000000000000,155,62831.853071795863798,314159265.358979284763336,37.488964512814206,22,0.119331080272221
156,401,Sudeste,Rio De Janeiro City,Posto 5 - Copacabana,-22.983917999999999,-43.188457000000000,3.5,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,156,62831.853071795863798,314159265.358979284763336,36.186478685753691,22,0.115185139118544
157,402,Sudeste,Rio De Janeiro Norte,Praia Brava - Pontal do Atalaia,-22.982970000000002,-42.021675000000002,3.5,2,Left,Point-break,Experienced surfers,10000.000000000000000,157,62831.853071795863798,314159265.358979284763336,220.128674316104451,3,0.700691332673479
158,403,Sudeste,Rio De Janeiro City,Shock,-22.975815999999998,-43.040492999999998,5,2,Right,Reef-rocky,Pros or kamikaze only...,10000.000000000000000,158,62831.853071795863798,314159265.358979284763336,79.449798692559852,6,0.252896563791538
159,404,Sudeste,Rio De Janeiro Norte,Praia Grande - Arraial do Cabo,-22.975325000000002,-42.033842000000000,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,159,62831.853071795863798,314159265.358979284763336,205.493894817693871,3,0.654107382708841
160,405,Sudeste,Rio De Janeiro City,Itacoatiara,-22.972618000000001,-43.033447000000002,3.5,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,160,62831.853071795863798,314159265.358979284763336,81.358120599504673,6,0.258970941081555
161,406,Sudeste,Rio De Janeiro City,Canal de Camboinhas,-22.968074000000001,-43.048166999999999,2,3,Right and left,breakwater/jetty,Beginners wave,10000.000000000000000,161,62831.853071795863798,314159265.358979284763336,79.466190439107891,6,0.252948740341319
162,407,Sudeste,Rio De Janeiro City,Camboinhas,-22.966612000000001,-43.052588000000000,3.5,2,Right and left,Sand-bar,Experienced surfers,10000.000000000000000,162,62831.853071795863798,314159265.358979284763336,78.721529455184495,6,0.250578410810937
163,408,Sudeste,Rio De Janeiro City,Leme,-22.963639000000001,-43.166666999999997,3,3,Left,Sand-bar,All surfers,10000.000000000000000,163,62831.853071795863798,314159265.358979284763336,45.389531226254860,22,0.144479365185648
164,409,Sudeste,Rio De Janeiro Norte,Ponta Negra - Maricá - RJ,-22.957750999999998,-42.696787000000000,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,164,62831.853071795863798,314159265.358979284763336,38.176723348509341,3,0.121520284639341
165,410,Sudeste,Rio De Janeiro City,Piratininga,-22.954699000000002,-43.095675000000000,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,165,62831.853071795863798,314159265.358979284763336,73.371792540596502,12,0.233549669326980
166,411,Sudeste,Rio De Janeiro Norte,Massambaba,-22.947170000000000,-42.166815000000000,3.5,4,Right and left,Sand-bar,Experienced surfers,10000.000000000000000,166,62831.853071795863798,314159265.358979284763336,168.512970507458590,3,0.536393444627218
167,412,Sudeste,Rio De Janeiro Norte,Lage de fora,-22.944344999999998,-42.468187999999998,4,2,Left,Reef-rocky,Don't know,10000.000000000000000,167,62831.853071795863798,314159265.358979284763336,60.258995317770498,2,0.191810339411491
168,413,Sudeste,Rio De Janeiro Norte,Arraial do Cabo,-22.942665000000002,-42.030054000000000,3.5,2,Left,Reef-coral,Experienced surfers,10000.000000000000000,168,62831.853071795863798,314159265.358979284763336,160.846215847722590,3,0.511989406595822
169,414,Sudeste,Rio De Janeiro Norte,Itauna,-22.938835999999998,-42.476208000000000,4,4,Right and left,Point-break,All surfers,10000.000000000000000,169,62831.853071795863798,314159265.358979284763336,54.651310218019496,2,0.173960523352928
170,415,Sudeste,Rio De Janeiro Norte,Backdoor,-22.938421000000002,-42.472313000000000,3,3,Right,Reef-rocky,Experienced surfers,10000.000000000000000,170,62831.853071795863798,314159265.358979284763336,59.119089083307998,2,0.188181905173972
171,416,Sudeste,Rio De Janeiro Norte,Saquarema - Itauna Beach,-22.938317999999999,-42.479990000000001,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,171,62831.853071795863798,314159265.358979284763336,50.948720841834998,2,0.162174815323742
172,417,Sudeste,Rio De Janeiro Norte,Saquarema - Praia da Vila,-22.936169000000000,-42.495224000000000,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,172,62831.853071795863798,314159265.358979284763336,38.920682750313503,2,0.123888380964477
173,418,Sudeste,Rio De Janeiro Norte,Praia do Foguete - Cabo Frio,-22.929735999999998,-42.037751999999998,3,3,Right and left,Sand-bar,NA,10000.000000000000000,173,62831.853071795863798,314159265.358979284763336,139.967842297017967,4,0.445531479509546
174,419,Sudeste,Rio De Janeiro City,Flamengo,-22.928832000000000,-43.170261000000004,3.5,1,Left,Point-break,Experienced surfers,10000.000000000000000,174,62831.853071795863798,314159265.358979284763336,36.417101298745735,20,0.115919233695473
175,420,Sudeste,Rio De Janeiro City,prainha de adão e eva,-22.927765000000001,-43.123311999999999,3.5,1,Right and left,Beach-break,All surfers,10000.000000000000000,175,62831.853071795863798,314159265.358979284763336,55.458875102837041,21,0.176531082218651
176,421,Sudeste,Rio De Janeiro City,Itapuca,-22.906618000000002,-43.119706999999998,3.5,2,Right and left,Reef-rocky,All surfers,10000.000000000000000,176,62831.853071795863798,314159265.358979284763336,44.055766804848425,16,0.140233861173909
177,422,Sudeste,Rio De Janeiro Norte,Praia Brava - Cabo Frio,-22.884557000000001,-41.998072000000001,3.5,2,Right and left,Beach-break,All surfers,10000.000000000000000,177,62831.853071795863798,314159265.358979284763336,125.381715149344373,4,0.399102394787162
178,423,Sudeste,Rio De Janeiro Norte,Praia do Forte - Cabo Frio,-22.884167000000001,-42.013055999999999,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,178,62831.853071795863798,314159265.358979284763336,109.746032743079354,4,0.349332471915721
179,424,Sudeste,Rio De Janeiro Norte,Dunas do Peró - Cabo Frio -RJ,-22.842631000000001,-41.981335000000001,NA,NA,NA,NA,NA,10000.000000000000000,179,62831.853071795863798,314159265.358979284763336,123.951949782822552,3,0.394551310276294
180,425,Sudeste,Rio De Janeiro Norte,Geriba,-22.779070000000001,-41.910524000000002,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,180,62831.853071795863798,314159265.358979284763336,72.416125645620468,3,0.230507687121286
181,426,Sudeste,Rio De Janeiro Norte,Laje da Rasa,-22.726395000000000,-41.971463999999997,3,1,NA,Reef-rocky,Experienced surfers,10000.000000000000000,181,62831.853071795863798,314159265.358979284763336,15.343245368349084,3,0.048839066868892
182,427,Sudeste,Rio De Janeiro Norte,praia de unamar,-22.609524000000000,-41.997760999999997,2,2,Right and left,Beach-break,Beginners wave,10000.000000000000000,182,62831.853071795863798,314159265.358979284763336,57.813577458591993,2,0.184026332607222
183,428,Sudeste,Rio De Janeiro Norte,Costazul,-22.525117999999999,-41.920347999999997,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,183,62831.853071795863798,314159265.358979284763336,9.125619679103085,3,0.029047749614119
184,429,Sudeste,Rio De Janeiro Norte,Pecado,-22.410544999999999,-41.808256999999998,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,184,62831.853071795863798,314159265.358979284763336,44.236041178216901,3,0.140807692326597
185,430,Sudeste,Rio De Janeiro Norte,Cavaleiros,-22.405111000000002,-41.798358999999998,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,185,62831.853071795863798,314159265.358979284763336,51.559095024394061,3,0.164117696689542
186,431,Sudeste,Rio De Janeiro Norte,Grussaí,-21.690031000000001,-41.022263000000002,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,186,62831.853071795863798,314159265.358979284763336,13.852903046287826,2,0.044095159919790
187,432,Sudeste,Esperito Santo,Setiba Pina,-20.635263999999999,-40.425728999999997,3.5,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,187,62831.853071795863798,314159265.358979284763336,85.536734125532064,4,0.272271881040313
188,433,Sudeste,Esperito Santo,Barra Sol,-20.384262000000000,-40.310088000000000,3.5,2,Right and left,Sand-bar,Experienced surfers,10000.000000000000000,188,62831.853071795863798,314159265.358979284763336,11.993863183222334,10,0.038177652247555
189,434,Sudeste,Esperito Santo,Secret,-20.379057000000000,-40.307132000000003,3,2,Right and left,Sand-bar,All surfers,10000.000000000000000,189,62831.853071795863798,314159265.358979284763336,14.323210870640557,10,0.045592196220200
190,435,Sudeste,Esperito Santo,Coral do Céu,-20.378699999999998,-40.286881000000001,3.5,2,Left,Reef-rocky,Pros or kamikaze only...,10000.000000000000000,190,62831.853071795863798,314159265.358979284763336,12.891621007283181,8,0.041035304155529
191,436,Sudeste,Esperito Santo,Pompeia,-20.356919000000001,-40.289633000000002,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,191,62831.853071795863798,314159265.358979284763336,28.587034565440643,13,0.090995357188575
192,437,Sudeste,Esperito Santo,D2,-20.348965000000000,-40.270665000000001,3.5,3,Right,Reef-rocky,Experienced surfers,10000.000000000000000,192,62831.853071795863798,314159265.358979284763336,29.609017293797535,12,0.094248429248026
193,438,Sudeste,Esperito Santo,Canal de Vitória,-20.317523999999999,-40.288539000000000,3,1,Left,Sand-bar,All surfers,10000.000000000000000,193,62831.853071795863798,314159265.358979284763336,46.247667546807889,16,0.147210897930902
194,439,Sudeste,Esperito Santo,Praia de Camburi,-20.275804000000001,-40.270986999999998,3,1,Right and left,Beach-break,All surfers,10000.000000000000000,194,62831.853071795863798,314159265.358979284763336,56.264822864659351,17,0.179096493622009
195,440,Sudeste,Esperito Santo,Prainha de Carapebus,-20.236550000000001,-40.215024999999997,3.5,2,Right,Point-break,Experienced surfers,10000.000000000000000,195,62831.853071795863798,314159265.358979284763336,32.258537527494482,7,0.102682114088323
196,441,Sudeste,Esperito Santo,Barrote-Jacaraipe,-20.151101000000001,-40.183461000000001,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,196,62831.853071795863798,314159265.358979284763336,45.774198673500258,4,0.145703799699161
197,442,Sudeste,Esperito Santo,Jacaraípe- Solemar,-20.135649999999998,-40.180627999999999,3,3,Right and left,Sand-bar,All surfers,10000.000000000000000,197,62831.853071795863798,314159265.358979284763336,60.262866584351421,3,0.191822662035739
198,443,Sudeste,Esperito Santo,Regencia,-19.659238999999999,-39.841576000000003,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,198,62831.853071795863798,314159265.358979284763336,6.045118830708790,1,0.019242210869704
199,444,Sudeste,Esperito Santo,Guriri,-18.739377999999999,-39.746389000000001,3,2,Right and left,Beach-break,All surfers,10000.000000000000000,199,62831.853071795863798,314159265.358979284763336,37.963063114225797,1,0.120840182990773
200,519,Sudeste,Sao Paolo South,Desertinha,-24.430820000000001,-47.048065000000001,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,200,62831.853071795863798,314159265.358979284763336,296.007115320696357,8,0.942219911873231
201,520,Sudeste,Sao Paolo South,Cibratel,-24.208026000000000,-46.827103999999999,3.5,NA,Right and left,Beach-break,All surfers,10000.000000000000000,201,62831.853071795863798,314159265.358979284763336,128.130198252644988,1,0.407851088225060
202,521,Sudeste,Sao Paulo North,Montão do trigo,-23.868587000000002,-45.776426999999998,4,2,Right,Point-break,Experienced surfers,10000.000000000000000,202,62831.853071795863798,314159265.358979284763336,263.327536445606597,2,0.838197581550592
203,522,Sudeste,Sao Paulo North,Indaiá - Bertioga,-23.814194000000001,-46.059997000000003,3,1,Right and left,Beach-break,All surfers,10000.000000000000000,203,62831.853071795863798,314159265.358979284763336,195.364998706312008,4,0.621866105025027
204,523,Sudeste,Sao Paulo North,Praia Brava,-23.799344999999999,-45.612667999999999,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,204,62831.853071795863798,314159265.358979284763336,231.254717727348009,4,0.736106628792569
205,524,Sudeste,Sao Paulo North,Jureia,-23.766200000000001,-45.790182000000001,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,205,62831.853071795863798,314159265.358979284763336,196.273670782498897,4,0.624758498076521
206,525,Sudeste,Sao Paulo North,Barra do Una - Meio,-23.762623000000001,-45.768425000000001,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,206,62831.853071795863798,314159265.358979284763336,196.996774141527396,5,0.627060207555634
207,526,Sudeste,Sao Paulo North,Enseada - Ubatuba,-23.494012000000001,-45.090814999999999,3,2,Right,Beach-break,All surfers,10000.000000000000000,207,62831.853071795863798,314159265.358979284763336,205.385147291358521,4,0.653761228581536
208,527,Sudeste,Rio De Janeiro City,Presídio,-23.185310000000001,-44.188924000000000,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,208,62831.853071795863798,314159265.358979284763336,215.614930361793910,4,0.686323639429887
209,528,Sudeste,Rio De Janeiro City,Inferno,-23.059581999999999,-43.545650999999999,3.5,3,Left,Beach-break,Experienced surfers,10000.000000000000000,209,62831.853071795863798,314159265.358979284763336,115.634923894322824,10,0.368077394636733
210,529,Sudeste,Rio De Janeiro City,Macumba-secreto,-23.037946000000002,-43.495792999999999,3,NA,Right and left,NA,All surfers,10000.000000000000000,210,62831.853071795863798,314159265.358979284763336,110.353235879269349,14,0.351265259527432
211,530,Sudeste,Rio De Janeiro City,Posto 4,-23.012322999999999,-43.327706999999997,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,211,62831.853071795863798,314159265.358979284763336,31.624542651973407,11,0.100664045721641
212,531,Sudeste,Rio De Janeiro City,Vala do Mauri,-23.010866100000001,-43.350476999999998,3.5,3,Right,Beach-break,All surfers,10000.000000000000000,212,62831.853071795863798,314159265.358979284763336,26.668481488204058,12,0.084888413072048
213,532,Sudeste,Rio De Janeiro City,Praia Brava de Angra dos Reis,-23.007446000000002,-44.480341000000003,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,213,62831.853071795863798,314159265.358979284763336,119.099549543389941,4,0.379105640596972
214,533,Sudeste,Rio De Janeiro City,Castelinho,-22.991389000000002,-43.195435000000003,3.5,2,Right and left,Point-break,Experienced surfers,10000.000000000000000,214,62831.853071795863798,314159265.358979284763336,37.224569032826921,21,0.118489483320798
215,534,Sudeste,Rio De Janeiro City,Sossego,-22.958317000000001,-43.070284999999998,NA,2,Right,Beach-break,NA,10000.000000000000000,215,62831.853071795863798,314159265.358979284763336,78.110788101776436,10,0.248634360704027
216,535,Sudeste,Rio De Janeiro Norte,atafona - sao joao da barra,-21.630725999999999,-41.014155000000002,3,3,Right and left,Sand-bar,All surfers,10000.000000000000000,216,62831.853071795863798,314159265.358979284763336,0.645063295778426,1,0.002053300242606
217,536,Sudeste,Esperito Santo,Cemitério,-20.430439000000000,-40.322749000000002,3.5,2,Right,Sand-bar,Experienced surfers,10000.000000000000000,217,62831.853071795863798,314159265.358979284763336,20.518970927759060,2,0.065313913006235
