OID_,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,BUFF_DIST,ORIG_FID,Shape_Length,Shape_Area,sum_Area_SQUAREKILOMETERS,Polygon_Count,protected_atl_forest_area
128,373,Sudeste,Rio De Janeiro Norte,Aventureiro,-23.180132000000000,-44.304428000000001,3.5,4,Left,Point-break,All surfers,10000.000000000000000,128,62831.853071795863798,314159265.358979284763336,120.043320584767002,1,0.382109757124615
129,374,Sudeste,Rio De Janeiro City,Lopes Mendes,-23.171453000000000,-44.128990000000002,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,129,62831.853071795863798,314159265.358979284763336,60.693139991396798,1,0.193192264827984
130,375,Sudeste,Rio De Janeiro City,Barra de Guaratiba,-23.064018000000001,-43.569374000000003,4,2,Left,Rivermouth,Experienced surfers,10000.000000000000000,130,62831.853071795863798,314159265.358979284763336,56.980492393569797,1,0.181374540484936
131,376,Sudeste,Rio De Janeiro City,Laje do Dramin,-23.055999000000000,-44.366816000000000,3.5,2,Left,Reef-rocky,Pros or kamikaze only...,10000.000000000000000,131,62831.853071795863798,314159265.358979284763336,95.698193941079694,1,0.304616812213794
132,377,Sudeste,Rio De Janeiro City,Grumari,-23.049130999999999,-43.526673000000002,3.5,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,132,62831.853071795863798,314159265.358979284763336,58.916609342984700,1,0.187537392143003
133,378,Sudeste,Rio De Janeiro City,Prainha,-23.040759000000001,-43.505259000000002,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,133,62831.853071795863798,314159265.358979284763336,57.067278958183799,1,0.181650790699981
134,379,Sudeste,Rio De Janeiro City,CcB,-23.034576999999999,-43.488737999999998,3.5,4,Right and left,Sand-bar,All surfers,10000.000000000000000,134,62831.853071795863798,314159265.358979284763336,59.468971957827499,1,0.189295616953631
135,380,Sudeste,Rio De Janeiro City,Macumba (Curvão),-23.034085000000001,-43.472729000000001,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,135,62831.853071795863798,314159265.358979284763336,49.435584473874499,1,0.157358352673082
136,381,Sudeste,Rio De Janeiro City,Farorinha,-23.033829000000001,-43.470989000000003,3,2,Left,Beach-break,All surfers,10000.000000000000000,136,62831.853071795863798,314159265.358979284763336,48.310503321622697,1,0.153777108137874
137,382,Sudeste,Rio De Janeiro City,Canto do recreio,-23.033294999999999,-43.467430000000000,3.5,NA,Right and left,Beach-break,All surfers,10000.000000000000000,137,62831.853071795863798,314159265.358979284763336,46.465162789844399,1,0.147903206791467
138,383,Sudeste,Rio De Janeiro City,Praia da Macumba,-23.032031000000000,-43.475603999999997,4,4,Right and left,Beach-break,All surfers,10000.000000000000000,138,62831.853071795863798,314159265.358979284763336,54.411107522618202,1,0.173195934426586
139,384,Sudeste,Rio De Janeiro City,posto 11 (Atlântico sul),-23.030000000000001,-43.466442999999998,3.5,3,Right and left,Sand-bar,All surfers,10000.000000000000000,139,62831.853071795863798,314159265.358979284763336,50.165855567139303,1,0.159682877758886
140,385,Sudeste,Rio De Janeiro City,Mambucaba,-23.029266000000000,-44.519992000000002,3.5,2,Right and left,Sand-bar,All surfers,10000.000000000000000,140,62831.853071795863798,314159265.358979284763336,151.396322325709008,1,0.481909461281410
141,386,Sudeste,Rio De Janeiro City,Posto 10 - Recreio,-23.026218000000000,-43.458039999999997,3.5,2,Right and left,Beach-break,Experienced surfers,10000.000000000000000,141,62831.853071795863798,314159265.358979284763336,50.015258812388304,1,0.159203513400242
142,387,Sudeste,Rio De Janeiro City,Recreio Posto 9,-23.023638999999999,-43.448228999999998,3,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,142,62831.853071795863798,314159265.358979284763336,47.055677301471398,1,0.149782872861326
143,388,Sudeste,Rio De Janeiro City,Lage Postinho,-23.015481999999999,-43.306539000000001,3.5,2,Right and left,Reef-rocky,Experienced surfers,10000.000000000000000,143,62831.853071795863798,314159265.358979284763336,24.259231313932201,1,0.077219531584440
144,389,Sudeste,Rio De Janeiro City,Joatinga,-23.015205000000002,-43.291089999999997,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,144,62831.853071795863798,314159265.358979284763336,26.629317164593498,1,0.084763749158138
145,390,Sudeste,Rio De Janeiro City,Tropical (posto 1),-23.014824999999998,-43.301845000000000,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,145,62831.853071795863798,314159265.358979284763336,25.315829430375100,1,0.080582787846310
146,391,Sudeste,Rio De Janeiro City,Barra da Tijuca - Posto 8,-23.010857000000001,-43.361874000000000,3.5,4,Right and left,Sand-bar,All surfers,10000.000000000000000,146,62831.853071795863798,314159265.358979284763336,13.726222584424900,1,0.043691923485817
147,392,Sudeste,Rio De Janeiro City,Sao Conrado,-22.999800000000000,-43.254353999999999,3.5,NA,Right and left,Beach-break,Experienced surfers,10000.000000000000000,147,62831.853071795863798,314159265.358979284763336,36.355561773957902,1,0.115723347304163
148,393,Sudeste,Rio De Janeiro City,Laje do sheraton,-22.995671000000002,-43.231243999999997,4,1,Right and left,Reef-rocky,Pros or kamikaze only...,10000.000000000000000,148,62831.853071795863798,314159265.358979284763336,35.868630393686800,1,0.114173396581829
149,394,Sudeste,Rio De Janeiro City,Pontão do leblon,-22.989962999999999,-43.226480000000002,3.5,3,Right,Point-break,Experienced surfers,10000.000000000000000,149,62831.853071795863798,314159265.358979284763336,36.287754764881903,1,0.115507510890749
150,395,Sudeste,Rio De Janeiro City,Arpoador,-22.989913000000001,-43.191654999999997,3.5,NA,Right and left,Beach-break,All surfers,10000.000000000000000,150,62831.853071795863798,314159265.358979284763336,22.749832367815699,1,0.072414965516997
151,396,Sudeste,Rio De Janeiro City,Praia do Diabo,-22.988817000000001,-43.189143999999999,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,151,62831.853071795863798,314159265.358979284763336,22.078224713578599,1,0.070277171957194
152,397,Sudeste,Rio De Janeiro City,Leblon,-22.987947999999999,-43.219527999999997,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,152,62831.853071795863798,314159265.358979284763336,34.568986931289103,1,0.110036502955876
153,398,Sudeste,Rio De Janeiro City,Ipanema,-22.987552999999998,-43.205409000000003,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,153,62831.853071795863798,314159265.358979284763336,28.750308388537999,1,0.091515073909044
154,399,Sudeste,Rio De Janeiro City,Shore break expresso escorpiao,-22.986037000000000,-43.182017000000002,3.5,2,Right,Reef-rocky,Pros or kamikaze only...,10000.000000000000000,154,62831.853071795863798,314159265.358979284763336,21.384337402335099,1,0.068068460046531
155,400,Sudeste,Rio De Janeiro City,Forte de Copacabana,-22.985102999999999,-43.185538999999999,3,2,Right,Point-break,All surfers,10000.000000000000000,155,62831.853071795863798,314159265.358979284763336,21.662832590679699,1,0.068954937763578
156,401,Sudeste,Rio De Janeiro City,Posto 5 - Copacabana,-22.983917999999999,-43.188457000000000,3.5,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,156,62831.853071795863798,314159265.358979284763336,21.970214422639000,1,0.069933364523037
157,402,Sudeste,Rio De Janeiro Norte,Praia Brava - Pontal do Atalaia,-22.982970000000002,-42.021675000000002,3.5,2,Left,Point-break,Experienced surfers,10000.000000000000000,157,62831.853071795863798,314159265.358979284763336,16.445700613880700,1,0.052348290906171
158,403,Sudeste,Rio De Janeiro City,Shock,-22.975815999999998,-43.040492999999998,5,2,Right,Reef-rocky,Pros or kamikaze only...,10000.000000000000000,158,62831.853071795863798,314159265.358979284763336,38.323943865914700,1,0.121988902100733
159,404,Sudeste,Rio De Janeiro Norte,Praia Grande - Arraial do Cabo,-22.975325000000002,-42.033842000000000,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,159,62831.853071795863798,314159265.358979284763336,17.809624620387201,1,0.056689795858915
160,405,Sudeste,Rio De Janeiro City,Itacoatiara,-22.972618000000001,-43.033447000000002,3.5,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,160,62831.853071795863798,314159265.358979284763336,39.959373672619598,1,0.127194636857071
161,406,Sudeste,Rio De Janeiro City,Canal de Camboinhas,-22.968074000000001,-43.048166999999999,2,3,Right and left,breakwater/jetty,Beginners wave,10000.000000000000000,161,62831.853071795863798,314159265.358979284763336,38.624029147745603,1,0.122944103219783
162,407,Sudeste,Rio De Janeiro City,Camboinhas,-22.966612000000001,-43.052588000000000,3.5,2,Right and left,Sand-bar,Experienced surfers,10000.000000000000000,162,62831.853071795863798,314159265.358979284763336,37.986174530143998,1,0.120913748912478
163,408,Sudeste,Rio De Janeiro City,Leme,-22.963639000000001,-43.166666999999997,3,3,Left,Sand-bar,All surfers,10000.000000000000000,163,62831.853071795863798,314159265.358979284763336,17.209611257095901,1,0.054779894005135
164,409,Sudeste,Rio De Janeiro Norte,Ponta Negra - Maricá - RJ,-22.957750999999998,-42.696787000000000,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,164,62831.853071795863798,314159265.358979284763336,46.877148095037498,1,0.149214596747521
165,410,Sudeste,Rio De Janeiro City,Piratininga,-22.954699000000002,-43.095675000000000,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,165,62831.853071795863798,314159265.358979284763336,25.209487054962000,1,0.080244289552167
166,411,Sudeste,Rio De Janeiro Norte,Massambaba,-22.947170000000000,-42.166815000000000,3.5,4,Right and left,Sand-bar,Experienced surfers,10000.000000000000000,166,62831.853071795863798,314159265.358979284763336,18.322267183617701,1,0.058321587818464
167,412,Sudeste,Rio De Janeiro Norte,Lage de fora,-22.944344999999998,-42.468187999999998,4,2,Left,Reef-rocky,Don't know,10000.000000000000000,167,62831.853071795863798,314159265.358979284763336,28.977510943060800,1,0.092238282101752
168,413,Sudeste,Rio De Janeiro Norte,Arraial do Cabo,-22.942665000000002,-42.030054000000000,3.5,2,Left,Reef-coral,Experienced surfers,10000.000000000000000,168,62831.853071795863798,314159265.358979284763336,22.222273548720999,1,0.070735693640385
169,414,Sudeste,Rio De Janeiro Norte,Itauna,-22.938835999999998,-42.476208000000000,4,4,Right and left,Point-break,All surfers,10000.000000000000000,169,62831.853071795863798,314159265.358979284763336,28.360577386841399,1,0.090274521601121
170,415,Sudeste,Rio De Janeiro Norte,Backdoor,-22.938421000000002,-42.472313000000000,3,3,Right,Reef-rocky,Experienced surfers,10000.000000000000000,170,62831.853071795863798,314159265.358979284763336,29.783644475750201,1,0.094804284832145
171,416,Sudeste,Rio De Janeiro Norte,Saquarema - Itauna Beach,-22.938317999999999,-42.479990000000001,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,171,62831.853071795863798,314159265.358979284763336,28.122827947130201,1,0.089517741630174
172,417,Sudeste,Rio De Janeiro Norte,Saquarema - Praia da Vila,-22.936169000000000,-42.495224000000000,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,172,62831.853071795863798,314159265.358979284763336,29.457829178074501,1,0.093767182528945
173,418,Sudeste,Rio De Janeiro Norte,Praia do Foguete - Cabo Frio,-22.929735999999998,-42.037751999999998,3,3,Right and left,Sand-bar,NA,10000.000000000000000,173,62831.853071795863798,314159265.358979284763336,24.741718719576799,1,0.078755336696199
174,419,Sudeste,Rio De Janeiro City,Flamengo,-22.928832000000000,-43.170261000000004,3.5,1,Left,Point-break,Experienced surfers,10000.000000000000000,174,62831.853071795863798,314159265.358979284763336,14.747407593371101,1,0.046942456325519
175,420,Sudeste,Rio De Janeiro City,prainha de adão e eva,-22.927765000000001,-43.123311999999999,3.5,1,Right and left,Beach-break,All surfers,10000.000000000000000,175,62831.853071795863798,314159265.358979284763336,11.536245271529699,1,0.036721009193689
176,421,Sudeste,Rio De Janeiro City,Itapuca,-22.906618000000002,-43.119706999999998,3.5,2,Right and left,Reef-rocky,All surfers,10000.000000000000000,176,62831.853071795863798,314159265.358979284763336,10.301128455154499,1,0.032789510261248
177,422,Sudeste,Rio De Janeiro Norte,Praia Brava - Cabo Frio,-22.884557000000001,-41.998072000000001,3.5,2,Right and left,Beach-break,All surfers,10000.000000000000000,177,62831.853071795863798,314159265.358979284763336,22.382326896377698,1,0.071245159269144
178,423,Sudeste,Rio De Janeiro Norte,Praia do Forte - Cabo Frio,-22.884167000000001,-42.013055999999999,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,178,62831.853071795863798,314159265.358979284763336,23.762017778948699,1,0.075636851747144
179,424,Sudeste,Rio De Janeiro Norte,Dunas do Peró - Cabo Frio -RJ,-22.842631000000001,-41.981335000000001,NA,NA,NA,NA,NA,10000.000000000000000,179,62831.853071795863798,314159265.358979284763336,20.916698622807601,1,0.066579919579665
180,425,Sudeste,Rio De Janeiro Norte,Geriba,-22.779070000000001,-41.910524000000002,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,180,62831.853071795863798,314159265.358979284763336,26.584482318793199,1,0.084621035411501
181,426,Sudeste,Rio De Janeiro Norte,Laje da Rasa,-22.726395000000000,-41.971463999999997,3,1,NA,Reef-rocky,Experienced surfers,10000.000000000000000,181,62831.853071795863798,314159265.358979284763336,6.480379130032790,1,0.020627687433086
182,427,Sudeste,Rio De Janeiro Norte,praia de unamar,-22.609524000000000,-41.997760999999997,2,2,Right and left,Beach-break,Beginners wave,10000.000000000000000,182,62831.853071795863798,314159265.358979284763336,16.024853435073201,1,0.051008692730301
183,428,Sudeste,Rio De Janeiro Norte,Costazul,-22.525117999999999,-41.920347999999997,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,183,62831.853071795863798,314159265.358979284763336,0.415495843468831,1,0.001322564346444
184,429,Sudeste,Rio De Janeiro Norte,Pecado,-22.410544999999999,-41.808256999999998,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,184,62831.853071795863798,314159265.358979284763336,1.332519320364160,1,0.004241540732028
185,430,Sudeste,Rio De Janeiro Norte,Cavaleiros,-22.405111000000002,-41.798358999999998,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,185,62831.853071795863798,314159265.358979284763336,1.332519320364160,1,0.004241540732028
186,431,Sudeste,Rio De Janeiro Norte,Grussaí,-21.690031000000001,-41.022263000000002,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,186,62831.853071795863798,314159265.358979284763336,15.343823155261999,1,0.048840906021757
187,432,Sudeste,Esperito Santo,Setiba Pina,-20.635263999999999,-40.425728999999997,3.5,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,187,62831.853071795863798,314159265.358979284763336,14.265046013505801,1,0.045407051729656
188,433,Sudeste,Esperito Santo,Barra Sol,-20.384262000000000,-40.310088000000000,3.5,2,Right and left,Sand-bar,Experienced surfers,10000.000000000000000,188,62831.853071795863798,314159265.358979284763336,7.545104063909290,1,0.024016812158278
189,434,Sudeste,Esperito Santo,Secret,-20.379057000000000,-40.307132000000003,3,2,Right and left,Sand-bar,All surfers,10000.000000000000000,189,62831.853071795863798,314159265.358979284763336,8.532052319507059,1,0.027158366027364
190,435,Sudeste,Esperito Santo,Coral do Céu,-20.378699999999998,-40.286881000000001,3.5,2,Left,Reef-rocky,Pros or kamikaze only...,10000.000000000000000,190,62831.853071795863798,314159265.358979284763336,6.760954856143530,1,0.021520787707528
191,436,Sudeste,Esperito Santo,Pompeia,-20.356919000000001,-40.289633000000002,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,191,62831.853071795863798,314159265.358979284763336,10.960929111472201,1,0.034889720979413
192,437,Sudeste,Esperito Santo,D2,-20.348965000000000,-40.270665000000001,3.5,3,Right,Reef-rocky,Experienced surfers,10000.000000000000000,192,62831.853071795863798,314159265.358979284763336,10.102774315501000,1,0.032158129425077
193,438,Sudeste,Esperito Santo,Canal de Vitória,-20.317523999999999,-40.288539000000000,3,1,Left,Sand-bar,All surfers,10000.000000000000000,193,62831.853071795863798,314159265.358979284763336,18.164529519805999,1,0.057819493240316
194,439,Sudeste,Esperito Santo,Praia de Camburi,-20.275804000000001,-40.270986999999998,3,1,Right and left,Beach-break,All surfers,10000.000000000000000,194,62831.853071795863798,314159265.358979284763336,17.689718649394901,1,0.056308123299122
195,440,Sudeste,Esperito Santo,Prainha de Carapebus,-20.236550000000001,-40.215024999999997,3.5,2,Right,Point-break,Experienced surfers,10000.000000000000000,195,62831.853071795863798,314159265.358979284763336,2.593514486241040,1,0.008255413009314
196,441,Sudeste,Esperito Santo,Barrote-Jacaraipe,-20.151101000000001,-40.183461000000001,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,196,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
197,442,Sudeste,Esperito Santo,Jacaraípe- Solemar,-20.135649999999998,-40.180627999999999,3,3,Right and left,Sand-bar,All surfers,10000.000000000000000,197,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
198,443,Sudeste,Esperito Santo,Regencia,-19.659238999999999,-39.841576000000003,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,198,62831.853071795863798,314159265.358979284763336,6.040637782510660,1,0.019227947250285
199,444,Sudeste,Esperito Santo,Guriri,-18.739377999999999,-39.746389000000001,3,2,Right and left,Beach-break,All surfers,10000.000000000000000,199,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
200,519,Sudeste,Sao Paolo South,Desertinha,-24.430820000000001,-47.048065000000001,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,200,62831.853071795863798,314159265.358979284763336,134.210508882182012,1,0.427205318069560
201,520,Sudeste,Sao Paolo South,Cibratel,-24.208026000000000,-46.827103999999999,3.5,NA,Right and left,Beach-break,All surfers,10000.000000000000000,201,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
202,521,Sudeste,Sao Paulo North,Montão do trigo,-23.868587000000002,-45.776426999999998,4,2,Right,Point-break,Experienced surfers,10000.000000000000000,202,62831.853071795863798,314159265.358979284763336,1.533535641586710,1,0.004881395555323
203,522,Sudeste,Sao Paulo North,Indaiá - Bertioga,-23.814194000000001,-46.059997000000003,3,1,Right and left,Beach-break,All surfers,10000.000000000000000,203,62831.853071795863798,314159265.358979284763336,50.102920980693497,1,0.159482550748400
204,523,Sudeste,Sao Paulo North,Praia Brava,-23.799344999999999,-45.612667999999999,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,204,62831.853071795863798,314159265.358979284763336,77.564946703054304,1,0.246896893569010
205,524,Sudeste,Sao Paulo North,Jureia,-23.766200000000001,-45.790182000000001,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,205,62831.853071795863798,314159265.358979284763336,53.514009858450898,1,0.170340383872818
206,525,Sudeste,Sao Paulo North,Barra do Una - Meio,-23.762623000000001,-45.768425000000001,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,206,62831.853071795863798,314159265.358979284763336,70.266824428005506,1,0.223666248861749
207,526,Sudeste,Sao Paulo North,Enseada - Ubatuba,-23.494012000000001,-45.090814999999999,3,2,Right,Beach-break,All surfers,10000.000000000000000,207,62831.853071795863798,314159265.358979284763336,40.407577051013298,1,0.128621312520708
208,527,Sudeste,Rio De Janeiro City,Presídio,-23.185310000000001,-44.188924000000000,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,208,62831.853071795863798,314159265.358979284763336,112.883687430606997,1,0.359319936980432
209,528,Sudeste,Rio De Janeiro City,Inferno,-23.059581999999999,-43.545650999999999,3.5,3,Left,Beach-break,Experienced surfers,10000.000000000000000,209,62831.853071795863798,314159265.358979284763336,58.933196544875003,1,0.187590190846461
210,529,Sudeste,Rio De Janeiro City,Macumba-secreto,-23.037946000000002,-43.495792999999999,3,NA,Right and left,NA,All surfers,10000.000000000000000,210,62831.853071795863798,314159265.358979284763336,57.467349789079798,1,0.182924255706461
211,530,Sudeste,Rio De Janeiro City,Posto 4,-23.012322999999999,-43.327706999999997,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,211,62831.853071795863798,314159265.358979284763336,18.652381319504499,1,0.059372373748681
212,531,Sudeste,Rio De Janeiro City,Vala do Mauri,-23.010866100000001,-43.350476999999998,3.5,3,Right,Beach-break,All surfers,10000.000000000000000,212,62831.853071795863798,314159265.358979284763336,12.066949327589001,1,0.038410292670504
213,532,Sudeste,Rio De Janeiro City,Praia Brava de Angra dos Reis,-23.007446000000002,-44.480341000000003,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,213,62831.853071795863798,314159265.358979284763336,157.456835831979987,1,0.501200674925374
214,533,Sudeste,Rio De Janeiro City,Castelinho,-22.991389000000002,-43.195435000000003,3.5,2,Right and left,Point-break,Experienced surfers,10000.000000000000000,214,62831.853071795863798,314159265.358979284763336,24.253956505691001,1,0.077202741348331
215,534,Sudeste,Rio De Janeiro City,Sossego,-22.958317000000001,-43.070284999999998,NA,2,Right,Beach-break,NA,10000.000000000000000,215,62831.853071795863798,314159265.358979284763336,35.568153676019797,1,0.113216949483814
216,535,Sudeste,Rio De Janeiro Norte,atafona - sao joao da barra,-21.630725999999999,-41.014155000000002,3,3,Right and left,Sand-bar,All surfers,10000.000000000000000,216,62831.853071795863798,314159265.358979284763336,15.749207852202201,1,0.050131285589194
217,536,Sudeste,Esperito Santo,Cemitério,-20.430439000000000,-40.322749000000002,3.5,2,Right,Sand-bar,Experienced surfers,10000.000000000000000,217,62831.853071795863798,314159265.358979284763336,4.143082276882230,1,0.013187840480045
