OBJECTID,id,COUNT,AREA,MEAN
1,93,316.000000000000000,316000000.000000000000000,204.281645569620252
2,94,317.000000000000000,317000000.000000000000000,204.495268138801265
3,95,317.000000000000000,317000000.000000000000000,204.618296529968461
4,96,317.000000000000000,317000000.000000000000000,204.722397476340689
5,97,311.000000000000000,311000000.000000000000000,204.794212218649506
6,98,286.000000000000000,286000000.000000000000000,205.031468531468533
7,99,236.000000000000000,236000000.000000000000000,199.733050847457633
8,100,312.000000000000000,312000000.000000000000000,193.900641025641022
9,101,297.000000000000000,297000000.000000000000000,192.494949494949509
10,102,190.000000000000000,190000000.000000000000000,174.784210526315803
11,103,189.000000000000000,189000000.000000000000000,174.719576719576708
12,104,193.000000000000000,193000000.000000000000000,174.362694300518143
13,105,203.000000000000000,203000000.000000000000000,174.073891625615772
14,106,235.000000000000000,235000000.000000000000000,173.442553191489367
15,107,278.000000000000000,278000000.000000000000000,172.485611510791358
16,108,296.000000000000000,296000000.000000000000000,172.236486486486484
17,109,298.000000000000000,298000000.000000000000000,172.070469798657712
18,110,286.000000000000000,286000000.000000000000000,171.486013986013972
19,111,283.000000000000000,283000000.000000000000000,171.469964664310965
20,112,308.000000000000000,308000000.000000000000000,171.665584415584419
21,113,279.000000000000000,279000000.000000000000000,171.448028673835125
22,114,276.000000000000000,276000000.000000000000000,171.442028985507250
23,115,272.000000000000000,272000000.000000000000000,171.426470588235304
24,116,269.000000000000000,269000000.000000000000000,171.412639405204459
25,117,232.000000000000000,232000000.000000000000000,171.521551724137936
26,118,223.000000000000000,223000000.000000000000000,171.573991031390136
27,119,206.000000000000000,206000000.000000000000000,171.791262135922324
28,120,189.000000000000000,189000000.000000000000000,171.793650793650784
29,121,299.000000000000000,299000000.000000000000000,169.260869565217405
30,122,310.000000000000000,310000000.000000000000000,169.229032258064507
31,123,239.000000000000000,239000000.000000000000000,165.364016736401680
32,124,310.000000000000000,310000000.000000000000000,164.758064516129025
33,125,250.000000000000000,250000000.000000000000000,164.867999999999995
34,126,273.000000000000000,273000000.000000000000000,164.476190476190482
35,127,315.000000000000000,315000000.000000000000000,164.196825396825403
36,128,240.000000000000000,240000000.000000000000000,160.795833333333320
37,129,244.000000000000000,244000000.000000000000000,129.885245901639337
38,130,237.000000000000000,237000000.000000000000000,127.603375527426167
39,131,261.000000000000000,261000000.000000000000000,131.831417624521066
40,132,308.000000000000000,308000000.000000000000000,166.324675324675326
41,133,259.000000000000000,259000000.000000000000000,165.536679536679543
42,134,244.000000000000000,244000000.000000000000000,174.139344262295083
43,135,279.000000000000000,279000000.000000000000000,174.960573476702507
44,136,232.000000000000000,232000000.000000000000000,176.008620689655174
45,137,209.000000000000000,209000000.000000000000000,177.478468899521545
46,138,249.000000000000000,249000000.000000000000000,177.530120481927725
47,139,312.000000000000000,312000000.000000000000000,178.621794871794862
48,140,275.000000000000000,275000000.000000000000000,180.174545454545466
49,141,302.000000000000000,302000000.000000000000000,179.119205298013242
50,142,241.000000000000000,241000000.000000000000000,178.369294605809131
51,143,241.000000000000000,241000000.000000000000000,178.336099585062243
52,144,234.000000000000000,234000000.000000000000000,178.222222222222229
53,145,209.000000000000000,209000000.000000000000000,177.937799043062199
54,146,204.000000000000000,204000000.000000000000000,177.882352941176464
55,147,243.000000000000000,243000000.000000000000000,176.061728395061721
56,148,294.000000000000000,294000000.000000000000000,175.836734693877560
57,149,297.000000000000000,297000000.000000000000000,174.814814814814810
58,150,204.000000000000000,204000000.000000000000000,173.862745098039227
59,151,268.000000000000000,268000000.000000000000000,169.712686567164184
60,152,301.000000000000000,301000000.000000000000000,169.870431893687709
61,153,257.000000000000000,257000000.000000000000000,169.513618677042814
62,154,252.000000000000000,252000000.000000000000000,169.460317460317469
63,155,300.000000000000000,300000000.000000000000000,167.133333333333326
64,156,279.000000000000000,279000000.000000000000000,150.774193548387103
65,157,312.000000000000000,312000000.000000000000000,139.551282051282044
66,158,310.000000000000000,310000000.000000000000000,138.932258064516134
67,159,298.000000000000000,298000000.000000000000000,138.822147651006702
68,160,297.000000000000000,297000000.000000000000000,138.703703703703695
69,161,290.000000000000000,290000000.000000000000000,138.603448275862064
70,162,303.000000000000000,303000000.000000000000000,138.617161716171609
71,163,304.000000000000000,304000000.000000000000000,137.394736842105260
72,164,302.000000000000000,302000000.000000000000000,136.860927152317885
73,165,292.000000000000000,292000000.000000000000000,136.787671232876704
74,166,285.000000000000000,285000000.000000000000000,136.743859649122811
75,167,212.000000000000000,212000000.000000000000000,136.471698113207538
76,168,225.000000000000000,225000000.000000000000000,134.137777777777785
77,169,269.000000000000000,269000000.000000000000000,133.620817843866178
78,170,287.000000000000000,287000000.000000000000000,133.445993031358881
79,171,314.000000000000000,314000000.000000000000000,133.101910828025467
80,172,305.000000000000000,305000000.000000000000000,130.993442622950823
81,173,301.000000000000000,301000000.000000000000000,130.976744186046517
82,174,289.000000000000000,289000000.000000000000000,130.885813148788941
83,175,184.000000000000000,184000000.000000000000000,129.793478260869563
84,176,199.000000000000000,199000000.000000000000000,127.969849246231149
85,177,302.000000000000000,302000000.000000000000000,93.000000000000000
86,178,299.000000000000000,299000000.000000000000000,108.083612040133772
87,179,112.000000000000000,112000000.000000000000000,2.000000000000000
88,180,267.000000000000000,267000000.000000000000000,132.131086142322090
89,181,274.000000000000000,274000000.000000000000000,132.208029197080293
90,182,268.000000000000000,268000000.000000000000000,132.619402985074629
91,183,305.000000000000000,305000000.000000000000000,133.000000000000000
92,184,279.000000000000000,279000000.000000000000000,132.953405017921142
93,185,250.000000000000000,250000000.000000000000000,132.280000000000001
94,186,231.000000000000000,231000000.000000000000000,132.259740259740255
95,187,233.000000000000000,233000000.000000000000000,132.240343347639481
96,188,220.000000000000000,220000000.000000000000000,132.213636363636368
97,189,282.000000000000000,282000000.000000000000000,151.765957446808500
98,190,315.000000000000000,315000000.000000000000000,155.380952380952380
99,191,314.000000000000000,314000000.000000000000000,158.296178343949038
100,192,311.000000000000000,311000000.000000000000000,157.771704180064319
101,193,316.000000000000000,316000000.000000000000000,157.598101265822777
102,194,309.000000000000000,309000000.000000000000000,157.482200647249186
103,445,315.000000000000000,315000000.000000000000000,203.730158730158735
104,446,304.000000000000000,304000000.000000000000000,195.871710526315780
105,447,312.000000000000000,312000000.000000000000000,195.131410256410248
106,448,312.000000000000000,312000000.000000000000000,195.016025641025635
107,449,300.000000000000000,300000000.000000000000000,193.066666666666663
108,450,302.000000000000000,302000000.000000000000000,192.804635761589395
109,451,302.000000000000000,302000000.000000000000000,192.831125827814560
110,452,302.000000000000000,302000000.000000000000000,192.460264900662253
111,453,309.000000000000000,309000000.000000000000000,192.582524271844648
112,454,254.000000000000000,254000000.000000000000000,188.787401574803141
113,455,241.000000000000000,241000000.000000000000000,187.609958506224075
114,456,198.000000000000000,198000000.000000000000000,138.277777777777771
115,457,311.000000000000000,311000000.000000000000000,140.762057877813504
116,458,203.000000000000000,203000000.000000000000000,173.123152709359601
117,459,202.000000000000000,202000000.000000000000000,173.475247524752461
118,460,214.000000000000000,214000000.000000000000000,171.990654205607484
119,461,274.000000000000000,274000000.000000000000000,173.021897810218974
120,462,303.000000000000000,303000000.000000000000000,171.976897689768975
121,463,253.000000000000000,253000000.000000000000000,171.454545454545467
122,464,245.000000000000000,245000000.000000000000000,169.269387755102031
