OBJECTID,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,BUFF_DIST,ORIG_FID,Shape_Leng,Shape_Area,SUM_Area_S,mangrove_p
114,456,Nordeste,Bahia Sul,Taipu de Fora,-13.942398000000001,-38.926620000000000,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,114,62831.853071795863798,314159265.358979284763336,13.680399548442500,0.043546064232135
115,457,Nordeste,Bahia Sul,Pedra do Moleque,-13.377011000000000,-38.912630000000000,3.5,3,Right,Reef-coral,Experienced surfers,10000.000000000000000,115,62831.853071795863798,314159265.358979284763336,3.852320673002530,0.012262317549669
116,458,Nordeste,Bahia Norte,Farol da Barra,-13.009994000000001,-38.533602000000002,3.5,2,Left,breakwater/jetty,Experienced surfers,10000.000000000000000,116,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
117,459,Nordeste,Bahia Norte,Barravento,-13.009764000000001,-38.526971000000003,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,117,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
118,460,Nordeste,Bahia Norte,Espanhol,-13.006230000000000,-38.533397999999998,3.5,2,Right and left,Point-break,Experienced surfers,10000.000000000000000,118,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
119,461,Nordeste,Bahia Norte,Corsário,-12.976457000000000,-38.423394999999999,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,119,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
120,462,Nordeste,Bahia Norte,Jaguaribe,-12.955755000000000,-38.385007000000002,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,120,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
121,463,Nordeste,Bahia Norte,Stella Maris,-12.936097999999999,-38.323714000000002,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,121,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
122,464,Nordeste,Bahia Norte,Praia do forte,-12.734415000000000,-38.144444999999997,3.5,4,Right and left,Reef-coral,Experienced surfers,10000.000000000000000,122,62831.853071795863798,314159265.358979284763336,3.686169481361790,0.011733441880664
123,465,Nordeste,Bahia Norte,Scar Reef,-12.674941000000000,-38.085174000000002,3.5,2,Right and left,Reef-coral,Experienced surfers,10000.000000000000000,123,62831.853071795863798,314159265.358979284763336,3.686169481361790,0.011733441880664
124,466,Nordeste,Bahia Norte,Casinha,-12.556333000000000,-37.988351999999999,3.5,3,Right,Reef-coral,Experienced surfers,10000.000000000000000,124,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
125,467,Nordeste,Sergipe Alagoas,Aracaju,-10.987674000000000,-37.041145999999998,3,3,Right and left,NA,All surfers,10000.000000000000000,125,62831.853071795863798,314159265.358979284763336,8.365070461390870,0.026626846264847
126,468,Nordeste,Sergipe Alagoas,Praia Do Francês,-9.772375000000000,-35.845170000000003,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,126,62831.853071795863798,314159265.358979284763336,2.865779776934650,0.009122060346239
127,469,Nordeste,Sergipe Alagoas,Pedra Virada,-9.678906000000000,-35.702514000000001,3.5,2,Left,Reef-rocky,Experienced surfers,10000.000000000000000,127,62831.853071795863798,314159265.358979284763336,5.860102898344250,0.018653286865973
128,470,Nordeste,Sergipe Alagoas,Cruz das Almas,-9.631199000000001,-35.696071000000003,3.5,4,Right and left,Sand-bar,All surfers,10000.000000000000000,128,62831.853071795863798,314159265.358979284763336,2.603810332447360,0.008288185705655
129,471,Nordeste,Sergipe Alagoas,Riacho Doce,-9.568049999999999,-35.646794000000000,3,3,Right and left,Rivermouth,All surfers,10000.000000000000000,129,62831.853071795863798,314159265.358979284763336,0.934275782781077,0.002973892180813
130,472,Nordeste,Sergipe Alagoas,New Orleans,-9.526289999999999,-35.583022000000000,3,NA,Right and left,Beach-break,All surfers,10000.000000000000000,130,62831.853071795863798,314159265.358979284763336,1.611413724362190,0.005129289191967
131,473,Nordeste,Sergipe Alagoas,Praia do Morro,-9.327169000000000,-35.438530999999998,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,131,62831.853071795863798,314159265.358979284763336,8.561921282926670,0.027253441890830
132,474,Nordeste,Paraiba and Pernambucco,Maracaipe,-8.525427000000001,-35.006261000000002,4,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,132,62831.853071795863798,314159265.358979284763336,18.112665132268798,0.057654403767376
133,475,Nordeste,Paraiba and Pernambucco,Borete,-8.499622000000000,-35.003127999999997,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,133,62831.853071795863798,314159265.358979284763336,16.614984466509600,0.052887138144801
