id,normalized_employment,normalized_hotels,normalized_airports,social_added,social_subindex
93,0.0331270396,0,1,1.0331270396,0.8976349689
94,0.0331270396,0,1,1.0331270396,0.8976349689
95,0.0331270396,0,1,1.0331270396,0.8976349689
96,0.0331270396,0,1,1.0331270396,0.8976349689
97,0.0331270396,0,1,1.0331270396,0.8976349689
98,0.0331270396,0,0,0.0331270396,0.0287825098
99,0.0331270396,0,0,0.0331270396,0.0287825098
100,0,0,0,0,0
101,0,0,0,0,0
102,0.0628906546,0.1698113208,0,0.2327019754,0.2021836835
103,0.0628906546,0.1698113208,0,0.2327019754,0.2021836835
104,0.0628906546,0.1698113208,0,0.2327019754,0.2021836835
105,0.0628906546,0.1509433962,0,0.2138340508,0.1857902409
106,0.0628906546,0.0377358491,0,0.1006265037,0.0874295852
107,0.0628906546,0.0188679245,0,0.0817585791,0.0710361425
108,0.0628906546,0.0188679245,0,0.0817585791,0.0710361425
109,0.0628906546,0.0377358491,0,0.1006265037,0.0874295852
110,0.0628906546,0.0377358491,0,0.1006265037,0.0874295852
111,0.0628906546,0.0188679245,0,0.0817585791,0.0710361425
112,0.0628906546,0.0377358491,0,0.1006265037,0.0874295852
113,0.0628906546,0.0188679245,0,0.0817585791,0.0710361425
114,0.1088195643,0.0188679245,1,1.1276874888,0.9797940477
115,0.1088195643,0.0188679245,1,1.1276874888,0.9797940477
116,0.1088195643,0.0188679245,1,1.1276874888,0.9797940477
117,0.1088195643,0.0188679245,1,1.1276874888,0.9797940477
118,0.1088195643,0.0377358491,1,1.1465554134,0.9961874904
119,0.0233248998,0.0377358491,1,1.0610607489,0.9219052409
120,0.0233248998,0.0188679245,0,0.0421928243,0.0366593391
121,0.0233248998,0,0,0.0233248998,0.020265896500000002
122,0.0233248998,0.0188679245,0,0.0421928243,0.0366593391
123,0,0,0,0,0
124,0,0,0,0,0
125,0,0,0,0,0
126,0,0,0,0,0
127,0,0,0,0,0
128,0.0826624215,0,0,0.0826624215,0.0718214482
129,0.0826624215,0,0,0.0826624215,0.0718214482
130,0.0826624215,0.0377358491,0,0.1203982706,0.1046083335
131,0.0826624215,0.0377358491,1,1.1203982706,0.9734607925
132,0.0279271221,0,0,0.0279271221,0.0242645487
133,0,0,0,0,0
134,0,0,0,0,0
135,0,0,0,0,0
136,0,0,0,0,0
137,0,0,0,0,0
138,0,0,0,0,0
139,0,0,0,0,0
140,0,0,0,0,0
141,0,0.0943396226,0,0.0943396226,0.0819672131
142,0.0513644277,0.4528301887,0,0.5041946164,0.4380707323
143,0.0513644277,0.4528301887,0,0.5041946164,0.4380707323
144,0.0513644277,0.4528301887,0,0.5041946164,0.4380707323
145,0.0513644277,0.4528301887,0,0.5041946164,0.4380707323
146,0.0513644277,0,0,0.0513644277,0.0446281093
147,0.0513644277,0,0,0.0513644277,0.0446281093
148,0.0513644277,0,0,0.0513644277,0.0446281093
149,0,0,0,0,0
150,0,0.0188679245,0,0.0188679245,0.0163934426
151,0.0275717862,0,0,0.0275717862,0.0239558142
152,0.0275717862,0,0,0.0275717862,0.0239558142
153,0.0275717862,0.3018867925,0,0.3294585787,0.2862508963
154,0.0275717862,0.2830188679,0,0.3105906541,0.2698574536
155,0.0087176695,0,0,0.0087176695,0.0075743686
156,0,0.1509433962,1,1.1509433962,1
157,0,0,0,0,0
158,0,0,0,0,0
159,0,0.0188679245,0,0.0188679245,0.0163934426
160,0,0.0188679245,0,0.0188679245,0.0163934426
161,0,0.0188679245,0,0.0188679245,0.0163934426
162,0,0.0188679245,0,0.0188679245,0.0163934426
163,0,0.1509433962,0,0.1509433962,0.131147541
164,0.0098706063,0.5094339623,0,0.5193045686,0.4511990514
165,0.1340182976,0.5094339623,0,0.6434522599,0.5590650783
166,0.1340182976,0.5094339623,0,0.6434522599,0.5590650783
167,0,0.0377358491,0,0.0377358491,0.0327868853
168,0.0916461437,0.0566037736,0,0.1482499173,0.1288073052
169,0.0553390321,0.4339622642,0,0.4893012963,0.4251306345
170,0.0553390321,0.4150943396,0,0.4704333717,0.4087371918
171,0.0553390321,0.3773584906,0,0.4326975227,0.3759503066
172,0.0704568457,0.320754717,0,0.3912115627,0.3399051283
173,0.0704568457,0.320754717,0,0.3912115627,0.3399051283
174,0.1242051624,0.3018867925,0,0.4260919549,0.3702110428
175,0.1242051624,0,0,0.1242051624,0.1079159608
176,0,0,0,0,0
177,0,0,0,0,0
178,0,0,0,0,0
179,0,0,0,0,0
180,0.0894218892,1,0,1.0894218892,0.9465468874
181,0.0894218892,1,0,1.0894218892,0.9465468874
182,0.0168782481,0,0,0.0168782481,0.0146647074
183,0.0168782481,0,0,0.0168782481,0.0146647074
184,0,0,0,0,0
185,0,0.0188679245,0,0.0188679245,0.0163934426
186,0,0.0188679245,0,0.0188679245,0.0163934426
187,0,0.0188679245,0,0.0188679245,0.0163934426
188,0,0.0188679245,0,0.0188679245,0.0163934426
189,0.0071426932,0.0188679245,0,0.0260106177,0.0225993891
190,0.0459638684,0,0,0.0459638684,0.0399358201
191,0.0459638684,0.0188679245,0,0.0648317929,0.0563292627
192,0.0139035258,0.0188679245,0,0.0327714503,0.0284735552
193,0.0139035258,0.0188679245,0,0.0327714503,0.0284735552
194,0,0,0,0,0
445,0.0331270396,0,1,1.0331270396,0.8976349689
446,0,0,0,0,0
447,0,0,0,0,0
448,0,0,0,0,0
449,0,0,0,0,0
450,0,0,0,0,0
451,0,0,0,0,0
452,0,0,0,0,0
453,0,0,0,0,0
454,0,0,0,0,0
455,0,0,0,0,0
456,0,0,0,0,0
457,0,0.0188679245,0,0.0188679245,0.0163934426
458,0.0628906546,0.1509433962,0,0.2138340508,0.1857902409
459,0.0628906546,0.2264150943,0,0.2893057489,0.2513640113
460,0.0628906546,0.1509433962,0,0.2138340508,0.1857902409
461,0.0628906546,0.0566037736,0,0.1194944282,0.1038230278
462,0.0628906546,0.0377358491,0,0.1006265037,0.0874295852
463,0.1088195643,0.0377358491,1,1.1465554134,0.9961874904
464,0.0233248998,0,0,0.0233248998,0.020265896500000002
465,0.0233248998,0,0,0.0233248998,0.020265896500000002
466,0,0.0188679245,0,0.0188679245,0.0163934426
467,0.0826624215,0.0188679245,1,1.101530346,0.9570673498
468,0,0,0,0,0
469,0.0513644277,0.4528301887,0,0.5041946164,0.4380707323
470,0.0513644277,0.358490566,0,0.4098549937,0.3561035191
471,0.0513644277,0,0,0.0513644277,0.0446281093
472,0.0513644277,0,0,0.0513644277,0.0446281093
473,0,0,0,0,0
474,0.0275717862,0.2452830189,0,0.2728548051,0.2370705684
475,0.0275717862,0.3018867925,0,0.3294585787,0.2862508963
