OID_,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,numerical_direction,numerical_frequency,numerical_experience,numerical_quality,BUFF_DIST,ORIG_FID,Shape_Length,Shape_Area,sum_Area_SQUAREKILOMETERS,Polygon_Count,protected_percent_area
102,101,Nordeste,NA,Corals,-14.275408000000001,-38.982568999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,102,31415.926535897931899,78539816.339744821190834,39.333054046346348,3,0.500803998270135
103,102,Nordeste,NA,Tony,-13.016731999999999,-38.488781000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,103,31415.926535897931899,78539816.339744821190834,0.013111902483077,1,0.000166945927482
104,103,Nordeste,NA,Meridien,-13.016598000000000,-38.484878999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,104,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
105,104,Nordeste,NA,Amaralina,-13.015369000000000,-38.471834000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,105,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
106,105,Nordeste,NA,Tubao,-13.010683999999999,-38.461410999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,106,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
107,106,Nordeste,NA,Psiu,-12.995919000000001,-38.439390000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,107,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
108,107,Nordeste,NA,Alex,-12.973279000000000,-38.406477000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,108,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
109,108,Nordeste,NA,Terceira Ponte,-12.963839999999999,-38.396822000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,109,31415.926535897931899,78539816.339744821190834,0.855887071058376,2,0.010897492646991
110,109,Nordeste,NA,SESC,-12.960485000000000,-38.390998000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,110,31415.926535897931899,78539816.339744821190834,2.199101594214217,2,0.027999831126437
111,110,Nordeste,NA,Farol,-12.958147000000000,-38.352812999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,111,31415.926535897931899,78539816.339744821190834,17.294195389147141,2,0.220196534638386
112,111,Nordeste,NA,Pedro do Sal,-12.954224000000000,-38.347234000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,112,31415.926535897931899,78539816.339744821190834,20.895832038920091,2,0.266053996720971
113,112,Nordeste,NA,Itapoa,-12.952339000000000,-38.369608999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,113,31415.926535897931899,78539816.339744821190834,11.570052757915009,2,0.147314487060495
114,113,Nordeste,NA,Seper,-12.952040999999999,-38.343243999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,114,31415.926535897931899,78539816.339744821190834,23.501171087050899,2,0.299226203756199
115,114,Nordeste,NA,Corrente,-12.948985000000000,-38.339199999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,115,31415.926535897931899,78539816.339744821190834,26.385437653400601,2,0.335949826254538
116,115,Nordeste,NA,Stela Maris,-12.947385000000001,-38.337372000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,116,31415.926535897931899,78539816.339744821190834,27.713062892011102,2,0.352853675798412
117,116,Nordeste,NA,Plator,-12.946393000000000,-38.333083999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,117,31415.926535897931899,78539816.339744821190834,30.163925277700400,2,0.384059024880047
118,117,Nordeste,NA,Aleluia,-12.926800999999999,-38.312618999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,118,31415.926535897931899,78539816.339744821190834,45.824701380637798,2,0.583458219235081
119,118,Nordeste,NA,Ipitanga,-12.920477000000000,-38.309717999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,119,31415.926535897931899,78539816.339744821190834,47.168358075599798,2,0.600566187620818
120,119,Nordeste,NA,Vilas,-12.894546000000000,-38.290790999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,120,31415.926535897931899,78539816.339744821190834,40.823235780263097,2,0.519777581394784
121,120,Nordeste,NA,Busca Vida,-12.863464000000000,-38.255961999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,121,31415.926535897931899,78539816.339744821190834,42.372532586918176,2,0.539503841002436
122,121,Nordeste,NA,Itacimirim,-12.639232000000000,-38.048194000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,122,31415.926535897931899,78539816.339744821190834,58.635691394868701,2,0.746572810168341
123,122,Nordeste,NA,Praia do Forte,-12.583304999999999,-38.005077999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,123,31415.926535897931899,78539816.339744821190834,73.851648452471323,4,0.940308392535659
124,123,Nordeste,NA,Imbassai,-12.342055000000000,-37.846200000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,124,31415.926535897931899,78539816.339744821190834,75.901351479341699,2,0.966406022023406
125,124,Nordeste,NA,Costa do Sauipe,-12.022171000000000,-37.645508000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,125,31415.926535897931899,78539816.339744821190834,77.049155285774589,2,0.981020313982885
126,125,Nordeste,NA,Marlin,-11.939802999999999,-37.602476000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,126,31415.926535897931899,78539816.339744821190834,74.630942178332305,2,0.950230668422961
127,126,Nordeste,NA,Conde,-11.848141000000000,-37.558169999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,127,31415.926535897931899,78539816.339744821190834,75.541124109614401,2,0.961819464701079
128,127,Nordeste,NA,Mangue Seco,-11.483613999999999,-37.364454000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,128,31415.926535897931899,78539816.339744821190834,63.605287304363202,2,0.809847670501567
129,128,Nordeste,NA,Mosqueiro,-11.138116000000000,-37.145493000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,129,31415.926535897931899,78539816.339744821190834,0.999094037104479,1,0.012720860369505
130,129,Nordeste,NA,Aruana,-11.067069000000000,-37.101289000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,130,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
131,130,Nordeste,NA,Hawaiizinho,-11.043927999999999,-37.082977999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,131,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
132,131,Nordeste,NA,Praia do Meio,-10.999541000000001,-37.050151000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,132,31415.926535897931899,78539816.339744821190834,1.486928794950680,1,0.018932165419366
133,132,Nordeste,NA,Pirambu,-10.746346000000001,-36.855099000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,133,31415.926535897931899,78539816.339744821190834,2.507701443501870,1,0.031929046442560
134,133,Nordeste,NA,Ponta do Mangue,-10.639483000000000,-36.678539000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,134,31415.926535897931899,78539816.339744821190834,11.308628865661801,1,0.143985934684942
135,134,Nordeste,NA,Pontal de Peba,-10.367584000000001,-36.303941000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,135,31415.926535897931899,78539816.339744821190834,26.988358117820248,2,0.343626448030829
136,135,Nordeste,NA,Mihai,-10.196728000000000,-36.181641999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,136,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
137,136,Nordeste,NA,Pontal do Coruripe,-10.160774999999999,-36.150663999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,137,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
138,137,Nordeste,NA,Forjos,-10.107661999999999,-36.097672000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,138,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
139,138,Nordeste,NA,Poxim,-10.063563000000000,-36.040908999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,139,31415.926535897931899,78539816.339744821190834,14.967990145224700,1,0.190578369581063
140,139,Nordeste,NA,Jacarecica,-9.916383000000000,-35.945963999999996,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,140,31415.926535897931899,78539816.339744821190834,4.306677479239310,1,0.054834320729878
141,140,Nordeste,NA,Praia do Meio,-9.824446999999999,-35.877803000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,141,31415.926535897931899,78539816.339744821190834,0.842226909293771,3,0.010723566065529
142,141,Nordeste,NA,Praia do Pontal,-9.682589999999999,-35.758536999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,142,31415.926535897931899,78539816.339744821190834,22.604887302702700,1,0.287814364180829
143,142,Nordeste,NA,Salgema,-9.679629000000000,-35.718974000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,143,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
144,143,Nordeste,NA,Pier do Emissario,-9.673301000000000,-35.715234000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,144,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
145,144,Nordeste,NA,Praia do Sobral,-9.666869000000000,-35.710735000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,145,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
146,145,Nordeste,NA,"Pico da Barra, Brazil",-9.665630000000000,-35.697186000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,146,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
147,146,Nordeste,NA,Pedra Virada,-9.585521999999999,-35.660038000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,147,31415.926535897931899,78539816.339744821190834,0.192166137083184,1,0.002446735248933
148,147,Nordeste,NA,Praia de Jatiuca,-9.531449000000000,-35.590927999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,148,31415.926535897931899,78539816.339744821190834,45.297530910647801,1,0.576746076343002
149,148,Nordeste,NA,Garca Torta,-9.487114000000000,-35.557476999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,149,31415.926535897931899,78539816.339744821190834,43.506447393221201,1,0.553941292719893
150,149,Nordeste,NA,Mirante da Sirena,-9.430906000000000,-35.503683000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,150,31415.926535897931899,78539816.339744821190834,49.545064376517303,1,0.630827352106312
151,150,Nordeste,NA,Japaratinga,-9.261582000000001,-35.353366000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,151,31415.926535897931899,78539816.339744821190834,47.401796123382098,1,0.603538413157640
152,151,Nordeste,NA,Impossivel,-8.615505000000001,-35.020375000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,152,31415.926535897931899,78539816.339744821190834,72.457590274860365,3,0.922558692541702
153,152,Nordeste,NA,Serrambi,-8.576358000000001,-35.028714999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,153,31415.926535897931899,78539816.339744821190834,44.677392694972255,3,0.568850231349006
154,153,Nordeste,NA,Porto de Galinhas,-8.488678000000000,-34.999501000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,154,31415.926535897931899,78539816.339744821190834,0.202167129475070,1,0.002574071838933
155,154,Nordeste,NA,Cupe,-8.479708000000000,-34.996577000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,155,31415.926535897931899,78539816.339744821190834,2.098666523091330,1,0.026721052084117
156,155,Nordeste,NA,Gaibu,-8.341567000000000,-34.948825999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,156,31415.926535897931899,78539816.339744821190834,2.508331428437830,1,0.031937067659891
157,156,Nordeste,NA,Bessa,-7.091138000000000,-34.832765000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,157,31415.926535897931899,78539816.339744821190834,1.146172353479810,1,0.014593519655327
158,157,Nordeste,NA,Saji,-6.466880000000000,-34.970449000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,158,31415.926535897931899,78539816.339744821190834,2.939711579958530,1,0.037429570337191
159,158,Nordeste,NA,Farol,-6.408908000000000,-34.979016999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,159,31415.926535897931899,78539816.339744821190834,17.230297647272600,1,0.219382963320647
160,159,Nordeste,NA,Xilauzinho,-6.395101000000000,-34.983204999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,160,31415.926535897931899,78539816.339744821190834,18.716661062028901,1,0.238307930095800
161,160,Nordeste,NA,Mar Aberto,-6.379758000000000,-34.989437000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,161,31415.926535897931899,78539816.339744821190834,17.229685352893501,1,0.219375167346482
162,161,Nordeste,NA,Pontal,-6.368680000000000,-34.993423999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,162,31415.926535897931899,78539816.339744821190834,13.998362660714699,1,0.178232689011661
163,162,Nordeste,NA,Mar da Frente,-6.365217000000000,-35.006211999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,163,31415.926535897931899,78539816.339744821190834,12.847195585145800,1,0.163575574579546
164,163,Nordeste,NA,Lajinha,-6.278960000000000,-35.033028000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,164,31415.926535897931899,78539816.339744821190834,12.088293482354391,2,0.153912932900980
165,164,Nordeste,NA,Afogados,-6.244350000000000,-35.036464000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,165,31415.926535897931899,78539816.339744821190834,19.992384539902350,2,0.254550945897555
166,165,Nordeste,NA,Sororoca,-6.238074000000000,-35.035608000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,166,31415.926535897931899,78539816.339744821190834,20.210975261712051,2,0.257334129408760
167,166,Nordeste,NA,Abacateiro,-6.233891000000000,-35.036746999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,167,31415.926535897931899,78539816.339744821190834,20.620202333792751,2,0.262544570318253
168,167,Nordeste,NA,Tibau do Sul,-6.180279000000000,-35.089708999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,168,31415.926535897931899,78539816.339744821190834,35.344091227191001,1,0.450014946231867
169,168,Nordeste,NA,Tabatinga,-6.049479000000000,-35.108238000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,169,31415.926535897931899,78539816.339744821190834,42.704011661650100,1,0.543724363664445
170,169,Nordeste,NA,Xoxoline,-6.005800000000000,-35.105258999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,170,31415.926535897931899,78539816.339744821190834,27.812486085456001,1,0.354119571213991
171,170,Nordeste,NA,Pirangi Reef,-5.980259000000000,-35.107796000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,171,31415.926535897931899,78539816.339744821190834,19.173122890294099,1,0.244119782599894
172,171,Nordeste,NA,Cotovelo,-5.949906000000000,-35.151975000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,172,31415.926535897931899,78539816.339744821190834,23.163900685115401,1,0.294931943626069
173,172,Nordeste,NA,Miami,-5.794834000000000,-35.181663999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,173,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
174,173,Nordeste,NA,Areia Preta,-5.792249000000000,-35.184387000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,174,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
175,174,Nordeste,NA,Praia dos Artistas,-5.781239000000000,-35.192050000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,175,31415.926535897931899,78539816.339744821190834,0.041576043144612,1,0.000529362622453
176,175,Nordeste,NA,Genipabu,-5.694407000000000,-35.201922000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,176,31415.926535897931899,78539816.339744821190834,18.439684979593100,1,0.234781361084769
177,176,Nordeste,NA,Touros Area,-5.197434000000000,-35.457929999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,177,31415.926535897931899,78539816.339744821190834,34.317085704531003,1,0.436938705790746
178,177,Nordeste,NA,Urca da Concei&ccedil;&atilde;o,-5.069617000000000,-35.800230999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,178,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
179,178,Nordeste,NA,Cocoa das Lavadeiras,-5.066515000000000,-35.862005000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,179,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
180,179,Nordeste,NA,Baia das Ratas,-3.813000000000000,-32.393000000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,180,31415.926535897931899,78539816.339744821190834,78.289101909068904,2,0.996807804724277
181,180,Nordeste,NA,Volta da Jurema,-3.724294000000000,-38.496071999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,181,31415.926535897931899,78539816.339744821190834,4.023201847398650,1,0.051224996885595
182,181,Nordeste,NA,Portao,-3.719326000000000,-38.510655000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,182,31415.926535897931899,78539816.339744821190834,2.419729595700440,1,0.030808954088118
183,182,Nordeste,NA,Barra do Ceara,-3.692659000000000,-38.584716000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,183,31415.926535897931899,78539816.339744821190834,10.885285329414399,1,0.138595757371359
184,183,Nordeste,NA,Praia do Pecem,-3.546170000000000,-38.806919000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,184,31415.926535897931899,78539816.339744821190834,12.292554569762636,3,0.156513665840367
185,184,Nordeste,NA,Tabinha,-3.500935000000000,-38.911282000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,185,31415.926535897931899,78539816.339744821190834,48.567026430537503,1,0.618374586215582
186,185,Nordeste,NA,Pedra do Meio,-3.410858000000000,-39.040807000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,186,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
187,186,Nordeste,NA,Havaizinho,-3.403507000000000,-39.022171000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,187,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
188,187,Nordeste,NA,Curral,-3.403353000000000,-39.025868000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,188,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
189,188,Nordeste,NA,Outside,-3.398539000000000,-39.013306000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,189,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
190,189,Nordeste,NA,Atins,-2.555789000000000,-42.727836000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,190,31415.926535897931899,78539816.339744821190834,22.282298049314242,2,0.283707030239620
191,190,Nordeste,NA,Ponta d'Areia,-2.497384000000000,-44.311779000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,191,31415.926535897931899,78539816.339744821190834,0.624977847972834,1,0.007957465106225
192,191,Nordeste,NA,S&atilde;o Marcos,-2.485445000000000,-44.297899999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,192,31415.926535897931899,78539816.339744821190834,1.212755842691910,1,0.015441286970240
193,192,Nordeste,NA,Calhau,-2.480673000000000,-44.249679999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,193,31415.926535897931899,78539816.339744821190834,1.212755842691910,1,0.015441286970240
194,193,Nordeste,NA,Olho D'Agu,-2.477097000000000,-44.230155000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,194,31415.926535897931899,78539816.339744821190834,0.827444420492827,1,0.010535349572419
195,194,Nordeste,NA,Ponta do Farol,-2.456442000000000,-44.173347999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,195,31415.926535897931899,78539816.339744821190834,33.630892161125303,1,0.428201818242685
196,195,Sul,Rio Grande Do Sul,Hermenegildo,-33.668354000000001,-53.262405000000001,3,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,196,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
197,196,Sul,Rio Grande Do Sul,Navio,-32.290560999999997,-52.258674999999997,3,2,Right and left,Beach-break,All surfers,2.000000000000000,2.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,197,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
198,197,Sul,Rio Grande Do Sul,Tres Marias,-32.192610999999999,-52.085065999999998,5,2,Right and left,Sand-bar,Pros or kamikaze only...,2.000000000000000,2.000000000000000,0.000000000000000,5.000000000000000,5000.000000000000000,198,31415.926535897931899,78539816.339744821190834,0.241763953320447,1,0.003078234258591
199,198,Sul,Rio Grande Do Sul,Praia do Cassino,-32.178336999999999,-52.142142999999997,3,2,Right and left,Sand-bar,All surfers,2.000000000000000,2.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,199,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
200,199,Sul,Rio Grande Do Sul,Sao Jose do Norte,-32.008076000000003,-52.018889999999999,3,NA,Right and left,Beach-break,All surfers,2.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,200,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
201,200,Sul,Rio Grande Do Sul,Quintão,-30.410782000000001,-50.292664000000002,3.5,3,Right and left,Sand-bar,Experienced surfers,2.000000000000000,3.000000000000000,0.000000000000000,3.500000000000000,5000.000000000000000,201,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
202,201,Sul,Rio Grande Do Sul,Nova Tramandaí,-30.045256999999999,-50.150033999999998,3,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,202,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
203,202,Sul,Rio Grande Do Sul,Oasis Sul,-30.039822999999998,-50.147266000000002,3,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,203,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
204,203,Sul,Rio Grande Do Sul,Tramandai - Malvina,-30.005490000000002,-50.129156000000002,3.5,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.500000000000000,5000.000000000000000,204,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
