OBJECTID,Join_Count,TARGET_FID,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,BUFF_DIST,ORIG_FID,CD_MUN,NM_MUN,SIGLA,CNAE,Units,People,Shape_Leng,Shape_Area,F2010,SLR_employ,Shape_Le_1,Shape_Ar_1
150,5,150,149,Nordeste,NA,Mirante da Sirena,-9.430906000000000,-35.503683000000002,NA,NA,NA,NA,NA,10000.000000000000000,150,2700508,Barra de Santo Antônio,AL,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,77774.844307329069125,134764461.401209592819214,14230.000000000000000,0.000235647784825,62831.853071795863798,314159265.358979284763336
151,3,151,150,Nordeste,NA,Japaratinga,-9.261582000000001,-35.353366000000001,NA,NA,NA,NA,NA,10000.000000000000000,151,2706505,Passo de Camaragibe,AL,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,87789.158344542665873,257608089.290475070476532,14763.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
152,2,152,151,Nordeste,NA,Impossivel,-8.615505000000001,-35.020375000000001,NA,NA,NA,NA,NA,10000.000000000000000,152,2607208,Ipojuca,PE,"Sports, recreation and leisure activities",15.000000000000000,51.000000000000000,125593.788612841060967,532560225.632682740688324,80637.000000000000000,0.000403089258982,62831.853071795863798,314159265.358979284763336
153,2,153,152,Nordeste,NA,Serrambi,-8.576358000000001,-35.028714999999998,NA,NA,NA,NA,NA,10000.000000000000000,153,2607208,Ipojuca,PE,"Sports, recreation and leisure activities",15.000000000000000,51.000000000000000,125593.788612841060967,532560225.632682740688324,80637.000000000000000,0.000403089258982,62831.853071795863798,314159265.358979284763336
154,2,154,153,Nordeste,NA,Porto de Galinhas,-8.488678000000000,-34.999501000000002,NA,NA,NA,NA,NA,10000.000000000000000,154,2607208,Ipojuca,PE,"Sports, recreation and leisure activities",15.000000000000000,51.000000000000000,125593.788612841060967,532560225.632682740688324,80637.000000000000000,0.000403089258982,62831.853071795863798,314159265.358979284763336
155,1,155,154,Nordeste,NA,Cupe,-8.479708000000000,-34.996577000000002,NA,NA,NA,NA,NA,10000.000000000000000,155,2607208,Ipojuca,PE,"Sports, recreation and leisure activities",15.000000000000000,51.000000000000000,125593.788612841060967,532560225.632682740688324,80637.000000000000000,0.000632464005357,62831.853071795863798,314159265.358979284763336
156,2,156,155,Nordeste,NA,Gaibu,-8.341567000000000,-34.948825999999997,NA,NA,NA,NA,NA,10000.000000000000000,156,2602902,Cabo de Santo Agostinho,PE,"Sports, recreation and leisure activities",11.000000000000000,37.000000000000000,141250.833539131097496,454136669.403226137161255,185025.000000000000000,0.000416218490991,62831.853071795863798,314159265.358979284763336
157,4,157,156,Nordeste,NA,Bessa,-7.091138000000000,-34.832765000000002,NA,NA,NA,NA,NA,10000.000000000000000,157,2501807,Bayeux,PB,"Sports, recreation and leisure activities",9.000000000000000,30.000000000000000,35051.367177720734617,28101307.225109390914440,99716.000000000000000,0.000556889867674,62831.853071795863798,314159265.358979284763336
158,2,158,157,Nordeste,NA,Saji,-6.466880000000000,-34.970449000000002,NA,NA,NA,NA,NA,10000.000000000000000,158,2401404,Baía Formosa,RN,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,79494.148925711779157,250307574.272380918264389,8573.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
159,2,159,158,Nordeste,NA,Farol,-6.408908000000000,-34.979016999999999,NA,NA,NA,NA,NA,10000.000000000000000,159,2401404,Baía Formosa,RN,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,79494.148925711779157,250307574.272380918264389,8573.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
160,2,160,159,Nordeste,NA,Xilauzinho,-6.395101000000000,-34.983204999999998,NA,NA,NA,NA,NA,10000.000000000000000,160,2401404,Baía Formosa,RN,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,79494.148925711779157,250307574.272380918264389,8573.000000000000000,0.000113209988356,62831.853071795863798,314159265.358979284763336
161,3,161,160,Nordeste,NA,Mar Aberto,-6.379758000000000,-34.989437000000002,NA,NA,NA,NA,NA,10000.000000000000000,161,2401404,Baía Formosa,RN,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,79494.148925711779157,250307574.272380918264389,8573.000000000000000,0.000075473325570,62831.853071795863798,314159265.358979284763336
162,3,162,161,Nordeste,NA,Pontal,-6.368680000000000,-34.993423999999997,NA,NA,NA,NA,NA,10000.000000000000000,162,2401404,Baía Formosa,RN,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,79494.148925711779157,250307574.272380918264389,8573.000000000000000,0.000075473325570,62831.853071795863798,314159265.358979284763336
163,4,163,162,Nordeste,NA,Mar da Frente,-6.365217000000000,-35.006211999999998,NA,NA,NA,NA,NA,10000.000000000000000,163,2401404,Baía Formosa,RN,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,79494.148925711779157,250307574.272380918264389,8573.000000000000000,0.000825160110559,62831.853071795863798,314159265.358979284763336
164,4,164,163,Nordeste,NA,Lajinha,-6.278960000000000,-35.033028000000002,NA,NA,NA,NA,NA,10000.000000000000000,164,2401404,Baía Formosa,RN,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,79494.148925711779157,250307574.272380918264389,8573.000000000000000,0.000825160110559,62831.853071795863798,314159265.358979284763336
165,5,165,164,Nordeste,NA,Afogados,-6.244350000000000,-35.036464000000002,NA,NA,NA,NA,NA,10000.000000000000000,165,2401404,Baía Formosa,RN,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,79494.148925711779157,250307574.272380918264389,8573.000000000000000,0.000660128088447,62831.853071795863798,314159265.358979284763336
166,5,166,165,Nordeste,NA,Sororoca,-6.238074000000000,-35.035608000000003,NA,NA,NA,NA,NA,10000.000000000000000,166,2401404,Baía Formosa,RN,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,79494.148925711779157,250307574.272380918264389,8573.000000000000000,0.000660128088447,62831.853071795863798,314159265.358979284763336
167,6,167,166,Nordeste,NA,Abacateiro,-6.233891000000000,-35.036746999999998,NA,NA,NA,NA,NA,10000.000000000000000,167,2401206,Arês,RN,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,54325.074377766373800,116614536.749661073088646,12924.000000000000000,0.000550106740373,62831.853071795863798,314159265.358979284763336
168,6,168,167,Nordeste,NA,Tibau do Sul,-6.180279000000000,-35.089708999999999,NA,NA,NA,NA,NA,10000.000000000000000,168,2401206,Arês,RN,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,54325.074377766373800,116614536.749661073088646,12924.000000000000000,0.000951709694290,62831.853071795863798,314159265.358979284763336
169,3,169,168,Nordeste,NA,Tabatinga,-6.049479000000000,-35.108238000000000,NA,NA,NA,NA,NA,10000.000000000000000,169,2403251,Parnamirim,RN,"Sports, recreation and leisure activities",73.000000000000000,257.000000000000000,65690.132019416298135,125176217.949197560548782,202456.000000000000000,0.001123888413706,62831.853071795863798,314159265.358979284763336
170,2,170,169,Nordeste,NA,Xoxoline,-6.005800000000000,-35.105258999999997,NA,NA,NA,NA,NA,10000.000000000000000,170,2403251,Parnamirim,RN,"Sports, recreation and leisure activities",73.000000000000000,257.000000000000000,65690.132019416298135,125176217.949197560548782,202456.000000000000000,0.001685832620559,62831.853071795863798,314159265.358979284763336
171,2,171,170,Nordeste,NA,Pirangi Reef,-5.980259000000000,-35.107796000000000,NA,NA,NA,NA,NA,10000.000000000000000,171,2403251,Parnamirim,RN,"Sports, recreation and leisure activities",73.000000000000000,257.000000000000000,65690.132019416298135,125176217.949197560548782,202456.000000000000000,0.001685832620559,62831.853071795863798,314159265.358979284763336
172,4,172,171,Nordeste,NA,Cotovelo,-5.949906000000000,-35.151975000000000,NA,NA,NA,NA,NA,10000.000000000000000,172,2403251,Parnamirim,RN,"Sports, recreation and leisure activities",73.000000000000000,257.000000000000000,65690.132019416298135,125176217.949197560548782,202456.000000000000000,0.001246965385912,62831.853071795863798,314159265.358979284763336
173,4,173,172,Nordeste,NA,Miami,-5.794834000000000,-35.181663999999998,NA,NA,NA,NA,NA,10000.000000000000000,173,2403251,Parnamirim,RN,"Sports, recreation and leisure activities",73.000000000000000,257.000000000000000,65690.132019416298135,125176217.949197560548782,202456.000000000000000,0.001433681684007,62831.853071795863798,314159265.358979284763336
174,4,174,173,Nordeste,NA,Areia Preta,-5.792249000000000,-35.184387000000001,NA,NA,NA,NA,NA,10000.000000000000000,174,2403251,Parnamirim,RN,"Sports, recreation and leisure activities",73.000000000000000,257.000000000000000,65690.132019416298135,125176217.949197560548782,202456.000000000000000,0.001433681684007,62831.853071795863798,314159265.358979284763336
175,3,175,174,Nordeste,NA,Praia dos Artistas,-5.781239000000000,-35.192050000000002,NA,NA,NA,NA,NA,10000.000000000000000,175,2403608,Extremoz,RN,"Sports, recreation and leisure activities",12.000000000000000,70.000000000000000,61673.803257308638422,141850185.824242979288101,24569.000000000000000,0.001488438370262,62831.853071795863798,314159265.358979284763336
176,4,176,175,Nordeste,NA,Genipabu,-5.694407000000000,-35.201922000000003,NA,NA,NA,NA,NA,10000.000000000000000,176,2402600,Ceará-Mirim,RN,"Sports, recreation and leisure activities",5.000000000000000,21.000000000000000,126497.440711386050680,730864241.129628062248230,68141.000000000000000,0.001193374902643,62831.853071795863798,314159265.358979284763336
177,1,177,176,Nordeste,NA,Touros Area,-5.197434000000000,-35.457929999999998,NA,NA,NA,NA,NA,10000.000000000000000,177,2414407,Touros,RN,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,154948.977050850895466,759438682.075217366218567,31089.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
178,2,178,177,Nordeste,NA,Urca da Concei&ccedil;&atilde;o,-5.069617000000000,-35.800230999999997,NA,NA,NA,NA,NA,10000.000000000000000,178,2409506,Pedra Grande,RN,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,63051.723359043149685,222678072.382682025432587,3521.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
179,3,179,178,Nordeste,NA,Cocoa das Lavadeiras,-5.066515000000000,-35.862005000000003,NA,NA,NA,NA,NA,10000.000000000000000,179,2409506,Pedra Grande,RN,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,63051.723359043149685,222678072.382682025432587,3521.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
180,1,180,179,Nordeste,NA,Baia das Ratas,-3.813000000000000,-32.393000000000001,NA,NA,NA,NA,NA,10000.000000000000000,180,2605459,Fernando de Noronha,PE,"Sports, recreation and leisure activities",11.000000000000000,0.000000000000000,52995.913725357975636,18670763.281643267720938,2630.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
181,1,181,180,Nordeste,NA,Volta da Jurema,-3.724294000000000,-38.496071999999998,NA,NA,NA,NA,NA,10000.000000000000000,181,2304400,Fortaleza,CE,"Sports, recreation and leisure activities",632.000000000000000,5030.000000000000000,113167.554767321198597,313331963.268373012542725,2452185.000000000000000,0.002051231860565,62831.853071795863798,314159265.358979284763336
182,2,182,181,Nordeste,NA,Portao,-3.719326000000000,-38.510655000000000,NA,NA,NA,NA,NA,10000.000000000000000,182,2303709,Caucaia,CE,"Sports, recreation and leisure activities",36.000000000000000,126.000000000000000,172262.484931130922632,1227077195.795379161834717,325441.000000000000000,0.001219199406243,62831.853071795863798,314159265.358979284763336
183,2,183,182,Nordeste,NA,Barra do Ceara,-3.692659000000000,-38.584716000000000,NA,NA,NA,NA,NA,10000.000000000000000,183,2303709,Caucaia,CE,"Sports, recreation and leisure activities",36.000000000000000,126.000000000000000,172262.484931130922632,1227077195.795379161834717,325441.000000000000000,0.001219199406243,62831.853071795863798,314159265.358979284763336
184,2,184,183,Nordeste,NA,Praia do Pecem,-3.546170000000000,-38.806919000000001,NA,NA,NA,NA,NA,10000.000000000000000,184,2303709,Caucaia,CE,"Sports, recreation and leisure activities",36.000000000000000,126.000000000000000,172262.484931130922632,1227077195.795379161834717,325441.000000000000000,0.000193583475960,62831.853071795863798,314159265.358979284763336
185,2,185,184,Nordeste,NA,Tabinha,-3.500935000000000,-38.911282000000000,NA,NA,NA,NA,NA,10000.000000000000000,185,2310209,Paracuru,CE,"Sports, recreation and leisure activities",2.000000000000000,0.000000000000000,88089.084687890950590,305484382.163070201873779,31636.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
186,2,186,185,Nordeste,NA,Pedra do Meio,-3.410858000000000,-39.040807000000001,NA,NA,NA,NA,NA,10000.000000000000000,186,2310209,Paracuru,CE,"Sports, recreation and leisure activities",2.000000000000000,0.000000000000000,88089.084687890950590,305484382.163070201873779,31636.000000000000000,0.000049931759928,62831.853071795863798,314159265.358979284763336
187,2,187,186,Nordeste,NA,Havaizinho,-3.403507000000000,-39.022171000000000,NA,NA,NA,NA,NA,10000.000000000000000,187,2310209,Paracuru,CE,"Sports, recreation and leisure activities",2.000000000000000,0.000000000000000,88089.084687890950590,305484382.163070201873779,31636.000000000000000,0.000049931759928,62831.853071795863798,314159265.358979284763336
188,2,188,187,Nordeste,NA,Curral,-3.403353000000000,-39.025868000000003,NA,NA,NA,NA,NA,10000.000000000000000,188,2310209,Paracuru,CE,"Sports, recreation and leisure activities",2.000000000000000,0.000000000000000,88089.084687890950590,305484382.163070201873779,31636.000000000000000,0.000049931759928,62831.853071795863798,314159265.358979284763336
189,2,189,188,Nordeste,NA,Outside,-3.398539000000000,-39.013306000000000,NA,NA,NA,NA,NA,10000.000000000000000,189,2310209,Paracuru,CE,"Sports, recreation and leisure activities",2.000000000000000,0.000000000000000,88089.084687890950590,305484382.163070201873779,31636.000000000000000,0.000049931759928,62831.853071795863798,314159265.358979284763336
190,1,190,189,Nordeste,NA,Atins,-2.555789000000000,-42.727836000000003,NA,NA,NA,NA,NA,10000.000000000000000,190,2101707,Barreirinhas,MA,"Sports, recreation and leisure activities",5.000000000000000,9.000000000000000,246434.975330356712220,2313202113.029103755950928,54930.000000000000000,0.000163844893501,62831.853071795863798,314159265.358979284763336
191,1,191,190,Nordeste,NA,Ponta d'Areia,-2.497384000000000,-44.311779000000001,NA,NA,NA,NA,NA,10000.000000000000000,191,2111300,São Luís,MA,"Sports, recreation and leisure activities",212.000000000000000,1070.000000000000000,146014.124332727777073,583582643.532891988754272,1014837.000000000000000,0.001054356512425,62831.853071795863798,314159265.358979284763336
192,2,192,191,Nordeste,NA,S&atilde;o Marcos,-2.485445000000000,-44.297899999999998,NA,NA,NA,NA,NA,10000.000000000000000,192,2111201,São José de Ribamar,MA,"Sports, recreation and leisure activities",13.000000000000000,52.000000000000000,126760.001724854897475,180506883.566643714904785,163045.000000000000000,0.000686643434538,62831.853071795863798,314159265.358979284763336
193,4,193,192,Nordeste,NA,Calhau,-2.480673000000000,-44.249679999999998,NA,NA,NA,NA,NA,10000.000000000000000,193,2107506,Paço do Lumiar,MA,"Sports, recreation and leisure activities",11.000000000000000,0.000000000000000,61634.526663709904824,127280533.085188269615173,105121.000000000000000,0.000343321717269,62831.853071795863798,314159265.358979284763336
194,4,194,193,Nordeste,NA,Olho D'Agu,-2.477097000000000,-44.230155000000003,NA,NA,NA,NA,NA,10000.000000000000000,194,2107506,Paço do Lumiar,MA,"Sports, recreation and leisure activities",11.000000000000000,0.000000000000000,61634.526663709904824,127280533.085188269615173,105121.000000000000000,0.000343321717269,62831.853071795863798,314159265.358979284763336
195,4,195,194,Nordeste,NA,Ponta do Farol,-2.456442000000000,-44.173347999999997,NA,NA,NA,NA,NA,10000.000000000000000,195,2107506,Paço do Lumiar,MA,"Sports, recreation and leisure activities",11.000000000000000,0.000000000000000,61634.526663709904824,127280533.085188269615173,105121.000000000000000,0.000343321717269,62831.853071795863798,314159265.358979284763336
196,2,196,195,Sul,Rio Grande Do Sul,Hermenegildo,-33.668354000000001,-53.262405000000001,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,196,4305439,Chuí,RS,"Sports, recreation and leisure activities",2.000000000000000,0.000000000000000,79372.929205494350754,291128891.023273289203644,5917.000000000000000,0.000193610842207,62831.853071795863798,314159265.358979284763336
197,1,197,196,Sul,Rio Grande Do Sul,Navio,-32.290560999999997,-52.258674999999997,3,2,Right and left,Beach-break,All surfers,10000.000000000000000,197,4315602,Rio Grande,RS,"Sports, recreation and leisure activities",76.000000000000000,206.000000000000000,491488.821954794111662,3757875699.276828765869141,197228.000000000000000,0.001044476443507,62831.853071795863798,314159265.358979284763336
198,3,198,197,Sul,Rio Grande Do Sul,Tres Marias,-32.192610999999999,-52.085065999999998,5,2,Right and left,Sand-bar,Pros or kamikaze only...,10000.000000000000000,198,4300002,Lagoa dos Patos,RS, ,0.000000000000000,0.000000000000000,1528000.321357266744599,13857047036.402599334716797,0.000000000000000,0.000522238221754,62831.853071795863798,314159265.358979284763336
199,3,199,198,Sul,Rio Grande Do Sul,Praia do Cassino,-32.178336999999999,-52.142142999999997,3,2,Right and left,Sand-bar,All surfers,10000.000000000000000,199,4300002,Lagoa dos Patos,RS, ,0.000000000000000,0.000000000000000,1528000.321357266744599,13857047036.402599334716797,0.000000000000000,0.000522238221754,62831.853071795863798,314159265.358979284763336
200,3,200,199,Sul,Rio Grande Do Sul,Sao Jose do Norte,-32.008076000000003,-52.018889999999999,3,NA,Right and left,Beach-break,All surfers,10000.000000000000000,200,4300002,Lagoa dos Patos,RS, ,0.000000000000000,0.000000000000000,1528000.321357266744599,13857047036.402599334716797,0.000000000000000,0.000522238221754,62831.853071795863798,314159265.358979284763336
201,1,201,200,Sul,Rio Grande Do Sul,Quintão,-30.410782000000001,-50.292664000000002,3.5,3,Right and left,Sand-bar,Experienced surfers,10000.000000000000000,201,4313656,Palmares do Sul,RS,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,248398.631580877205124,1271221703.249929189682007,10969.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
202,4,202,201,Sul,Rio Grande Do Sul,Nova Tramandaí,-30.045256999999999,-50.150033999999998,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,202,4305454,Cidreira,RS,"Sports, recreation and leisure activities",5.000000000000000,23.000000000000000,103019.974817121983506,324413456.624682009220123,12668.000000000000000,0.001316073375227,62831.853071795863798,314159265.358979284763336
203,4,203,202,Sul,Rio Grande Do Sul,Oasis Sul,-30.039822999999998,-50.147266000000002,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,203,4305454,Cidreira,RS,"Sports, recreation and leisure activities",5.000000000000000,23.000000000000000,103019.974817121983506,324413456.624682009220123,12668.000000000000000,0.001316073375227,62831.853071795863798,314159265.358979284763336
204,4,204,203,Sul,Rio Grande Do Sul,Tramandai - Malvina,-30.005490000000002,-50.129156000000002,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,204,4305454,Cidreira,RS,"Sports, recreation and leisure activities",5.000000000000000,23.000000000000000,103019.974817121983506,324413456.624682009220123,12668.000000000000000,0.001316073375227,62831.853071795863798,314159265.358979284763336
205,3,205,204,Sul,Rio Grande Do Sul,Tramandai,-29.993077000000000,-50.125508000000004,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,205,4310330,Imbé,RS,"Sports, recreation and leisure activities",7.000000000000000,10.000000000000000,42749.975873384151782,52794933.968034110963345,17670.000000000000000,0.001149565047613,62831.853071795863798,314159265.358979284763336
206,4,206,205,Sul,Rio Grande Do Sul,Rainha do Mar,-29.859477999999999,-50.064568999999999,3.5,5,Right and left,Beach-break,All surfers,10000.000000000000000,206,4310330,Imbé,RS,"Sports, recreation and leisure activities",7.000000000000000,10.000000000000000,42749.975873384151782,52794933.968034110963345,17670.000000000000000,0.001313934312239,62831.853071795863798,314159265.358979284763336
207,4,207,206,Sul,Rio Grande Do Sul,Xangri-lá,-29.785982000000001,-50.024636000000001,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,207,4304630,Capão da Canoa,RS,"Sports, recreation and leisure activities",38.000000000000000,309.000000000000000,59863.241038747539278,129967087.603439241647720,42040.000000000000000,0.003009987253437,62831.853071795863798,314159265.358979284763336
208,4,208,207,Sul,Rio Grande Do Sul,Atlântida - Pier,-29.784716000000000,-50.022554000000000,3,3,Right and left,Sand-bar,All surfers,10000.000000000000000,208,4304630,Capão da Canoa,RS,"Sports, recreation and leisure activities",38.000000000000000,309.000000000000000,59863.241038747539278,129967087.603439241647720,42040.000000000000000,0.003009987253437,62831.853071795863798,314159265.358979284763336
209,3,209,208,Sul,Rio Grande Do Sul,Capao da Canoa,-29.758676999999999,-50.010967000000001,3,3,Right and left,Sand-bar,All surfers,10000.000000000000000,209,4304630,Capão da Canoa,RS,"Sports, recreation and leisure activities",38.000000000000000,309.000000000000000,59863.241038747539278,129967087.603439241647720,42040.000000000000000,0.003581431854792,62831.853071795863798,314159265.358979284763336
210,3,210,209,Sul,Rio Grande Do Sul,Capao Novo,-29.686972000000001,-49.972558999999997,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,210,4304630,Capão da Canoa,RS,"Sports, recreation and leisure activities",38.000000000000000,309.000000000000000,59863.241038747539278,129967087.603439241647720,42040.000000000000000,0.002643144363505,62831.853071795863798,314159265.358979284763336
211,4,211,210,Sul,Rio Grande Do Sul,Curumim,-29.625605000000000,-49.935744999999997,3,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,211,4301057,Arroio do Sal,RS,"Sports, recreation and leisure activities",5.000000000000000,0.000000000000000,64791.747628894678201,156920521.264817804098129,7740.000000000000000,0.001959880791394,62831.853071795863798,314159265.358979284763336
212,5,212,211,Sul,Rio Grande Do Sul,Itapeva,-29.372975000000000,-49.784109999999998,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,212,4212254,Passo de Torres,SC,"Sports, recreation and leisure activities",6.000000000000000,8.000000000000000,63372.230533415247919,121391128.995290577411652,6627.000000000000000,0.000841390198656,62831.853071795863798,314159265.358979284763336
213,3,213,212,Sul,Rio Grande Do Sul,Guarita,-29.357804999999999,-49.733997000000002,3,2,Right and left,Beach-break,All surfers,10000.000000000000000,213,4212254,Passo de Torres,SC,"Sports, recreation and leisure activities",6.000000000000000,8.000000000000000,63372.230533415247919,121391128.995290577411652,6627.000000000000000,0.001239190182974,62831.853071795863798,314159265.358979284763336
214,3,214,213,Sul,Rio Grande Do Sul,Cal,-29.349421000000000,-49.729849999999999,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,214,4212254,Passo de Torres,SC,"Sports, recreation and leisure activities",6.000000000000000,8.000000000000000,63372.230533415247919,121391128.995290577411652,6627.000000000000000,0.001239190182974,62831.853071795863798,314159265.358979284763336
215,2,215,214,Sul,Rio Grande Do Sul,Ilha dos Lobos,-29.346876999999999,-49.704411999999998,5,2,Left,Reef-rocky,Pros or kamikaze only...,10000.000000000000000,215,4212254,Passo de Torres,SC,"Sports, recreation and leisure activities",6.000000000000000,8.000000000000000,63372.230533415247919,121391128.995290577411652,6627.000000000000000,0.001858785274461,62831.853071795863798,314159265.358979284763336
216,2,216,215,Sul,Rio Grande Do Sul,Prainha,-29.342434999999998,-49.724497000000000,3.5,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,216,4212254,Passo de Torres,SC,"Sports, recreation and leisure activities",6.000000000000000,8.000000000000000,63372.230533415247919,121391128.995290577411652,6627.000000000000000,0.001858785274461,62831.853071795863798,314159265.358979284763336
217,2,217,216,Sul,Rio Grande Do Sul,Saraiva,-29.340395999999998,-49.723241000000002,3.5,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,217,4212254,Passo de Torres,SC,"Sports, recreation and leisure activities",6.000000000000000,8.000000000000000,63372.230533415247919,121391128.995290577411652,6627.000000000000000,0.001858785274461,62831.853071795863798,314159265.358979284763336
218,3,218,217,Sul,Rio Grande Do Sul,Molhes,-29.327311000000002,-49.712007999999997,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,218,4212254,Passo de Torres,SC,"Sports, recreation and leisure activities",6.000000000000000,8.000000000000000,63372.230533415247919,121391128.995290577411652,6627.000000000000000,0.001239190182974,62831.853071795863798,314159265.358979284763336
219,3,219,218,Sul,Rio Grande Do Sul,Passo de Torres,-29.324159000000002,-49.712415999999997,3.5,2,Right and left,Rivermouth,Experienced surfers,10000.000000000000000,219,4212254,Passo de Torres,SC,"Sports, recreation and leisure activities",6.000000000000000,8.000000000000000,63372.230533415247919,121391128.995290577411652,6627.000000000000000,0.001239190182974,62831.853071795863798,314159265.358979284763336
220,3,220,219,Sul,Santa Catarina South,Gaivota,-29.164828000000000,-49.582157000000002,3,2,Right and left,Beach-break,Experienced surfers,10000.000000000000000,220,4202073,Balneário Gaivota,SC,"Sports, recreation and leisure activities",4.000000000000000,5.000000000000000,69167.521725159109337,191984046.987511366605759,8234.000000000000000,0.000578168969472,62831.853071795863798,314159265.358979284763336
221,3,221,220,Sul,Santa Catarina South,Arroio do Silva,-28.943866000000000,-49.385604999999998,3.5,2,Right and left,Beach-break,Experienced surfers,10000.000000000000000,221,4201406,Araranguá,SC,"Sports, recreation and leisure activities",26.000000000000000,0.000000000000000,120646.034336722921580,393022276.997496306896210,61310.000000000000000,0.000382502260241,62831.853071795863798,314159265.358979284763336
222,4,222,221,Sul,Santa Catarina South,Morro dos Conventos,-28.937256000000001,-49.329642999999997,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,222,4201406,Araranguá,SC,"Sports, recreation and leisure activities",26.000000000000000,0.000000000000000,120646.034336722921580,393022276.997496306896210,61310.000000000000000,0.000733779038013,62831.853071795863798,314159265.358979284763336
223,3,223,222,Sul,Santa Catarina South,Rincão,-28.833846999999999,-49.216003000000001,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,223,4207007,Içara,SC,"Sports, recreation and leisure activities",34.000000000000000,62.000000000000000,86167.860902328524389,298920792.630317211151123,58833.000000000000000,0.001047447266138,62831.853071795863798,314159265.358979284763336
224,3,224,223,Sul,Santa Catarina South,Jaguaruna,-28.635157000000000,-48.948211999999998,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,224,4208807,Jaguaruna,SC,"Sports, recreation and leisure activities",6.000000000000000,18.000000000000000,131659.269345947948750,422680551.955484628677368,17290.000000000000000,0.001265757794298,62831.853071795863798,314159265.358979284763336
225,3,225,224,Sul,Santa Catarina South,Camacho,-28.615946000000001,-48.859506000000003,3,2,NA,Beach-break,All surfers,10000.000000000000000,225,4208807,Jaguaruna,SC,"Sports, recreation and leisure activities",6.000000000000000,18.000000000000000,131659.269345947948750,422680551.955484628677368,17290.000000000000000,0.001265757794298,62831.853071795863798,314159265.358979284763336
226,2,226,225,Sul,Santa Catarina South,Cigana,-28.613534999999999,-48.845387000000002,3,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,226,4208807,Jaguaruna,SC,"Sports, recreation and leisure activities",6.000000000000000,18.000000000000000,131659.269345947948750,422680551.955484628677368,17290.000000000000000,0.000520532099479,62831.853071795863798,314159265.358979284763336
227,2,227,226,Sul,Santa Catarina South,Cardozo,-28.607516000000000,-48.822994999999999,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,227,4208807,Jaguaruna,SC,"Sports, recreation and leisure activities",6.000000000000000,18.000000000000000,131659.269345947948750,422680551.955484628677368,17290.000000000000000,0.000520532099479,62831.853071795863798,314159265.358979284763336
228,2,228,227,Sul,Santa Catarina South,Cemiterio,-28.604341999999999,-48.811998000000003,5,1,Right,Point-break,Pros or kamikaze only...,10000.000000000000000,228,4208807,Jaguaruna,SC,"Sports, recreation and leisure activities",6.000000000000000,18.000000000000000,131659.269345947948750,422680551.955484628677368,17290.000000000000000,0.000520532099479,62831.853071795863798,314159265.358979284763336
