OBJECTID,Join_Count,TARGET_FID,Name,Lat,Lon,Zone,Surf_Spot,Surfline_n,Quality__0,Frequency_,Direction,Type,Experience,Latitude,Longitude,BUFF_DIST,ORIG_FID,CD_MUN,NM_MUN,SIGLA,CNAE,Units,People,Shape_Leng,Shape_Area,F2010,SLR_employ,F2010_1,F2010_12,Shape_Le_1,Shape_Ar_1
122,2,122,Costa do Sauipe,-12.022171000000000,-37.645508000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,121,2908606,Conde,BA,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,196040.866086339286994,970494723.223256230354309,23620.000000000000000,0.000091457837937,23620.000000000000000,23620.000000000000000,62831.853071795863798,314159265.358979284763336
123,1,123,Marlin,-11.939802999999999,-37.602476000000003, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,122,2908606,Conde,BA,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,196040.866086339286994,970494723.223256230354309,23620.000000000000000,0.000000000000000,23620.000000000000000,23620.000000000000000,62831.853071795863798,314159265.358979284763336
124,2,124,Conde,-11.848141000000000,-37.558169999999997, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,123,2908606,Conde,BA,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,196040.866086339286994,970494723.223256230354309,23620.000000000000000,0.000000000000000,23620.000000000000000,23620.000000000000000,62831.853071795863798,314159265.358979284763336
125,4,125,Mangue Seco,-11.483613999999999,-37.364454000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,124,2802106,Estância,SE,"Sports, recreation and leisure activities",10.000000000000000,0.000000000000000,157021.785047923156526,671971348.147604703903198,64409.000000000000000,0.000000000000000,64409.000000000000000,64409.000000000000000,62831.853071795863798,314159265.358979284763336
126,3,126,Mosqueiro,-11.138116000000000,-37.145493000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,125,2800308,Aracaju,SE,"Sports, recreation and leisure activities",212.000000000000000,1083.000000000000000,88055.549779936845880,188764170.430754661560059,571149.000000000000000,0.000632059234981,571149.000000000000000,571149.000000000000000,62831.853071795863798,314159265.358979284763336
127,3,127,Aruana,-11.067069000000000,-37.101289000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,126,2800308,Aracaju,SE,"Sports, recreation and leisure activities",212.000000000000000,1083.000000000000000,88055.549779936845880,188764170.430754661560059,571149.000000000000000,0.000632059234981,571149.000000000000000,571149.000000000000000,62831.853071795863798,314159265.358979284763336
128,2,128,Hawaiizinho,-11.043927999999999,-37.082977999999997, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,127,2800308,Aracaju,SE,"Sports, recreation and leisure activities",212.000000000000000,1083.000000000000000,88055.549779936845880,188764170.430754661560059,571149.000000000000000,0.000948088852471,571149.000000000000000,571149.000000000000000,62831.853071795863798,314159265.358979284763336
129,3,129,Praia do Meio,-10.999541000000001,-37.050151000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,128,2800308,Aracaju,SE,"Sports, recreation and leisure activities",212.000000000000000,1083.000000000000000,88055.549779936845880,188764170.430754661560059,571149.000000000000000,0.000845597565111,571149.000000000000000,571149.000000000000000,62831.853071795863798,314159265.358979284763336
130,5,130,Pirambu,-10.746346000000001,-36.855099000000003, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,129,2800605,Barra dos Coqueiros,SE,"Sports, recreation and leisure activities",5.000000000000000,16.000000000000000,77581.673438928817632,95520207.604005202651024,24976.000000000000000,0.000128122998078,24976.000000000000000,24976.000000000000000,62831.853071795863798,314159265.358979284763336
131,2,131,Ponta do Mangue,-10.639483000000000,-36.678539000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,130,2804904,Pacatuba,SE,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,103454.640989495703252,394016248.583871245384216,13137.000000000000000,0.000000000000000,13137.000000000000000,13137.000000000000000,62831.853071795863798,314159265.358979284763336
132,2,132,Pontal de Peba,-10.367584000000001,-36.303941000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,131,2702702,Feliz Deserto,AL,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,48497.072767830053635,113526028.160550042986870,4345.000000000000000,0.000000000000000,4345.000000000000000,4345.000000000000000,62831.853071795863798,314159265.358979284763336
133,1,133,Mihai,-10.196728000000000,-36.181641999999997, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,132,2702306,Coruripe,AL,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,152430.715383011614904,924887881.858755707740784,52130.000000000000000,0.000000000000000,52130.000000000000000,52130.000000000000000,62831.853071795863798,314159265.358979284763336
134,1,134,Pontal do Coruripe,-10.160774999999999,-36.150663999999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,133,2702306,Coruripe,AL,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,152430.715383011614904,924887881.858755707740784,52130.000000000000000,0.000000000000000,52130.000000000000000,52130.000000000000000,62831.853071795863798,314159265.358979284763336
135,2,135,Forjos,-10.107661999999999,-36.097672000000003, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,134,2702306,Coruripe,AL,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,152430.715383011614904,924887881.858755707740784,52130.000000000000000,0.000000000000000,52130.000000000000000,52130.000000000000000,62831.853071795863798,314159265.358979284763336
136,2,136,Poxim,-10.063563000000000,-36.040908999999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,135,2702306,Coruripe,AL,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,152430.715383011614904,924887881.858755707740784,52130.000000000000000,0.000000000000000,52130.000000000000000,52130.000000000000000,62831.853071795863798,314159265.358979284763336
137,3,137,Jacarecica,-9.916383000000000,-35.945963999999996, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,136,2700607,Barra de São Miguel,AL,"Sports, recreation and leisure activities",6.000000000000000,0.000000000000000,53443.656837486960285,76361006.650805667042732,7574.000000000000000,0.000000000000000,7574.000000000000000,7574.000000000000000,62831.853071795863798,314159265.358979284763336
138,3,138,Praia do Meio,-9.824446999999999,-35.877803000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,137,2700607,Barra de São Miguel,AL,"Sports, recreation and leisure activities",6.000000000000000,0.000000000000000,53443.656837486960285,76361006.650805667042732,7574.000000000000000,0.000261000065250,7574.000000000000000,7574.000000000000000,62831.853071795863798,314159265.358979284763336
139,4,139,Praia do Pontal,-9.682589999999999,-35.758536999999997, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,138,2702207,Coqueiro Seco,AL,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,36835.205293825041736,40694353.155637159943581,5526.000000000000000,0.000490309779969,5526.000000000000000,5526.000000000000000,62831.853071795863798,314159265.358979284763336
140,3,140,Salgema,-9.679629000000000,-35.718974000000003, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,139,2702207,Coqueiro Seco,AL,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,36835.205293825041736,40694353.155637159943581,5526.000000000000000,0.000653746373292,5526.000000000000000,5526.000000000000000,62831.853071795863798,314159265.358979284763336
141,3,141,Pier do Emissario,-9.673301000000000,-35.715234000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,140,2702207,Coqueiro Seco,AL,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,36835.205293825041736,40694353.155637159943581,5526.000000000000000,0.000653746373292,5526.000000000000000,5526.000000000000000,62831.853071795863798,314159265.358979284763336
142,3,142,Praia do Sobral,-9.666869000000000,-35.710735000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,141,2702207,Coqueiro Seco,AL,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,36835.205293825041736,40694353.155637159943581,5526.000000000000000,0.000653746373292,5526.000000000000000,5526.000000000000000,62831.853071795863798,314159265.358979284763336
143,2,143,"Pico da Barra, Brazil",-9.665630000000000,-35.697186000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,142,2702207,Coqueiro Seco,AL,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,36835.205293825041736,40694353.155637159943581,5526.000000000000000,0.000589119462063,5526.000000000000000,5526.000000000000000,62831.853071795863798,314159265.358979284763336
144,1,144,Pedra Virada,-9.585521999999999,-35.660038000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,143,2704302,Maceió,AL,"Sports, recreation and leisure activities",200.000000000000000,1099.000000000000000,119782.485250709156389,522924682.084742724895477,932748.000000000000000,0.001178238924125,932748.000000000000000,932748.000000000000000,62831.853071795863798,314159265.358979284763336
145,2,145,Praia de Jatiuca,-9.531449000000000,-35.590927999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,144,2704302,Maceió,AL,"Sports, recreation and leisure activities",200.000000000000000,1099.000000000000000,119782.485250709156389,522924682.084742724895477,932748.000000000000000,0.000589119462063,932748.000000000000000,932748.000000000000000,62831.853071795863798,314159265.358979284763336
146,3,146,Garca Torta,-9.487114000000000,-35.557476999999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,145,2700508,Barra de Santo Antônio,AL,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,77774.844307329069125,134764461.401209592819214,14230.000000000000000,0.000392746308042,14230.000000000000000,14230.000000000000000,62831.853071795863798,314159265.358979284763336
147,5,147,Mirante da Sirena,-9.430906000000000,-35.503683000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,146,2700508,Barra de Santo Antônio,AL,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,77774.844307329069125,134764461.401209592819214,14230.000000000000000,0.000235647784825,14230.000000000000000,14230.000000000000000,62831.853071795863798,314159265.358979284763336
148,3,148,Japaratinga,-9.261582000000001,-35.353366000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,147,2706505,Passo de Camaragibe,AL,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,87789.158344542665873,257608089.290475070476532,14763.000000000000000,0.000000000000000,14763.000000000000000,14763.000000000000000,62831.853071795863798,314159265.358979284763336
149,2,149,Impossivel,-8.615505000000001,-35.020375000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,148,2607208,Ipojuca,PE,"Sports, recreation and leisure activities",15.000000000000000,51.000000000000000,125593.788612841060967,532560225.632682740688324,80637.000000000000000,0.000403089258982,80637.000000000000000,80637.000000000000000,62831.853071795863798,314159265.358979284763336
150,2,150,Serrambi,-8.576358000000001,-35.028714999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,149,2607208,Ipojuca,PE,"Sports, recreation and leisure activities",15.000000000000000,51.000000000000000,125593.788612841060967,532560225.632682740688324,80637.000000000000000,0.000403089258982,80637.000000000000000,80637.000000000000000,62831.853071795863798,314159265.358979284763336
151,2,151,Porto de Galinhas,-8.488678000000000,-34.999501000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,150,2607208,Ipojuca,PE,"Sports, recreation and leisure activities",15.000000000000000,51.000000000000000,125593.788612841060967,532560225.632682740688324,80637.000000000000000,0.000403089258982,80637.000000000000000,80637.000000000000000,62831.853071795863798,314159265.358979284763336
152,1,152,Cupe,-8.479708000000000,-34.996577000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,151,2607208,Ipojuca,PE,"Sports, recreation and leisure activities",15.000000000000000,51.000000000000000,125593.788612841060967,532560225.632682740688324,80637.000000000000000,0.000632464005357,80637.000000000000000,80637.000000000000000,62831.853071795863798,314159265.358979284763336
153,2,153,Gaibu,-8.341567000000000,-34.948825999999997, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,152,2602902,Cabo de Santo Agostinho,PE,"Sports, recreation and leisure activities",11.000000000000000,37.000000000000000,141250.833539131097496,454136669.403226137161255,185025.000000000000000,0.000416218490991,185025.000000000000000,185025.000000000000000,62831.853071795863798,314159265.358979284763336
154,4,154,Bessa,-7.091138000000000,-34.832765000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,153,2501807,Bayeux,PB,"Sports, recreation and leisure activities",9.000000000000000,30.000000000000000,35051.367177720734617,28101307.225109390914440,99716.000000000000000,0.000556889867674,99716.000000000000000,99716.000000000000000,62831.853071795863798,314159265.358979284763336
155,2,155,Saji,-6.466880000000000,-34.970449000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,154,2401404,Baía Formosa,RN,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,79494.148925711779157,250307574.272380918264389,8573.000000000000000,0.000000000000000,8573.000000000000000,8573.000000000000000,62831.853071795863798,314159265.358979284763336
156,2,156,Farol,-6.408908000000000,-34.979016999999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,155,2401404,Baía Formosa,RN,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,79494.148925711779157,250307574.272380918264389,8573.000000000000000,0.000000000000000,8573.000000000000000,8573.000000000000000,62831.853071795863798,314159265.358979284763336
157,2,157,Xilauzinho,-6.395101000000000,-34.983204999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,156,2401404,Baía Formosa,RN,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,79494.148925711779157,250307574.272380918264389,8573.000000000000000,0.000113209988356,8573.000000000000000,8573.000000000000000,62831.853071795863798,314159265.358979284763336
158,3,158,Mar Aberto,-6.379758000000000,-34.989437000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,157,2401404,Baía Formosa,RN,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,79494.148925711779157,250307574.272380918264389,8573.000000000000000,0.000075473325570,8573.000000000000000,8573.000000000000000,62831.853071795863798,314159265.358979284763336
159,3,159,Pontal,-6.368680000000000,-34.993423999999997, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,158,2401404,Baía Formosa,RN,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,79494.148925711779157,250307574.272380918264389,8573.000000000000000,0.000075473325570,8573.000000000000000,8573.000000000000000,62831.853071795863798,314159265.358979284763336
160,4,160,Mar da Frente,-6.365217000000000,-35.006211999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,159,2401404,Baía Formosa,RN,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,79494.148925711779157,250307574.272380918264389,8573.000000000000000,0.000825160110559,8573.000000000000000,8573.000000000000000,62831.853071795863798,314159265.358979284763336
161,4,161,Lajinha,-6.278960000000000,-35.033028000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,160,2401404,Baía Formosa,RN,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,79494.148925711779157,250307574.272380918264389,8573.000000000000000,0.000825160110559,8573.000000000000000,8573.000000000000000,62831.853071795863798,314159265.358979284763336
162,5,162,Afogados,-6.244350000000000,-35.036464000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,161,2401404,Baía Formosa,RN,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,79494.148925711779157,250307574.272380918264389,8573.000000000000000,0.000660128088447,8573.000000000000000,8573.000000000000000,62831.853071795863798,314159265.358979284763336
163,5,163,Sororoca,-6.238074000000000,-35.035608000000003, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,162,2401404,Baía Formosa,RN,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,79494.148925711779157,250307574.272380918264389,8573.000000000000000,0.000660128088447,8573.000000000000000,8573.000000000000000,62831.853071795863798,314159265.358979284763336
164,6,164,Abacateiro,-6.233891000000000,-35.036746999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,163,2401206,Arês,RN,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,54325.074377766373800,116614536.749661073088646,12924.000000000000000,0.000550106740373,12924.000000000000000,12924.000000000000000,62831.853071795863798,314159265.358979284763336
165,6,165,Tibau do Sul,-6.180279000000000,-35.089708999999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,164,2401206,Arês,RN,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,54325.074377766373800,116614536.749661073088646,12924.000000000000000,0.000951709694290,12924.000000000000000,12924.000000000000000,62831.853071795863798,314159265.358979284763336
166,3,166,Tabatinga,-6.049479000000000,-35.108238000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,165,2403251,Parnamirim,RN,"Sports, recreation and leisure activities",73.000000000000000,257.000000000000000,65690.132019416298135,125176217.949197560548782,202456.000000000000000,0.001123888413706,202456.000000000000000,202456.000000000000000,62831.853071795863798,314159265.358979284763336
167,2,167,Xoxoline,-6.005800000000000,-35.105258999999997, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,166,2403251,Parnamirim,RN,"Sports, recreation and leisure activities",73.000000000000000,257.000000000000000,65690.132019416298135,125176217.949197560548782,202456.000000000000000,0.001685832620559,202456.000000000000000,202456.000000000000000,62831.853071795863798,314159265.358979284763336
168,2,168,Pirangi Reef,-5.980259000000000,-35.107796000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,167,2403251,Parnamirim,RN,"Sports, recreation and leisure activities",73.000000000000000,257.000000000000000,65690.132019416298135,125176217.949197560548782,202456.000000000000000,0.001685832620559,202456.000000000000000,202456.000000000000000,62831.853071795863798,314159265.358979284763336
169,4,169,Cotovelo,-5.949906000000000,-35.151975000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,168,2403251,Parnamirim,RN,"Sports, recreation and leisure activities",73.000000000000000,257.000000000000000,65690.132019416298135,125176217.949197560548782,202456.000000000000000,0.001246965385912,202456.000000000000000,202456.000000000000000,62831.853071795863798,314159265.358979284763336
170,4,170,Miami,-5.794834000000000,-35.181663999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,169,2403251,Parnamirim,RN,"Sports, recreation and leisure activities",73.000000000000000,257.000000000000000,65690.132019416298135,125176217.949197560548782,202456.000000000000000,0.001433681684007,202456.000000000000000,202456.000000000000000,62831.853071795863798,314159265.358979284763336
171,4,171,Areia Preta,-5.792249000000000,-35.184387000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,170,2403251,Parnamirim,RN,"Sports, recreation and leisure activities",73.000000000000000,257.000000000000000,65690.132019416298135,125176217.949197560548782,202456.000000000000000,0.001433681684007,202456.000000000000000,202456.000000000000000,62831.853071795863798,314159265.358979284763336
172,3,172,Praia dos Artistas,-5.781239000000000,-35.192050000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,171,2403608,Extremoz,RN,"Sports, recreation and leisure activities",12.000000000000000,70.000000000000000,61673.803257308638422,141850185.824242979288101,24569.000000000000000,0.001488438370262,24569.000000000000000,24569.000000000000000,62831.853071795863798,314159265.358979284763336
173,4,173,Genipabu,-5.694407000000000,-35.201922000000003, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,172,2402600,Ceará-Mirim,RN,"Sports, recreation and leisure activities",5.000000000000000,21.000000000000000,126497.440711386050680,730864241.129628062248230,68141.000000000000000,0.001193374902643,68141.000000000000000,68141.000000000000000,62831.853071795863798,314159265.358979284763336
174,1,174,Touros Area,-5.197434000000000,-35.457929999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,173,2414407,Touros,RN,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,154948.977050850895466,759438682.075217366218567,31089.000000000000000,0.000000000000000,31089.000000000000000,31089.000000000000000,62831.853071795863798,314159265.358979284763336
175,2,175,Urca da Concei&ccedil;&atilde;o,-5.069617000000000,-35.800230999999997, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,174,2409506,Pedra Grande,RN,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,63051.723359043149685,222678072.382682025432587,3521.000000000000000,0.000000000000000,3521.000000000000000,3521.000000000000000,62831.853071795863798,314159265.358979284763336
176,3,176,Cocoa das Lavadeiras,-5.066515000000000,-35.862005000000003, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,175,2409506,Pedra Grande,RN,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,63051.723359043149685,222678072.382682025432587,3521.000000000000000,0.000000000000000,3521.000000000000000,3521.000000000000000,62831.853071795863798,314159265.358979284763336
177,1,177,Baia das Ratas,-3.813000000000000,-32.393000000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,176,2605459,Fernando de Noronha,PE,"Sports, recreation and leisure activities",11.000000000000000,0.000000000000000,52995.913725357975636,18670763.281643267720938,2630.000000000000000,0.000000000000000,2630.000000000000000,2630.000000000000000,62831.853071795863798,314159265.358979284763336
178,1,178,Volta da Jurema,-3.724294000000000,-38.496071999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,177,2304400,Fortaleza,CE,"Sports, recreation and leisure activities",632.000000000000000,5030.000000000000000,113167.554767321198597,313331963.268373012542725,2452185.000000000000000,0.002051231860565,2452185.000000000000000,2452185.000000000000000,62831.853071795863798,314159265.358979284763336
179,2,179,Portao,-3.719326000000000,-38.510655000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,178,2303709,Caucaia,CE,"Sports, recreation and leisure activities",36.000000000000000,126.000000000000000,172262.484931130922632,1227077195.795379161834717,325441.000000000000000,0.001219199406243,325441.000000000000000,325441.000000000000000,62831.853071795863798,314159265.358979284763336
180,2,180,Barra do Ceara,-3.692659000000000,-38.584716000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,179,2303709,Caucaia,CE,"Sports, recreation and leisure activities",36.000000000000000,126.000000000000000,172262.484931130922632,1227077195.795379161834717,325441.000000000000000,0.001219199406243,325441.000000000000000,325441.000000000000000,62831.853071795863798,314159265.358979284763336
181,2,181,Praia do Pecem,-3.546170000000000,-38.806919000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,180,2303709,Caucaia,CE,"Sports, recreation and leisure activities",36.000000000000000,126.000000000000000,172262.484931130922632,1227077195.795379161834717,325441.000000000000000,0.000193583475960,325441.000000000000000,325441.000000000000000,62831.853071795863798,314159265.358979284763336
182,2,182,Tabinha,-3.500935000000000,-38.911282000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,181,2310209,Paracuru,CE,"Sports, recreation and leisure activities",2.000000000000000,0.000000000000000,88089.084687890950590,305484382.163070201873779,31636.000000000000000,0.000000000000000,31636.000000000000000,31636.000000000000000,62831.853071795863798,314159265.358979284763336
183,2,183,Pedra do Meio,-3.410858000000000,-39.040807000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,182,2310209,Paracuru,CE,"Sports, recreation and leisure activities",2.000000000000000,0.000000000000000,88089.084687890950590,305484382.163070201873779,31636.000000000000000,0.000049931759928,31636.000000000000000,31636.000000000000000,62831.853071795863798,314159265.358979284763336
184,2,184,Havaizinho,-3.403507000000000,-39.022171000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,183,2310209,Paracuru,CE,"Sports, recreation and leisure activities",2.000000000000000,0.000000000000000,88089.084687890950590,305484382.163070201873779,31636.000000000000000,0.000049931759928,31636.000000000000000,31636.000000000000000,62831.853071795863798,314159265.358979284763336
185,2,185,Curral,-3.403353000000000,-39.025868000000003, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,184,2310209,Paracuru,CE,"Sports, recreation and leisure activities",2.000000000000000,0.000000000000000,88089.084687890950590,305484382.163070201873779,31636.000000000000000,0.000049931759928,31636.000000000000000,31636.000000000000000,62831.853071795863798,314159265.358979284763336
186,2,186,Outside,-3.398539000000000,-39.013306000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,185,2310209,Paracuru,CE,"Sports, recreation and leisure activities",2.000000000000000,0.000000000000000,88089.084687890950590,305484382.163070201873779,31636.000000000000000,0.000049931759928,31636.000000000000000,31636.000000000000000,62831.853071795863798,314159265.358979284763336
187,1,187,Atins,-2.555789000000000,-42.727836000000003, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,186,2101707,Barreirinhas,MA,"Sports, recreation and leisure activities",5.000000000000000,9.000000000000000,246434.975330356712220,2313202113.029103755950928,54930.000000000000000,0.000163844893501,54930.000000000000000,54930.000000000000000,62831.853071795863798,314159265.358979284763336
188,1,188,Ponta d'Areia,-2.497384000000000,-44.311779000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,187,2111300,São Luís,MA,"Sports, recreation and leisure activities",212.000000000000000,1070.000000000000000,146014.124332727777073,583582643.532891988754272,1014837.000000000000000,0.001054356512425,1014837.000000000000000,1014837.000000000000000,62831.853071795863798,314159265.358979284763336
189,2,189,S&atilde;o Marcos,-2.485445000000000,-44.297899999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,188,2111201,São José de Ribamar,MA,"Sports, recreation and leisure activities",13.000000000000000,52.000000000000000,126760.001724854897475,180506883.566643714904785,163045.000000000000000,0.000686643434538,163045.000000000000000,163045.000000000000000,62831.853071795863798,314159265.358979284763336
190,4,190,Calhau,-2.480673000000000,-44.249679999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,189,2107506,Paço do Lumiar,MA,"Sports, recreation and leisure activities",11.000000000000000,0.000000000000000,61634.526663709904824,127280533.085188269615173,105121.000000000000000,0.000343321717269,105121.000000000000000,105121.000000000000000,62831.853071795863798,314159265.358979284763336
191,4,191,Olho D'Agu,-2.477097000000000,-44.230155000000003, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,190,2107506,Paço do Lumiar,MA,"Sports, recreation and leisure activities",11.000000000000000,0.000000000000000,61634.526663709904824,127280533.085188269615173,105121.000000000000000,0.000343321717269,105121.000000000000000,105121.000000000000000,62831.853071795863798,314159265.358979284763336
