OBJECTID,Join_Count,TARGET_FID,Name,Lat,Lon,Zone,Surf_Spot,Surfline_n,Quality__0,Frequency_,Direction,Type,Experience,Latitude,Longitude,BUFF_DIST,ORIG_FID,CD_MUN,NM_MUN,SIGLA,CNAE,Units,People,Shape_Leng,Shape_Area,F2010,SLR_employ,F2010_1,F2010_12,Shape_Le_1,Shape_Ar_1
26,3,26,Praia Preta,-23.874700000000001,-46.138959000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,25,3506359,Bertioga,SP,"Sports, recreation and leisure activities",28.000000000000000,0.000000000000000,168097.334876858862117,585455279.529849529266357,47645.000000000000000,0.002129290253472,47645.000000000000000,47645.000000000000000,62831.853071795863798,314159265.358979284763336
27,3,27,Praia da Bertioga,-23.846986000000001,-46.126967999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,26,3506359,Bertioga,SP,"Sports, recreation and leisure activities",28.000000000000000,0.000000000000000,168097.334876858862117,585455279.529849529266357,47645.000000000000000,0.002129290253472,47645.000000000000000,47645.000000000000000,62831.853071795863798,314159265.358979284763336
28,2,28,Maresias,-23.793693260000001,-45.559764340000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,27,3510500,Caraguatatuba,SP,"Sports, recreation and leisure activities",66.000000000000000,267.000000000000000,206557.241009634482907,576540332.665464520454407,100840.000000000000000,0.003007631542979,100840.000000000000000,100840.000000000000000,62831.853071795863798,314159265.358979284763336
29,2,29,Canto de Moreira,-23.793056000000000,-45.587394000000003, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,28,3510500,Caraguatatuba,SP,"Sports, recreation and leisure activities",66.000000000000000,267.000000000000000,206557.241009634482907,576540332.665464520454407,100840.000000000000000,0.003007631542979,100840.000000000000000,100840.000000000000000,62831.853071795863798,314159265.358979284763336
30,1,30,Itaguere,-23.786995000000001,-45.971372000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,29,3506359,Bertioga,SP,"Sports, recreation and leisure activities",28.000000000000000,0.000000000000000,168097.334876858862117,585455279.529849529266357,47645.000000000000000,0.000000000000000,47645.000000000000000,47645.000000000000000,62831.853071795863798,314159265.358979284763336
31,2,31,Boicucanga,-23.784431000000001,-45.631354999999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,30,3510500,Caraguatatuba,SP,"Sports, recreation and leisure activities",66.000000000000000,267.000000000000000,206557.241009634482907,576540332.665464520454407,100840.000000000000000,0.003007631542979,100840.000000000000000,100840.000000000000000,62831.853071795863798,314159265.358979284763336
32,2,32,Praia de Baleia,-23.775839000000001,-45.683985999999997, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,31,3510500,Caraguatatuba,SP,"Sports, recreation and leisure activities",66.000000000000000,267.000000000000000,206557.241009634482907,576540332.665464520454407,100840.000000000000000,0.003007631542979,100840.000000000000000,100840.000000000000000,62831.853071795863798,314159265.358979284763336
33,2,33,Barra do Sahy,-23.774384999999999,-45.697569999999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,32,3510500,Caraguatatuba,SP,"Sports, recreation and leisure activities",66.000000000000000,267.000000000000000,206557.241009634482907,576540332.665464520454407,100840.000000000000000,0.003007631542979,100840.000000000000000,100840.000000000000000,62831.853071795863798,314159265.358979284763336
34,2,34,Praia Preta,-23.773009999999999,-45.715814999999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,33,3510500,Caraguatatuba,SP,"Sports, recreation and leisure activities",66.000000000000000,267.000000000000000,206557.241009634482907,576540332.665464520454407,100840.000000000000000,0.003007631542979,100840.000000000000000,100840.000000000000000,62831.853071795863798,314159265.358979284763336
35,2,35,Bananas Point,-23.771605000000001,-45.706209999999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,34,3510500,Caraguatatuba,SP,"Sports, recreation and leisure activities",66.000000000000000,267.000000000000000,206557.241009634482907,576540332.665464520454407,100840.000000000000000,0.003007631542979,100840.000000000000000,100840.000000000000000,62831.853071795863798,314159265.358979284763336
36,3,36,Praia do Juquei,-23.768115000000002,-45.745452999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,35,3506359,Bertioga,SP,"Sports, recreation and leisure activities",28.000000000000000,0.000000000000000,168097.334876858862117,585455279.529849529266357,47645.000000000000000,0.002005087695320,47645.000000000000000,47645.000000000000000,62831.853071795863798,314159265.358979284763336
37,3,37,Praia da Boracéia,-23.758372999999999,-45.828777000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,36,3506359,Bertioga,SP,"Sports, recreation and leisure activities",28.000000000000000,0.000000000000000,168097.334876858862117,585455279.529849529266357,47645.000000000000000,0.001207780174962,47645.000000000000000,47645.000000000000000,62831.853071795863798,314159265.358979284763336
38,2,38,Praia Dura,-23.496058000000001,-45.171014000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,37,3532306,Natividade da Serra,SP,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,214867.175817767885746,987417000.919643282890320,6678.000000000000000,0.002265199680207,6678.000000000000000,6678.000000000000000,62831.853071795863798,314159265.358979284763336
39,2,39,Pereque-Acu,-23.424565000000001,-45.062697000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,38,3550001,São Luiz do Paraitinga,SP,"Sports, recreation and leisure activities",4.000000000000000,4.000000000000000,194237.188704489584779,729509786.847630500793457,10397.000000000000000,0.002457562861894,10397.000000000000000,10397.000000000000000,62831.853071795863798,314159265.358979284763336
40,2,40,Itamambuca,-23.406683000000001,-45.008741000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,39,3550001,São Luiz do Paraitinga,SP,"Sports, recreation and leisure activities",4.000000000000000,4.000000000000000,194237.188704489584779,729509786.847630500793457,10397.000000000000000,0.002457562861894,10397.000000000000000,10397.000000000000000,62831.853071795863798,314159265.358979284763336
41,2,41,Praia da Fazenda,-23.361352000000000,-44.859766000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,40,3303807,Paraty,RJ,"Sports, recreation and leisure activities",20.000000000000000,195.000000000000000,473178.113170493510552,1090796513.946255683898926,37533.000000000000000,0.004862913691877,37533.000000000000000,37533.000000000000000,62831.853071795863798,314159265.358979284763336
42,1,42,Aventureiro,-23.184405999999999,-44.315804000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,41,3300100,Angra dos Reis,RJ,"Sports, recreation and leisure activities",52.000000000000000,567.000000000000000,632624.495105463312939,957653131.037363290786743,169511.000000000000000,0.003344915669190,169511.000000000000000,169511.000000000000000,62831.853071795863798,314159265.358979284763336
43,1,43,Praia do Leste,-23.179746000000002,-44.274093999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,42,3300100,Angra dos Reis,RJ,"Sports, recreation and leisure activities",52.000000000000000,567.000000000000000,632624.495105463312939,957653131.037363290786743,169511.000000000000000,0.003344915669190,169511.000000000000000,169511.000000000000000,62831.853071795863798,314159265.358979284763336
44,1,44,Praia do Sul,-23.178656000000000,-44.296756999999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,43,3300100,Angra dos Reis,RJ,"Sports, recreation and leisure activities",52.000000000000000,567.000000000000000,632624.495105463312939,957653131.037363290786743,169511.000000000000000,0.003344915669190,169511.000000000000000,169511.000000000000000,62831.853071795863798,314159265.358979284763336
45,1,45,Praia do Meio,-23.066913000000000,-43.549809000000003, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,44,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,434867.198880933225155,1411849963.785689115524292,6320446.000000000000000,0.003849570109451,6320446.000000000000000,6320446.000000000000000,62831.853071795863798,314159265.358979284763336
46,2,46,Restinga a Marambaia,-23.061833000000000,-43.591673000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,45,3302007,Itaguaí,RJ,"Sports, recreation and leisure activities",18.000000000000000,145.000000000000000,191291.578600245004054,331976465.076483964920044,109091.000000000000000,0.002589367834240,109091.000000000000000,109091.000000000000000,62831.853071795863798,314159265.358979284763336
47,1,47,Grumari,-23.050469000000000,-43.533907999999997, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,46,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,434867.198880933225155,1411849963.785689115524292,6320446.000000000000000,0.003849570109451,6320446.000000000000000,6320446.000000000000000,62831.853071795863798,314159265.358979284763336
48,1,48,Reserva,-23.022717000000000,-43.440916000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,47,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,434867.198880933225155,1411849963.785689115524292,6320446.000000000000000,0.003849570109451,6320446.000000000000000,6320446.000000000000000,62831.853071795863798,314159265.358979284763336
49,1,49,Barra da Tijuca,-23.020340120000000,-43.372478489999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,48,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,434867.198880933225155,1411849963.785689115524292,6320446.000000000000000,0.003849570109451,6320446.000000000000000,6320446.000000000000000,62831.853071795863798,314159265.358979284763336
50,1,50,Barra da Tijuca,-23.014886109999999,-43.372222219999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,49,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,434867.198880933225155,1411849963.785689115524292,6320446.000000000000000,0.003849570109451,6320446.000000000000000,6320446.000000000000000,62831.853071795863798,314159265.358979284763336
51,1,51,Sao Conrado,-23.000617999999999,-43.264187000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,50,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,434867.198880933225155,1411849963.785689115524292,6320446.000000000000000,0.003849570109451,6320446.000000000000000,6320446.000000000000000,62831.853071795863798,314159265.358979284763336
52,3,52,Bambui,-22.975255000000001,-42.916570000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,51,3302700,Maricá,RJ,"Sports, recreation and leisure activities",31.000000000000000,153.000000000000000,125531.007486177812098,425238300.271389722824097,127461.000000000000000,0.001920575364643,127461.000000000000000,127461.000000000000000,62831.853071795863798,314159265.358979284763336
53,3,53,Itaipuacu,-22.971149000000000,-43.011260000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,52,3302700,Maricá,RJ,"Sports, recreation and leisure activities",31.000000000000000,153.000000000000000,125531.007486177812098,425238300.271389722824097,127461.000000000000000,0.001920575364643,127461.000000000000000,127461.000000000000000,62831.853071795863798,314159265.358979284763336
54,1,54,Barra de Marica,-22.962100000000000,-42.809486999999997, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,53,3302700,Maricá,RJ,"Sports, recreation and leisure activities",31.000000000000000,153.000000000000000,125531.007486177812098,425238300.271389722824097,127461.000000000000000,0.001200367171135,127461.000000000000000,127461.000000000000000,62831.853071795863798,314159265.358979284763336
55,3,55,Camboinhas,-22.961998000000001,-43.059922999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,54,3302700,Maricá,RJ,"Sports, recreation and leisure activities",31.000000000000000,153.000000000000000,125531.007486177812098,425238300.271389722824097,127461.000000000000000,0.002890680241964,127461.000000000000000,127461.000000000000000,62831.853071795863798,314159265.358979284763336
56,3,56,Pirantininga,-22.955044999999998,-43.088653999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,55,3302700,Maricá,RJ,"Sports, recreation and leisure activities",31.000000000000000,153.000000000000000,125531.007486177812098,425238300.271389722824097,127461.000000000000000,0.002890680241964,127461.000000000000000,127461.000000000000000,62831.853071795863798,314159265.358979284763336
57,2,57,Jacone,-22.946556000000001,-42.679789000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,56,3302700,Maricá,RJ,"Sports, recreation and leisure activities",31.000000000000000,153.000000000000000,125531.007486177812098,425238300.271389722824097,127461.000000000000000,0.001893391549573,127461.000000000000000,127461.000000000000000,62831.853071795863798,314159265.358979284763336
58,4,58,Figueira,-22.944991999999999,-42.188828000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,57,3300258,Arraial do Cabo,RJ,"Sports, recreation and leisure activities",10.000000000000000,57.000000000000000,123156.395728925810545,178914052.135263621807098,27715.000000000000000,0.001481209689843,27715.000000000000000,27715.000000000000000,62831.853071795863798,314159265.358979284763336
59,2,59,Praia do Fora,-22.944794000000002,-43.155304000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,58,3303302,Niterói,RJ,"Sports, recreation and leisure activities",245.000000000000000,1766.000000000000000,118118.517978922463953,157308567.556245595216751,487562.000000000000000,0.003735836777378,487562.000000000000000,487562.000000000000000,62831.853071795863798,314159265.358979284763336
60,2,60,Laje do Pao de Acucar,-22.938409000000000,-43.151797000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,59,3303302,Niterói,RJ,"Sports, recreation and leisure activities",245.000000000000000,1766.000000000000000,118118.517978922463953,157308567.556245595216751,487562.000000000000000,0.003735836777378,487562.000000000000000,487562.000000000000000,62831.853071795863798,314159265.358979284763336
61,1,61,Canal,-22.937418999999998,-42.487813000000003, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,60,3305505,Saquarema,RJ,"Sports, recreation and leisure activities",24.000000000000000,192.000000000000000,101218.212265853231656,413907519.591797113418579,74234.000000000000000,0.002586415928011,74234.000000000000000,74234.000000000000000,62831.853071795863798,314159265.358979284763336
62,3,62,Praia Seca,-22.936126000000002,-42.361598000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,61,3300209,Araruama,RJ,"Sports, recreation and leisure activities",21.000000000000000,83.000000000000000,156110.824906448193360,748913602.606810092926025,112008.000000000000000,0.001794694150409,112008.000000000000000,112008.000000000000000,62831.853071795863798,314159265.358979284763336
63,3,63,Caravelas,-22.814850000000000,-41.953901999999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,62,3300233,Armação dos Búzios,RJ,"Sports, recreation and leisure activities",19.000000000000000,109.000000000000000,91457.024319647796801,83305512.195469111204147,27560.000000000000000,0.002330574844413,27560.000000000000000,27560.000000000000000,62831.853071795863798,314159265.358979284763336
64,2,64,Tucuns,-22.799863999999999,-41.929282000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,63,3300233,Armação dos Búzios,RJ,"Sports, recreation and leisure activities",19.000000000000000,109.000000000000000,91457.024319647796801,83305512.195469111204147,27560.000000000000000,0.002898422721812,27560.000000000000000,27560.000000000000000,62831.853071795863798,314159265.358979284763336
65,1,65,Praia Brava,-22.754252000000001,-41.872608999999997, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,64,3300233,Armação dos Búzios,RJ,"Sports, recreation and leisure activities",19.000000000000000,109.000000000000000,91457.024319647796801,83305512.195469111204147,27560.000000000000000,0.003955007256894,27560.000000000000000,27560.000000000000000,62831.853071795863798,314159265.358979284763336
66,2,66,Marataizes,-21.044882999999999,-40.827455999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,65,3202801,Itapemirim,ES,"Sports, recreation and leisure activities",4.000000000000000,0.000000000000000,150977.364551067497814,630263873.303075313568115,30988.000000000000000,0.000366139425893,30988.000000000000000,30988.000000000000000,62831.853071795863798,314159265.358979284763336
67,2,67,Ponta do Ubu,-20.793246000000000,-40.579551000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,66,3200409,Anchieta,ES,"Sports, recreation and leisure activities",9.000000000000000,16.000000000000000,152833.116290699108504,467346512.827679276466370,23902.000000000000000,0.001379473309300,23902.000000000000000,23902.000000000000000,62831.853071795863798,314159265.358979284763336
68,2,68,Ponta dos Castelhanos,-20.755085000000001,-40.560755000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,67,3200409,Anchieta,ES,"Sports, recreation and leisure activities",9.000000000000000,16.000000000000000,152833.116290699108504,467346512.827679276466370,23902.000000000000000,0.001379473309300,23902.000000000000000,23902.000000000000000,62831.853071795863798,314159265.358979284763336
