OBJECTID,Join_Count,TARGET_FID,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,BUFF_DIST,ORIG_FID,osm_id,code,fclass,name_1,type_1,Shape_Leng,Shape_Area,Shape_Le_1,Shape_Ar_1
239,0,239,238,Sul,Santa Catarina South,Ribanceira,-28.191742000000001,-48.661344000000000,3,2,Right and left,Sand-bar,All surfers,10000.000000000000000,239,,,,,,,,62831.853071795863798,314159265.358979284763336
240,0,240,239,Sul,Santa Catarina South,Ibiraquera,-28.153732000000002,-48.645895000000003,4,4,Right and left,Point-break,Experienced surfers,10000.000000000000000,240,,,,,,,,62831.853071795863798,314159265.358979284763336
241,0,241,240,Sul,Santa Catarina South,Rosa Sul,-28.135401999999999,-48.642691999999997,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,241,,,,,,,,62831.853071795863798,314159265.358979284763336
242,0,242,241,Sul,Santa Catarina South,Rosa Norte,-28.124375000000001,-48.637675999999999,3.5,2,Right and left,Beach-break,All surfers,10000.000000000000000,242,,,,,,,,62831.853071795863798,314159265.358979284763336
243,0,243,242,Sul,Santa Catarina South,Vermelha,-28.114457999999999,-48.635573000000001,3.5,2,Left,Beach-break,Experienced surfers,10000.000000000000000,243,,,,,,,,62831.853071795863798,314159265.358979284763336
244,0,244,243,Sul,Santa Catarina South,Ouvidor,-28.105449000000000,-48.635272999999998,2,2,Right and left,Beach-break,Beginners wave,10000.000000000000000,244,,,,,,,,62831.853071795863798,314159265.358979284763336
245,0,245,244,Sul,Santa Catarina South,Barrinha,-28.085384000000001,-48.630896000000000,3.5,3,Right and left,Beach-break,NA,10000.000000000000000,245,,,,,,,,62831.853071795863798,314159265.358979284763336
246,0,246,245,Sul,Santa Catarina South,Ferrugem,-28.077736000000002,-48.626604000000000,3.5,4,Right and left,Sand-bar,All surfers,10000.000000000000000,246,,,,,,,,62831.853071795863798,314159265.358979284763336
247,0,247,246,Sul,Santa Catarina South,Praia do Silveira,-28.039069000000001,-48.606862999999997,4,4,Right,Point-break,Pros or kamikaze only...,10000.000000000000000,247,,,,,,,,62831.853071795863798,314159265.358979284763336
248,0,248,247,Sul,Santa Catarina South,Garopaba Centro,-28.021577000000001,-48.619447999999998,3,2,Right and left,Beach-break,All surfers,10000.000000000000000,248,,,,,,,,62831.853071795863798,314159265.358979284763336
249,0,249,248,Sul,Santa Catarina South,Siriu,-27.976248999999999,-48.627999000000003,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,249,,,,,,,,62831.853071795863798,314159265.358979284763336
250,0,250,249,Sul,Santa Catarina South,Gamboa,-27.958926999999999,-48.624662000000001,3.5,1,Right and left,Beach-break,All surfers,10000.000000000000000,250,,,,,,,,62831.853071795863798,314159265.358979284763336
251,0,251,250,Sul,Santa Catarina South,Guarda do embau,-27.905540999999999,-48.586779000000000,4,3,Left,Rivermouth,Experienced surfers,10000.000000000000000,251,,,,,,,,62831.853071795863798,314159265.358979284763336
252,0,252,251,Sul,Santa Catarina South,Costão da Pinheira,-27.881077000000001,-48.586542999999999,3.5,1,Right,Point-break,Experienced surfers,10000.000000000000000,252,,,,,,,,62831.853071795863798,314159265.358979284763336
253,0,253,252,Sul,Florianopolis,Naufragados,-27.834740000000000,-48.566747999999997,5,3,Right,Beach-break,Pros or kamikaze only...,10000.000000000000000,253,,,,,,,,62831.853071795863798,314159265.358979284763336
254,0,254,253,Sul,Santa Catarina South,Solidao - Caladinho,-27.793519000000000,-48.533456000000001,3.5,3,Right,Point-break,Experienced surfers,10000.000000000000000,254,,,,,,,,62831.853071795863798,314159265.358979284763336
255,0,255,254,Sul,Santa Catarina South,Praia dos Açores,-27.784758000000000,-48.525989000000003,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,255,,,,,,,,62831.853071795863798,314159265.358979284763336
256,0,256,255,Sul,Florianopolis,Lagoinha do Leste,-27.773575999999998,-48.486528000000000,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,256,,,,,,,,62831.853071795863798,314159265.358979284763336
257,0,257,256,Sul,Florianopolis,Matadeiro,-27.755140000000001,-48.498522999999999,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,257,,,,,,,,62831.853071795863798,314159265.358979284763336
258,0,258,257,Sul,Florianopolis,Armação,-27.741619000000000,-48.508114999999997,3,2,Right and left,Beach-break,All surfers,10000.000000000000000,258,,,,,,,,62831.853071795863798,314159265.358979284763336
259,0,259,258,Sul,Florianopolis,Caldeirao,-27.723690000000001,-48.504595999999999,3.5,3,Left,Beach-break,Experienced surfers,10000.000000000000000,259,,,,,,,,62831.853071795863798,314159265.358979284763336
260,0,260,259,Sul,Florianopolis,Morro das Pedras,-27.715522000000000,-48.502257000000000,3,4,Right and left,Sand-bar,Experienced surfers,10000.000000000000000,260,,,,,,,,62831.853071795863798,314159265.358979284763336
261,0,261,260,Sul,Florianopolis,Campeche Rights,-27.693864000000001,-48.482686999999999,4,2,Right,Sand-bar,Experienced surfers,10000.000000000000000,261,,,,,,,,62831.853071795863798,314159265.358979284763336
262,0,262,261,Sul,Florianopolis,Riozinho,-27.685523000000000,-48.479598000000003,5,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,262,,,,,,,,62831.853071795863798,314159265.358979284763336
263,8,263,262,Sul,Florianopolis,Joaquina,-27.629588999999999,-48.448768000000001,4,4,Left,Sand-bar,Experienced surfers,10000.000000000000000,263,222461581,1500,building, ,hotel,149.916875750219390,1084.518078568979945,62831.853071795863798,314159265.358979284763336
264,3,264,263,Sul,Florianopolis,Praia Mole,-27.602475999999999,-48.432583999999999,3.5,3,Right and left,Sand-bar,All surfers,10000.000000000000000,264,222461581,1500,building, ,hotel,149.916875750219390,1084.518078568979945,62831.853071795863798,314159265.358979284763336
265,3,265,264,Sul,Florianopolis,Galheta,-27.593482000000002,-48.425224000000000,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,265,222461581,1500,building, ,hotel,149.916875750219390,1084.518078568979945,62831.853071795863798,314159265.358979284763336
266,3,266,265,Sul,Florianopolis,Barra da Lagoa,-27.572818000000002,-48.424376000000002,3,3,Right and left,Beach-break,Beginners wave,10000.000000000000000,266,222461581,1500,building, ,hotel,149.916875750219390,1084.518078568979945,62831.853071795863798,314159265.358979284763336
267,19,267,266,Sul,Florianopolis,Mocambique,-27.525323000000000,-48.410567999999998,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,267,644668974,1500,building, ,hotel,145.951773841821336,994.978556127830188,62831.853071795863798,314159265.358979284763336
268,20,268,267,Sul,Santa Catarina South,Ponta das Aranhas,-27.482099999999999,-48.380892000000003,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,268,558663275,1500,building, ,hotel,145.710719028504712,1095.762933593211301,62831.853071795863798,314159265.358979284763336
269,20,269,268,Sul,Florianopolis,Santinho,-27.457940000000001,-48.372630999999998,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,269,558663275,1500,building, ,hotel,145.710719028504712,1095.762933593211301,62831.853071795863798,314159265.358979284763336
270,2,270,269,Sul,Florianopolis,Canasvieiras,-27.430966000000002,-48.479661999999998,3.5,1,Right,Sand-bar,All surfers,10000.000000000000000,270,558663275,1500,building, ,hotel,145.710719028504712,1095.762933593211301,62831.853071795863798,314159265.358979284763336
271,1,271,270,Sul,Florianopolis,Praia do Forte,-27.430747000000000,-48.519658999999997,3.5,1,Right,Point-break,All surfers,10000.000000000000000,271,643951504,1500,building,Pousada Recanto Tropical,hotel,160.465966145292327,1511.009739439075020,62831.853071795863798,314159265.358979284763336
272,21,272,271,Sul,Florianopolis,Ingleses,-27.429832999999999,-48.390569999999997,3,2,Right and left,Beach-break,All surfers,10000.000000000000000,272,558663275,1500,building, ,hotel,145.710719028504712,1095.762933593211301,62831.853071795863798,314159265.358979284763336
273,21,273,272,Sul,Florianopolis,Praia Brava,-27.400804000000001,-48.413401000000000,3.5,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,273,558663275,1500,building, ,hotel,145.710719028504712,1095.762933593211301,62831.853071795863798,314159265.358979284763336
274,21,274,273,Sul,Santa Catarina South,Praia Brava,-27.396440999999999,-48.414130000000000,3,4,Right and left,Sand-bar,All surfers,10000.000000000000000,274,558663275,1500,building, ,hotel,145.710719028504712,1095.762933593211301,62831.853071795863798,314159265.358979284763336
275,2,275,274,Sul,Florianopolis,Lambe lambe,-27.387601000000000,-48.433185000000002,4,1,Right,Point-break,Experienced surfers,10000.000000000000000,275,558663275,1500,building, ,hotel,145.710719028504712,1095.762933593211301,62831.853071795863798,314159265.358979284763336
276,2,276,275,Sul,Florianopolis,Ponta Do Rapa,-27.380837000000000,-48.420524999999998,4,1,Right,Reef-rocky,Pros or kamikaze only...,10000.000000000000000,276,558663275,1500,building, ,hotel,145.710719028504712,1095.762933593211301,62831.853071795863798,314159265.358979284763336
277,0,277,276,Sul,Santa Catarina North,Tingua,-27.368165999999999,-48.532501000000003,3.5,1,Left,Beach-break,Experienced surfers,10000.000000000000000,277,,,,,,,,62831.853071795863798,314159265.358979284763336
278,0,278,277,Sul,Santa Catarina North,Palmas,-27.321984000000000,-48.535451999999999,3.5,2,Right and left,Beach-break,Experienced surfers,10000.000000000000000,278,,,,,,,,62831.853071795863798,314159265.358979284763336
279,1,279,278,Sul,Santa Catarina North,Mariscal,-27.166504000000000,-48.494833000000000,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,279,741712392,1500,building,Candeias Costa Verde,hotel,213.735371750358354,1730.318493182099928,62831.853071795863798,314159265.358979284763336
280,1,280,279,Sul,Santa Catarina North,Quatro Ilhas,-27.156195000000000,-48.482923999999997,3.5,3,Right,Point-break,Experienced surfers,10000.000000000000000,280,741712392,1500,building,Candeias Costa Verde,hotel,213.735371750358354,1730.318493182099928,62831.853071795863798,314159265.358979284763336
281,1,281,280,Sul,Santa Catarina North,Bombinhas,-27.148367000000000,-48.489531999999997,2,2,Right and left,Beach-break,Beginners wave,10000.000000000000000,281,741712392,1500,building,Candeias Costa Verde,hotel,213.735371750358354,1730.318493182099928,62831.853071795863798,314159265.358979284763336
282,1,282,281,Sul,Santa Catarina North,Bombas,-27.140118000000001,-48.506784000000003,3,2,Right and left,Beach-break,All surfers,10000.000000000000000,282,741712392,1500,building,Candeias Costa Verde,hotel,213.735371750358354,1730.318493182099928,62831.853071795863798,314159265.358979284763336
283,0,283,282,Sul,Santa Catarina North,Meia Praia,-27.104825000000002,-48.609009000000000,3,3,Right and left,Sand-bar,All surfers,10000.000000000000000,283,,,,,,,,62831.853071795863798,314159265.358979284763336
284,0,284,283,Sul,Santa Catarina North,Itapema,-27.095541000000001,-48.609738000000000,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,284,,,,,,,,62831.853071795863798,314159265.358979284763336
285,0,285,284,Sul,Santa Catarina North,Ponta do Cabeço,-27.093436000000001,-48.601959999999998,4,2,Left,Reef-rocky,Experienced surfers,10000.000000000000000,285,,,,,,,,62831.853071795863798,314159265.358979284763336
286,1,286,285,Sul,Santa Catarina North,Mocó,-27.080182000000001,-48.588451999999997,4,2,Left,Reef-rocky,Experienced surfers,10000.000000000000000,286,724636251,1500,building,Hotel Cottone,hotel,140.928935324483064,968.371476193772764,62831.853071795863798,314159265.358979284763336
287,5,287,286,Sul,Santa Catarina North,Estaleirinho,-27.049112000000001,-48.586779000000000,3,4,Right and left,Beach-break,Pros or kamikaze only...,10000.000000000000000,287,201724287,1500,building,Hotel Rosenbrock,hotel,188.890401739591027,643.602153828871906,62831.853071795863798,314159265.358979284763336
288,12,288,287,Sul,Santa Catarina North,Estaleiro (reef),-27.025050000000000,-48.574064999999997,3.5,2,Left,Reef-rocky,Experienced surfers,10000.000000000000000,288,201724287,1500,building,Hotel Rosenbrock,hotel,188.890401739591027,643.602153828871906,62831.853071795863798,314159265.358979284763336
289,16,289,288,Sul,Santa Catarina North,Balneário Camboriú,-26.987711999999998,-48.629950999999998,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,289,201724287,1500,building,Hotel Rosenbrock,hotel,188.890401739591027,643.602153828871906,62831.853071795863798,314159265.358979284763336
290,16,290,289,Sul,Santa Catarina North,Parcel,-26.976469000000002,-48.623170999999999,4,1,Right and left,Reef-rocky,Pros or kamikaze only...,10000.000000000000000,290,201724287,1500,building,Hotel Rosenbrock,hotel,188.890401739591027,643.602153828871906,62831.853071795863798,314159265.358979284763336
291,16,291,290,Sul,Santa Catarina North,Praia dos Amores,-26.957191000000002,-48.629221999999999,3,2,Right and left,Beach-break,Experienced surfers,10000.000000000000000,291,201724287,1500,building,Hotel Rosenbrock,hotel,188.890401739591027,643.602153828871906,62831.853071795863798,314159265.358979284763336
292,16,292,291,Sul,Santa Catarina North,Praia Brava,-26.941659999999999,-48.628234999999997,3,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,292,201724287,1500,building,Hotel Rosenbrock,hotel,188.890401739591027,643.602153828871906,62831.853071795863798,314159265.358979284763336
293,16,293,292,Sul,Santa Catarina North,Morcego,-26.931052000000001,-48.625214999999997,3.5,NA,Left,Point-break,Pros or kamikaze only...,10000.000000000000000,293,201724287,1500,building,Hotel Rosenbrock,hotel,188.890401739591027,643.602153828871906,62831.853071795863798,314159265.358979284763336
294,15,294,293,Sul,Santa Catarina North,Atalaia,-26.915163000000000,-48.639361000000001,3.5,2,Left,breakwater/jetty,All surfers,10000.000000000000000,294,201724287,1500,building,Hotel Rosenbrock,hotel,188.890401739591027,643.602153828871906,62831.853071795863798,314159265.358979284763336
295,12,295,294,Sul,Santa Catarina North,Pracinha,-26.901883999999999,-48.641613999999997,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,295,298193713,1500,building,Ibis,hotel,176.333450262914710,1311.644507420292712,62831.853071795863798,314159265.358979284763336
296,9,296,295,Sul,Santa Catarina North,Navegantes,-26.897577999999999,-48.638705999999999,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,296,298193713,1500,building,Ibis,hotel,176.333450262914710,1311.644507420292712,62831.853071795863798,314159265.358979284763336
297,5,297,296,Sul,Santa Catarina North,Garrincha,-26.858702999999998,-48.634619000000001,3,2,Right and left,Sand-bar,Experienced surfers,10000.000000000000000,297,298193713,1500,building,Ibis,hotel,176.333450262914710,1311.644507420292712,62831.853071795863798,314159265.358979284763336
298,1,298,297,Sul,Santa Catarina North,Gravatá (1 e 2),-26.831883000000001,-48.621969000000000,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,298,414786432,1500,building,Piçarras,hotel,134.373276622055357,949.646606633761621,62831.853071795863798,314159265.358979284763336
299,1,299,298,Sul,Santa Catarina North,Gravatá,-26.831730000000000,-48.623427999999997,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,299,414786432,1500,building,Piçarras,hotel,134.373276622055357,949.646606633761621,62831.853071795863798,314159265.358979284763336
300,1,300,299,Sul,Santa Catarina North,Quilombo,-26.766992999999999,-48.639414000000002,3.5,2,Left,Beach-break,All surfers,10000.000000000000000,300,414786432,1500,building,Piçarras,hotel,134.373276622055357,949.646606633761621,62831.853071795863798,314159265.358979284763336
301,1,301,300,Sul,Santa Catarina North,Quilombo (reef),-26.765743000000001,-48.640143999999999,3.5,2,Right,Point-break,All surfers,10000.000000000000000,301,414786432,1500,building,Piçarras,hotel,134.373276622055357,949.646606633761621,62831.853071795863798,314159265.358979284763336
302,1,302,301,Sul,Santa Catarina North,molhe de Piçarras,-26.757026000000000,-48.673434999999998,3,1,Right,Point-break,All surfers,10000.000000000000000,302,414786432,1500,building,Piçarras,hotel,134.373276622055357,949.646606633761621,62831.853071795863798,314159265.358979284763336
303,1,303,302,Sul,Santa Catarina North,Laje do Jacques,-26.726915999999999,-48.673060000000000,4,2,Right and left,Reef-rocky,Experienced surfers,10000.000000000000000,303,414786432,1500,building,Piçarras,hotel,134.373276622055357,949.646606633761621,62831.853071795863798,314159265.358979284763336
304,2,304,303,Sul,Santa Catarina North,Syphodys,-26.701371000000002,-48.680247999999999,3,2,Right and left,Beach-break,Experienced surfers,10000.000000000000000,304,360172921,1500,building,Praia Hotel,hotel,96.310266542819818,561.544800018429669,62831.853071795863798,314159265.358979284763336
305,2,305,304,Sul,Santa Catarina North,ilha do grants,-26.696031999999999,-48.674990999999999,3.5,1,Left,Reef-rocky,Pros or kamikaze only...,10000.000000000000000,305,360172921,1500,building,Praia Hotel,hotel,96.310266542819818,561.544800018429669,62831.853071795863798,314159265.358979284763336
306,2,306,305,Sul,Santa Catarina North,barra de Itajuba,-26.691344999999998,-48.684164000000003,3,1,Right,Point-break,All surfers,10000.000000000000000,306,360172921,1500,building,Praia Hotel,hotel,96.310266542819818,561.544800018429669,62831.853071795863798,314159265.358979284763336
307,1,307,306,Sul,Santa Catarina North,Praia do Sol,-26.679962000000000,-48.688166000000002,2,3,Right and left,Point-break,All surfers,10000.000000000000000,307,360172921,1500,building,Praia Hotel,hotel,96.310266542819818,561.544800018429669,62831.853071795863798,314159265.358979284763336
308,1,308,307,Sul,Santa Catarina North,Praia do Tabuleiro,-26.643014000000001,-48.682051000000001,3,2,Right and left,Beach-break,Beginners wave,10000.000000000000000,308,360172921,1500,building,Praia Hotel,hotel,96.310266542819818,561.544800018429669,62831.853071795863798,314159265.358979284763336
309,1,309,308,Sul,Santa Catarina North,Canoas,-26.639403000000001,-48.682501000000002,2,3,Right and left,Beach-break,Beginners wave,10000.000000000000000,309,360172921,1500,building,Praia Hotel,hotel,96.310266542819818,561.544800018429669,62831.853071795863798,314159265.358979284763336
310,1,310,309,Sul,Santa Catarina North,Barrinha,-26.623905000000001,-48.679991000000001,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,310,360172921,1500,building,Praia Hotel,hotel,96.310266542819818,561.544800018429669,62831.853071795863798,314159265.358979284763336
311,2,311,310,Sul,Santa Catarina North,Foz do Itapocu,-26.580708000000001,-48.663769000000002,3,3,Left,breakwater/jetty,All surfers,10000.000000000000000,311,360172921,1500,building,Praia Hotel,hotel,96.310266542819818,561.544800018429669,62831.853071795863798,314159265.358979284763336
312,1,312,311,Sul,Santa Catarina South,Foz do Itapocu,-26.566918999999999,-48.657525000000000,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,312,368757522,1500,building,Hotel Pousada Via Mar,hotel,129.289432379185342,719.056095489371501,62831.853071795863798,314159265.358979284763336
313,0,313,312,Sul,Santa Catarina North,Praia do Bispo,-26.469248000000000,-48.607056000000000,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,313,,,,,,,,62831.853071795863798,314159265.358979284763336
314,0,314,313,Sul,Santa Catarina North,Picama,-26.458086999999999,-48.596874000000000,3,3,Right and left,Sand-bar,Experienced surfers,10000.000000000000000,314,,,,,,,,62831.853071795863798,314159265.358979284763336
315,4,315,314,Sul,Santa Catarina North,"Praia Grande, São Francisco do Sul",-26.235880000000002,-48.502600000000001,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,315,905455651,1500,building, ,hotel,76.159188986971998,279.376220132250182,62831.853071795863798,314159265.358979284763336
316,4,316,315,Sul,Santa Catarina South,Praia da Saudade,-26.230606000000002,-48.498888000000001,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,316,905455651,1500,building, ,hotel,76.159188986971998,279.376220132250182,62831.853071795863798,314159265.358979284763336
317,4,317,316,Sul,Santa Catarina South,Sao Francisco do Sul,-26.219557999999999,-48.502107000000002,3,1,Right,Sand-bar,Beginners wave,10000.000000000000000,317,905455651,1500,building, ,hotel,76.159188986971998,279.376220132250182,62831.853071795863798,314159265.358979284763336
318,4,318,317,Sul,Santa Catarina South,Píer da Petrobras,-26.217386999999999,-48.500518999999997,3.5,2,Right,Point-break,All surfers,10000.000000000000000,318,905455651,1500,building, ,hotel,76.159188986971998,279.376220132250182,62831.853071795863798,314159265.358979284763336
319,4,319,318,Sul,Santa Catarina North,Sumidouro,-26.169526000000001,-48.552478999999998,3.5,1,Right and left,Beach-break,Experienced surfers,10000.000000000000000,319,905455651,1500,building, ,hotel,76.159188986971998,279.376220132250182,62831.853071795863798,314159265.358979284763336
320,4,320,319,Sul,Santa Catarina North,Praia do Forte,-26.163305999999999,-48.533220000000000,3.5,1,Right,Point-break,All surfers,10000.000000000000000,320,905455651,1500,building, ,hotel,76.159188986971998,279.376220132250182,62831.853071795863798,314159265.358979284763336
321,1,321,320,Sul,Santa Catarina North,Terceira Pedra,-26.067008999999999,-48.607646000000003,3.5,3,Right,Point-break,All surfers,10000.000000000000000,321,474026983,1500,building,Zoe Hotel e Pousada,hotel,105.318827720568365,536.889414742041481,62831.853071795863798,314159265.358979284763336
322,1,322,321,Sul,Santa Catarina North,Barra do sai mirim,-26.007832000000001,-48.604061000000002,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,322,474026983,1500,building,Zoe Hotel e Pousada,hotel,105.318827720568365,536.889414742041481,62831.853071795863798,314159265.358979284763336
323,1,323,322,Sul,Parana,Barrinha,-25.976699000000000,-48.590727000000001,3,2,Right,Beach-break,Experienced surfers,10000.000000000000000,323,474026983,1500,building,Zoe Hotel e Pousada,hotel,105.318827720568365,536.889414742041481,62831.853071795863798,314159265.358979284763336
324,3,324,323,Sul,Parana,Guaratuba Praia Brava,-25.897758000000000,-48.564290999999997,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,324,459244826,1500,building,Sesc Caiobá,hotel,338.031059830192078,3545.297683258414509,62831.853071795863798,314159265.358979284763336
325,3,325,324,Sul,Parana,Praia Brava Guaratuba,-25.892817000000001,-48.561458999999999,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,325,459244826,1500,building,Sesc Caiobá,hotel,338.031059830192078,3545.297683258414509,62831.853071795863798,314159265.358979284763336
326,3,326,325,Sul,Parana,Direitas de Guaratuba,-25.890046000000002,-48.560288999999997,4,2,Right,Point-break,Experienced surfers,10000.000000000000000,326,459244826,1500,building,Sesc Caiobá,hotel,338.031059830192078,3545.297683258414509,62831.853071795863798,314159265.358979284763336
327,3,327,326,Sul,Parana,Pico de Matinhos,-25.817817999999999,-48.529701000000003,3.5,3,Right,Point-break,Experienced surfers,10000.000000000000000,327,459244826,1500,building,Sesc Caiobá,hotel,338.031059830192078,3545.297683258414509,62831.853071795863798,314159265.358979284763336
328,0,328,327,Sul,Parana,Ilha do Mel,-25.548327000000000,-48.295383000000001,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,328,,,,,,,,62831.853071795863798,314159265.358979284763336
329,0,329,328,Sul,Parana,Farolete,-25.515314000000000,-48.286113999999998,3.5,4,Left,Point-break,Experienced surfers,10000.000000000000000,329,,,,,,,,62831.853071795863798,314159265.358979284763336
330,1,330,329,Sudeste,Sao Paolo South,"Guarau, Peruibe SP",-24.369537000000001,-47.011699999999998,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,330,363401069,1500,building,Praia Peruibe,hotel,114.178550176642773,643.321271594492032,62831.853071795863798,314159265.358979284763336
331,0,331,330,Sudeste,Sao Paolo South,Pier de Mongaguá,-24.095718000000002,-46.618552000000001,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,331,,,,,,,,62831.853071795863798,314159265.358979284763336
332,0,332,331,NA,Sao Paulo North,Pitangueiras,-24.036431000000000,-45.845947000000002,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,332,,,,,,,,62831.853071795863798,314159265.358979284763336
333,4,333,332,Sudeste,Sao Paolo South,Tombo,-24.014990000000001,-46.272697000000001,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,333,3156626,1500,building, ,hotel,286.394508909467447,1284.277833513950327,62831.853071795863798,314159265.358979284763336
334,4,334,333,Sudeste,Sao Paulo North,Astúrias,-24.007738000000000,-46.266475000000000,3,2,Right and left,Beach-break,All surfers,10000.000000000000000,334,3156626,1500,building, ,hotel,286.394508909467447,1284.277833513950327,62831.853071795863798,314159265.358979284763336
335,4,335,334,Sudeste,Sao Paolo South,Pitangueiras Beach,-24.000935999999999,-46.260767000000001,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,335,3156626,1500,building, ,hotel,286.394508909467447,1284.277833513950327,62831.853071795863798,314159265.358979284763336
336,5,336,335,Sudeste,Sao Paulo North,porta do sol,-23.981331999999998,-46.373762999999997,3.5,2,Right and left,Point-break,Experienced surfers,10000.000000000000000,336,3156626,1500,building, ,hotel,286.394508909467447,1284.277833513950327,62831.853071795863798,314159265.358979284763336
337,5,337,336,Sudeste,Sao Paolo South,Itarare,-23.972332999999999,-46.362003999999999,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,337,3156626,1500,building, ,hotel,286.394508909467447,1284.277833513950327,62831.853071795863798,314159265.358979284763336
338,5,338,337,Sudeste,Sao Paolo South,Santos,-23.971744000000001,-46.347208999999999,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,338,3156626,1500,building, ,hotel,286.394508909467447,1284.277833513950327,62831.853071795863798,314159265.358979284763336
339,0,339,338,Sudeste,Sao Paolo South,"Praia de Pernambuco (Pernambuco Beach, in Guaruja)",-23.963431000000000,-46.184033999999997,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,339,,,,,,,,62831.853071795863798,314159265.358979284763336
340,0,340,339,Sudeste,Sao Paulo North,Bonete,-23.917383000000001,-45.347785999999999,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,340,,,,,,,,62831.853071795863798,314159265.358979284763336
341,0,341,340,Sudeste,Sao Paulo North,Sao Pedro,-23.908522000000001,-46.166581000000001,4,3,Right and left,Sand-bar,All surfers,10000.000000000000000,341,,,,,,,,62831.853071795863798,314159265.358979284763336
342,0,342,341,Sudeste,Sao Paolo South,Praia de Iporanga,-23.902191999999999,-46.152724999999997,3.5,2,Left,Reef-rocky,Pros or kamikaze only...,10000.000000000000000,342,,,,,,,,62831.853071795863798,314159265.358979284763336
343,0,343,342,Sudeste,Sao Paolo South,Taguaíba,-23.896726000000001,-46.151353999999998,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,343,,,,,,,,62831.853071795863798,314159265.358979284763336
344,0,344,343,Sudeste,Sao Paolo South,praia branca,-23.863427999999999,-46.130795999999997,3.5,3,Left,Beach-break,All surfers,10000.000000000000000,344,,,,,,,,62831.853071795863798,314159265.358979284763336
345,0,345,344,Sudeste,Sao Paulo North,Castelhanos,-23.857582000000001,-45.288905999999997,3.5,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,345,,,,,,,,62831.853071795863798,314159265.358979284763336
346,0,346,345,Sudeste,Sao Paulo North,Enseada - Bertioga,-23.839860000000002,-46.123674000000001,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,346,,,,,,,,62831.853071795863798,314159265.358979284763336
347,0,347,346,Sudeste,Sao Paulo North,Santiago,-23.819897999999998,-45.541420000000002,3.5,2,Right and left,Beach-break,Experienced surfers,10000.000000000000000,347,,,,,,,,62831.853071795863798,314159265.358979284763336
348,0,348,347,Sudeste,Sao Paulo North,Guaecá,-23.819123000000001,-45.466200000000001,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,348,,,,,,,,62831.853071795863798,314159265.358979284763336
349,0,349,348,Sudeste,Sao Paulo North,Riviera de São Lourenço,-23.808668999999998,-46.022072000000001,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,349,,,,,,,,62831.853071795863798,314159265.358979284763336
350,0,350,349,Sudeste,Sao Paulo North,Paúba,-23.802819000000000,-45.553167999999999,4,2,Right and left,Beach-break,Pros or kamikaze only...,10000.000000000000000,350,,,,,,,,62831.853071795863798,314159265.358979284763336
351,0,351,350,Sudeste,Sao Paulo North,Itaguaré,-23.796026000000001,-45.991173000000003,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,351,,,,,,,,62831.853071795863798,314159265.358979284763336
