OBJECTID,Join_Count,TARGET_FID,Name,Lat,Lon,Zone,Surf_Spot,Surfline_n,Quality__0,Frequency_,Direction,Type,Experience,Latitude,Longitude,BUFF_DIST,ORIG_FID,OBJECTID_1,FID_1,cod_icao,nm_municip,TipoAero,nome,largura_m,num_pista,uf,altitude,extensao,cod_uso,pavimento,GEOCODIGO,Shape_Leng,Shape_Area
21,0,21,Morro do Maluf,-23.997560000000000,-46.251593999999997, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,20,21,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
22,0,22,Praia da Enseada,-23.990651000000000,-46.209406000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,21,22,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
23,0,23,Embare,-23.980865999999999,-46.317684000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,22,23,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
24,0,24,Gonzaga,-23.974027000000000,-46.330098000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,23,24,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
25,0,25,Pereque,-23.927582999999998,-46.178826000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,24,25,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
26,0,26,Praia Preta,-23.874700000000001,-46.138959000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,25,26,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
27,0,27,Praia da Bertioga,-23.846986000000001,-46.126967999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,26,27,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
28,0,28,Maresias,-23.793693260000001,-45.559764340000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,27,28,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
29,0,29,Canto de Moreira,-23.793056000000000,-45.587394000000003, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,28,29,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
30,0,30,Itaguere,-23.786995000000001,-45.971372000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,29,30,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
31,0,31,Boicucanga,-23.784431000000001,-45.631354999999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,30,31,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
32,0,32,Praia de Baleia,-23.775839000000001,-45.683985999999997, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,31,32,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
33,0,33,Barra do Sahy,-23.774384999999999,-45.697569999999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,32,33,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
34,0,34,Praia Preta,-23.773009999999999,-45.715814999999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,33,34,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
35,0,35,Bananas Point,-23.771605000000001,-45.706209999999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,34,35,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
36,0,36,Praia do Juquei,-23.768115000000002,-45.745452999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,35,36,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
37,0,37,Praia da Boracéia,-23.758372999999999,-45.828777000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,36,37,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
38,0,38,Praia Dura,-23.496058000000001,-45.171014000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,37,38,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
39,1,39,Pereque-Acu,-23.424565000000001,-45.062697000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,38,39,2306,SDUB,Ubatuba,Nacional,Ubatuba,30.000000000000000,1,SP,4.000000000000000,940.000000000000000,Public,asfalto ou concreto Asfáltico,3555406.000000000000000,62831.853071795863798,314159265.358979284763336
40,1,40,Itamambuca,-23.406683000000001,-45.008741000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,39,40,2306,SDUB,Ubatuba,Nacional,Ubatuba,30.000000000000000,1,SP,4.000000000000000,940.000000000000000,Public,asfalto ou concreto Asfáltico,3555406.000000000000000,62831.853071795863798,314159265.358979284763336
41,0,41,Praia da Fazenda,-23.361352000000000,-44.859766000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,40,41,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
42,0,42,Aventureiro,-23.184405999999999,-44.315804000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,41,42,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
43,0,43,Praia do Leste,-23.179746000000002,-44.274093999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,42,43,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
44,0,44,Praia do Sul,-23.178656000000000,-44.296756999999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,43,44,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
45,0,45,Praia do Meio,-23.066913000000000,-43.549809000000003, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,44,45,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
46,0,46,Restinga a Marambaia,-23.061833000000000,-43.591673000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,45,46,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
47,0,47,Grumari,-23.050469000000000,-43.533907999999997, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,46,47,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
48,1,48,Reserva,-23.022717000000000,-43.440916000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,47,48,2079,SBJR,Rio de Janeiro,Nacional,Jacarepaguá,30.000000000000000,1,RJ,3.000000000000000,900.000000000000000,Public,asfalto ou concreto Asfáltico,3304557.000000000000000,62831.853071795863798,314159265.358979284763336
49,1,49,Barra da Tijuca,-23.020340120000000,-43.372478489999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,48,49,2079,SBJR,Rio de Janeiro,Nacional,Jacarepaguá,30.000000000000000,1,RJ,3.000000000000000,900.000000000000000,Public,asfalto ou concreto Asfáltico,3304557.000000000000000,62831.853071795863798,314159265.358979284763336
50,1,50,Barra da Tijuca,-23.014886109999999,-43.372222219999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,49,50,2079,SBJR,Rio de Janeiro,Nacional,Jacarepaguá,30.000000000000000,1,RJ,3.000000000000000,900.000000000000000,Public,asfalto ou concreto Asfáltico,3304557.000000000000000,62831.853071795863798,314159265.358979284763336
51,0,51,Sao Conrado,-23.000617999999999,-43.264187000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,50,51,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
52,0,52,Bambui,-22.975255000000001,-42.916570000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,51,52,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
53,0,53,Itaipuacu,-22.971149000000000,-43.011260000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,52,53,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
54,1,54,Barra de Marica,-22.962100000000000,-42.809486999999997, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,53,54,310,SDMC,Maricá,Nacional,Maricá,30.000000000000000,1,RJ,4.000000000000000,1190.000000000000000,Public,asfalto ou concreto Asfáltico,3302700.000000000000000,62831.853071795863798,314159265.358979284763336
55,0,55,Camboinhas,-22.961998000000001,-43.059922999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,54,55,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
56,0,56,Pirantininga,-22.955044999999998,-43.088653999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,55,56,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
57,0,57,Jacone,-22.946556000000001,-42.679789000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,56,57,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
58,0,58,Figueira,-22.944991999999999,-42.188828000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,57,58,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
59,1,59,Praia do Fora,-22.944794000000002,-43.155304000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,58,59,312,SBRJ,Rio de Janeiro,Nacional,Santos Dumont,42.000000000000000,2,RJ,3.000000000000000,1323.000000000000000,Public,asfalto ou concreto Asfáltico,3304557.000000000000000,62831.853071795863798,314159265.358979284763336
60,1,60,Laje do Pao de Acucar,-22.938409000000000,-43.151797000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,59,60,312,SBRJ,Rio de Janeiro,Nacional,Santos Dumont,42.000000000000000,2,RJ,3.000000000000000,1323.000000000000000,Public,asfalto ou concreto Asfáltico,3304557.000000000000000,62831.853071795863798,314159265.358979284763336
61,1,61,Canal,-22.937418999999998,-42.487813000000003, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,60,61,2081,SDSK,Saquarema,Nacional,Saquarema,40.000000000000000,1,RJ,8.000000000000000,905.000000000000000,Public,grama,3305505.000000000000000,62831.853071795863798,314159265.358979284763336
62,0,62,Praia Seca,-22.936126000000002,-42.361598000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,61,62,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
63,0,63,Caravelas,-22.814850000000000,-41.953901999999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,62,63,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
64,0,64,Tucuns,-22.799863999999999,-41.929282000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,63,64,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
65,0,65,Praia Brava,-22.754252000000001,-41.872608999999997, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,64,65,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
66,0,66,Marataizes,-21.044882999999999,-40.827455999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,65,66,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
67,0,67,Ponta do Ubu,-20.793246000000000,-40.579551000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,66,67,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
68,0,68,Ponta dos Castelhanos,-20.755085000000001,-40.560755000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,67,68,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
69,1,69,Maimba,-20.707021999999998,-40.514367999999997, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,68,69,2074,SNGA,Guarapari,Nacional,Guarapari,30.000000000000000,1,ES,9.000000000000000,1190.000000000000000,Public,asfalto ou concreto Asfáltico,3202405.000000000000000,62831.853071795863798,314159265.358979284763336
70,1,70,Praia do Morro,-20.659787999999999,-40.493842999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,69,70,2074,SNGA,Guarapari,Nacional,Guarapari,30.000000000000000,1,ES,9.000000000000000,1190.000000000000000,Public,asfalto ou concreto Asfáltico,3202405.000000000000000,62831.853071795863798,314159265.358979284763336
71,1,71,Ponta de Bororo,-20.614518000000000,-40.415382000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,70,71,2074,SNGA,Guarapari,Nacional,Guarapari,30.000000000000000,1,ES,9.000000000000000,1190.000000000000000,Public,asfalto ou concreto Asfáltico,3202405.000000000000000,62831.853071795863798,314159265.358979284763336
72,0,72,Tropical,-20.559543999999999,-40.391810000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,71,72,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
73,0,73,Dunas de Ule,-20.542100000000001,-40.379860999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,72,73,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
74,0,74,Guarapari - Ule,-20.541319000000001,-40.378385999999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,73,74,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
75,0,75,Ponta da Fruta,-20.516836999999999,-40.358133000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,74,75,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
76,0,76,Coral Dois,-20.448948000000001,-40.330300000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,75,76,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
77,0,77,Ponta da Belina,-20.445827000000001,-40.329245000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,76,77,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
78,0,78,Coral Um,-20.437659000000000,-40.326006999999997, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,77,78,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
79,0,79,Barrinha,-20.422540999999999,-40.321933999999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,78,79,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
80,1,80,Praia de Camburi,-20.279677000000000,-40.248994000000003, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,79,80,303,SBVT,Vitória,Nacional,Goiabeiras,45.000000000000000,1,ES,3.000000000000000,1750.000000000000000,Public,asfalto ou concreto Asfáltico,3205309.000000000000000,62831.853071795863798,314159265.358979284763336
81,1,81,Velzyland,-20.244838999999999,-40.216205000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,80,81,303,SBVT,Vitória,Nacional,Goiabeiras,45.000000000000000,1,ES,3.000000000000000,1750.000000000000000,Public,asfalto ou concreto Asfáltico,3205309.000000000000000,62831.853071795863798,314159265.358979284763336
82,0,82,Ponta da Cacao,-20.219573000000000,-40.196268000000003, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,81,82,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
83,0,83,"Manguinhos, Brazil",-20.199344000000000,-40.190266999999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,82,83,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
84,0,84,Praia da Baleia,-20.171105000000001,-40.184866000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,83,84,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
85,0,85,Jacaraipe - Solemar,-20.109774999999999,-40.171481000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,84,85,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
86,0,86,Xa,-20.107229000000000,-40.171174999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,85,86,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
87,0,87,Nova Almeida,-20.058461999999999,-40.183000999999997, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,86,87,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
88,0,88,Praia Grande,-20.047100000000000,-40.182743000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,87,88,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
89,0,89,Regencia,-19.562811000000000,-39.764263999999997, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,88,89,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
90,0,90,Guriri,-18.910750000000000,-39.738563999999997, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,89,90,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
91,1,91,Milionarios,-14.847631000000000,-39.022942000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,90,91,183,SBIL,Ilhéus,Nacional,Bahia - Jorge Amado,45.000000000000000,1,BA,4.000000000000000,1577.000000000000000,Public,asfalto ou concreto Asfáltico,2913606.000000000000000,62831.853071795863798,314159265.358979284763336
92,1,92,Sul,-14.831120000000000,-39.022562999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,91,92,183,SBIL,Ilhéus,Nacional,Bahia - Jorge Amado,45.000000000000000,1,BA,4.000000000000000,1577.000000000000000,Public,asfalto ou concreto Asfáltico,2913606.000000000000000,62831.853071795863798,314159265.358979284763336
93,1,93,Pedra da Cachorra,-14.821026000000000,-39.023632999999997, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,92,93,183,SBIL,Ilhéus,Nacional,Bahia - Jorge Amado,45.000000000000000,1,BA,4.000000000000000,1577.000000000000000,Public,asfalto ou concreto Asfáltico,2913606.000000000000000,62831.853071795863798,314159265.358979284763336
94,1,94,Jardim Atlantico,-14.815026000000000,-39.023400000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,93,94,183,SBIL,Ilhéus,Nacional,Bahia - Jorge Amado,45.000000000000000,1,BA,4.000000000000000,1577.000000000000000,Public,asfalto ou concreto Asfáltico,2913606.000000000000000,62831.853071795863798,314159265.358979284763336
95,1,95,Baduska,-14.809442000000001,-39.023423000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,94,95,183,SBIL,Ilhéus,Nacional,Bahia - Jorge Amado,45.000000000000000,1,BA,4.000000000000000,1577.000000000000000,Public,asfalto ou concreto Asfáltico,2913606.000000000000000,62831.853071795863798,314159265.358979284763336
96,0,96,Norte,-14.660090000000000,-39.063006999999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,95,96,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
97,0,97,Havaizinho,-14.468062000000000,-39.023161000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,96,97,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
98,0,98,Sao Jose,-14.316062000000001,-38.990701000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,97,98,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
99,0,99,Corals,-14.275408000000001,-38.982568999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,98,99,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
100,0,100,Tony,-13.016731999999999,-38.488781000000003, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,99,100,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
101,0,101,Meridien,-13.016598000000000,-38.484878999999999, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,100,101,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
102,0,102,Amaralina,-13.015369000000000,-38.471834000000001, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,101,102,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
103,0,103,Tubao,-13.010683999999999,-38.461410999999998, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,102,103,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
104,0,104,Psiu,-12.995919000000001,-38.439390000000003, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,103,104,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
105,0,105,Alex,-12.973279000000000,-38.406477000000002, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,104,105,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
106,0,106,Terceira Ponte,-12.963839999999999,-38.396822000000000, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,105,106,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
107,1,107,SESC,-12.960485000000000,-38.390998000000003, , , ,0.000000000000000,0, , , ,0.000000000000000,0.000000000000000,10000.000000000000000,106,107,2626,SBSV,Salvador,Internacional,Deputado Luís Eduardo Magalhães,45.000000000000000,2,BA,19.000000000000000,3005.000000000000000,Public,asfalto ou concreto Asfáltico,2927408.000000000000000,62831.853071795863798,314159265.358979284763336
