FID,Name,Lat,Lon,Zone,Surf_Spot,Wannasurf_,Wannasurf1,Quality,Frequency,Direction,Type,Experience,Surfline_n,Quality__0,Frequency_,Wannasur_1,Wannasur_2,Surfline_l,Surfline_1,Manually_a,Manually_1,SUM_10km,SUM_1km,sqtd_10km,sqtd_1km,SUM_10km_n,SUM_1km_n,seq_10km_n,seq_1km_n,NM_REGIAO,ID,hab_10km,CP_n_10km,hab_1km,CP_n_1km,added_n_10,fin_pri_10,added_n_1,fin_pri_1
138,Poxim,-10.063563000000000,-36.040908999999999, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,54105.485736800001177,0.000000000000000,33959.109848000000056,0.000000000000000,0.048575554670500,0.000000000000000,0.043578267464400,0.000000000000000,Nordeste,138,0.543619306615000,0.772699361351000,0.721043829597000,0.910810529398000,0.821274916022000,0.518671228954000,0.910810529398000,0.492648772962000
139,Jacarecica,-9.916383000000000,-35.945963999999996, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,164905.497103000001516,0.000000000000000,90694.012803999998141,0.000000000000000,0.148051087259000,0.000000000000000,0.116383732232000,0.000000000000000,Nordeste,139,0.528683832670000,0.751470109487000,0.478216205172000,0.604074727667000,0.899521196746000,0.568087196485000,0.604074727667000,0.326738288323000
140,Praia do Meio,-9.824446999999999,-35.877803000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,179605.691025000007357,0.000000000000000,100922.660621999995783,0.000000000000000,0.161248826153000,0.000000000000000,0.129509716759000,0.000000000000000,Nordeste,140,0.541642687254000,0.769889798668000,0.565024503794000,0.713729521422000,0.931138624821000,0.588054992842000,0.713729521422000,0.386049525786000
141,Praia do Pontal,-9.682589999999999,-35.758536999999997, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,243144.370415000012144,544.045230865000008,155631.307865000009770,350.696487427000022,0.218293440990000,0.032897946715700,0.199714974578000,0.031690140819700,Nordeste,141,0.561351076455000,0.797903262435000,0.663263693697000,0.837823626233000,1.016196703420000,0.641772910313000,0.870721572949000,0.470965036810000
142,Salgema,-9.679629000000000,-35.718974000000003, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,219517.798711999988882,0.000000000000000,140531.875711000000592,0.000000000000000,0.197081657937000,0.000000000000000,0.180338521664000,0.000000000000000,Nordeste,142,0.534130551409000,0.759212064270000,0.450634879906000,0.569234457996000,0.956293722207000,0.603941543157000,0.569234457996000,0.307893517046000
143,Pier do Emissario,-9.673301000000000,-35.715234000000002, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,218570.238462000008440,0.000000000000000,139733.067106000002241,0.000000000000000,0.196230944481000,0.000000000000000,0.179313444882000,0.000000000000000,Nordeste,143,0.527672691853000,0.750032876015000,0.481919957263000,0.608753245482000,0.946263820496000,0.597607219114000,0.608753245482000,0.329268854216000
144,Praia do Sobral,-9.666869000000000,-35.710735000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,203668.535285999998450,0.000000000000000,130186.329287999993539,0.000000000000000,0.182852291884000,0.000000000000000,0.167062526177000,0.000000000000000,Nordeste,144,0.522833105527000,0.743153897992000,0.486071777934000,0.613997756048000,0.926006189876000,0.584813634451000,0.613997756048000,0.332105560218000
145,"Pico da Barra, Brazil",-9.665630000000000,-35.697186000000002, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,137667.785243999998784,0.000000000000000,88239.132511100004194,0.000000000000000,0.123597245962000,0.000000000000000,0.113233489765000,0.000000000000000,Nordeste,145,0.519562716479000,0.738505373743000,0.411438386021000,0.519722101215000,0.862102619705000,0.544455719423000,0.519722101215000,0.281112753071000
146,Pedra Virada,-9.585521999999999,-35.660038000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,43824.500993699999526,468.618148803999986,26613.966413499998453,272.763912200999982,0.039345353154800,0.028336936002200,0.034152560295200,0.024647885274200,Nordeste,146,0.604196046930000,0.858803015112000,0.681710426554000,0.861125231253000,0.898148368267000,0.567220194924000,0.889462167255000,0.481101646446000
147,Praia de Jatiuca,-9.531449000000000,-35.590927999999998, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,66361.988508199996431,164.636188507000014,41031.488611200002197,97.415687560999999,0.059579363477200,0.009955408575790,0.052653947443400,0.008802816587940,Nordeste,147,0.695248348133000,0.988224568271000,0.596733061988000,0.753783242832000,1.047803931750000,0.661734265082000,0.763738651408000,0.413098989675000
148,Garca Torta,-9.487114000000000,-35.557476999999999, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,65738.679536800002097,14458.852926300000036,41167.870649299999059,9176.558031079999637,0.059019760719700,0.874314388130000,0.052828960656600,0.829225346335000,Nordeste,148,0.703532754793000,1.000000006810000,0.771454306691000,0.974488202576000,1.059019767530000,0.668817558647000,1.848802590710000,0.999999778619000
149,Mirante da Sirena,-9.430906000000000,-35.503683000000002, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,152772.061677999998210,0.000000000000000,93713.892362600003253,0.000000000000000,0.137157767519000,0.000000000000000,0.120259013996000,0.000000000000000,Nordeste,149,0.696864979630000,0.990522444946000,0.764740028907000,0.966006838959000,1.127680212470000,0.712179649297000,0.966006838959000,0.522503933063000
150,Japaratinga,-9.261582000000001,-35.353366000000001, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,68875.287103700000443,0.000000000000000,41830.296907399999327,0.000000000000000,0.061835786678400,0.000000000000000,0.053679023829100,0.000000000000000,Nordeste,150,0.672042021464000,0.955239143400000,0.708492759432000,0.894956227075000,1.017074930080000,0.642327549073000,0.894956227075000,0.484073331272000
151,Impossivel,-8.615505000000001,-35.020375000000001, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,684253.640442000003532,0.000000000000000,426563.815514000016265,0.000000000000000,0.614318486696000,0.000000000000000,0.547391027807000,0.000000000000000,Nordeste,151,0.618016667195000,0.878447616255000,0.484375578258000,0.611855144932000,1.492766102950000,0.942747445531000,0.611855144932000,0.330946642196000
152,Serrambi,-8.576358000000001,-35.028714999999998, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,627244.466556999948807,0.000000000000000,387733.921130999980960,0.000000000000000,0.563136019613000,0.000000000000000,0.497562291700000,0.000000000000000,Nordeste,152,0.619649076438000,0.880767919386000,0.735338127902000,0.928866848406000,1.443903939000000,0.911888840049000,0.928866848406000,0.502415264583000
153,Porto de Galinhas,-8.488678000000000,-34.999501000000002, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,594706.909230999997817,0.000000000000000,349079.371510999975726,0.000000000000000,0.533924011381000,0.000000000000000,0.447958567998000,0.000000000000000,Nordeste,153,0.687118891715000,0.976669375683000,0.593535459914000,0.749744085269000,1.510593387060000,0.954006159486000,0.749744085269000,0.405529461640000
154,Cupe,-8.479708000000000,-34.996577000000002, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,598828.962632999988273,433.544420242000001,349702.831244000000879,292.247072220000007,0.537624764228000,0.026216057832800,0.448758627102000,0.026408450625600,Nordeste,154,0.687464643817000,0.977160827007000,0.617964341604000,0.780602240836000,1.514785591230000,0.956653720792000,0.806818298669000,0.436400362109000
155,Gaibu,-8.341567000000000,-34.948825999999997, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,384688.275280000001658,0.000000000000000,221406.376652000006288,0.000000000000000,0.345370642043000,0.000000000000000,0.284121295972000,0.000000000000000,Nordeste,155,0.541102384451000,0.769121813378000,0.495802611084000,0.626289582050000,1.114492455420000,0.703851000726000,0.626289582050000,0.338754092269000
156,Bessa,-7.091138000000000,-34.832765000000002, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,877956.069755999953486,0.000000000000000,584455.190575000015087,0.000000000000000,0.788223273186000,0.000000000000000,0.750006249570000,0.000000000000000,Nordeste,156,0.522059134213000,0.742053776762000,0.591626608382000,0.747332855878000,1.530277049950000,0.966437258284000,0.747332855878000,0.404225250542000
157,Saji,-6.466880000000000,-34.970449000000002, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,8675.755752560000474,114.303777694999994,5805.975112920000356,77.932550430299997,0.007789037324550,0.006911851027590,0.007450558553940,0.007042253304830,Nordeste,157,0.465939826063000,0.662285907889000,0.530405238130000,0.669999042924000,0.670074945214000,0.423181797648000,0.676910893952000,0.366134679548000
158,Farol,-6.408908000000000,-34.979016999999999, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,241308.532134999986738,0.000000000000000,156079.426769000012428,0.000000000000000,0.216645237272000,0.000000000000000,0.200290026325000,0.000000000000000,Nordeste,158,0.454053947740000,0.645391344952000,0.421265094769000,0.532135035671000,0.862036582224000,0.544414013850000,0.532135035671000,0.287826791535000
159,Xilauzinho,-6.395101000000000,-34.983204999999998, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,386138.139563000004273,0.000000000000000,250670.065377999999328,0.000000000000000,0.346672320806000,0.000000000000000,0.321674131132000,0.000000000000000,Nordeste,159,0.473557924498000,0.673114257293000,0.392648958716000,0.495987610289000,1.019786578100000,0.644040074055000,0.495987610289000,0.268274992138000
160,Mar Aberto,-6.379758000000000,-34.989437000000002, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,560629.107013999950141,0.000000000000000,363633.304721999971662,0.000000000000000,0.503329181261000,0.000000000000000,0.466635005542000,0.000000000000000,Nordeste,160,0.489422097510000,0.695663560098000,0.454539504706000,0.574166714864000,1.198992741360000,0.757216647600000,0.574166714864000,0.310561327986000
161,Pontal,-6.368680000000000,-34.993423999999997, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,611772.792897999985144,0.000000000000000,396696.191507000010461,0.000000000000000,0.549245651207000,0.000000000000000,0.509063188434000,0.000000000000000,Nordeste,161,0.489775178860000,0.696165429200000,0.359521490422000,0.454141545326000,1.245411080410000,0.786531870179000,0.454141545326000,0.245640852663000
162,Mar da Frente,-6.365217000000000,-35.006211999999998, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,735303.259120999951847,0.000000000000000,475408.074123000027612,0.000000000000000,0.660150503714000,0.000000000000000,0.610070767508000,0.000000000000000,Nordeste,162,0.495621646204000,0.704475585827000,0.278943172993000,0.352356359817000,1.364626089540000,0.861821391493000,0.352356359817000,0.190586211628000
163,Lajinha,-6.278960000000000,-35.033028000000002, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,278573.899480999971274,0.000000000000000,185421.026178000000073,0.000000000000000,0.250101842720000,0.000000000000000,0.237942840919000,0.000000000000000,Nordeste,163,0.508254250020000,0.722431542838000,0.589905465512000,0.745158736935000,0.972533385558000,0.614197604780000,0.745158736935000,0.403049290235000
164,Afogados,-6.244350000000000,-35.036464000000002, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,60179.220298799999000,0.000000000000000,39998.882240300001286,0.000000000000000,0.054028514222600,0.000000000000000,0.051328848027700,0.000000000000000,Nordeste,164,0.444978794944000,0.632491941483000,0.317752053963000,0.401379090435000,0.686520455706000,0.433567860794000,0.401379090435000,0.217102141459000
165,Sororoca,-6.238074000000000,-35.035608000000003, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,46184.642612499999814,0.000000000000000,30958.706249200000457,0.000000000000000,0.041464273014300,0.000000000000000,0.039727978363300,0.000000000000000,Nordeste,165,0.439387743025000,0.624544831814000,0.339988160282000,0.429467368757000,0.666009104828000,0.420614040630000,0.429467368757000,0.232294824682000
166,Abacateiro,-6.233891000000000,-35.036746999999998, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,41559.262010600003123,0.000000000000000,27997.269350099999428,0.000000000000000,0.037311636267000,0.000000000000000,0.035927693554700,0.000000000000000,Nordeste,166,0.439387743025000,0.624544831814000,0.420144274174000,0.530719233804000,0.661856468081000,0.417991467892000,0.530719233804000,0.287060997740000
167,Tibau do Sul,-6.180279000000000,-35.089708999999999, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,205057.286304000008386,0.000000000000000,139655.133185999991838,0.000000000000000,0.184099103553000,0.000000000000000,0.179213435629000,0.000000000000000,Nordeste,167,0.410261117171000,0.583144305891000,0.389567331158000,0.492094949799000,0.767243409444000,0.484547956257000,0.492094949799000,0.266169489015000
168,Tabatinga,-6.049479000000000,-35.108238000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,44581.390838599996641,0.000000000000000,29809.201328300001478,0.000000000000000,0.040024883955400,0.000000000000000,0.038252868058000,0.000000000000000,Nordeste,168,0.530539792046000,0.754108166316000,0.399174945089000,0.504231127339000,0.794133050271000,0.501529947039000,0.504231127339000,0.272733832290000
169,Xoxoline,-6.005800000000000,-35.105258999999997, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,5715.602552409999589,0.000000000000000,3584.897493360000226,0.000000000000000,0.005131430953420,0.000000000000000,0.004600345017800,0.000000000000000,Nordeste,169,0.488461327818000,0.694297924039000,0.451736333308000,0.570625795547000,0.699429354992000,0.441720398423000,0.570625795547000,0.308646078326000
170,Pirangi Reef,-5.980259000000000,-35.107796000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,5715.602552409999589,0.000000000000000,3584.897493360000226,0.000000000000000,0.005131430953420,0.000000000000000,0.004600345017800,0.000000000000000,Nordeste,170,0.411849921807000,0.585402629525000,0.000000000000000,0.000000000000000,0.590534060478000,0.372948230747000,0.000000000000000,0.000000000000000
171,Cotovelo,-5.949906000000000,-35.151975000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,5715.602552409999589,0.000000000000000,3584.897493360000226,0.000000000000000,0.005131430953420,0.000000000000000,0.004600345017800,0.000000000000000,Nordeste,171,0.330678206069000,0.470025320170000,0.188500727319000,0.238110972169000,0.475156751123000,0.300082385621000,0.238110972169000,0.128791965487000
172,Miami,-5.794834000000000,-35.181663999999998, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,401311.551319000020158,0.000000000000000,274751.213298999995459,0.000000000000000,0.360294911607000,0.000000000000000,0.352576434215000,0.000000000000000,Nordeste,172,0.241447748031000,0.343193331130000,0.126578655856000,0.159892045142000,0.703488242737000,0.444283764543000,0.159892045142000,0.086484090052900
173,Areia Preta,-5.792249000000000,-35.184387000000001, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,413809.370435999997426,0.000000000000000,283401.726542000018526,0.000000000000000,0.371515372666000,0.000000000000000,0.363677266406000,0.000000000000000,Nordeste,173,0.249564902074000,0.354731037147000,0.121268928192000,0.153184885790000,0.726246409813000,0.458656547951000,0.153184885790000,0.082856251201500
174,Praia dos Artistas,-5.781239000000000,-35.192050000000002, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,437800.300351999991108,0.000000000000000,300059.809617999999318,0.000000000000000,0.393054274163000,0.000000000000000,0.385053869120000,0.000000000000000,Nordeste,174,0.287022411860000,0.407973064310000,0.072075561407500,0.091044646036100,0.801027338473000,0.505883993248000,0.091044646036100,0.049245185147400
175,Genipabu,-5.694407000000000,-35.201922000000003, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,285301.905785000009928,1940.204502110000021,192473.924739999987651,1363.819686889999957,0.256142203204000,0.117322495827000,0.246993522792000,0.123239437747000,Nordeste,175,0.536879138721000,0.763118900607000,0.499563715184000,0.631040545966000,1.019261103810000,0.643708213930000,0.748363041793000,0.404782468328000
176,Touros Area,-5.197434000000000,-35.457929999999998, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,43.197444915799998,0.000000000000000,19.483142852800000,0.000000000000000,0.000038782386269,0.000000000000000,0.000025001880617,0.000000000000000,Nordeste,176,0.023059660712000,0.032776954181700,0.000000000000000,0.000000000000000,0.032815736568000,0.020724580871400,0.000000000000000,0.000000000000000
177,Urca da Concei&ccedil;&atilde;o,-5.069617000000000,-35.800230999999997, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Nordeste,177,0.111685035879000,0.158748879677000,0.185642615630000,0.234500653192000,0.158748879677000,0.100256899256000,0.234500653192000,0.126839178210000
178,Cocoa das Lavadeiras,-5.066515000000000,-35.862005000000003, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Nordeste,178,0.057740646780700,0.082072436259400,0.000000000000000,0.000000000000000,0.082072436259400,0.051832353025100,0.000000000000000,0.000000000000000
179,Baia das Ratas,-3.813000000000000,-32.393000000000001, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Nordeste,179,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
180,Volta da Jurema,-3.724294000000000,-38.496071999999998, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,167825.108236000000034,0.000000000000000,98779.503507600005833,0.000000000000000,0.150672295225000,0.000000000000000,0.126759495261000,0.000000000000000,Nordeste,180,0.114312011422000,0.162482857297000,0.083443065495100,0.105403887445000,0.313155152522000,0.197771251311000,0.105403887445000,0.057011962575200
181,Portao,-3.719326000000000,-38.510655000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,150885.183427999989362,0.000000000000000,88122.227590599999530,0.000000000000000,0.135463740446000,0.000000000000000,0.113083470700000,0.000000000000000,Nordeste,181,0.109371231494000,0.155460042896000,0.000000000000000,0.000000000000000,0.290923783342000,0.183731163943000,0.000000000000000,0.000000000000000
182,Barra do Ceara,-3.692659000000000,-38.584716000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,254345.366883999988204,0.000000000000000,157462.714566999988165,0.000000000000000,0.228349623075000,0.000000000000000,0.202065140158000,0.000000000000000,Nordeste,182,0.149471086482000,0.212457894081000,0.294471928146000,0.371972024110000,0.440807517156000,0.278389333700000,0.371972024110000,0.201196138318000
183,Praia do Pecem,-3.546170000000000,-38.806919000000001, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,5366.582958220000364,0.000000000000000,3390.066162109999823,0.000000000000000,0.004818083422240,0.000000000000000,0.004350326336460,0.000000000000000,Nordeste,183,0.299154940119000,0.425218214957000,0.097158300373400,0.122728743200000,0.430036298379000,0.271586835326000,0.122728743200000,0.066382812663100
184,Tabinha,-3.500935000000000,-38.911282000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,4036.995069500000227,0.000000000000000,2532.808061600000201,0.000000000000000,0.003624388027070,0.000000000000000,0.003250243826720,0.000000000000000,Nordeste,184,0.184392658710000,0.262095344830000,0.097158300373400,0.122728743200000,0.265719732857000,0.167813697593000,0.122728743200000,0.066382812663100
185,Pedra do Meio,-3.410858000000000,-39.040807000000001, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,15241.789993300000788,0.000000000000000,9780.535381319999942,0.000000000000000,0.013683980339800,0.000000000000000,0.012550941078800,0.000000000000000,Nordeste,185,0.266752880150000,0.379161993738000,0.375304532927000,0.474078421157000,0.392845974078000,0.248099509908000,0.474078421157000,0.256424519625000
186,Havaizinho,-3.403507000000000,-39.022171000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,15241.789993300000788,0.000000000000000,9780.535381319999942,0.000000000000000,0.013683980339800,0.000000000000000,0.012550941078800,0.000000000000000,Nordeste,186,0.301651315716000,0.428766558083000,0.369927061819000,0.467285689418000,0.442450538423000,0.279426973889000,0.467285689418000,0.252750395482000
187,Curral,-3.403353000000000,-39.025868000000003, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,15241.789993300000788,0.000000000000000,9780.535381319999942,0.000000000000000,0.013683980339800,0.000000000000000,0.012550941078800,0.000000000000000,Nordeste,187,0.301651315716000,0.428766558083000,0.369927061819000,0.467285689418000,0.442450538423000,0.279426973889000,0.467285689418000,0.252750395482000
188,Outside,-3.398539000000000,-39.013306000000000, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,15241.789993300000788,0.000000000000000,9780.535381319999942,0.000000000000000,0.013683980339800,0.000000000000000,0.012550941078800,0.000000000000000,Nordeste,188,0.302081989511000,0.429378716926000,0.265357743807000,0.335195472446000,0.443062697266000,0.279813579121000,0.335195472446000,0.181304050483000
189,Atins,-2.555789000000000,-42.727836000000003, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,226542.229875999997603,8657.382169720000093,154832.500525000010384,6429.435392379999939,0.203388146741000,0.523504446246000,0.198689899419000,0.580985896011000,Nordeste,189,0.531720433679000,0.755786327898000,0.547420901081000,0.691492944326000,0.959174474639000,0.605760865013000,1.214997390570000,0.657180559838000
190,Ponta d'Areia,-2.497384000000000,-44.311779000000001, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,168584.041724999988219,1377.940628049999987,168275.862583000009181,1441.752174380000042,0.151353660796000,0.083322883442700,0.215941188690000,0.130281685364000,Nordeste,190,0.469725080066000,0.667666260122000,0.457068732763000,0.577361593527000,0.819019920918000,0.517247100372000,0.660684476970000,0.357357964570000
191,S&atilde;o Marcos,-2.485445000000000,-44.297899999999998, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,159568.994574000011198,0.000000000000000,159586.382909999985714,0.000000000000000,0.143260009851000,0.000000000000000,0.204790352552000,0.000000000000000,Nordeste,191,0.471659441259000,0.670415757132000,0.500174858769000,0.631812532341000,0.813675766983000,0.513872032127000,0.631812532341000,0.341741403676000
192,Calhau,-2.480673000000000,-44.249679999999998, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,98393.661359799996717,0.000000000000000,98467.778444299998228,0.000000000000000,0.088337191904500,0.000000000000000,0.126359471873000,0.000000000000000,Nordeste,192,0.494915326507000,0.703471624465000,0.556449908425000,0.702898235685000,0.791808816369000,0.500062091111000,0.702898235685000,0.380190986106000
193,Olho D'Agu,-2.477097000000000,-44.230155000000003, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,110153.359303999997792,0.000000000000000,109183.504033999997773,0.000000000000000,0.098894972555000,0.000000000000000,0.140110502389000,0.000000000000000,Nordeste,193,0.490771896978000,0.697582162278000,0.310552120772000,0.392284255013000,0.796477134833000,0.503010339533000,0.392284255013000,0.212182831277000
194,Ponta do Farol,-2.456442000000000,-44.173347999999997, , ,0.000000000000000,0.000000000000000,0.000000000000000,0, , , , ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,315587.165005000017118,4441.703826900000422,309957.238563999999315,4598.020553590000418,0.283332112784000,0.268586006336000,0.397754814691000,0.415492952052000,Nordeste,194,0.506359615963000,0.719738513897000,0.569143647523000,0.718932755022000,1.003070626680000,0.633483215569000,0.987518761358000,0.534139527769000
195, ,0.000000000000000,0.000000000000000,Rio Grande Do Sul,Hermenegildo,-33.668354000000001,-53.262405000000001,3.000000000000000,3,Right and left,Beach-break,All surfers, ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Sul,195,0.032716951454200,0.046503807327000,0.000000000000000,0.000000000000000,0.046503807327000,0.029369199554000,0.000000000000000,0.000000000000000
196, ,0.000000000000000,0.000000000000000,Rio Grande Do Sul,Navio,-32.290560999999997,-52.258674999999997,3.000000000000000,2,Right and left,Beach-break,All surfers, ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Sul,196,0.024925161245800,0.035428572793200,0.000000000000000,0.000000000000000,0.035428572793200,0.022374701859600,0.000000000000000,0.000000000000000
