OID_,id,COUNT,AREA,MEAN
1,2,1.000000000000000,1263895.492378054885194,0.688186585903168
2,3,1.000000000000000,1263895.492378054885194,0.739694356918335
3,6,2.000000000000000,2527790.984756109770387,0.651012390851974
4,7,4.000000000000000,5055581.969512219540775,0.685296863317490
5,8,4.000000000000000,5055581.969512219540775,0.773792177438736
6,9,1.000000000000000,1263895.492378054885194,0.374867737293243
7,11,1.000000000000000,1263895.492378054885194,0.849884927272797
8,12,2.000000000000000,2527790.984756109770387,0.695468634366989
9,13,1.000000000000000,1263895.492378054885194,0.666240155696869
10,15,2.000000000000000,2527790.984756109770387,0.434539228677750
11,16,2.000000000000000,2527790.984756109770387,0.453241556882858
12,17,3.000000000000000,3791686.477134164422750,0.400271644194921
13,18,1.000000000000000,1263895.492378054885194,0.437094181776047
14,19,2.000000000000000,2527790.984756109770387,0.586090385913849
15,21,2.000000000000000,2527790.984756109770387,0.813371300697327
16,22,2.000000000000000,2527790.984756109770387,0.829802334308624
17,23,1.000000000000000,1263895.492378054885194,0.928751528263092
18,24,3.000000000000000,3791686.477134164422750,0.847437640031179
19,25,2.000000000000000,2527790.984756109770387,0.633174926042557
20,26,3.000000000000000,3791686.477134164422750,0.398512860139211
21,27,1.000000000000000,1263895.492378054885194,0.806376576423645
22,28,1.000000000000000,1263895.492378054885194,0.507520496845245
23,31,1.000000000000000,1263895.492378054885194,0.474784612655640
24,32,2.000000000000000,2527790.984756109770387,0.505373030900955
25,33,1.000000000000000,1263895.492378054885194,0.496116101741791
26,34,1.000000000000000,1263895.492378054885194,0.601880490779877
27,35,2.000000000000000,2527790.984756109770387,0.557722896337509
28,36,2.000000000000000,2527790.984756109770387,0.515404731035233
29,37,2.000000000000000,2527790.984756109770387,0.583083808422089
30,38,1.000000000000000,1263895.492378054885194,0.345055222511292
31,39,2.000000000000000,2527790.984756109770387,0.477541461586952
32,40,2.000000000000000,2527790.984756109770387,0.740393877029419
33,41,4.000000000000000,5055581.969512219540775,0.396879546344280
34,42,2.000000000000000,2527790.984756109770387,0.298477068543434
35,43,1.000000000000000,1263895.492378054885194,0.086345344781876
36,44,2.000000000000000,2527790.984756109770387,0.008675348130055
37,45,1.000000000000000,1263895.492378054885194,0.012489058077335
38,46,1.000000000000000,1263895.492378054885194,0.276913791894913
39,48,2.000000000000000,2527790.984756109770387,0.426529854536057
40,49,2.000000000000000,2527790.984756109770387,0.610281318426132
41,51,2.000000000000000,2527790.984756109770387,0.774710774421692
42,52,2.000000000000000,2527790.984756109770387,0.712029069662094
43,53,2.000000000000000,2527790.984756109770387,0.741669118404388
44,54,2.000000000000000,2527790.984756109770387,0.566047191619873
45,55,3.000000000000000,3791686.477134164422750,0.617115279038747
46,56,3.000000000000000,3791686.477134164422750,0.806546886761983
47,57,2.000000000000000,2527790.984756109770387,0.701699346303940
48,58,1.000000000000000,1263895.492378054885194,0.496940702199936
49,59,2.000000000000000,2527790.984756109770387,0.683672308921814
50,62,1.000000000000000,1263895.492378054885194,0.799825727939606
51,63,2.000000000000000,2527790.984756109770387,0.506981864571571
52,64,2.000000000000000,2527790.984756109770387,0.453175619244576
53,65,4.000000000000000,5055581.969512219540775,0.536973744630814
54,66,2.000000000000000,2527790.984756109770387,0.527457773685455
55,67,1.000000000000000,1263895.492378054885194,0.723277568817139
56,68,2.000000000000000,2527790.984756109770387,0.770750373601913
57,69,2.000000000000000,2527790.984756109770387,0.516735434532166
58,70,2.000000000000000,2527790.984756109770387,0.523256078362465
59,71,2.000000000000000,2527790.984756109770387,0.888905018568039
60,73,1.000000000000000,1263895.492378054885194,0.461127519607544
61,74,2.000000000000000,2527790.984756109770387,0.682656139135361
62,75,2.000000000000000,2527790.984756109770387,0.682656139135361
63,76,1.000000000000000,1263895.492378054885194,0.643716990947723
64,77,2.000000000000000,2527790.984756109770387,0.612056165933609
65,78,1.000000000000000,1263895.492378054885194,0.685318529605865
66,79,1.000000000000000,1263895.492378054885194,0.662229597568512
67,80,2.000000000000000,2527790.984756109770387,0.766487330198288
68,81,1.000000000000000,1263895.492378054885194,0.870745062828064
69,82,2.000000000000000,2527790.984756109770387,0.781057775020599
70,83,2.000000000000000,2527790.984756109770387,0.642515689134598
71,84,2.000000000000000,2527790.984756109770387,0.612609475851059
72,85,2.000000000000000,2527790.984756109770387,0.693443775177002
73,87,1.000000000000000,1263895.492378054885194,0.579089760780334
74,88,2.000000000000000,2527790.984756109770387,0.652590066194534
75,89,2.000000000000000,2527790.984756109770387,0.637094855308533
76,90,1.000000000000000,1263895.492378054885194,0.551917314529419
77,91,1.000000000000000,1263895.492378054885194,0.268575519323349
78,93,1.000000000000000,1263895.492378054885194,0.386814802885056
79,95,1.000000000000000,1263895.492378054885194,0.753437340259552
80,96,2.000000000000000,2527790.984756109770387,0.714882701635361
81,97,2.000000000000000,2527790.984756109770387,0.714882701635361
82,98,1.000000000000000,1263895.492378054885194,0.326995939016342
83,100,2.000000000000000,2527790.984756109770387,0.349089145660400
84,104,1.000000000000000,1263895.492378054885194,0.660291194915771
85,106,3.000000000000000,3791686.477134164422750,0.852460066477458
86,107,1.000000000000000,1263895.492378054885194,0.358302205801010
87,108,1.000000000000000,1263895.492378054885194,0.791304707527161
88,109,2.000000000000000,2527790.984756109770387,0.800854921340942
89,110,2.000000000000000,2527790.984756109770387,0.718200594186783
90,111,2.000000000000000,2527790.984756109770387,0.729171514511108
91,112,2.000000000000000,2527790.984756109770387,0.877464681863785
92,113,2.000000000000000,2527790.984756109770387,0.730136185884476
93,114,2.000000000000000,2527790.984756109770387,0.730136185884476
94,115,3.000000000000000,3791686.477134164422750,0.778656899929047
95,116,2.000000000000000,2527790.984756109770387,0.811894237995148
96,117,2.000000000000000,2527790.984756109770387,0.630546480417252
97,118,1.000000000000000,1263895.492378054885194,0.679076254367828
98,119,3.000000000000000,3791686.477134164422750,0.692815403143565
99,120,2.000000000000000,2527790.984756109770387,0.583249777555466
100,121,3.000000000000000,3791686.477134164422750,0.427431275447210
101,123,1.000000000000000,1263895.492378054885194,0.053383503109217
102,124,2.000000000000000,2527790.984756109770387,0.136513583362103
103,125,1.000000000000000,1263895.492378054885194,0.384248077869415
104,127,2.000000000000000,2527790.984756109770387,0.156000740826130
105,128,1.000000000000000,1263895.492378054885194,0.298274815082550
106,129,2.000000000000000,2527790.984756109770387,0.518392458558083
107,132,4.000000000000000,5055581.969512219540775,0.473821289837360
108,133,1.000000000000000,1263895.492378054885194,0.011795988306403
109,134,1.000000000000000,1263895.492378054885194,0.552655577659607
110,135,1.000000000000000,1263895.492378054885194,0.372558861970901
111,136,2.000000000000000,2527790.984756109770387,0.544702291488647
112,137,2.000000000000000,2527790.984756109770387,0.308323383331299
113,138,2.000000000000000,2527790.984756109770387,0.374223798513412
114,139,2.000000000000000,2527790.984756109770387,0.214889764785767
115,140,2.000000000000000,2527790.984756109770387,0.563853859901428
116,141,1.000000000000000,1263895.492378054885194,0.735875070095062
117,143,1.000000000000000,1263895.492378054885194,0.686270296573639
118,144,2.000000000000000,2527790.984756109770387,0.766749203205109
119,145,1.000000000000000,1263895.492378054885194,0.776247560977936
120,146,2.000000000000000,2527790.984756109770387,0.594797760248184
121,147,1.000000000000000,1263895.492378054885194,0.458477020263672
122,148,1.000000000000000,1263895.492378054885194,0.586643517017365
123,149,1.000000000000000,1263895.492378054885194,0.463292926549911
124,153,1.000000000000000,1263895.492378054885194,0.553134739398956
125,154,3.000000000000000,3791686.477134164422750,0.552681227525075
126,155,1.000000000000000,1263895.492378054885194,0.592662334442139
127,156,3.000000000000000,3791686.477134164422750,0.767283499240875
128,157,1.000000000000000,1263895.492378054885194,0.387431532144547
129,158,2.000000000000000,2527790.984756109770387,0.080843597650528
130,159,3.000000000000000,3791686.477134164422750,0.047891721129417
