OID_,Join_Count,TARGET_FID,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,numerical_direction,numerical_frequency,numerical_experience,numerical_quality,BUFF_DIST,ORIG_FID,CD_MUN,NM_MUN,SIGLA,AREA_KM2,F1970,F1980,F1991,F2000,F2010,pop_change,Shape_Length,Shape_Area
44,1,44,43,Sudeste,NA,Aventureiro,-23.184405999999999,-44.315804000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,44,3300100,Angra dos Reis,RJ,813.419999999999959,40276.000000000000000,57869.000000000000000,85571.000000000000000,119247.000000000000000,169511.000000000000000,50264.000000000000000,6283.185307179585834,3141592.653589793015271
45,1,45,44,Sudeste,NA,Praia do Leste,-23.179746000000002,-44.274093999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,45,3300100,Angra dos Reis,RJ,813.419999999999959,40276.000000000000000,57869.000000000000000,85571.000000000000000,119247.000000000000000,169511.000000000000000,50264.000000000000000,6283.185307179585834,3141592.653589793015271
46,1,46,45,Sudeste,NA,Praia do Sul,-23.178656000000000,-44.296756999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,46,3300100,Angra dos Reis,RJ,813.419999999999959,40276.000000000000000,57869.000000000000000,85571.000000000000000,119247.000000000000000,169511.000000000000000,50264.000000000000000,6283.185307179585834,3141592.653589793015271
47,1,47,46,Sudeste,NA,Praia do Meio,-23.066913000000000,-43.549809000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,47,3304557,Rio de Janeiro,RJ,1200.328999999999951,4251918.000000000000000,5090723.000000000000000,5480768.000000000000000,5857904.000000000000000,6320446.000000000000000,462542.000000000000000,6283.185307179585834,3141592.653589793015271
48,0,48,47,Sudeste,NA,Restinga a Marambaia,-23.061833000000000,-43.591673000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,48,,,,,,,,,,0.000000000000000,6283.185307179585834,3141592.653589793015271
49,1,49,48,Sudeste,NA,Grumari,-23.050469000000000,-43.533907999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,49,3304557,Rio de Janeiro,RJ,1200.328999999999951,4251918.000000000000000,5090723.000000000000000,5480768.000000000000000,5857904.000000000000000,6320446.000000000000000,462542.000000000000000,6283.185307179585834,3141592.653589793015271
50,1,50,49,Sudeste,NA,Reserva,-23.022717000000000,-43.440916000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,50,3304557,Rio de Janeiro,RJ,1200.328999999999951,4251918.000000000000000,5090723.000000000000000,5480768.000000000000000,5857904.000000000000000,6320446.000000000000000,462542.000000000000000,6283.185307179585834,3141592.653589793015271
51,0,51,50,Sudeste,NA,Barra da Tijuca,-23.020340120000000,-43.372478489999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,51,,,,,,,,,,0.000000000000000,6283.185307179585834,3141592.653589793015271
52,1,52,51,Sudeste,NA,Barra da Tijuca,-23.014886109999999,-43.372222219999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,52,3304557,Rio de Janeiro,RJ,1200.328999999999951,4251918.000000000000000,5090723.000000000000000,5480768.000000000000000,5857904.000000000000000,6320446.000000000000000,462542.000000000000000,6283.185307179585834,3141592.653589793015271
53,1,53,52,Sudeste,NA,Sao Conrado,-23.000617999999999,-43.264187000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,53,3304557,Rio de Janeiro,RJ,1200.328999999999951,4251918.000000000000000,5090723.000000000000000,5480768.000000000000000,5857904.000000000000000,6320446.000000000000000,462542.000000000000000,6283.185307179585834,3141592.653589793015271
54,1,54,53,Sudeste,NA,Bambui,-22.975255000000001,-42.916570000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,54,3302700,Maricá,RJ,361.572000000000003,23664.000000000000000,32618.000000000000000,46545.000000000000000,76737.000000000000000,127461.000000000000000,50724.000000000000000,6283.185307179585834,3141592.653589793015271
55,2,55,54,Sudeste,NA,Itaipuacu,-22.971149000000000,-43.011260000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,55,3302700,Maricá,RJ,361.572000000000003,23664.000000000000000,32618.000000000000000,46545.000000000000000,76737.000000000000000,127461.000000000000000,39417.500000000000000,6283.185307179585834,3141592.653589793015271
56,1,56,55,Sudeste,NA,Barra de Marica,-22.962100000000000,-42.809486999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,56,3302700,Maricá,RJ,361.572000000000003,23664.000000000000000,32618.000000000000000,46545.000000000000000,76737.000000000000000,127461.000000000000000,50724.000000000000000,6283.185307179585834,3141592.653589793015271
57,1,57,56,Sudeste,NA,Camboinhas,-22.961998000000001,-43.059922999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,57,3303302,Niterói,RJ,133.757000000000005,324246.000000000000000,397135.000000000000000,436155.000000000000000,459451.000000000000000,487562.000000000000000,28111.000000000000000,6283.185307179585834,3141592.653589793015271
58,1,58,57,Sudeste,NA,Pirantininga,-22.955044999999998,-43.088653999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,58,3303302,Niterói,RJ,133.757000000000005,324246.000000000000000,397135.000000000000000,436155.000000000000000,459451.000000000000000,487562.000000000000000,28111.000000000000000,6283.185307179585834,3141592.653589793015271
59,1,59,58,Sudeste,NA,Jacone,-22.946556000000001,-42.679789000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,59,3302700,Maricá,RJ,361.572000000000003,23664.000000000000000,32618.000000000000000,46545.000000000000000,76737.000000000000000,127461.000000000000000,50724.000000000000000,6283.185307179585834,3141592.653589793015271
60,1,60,59,Sudeste,NA,Figueira,-22.944991999999999,-42.188828000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,60,3300258,Arraial do Cabo,RJ,152.105999999999995,0.000000000000000,0.000000000000000,19866.000000000000000,23877.000000000000000,27715.000000000000000,3838.000000000000000,6283.185307179585834,3141592.653589793015271
61,1,61,60,Sudeste,NA,Praia do Fora,-22.944794000000002,-43.155304000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,61,3304557,Rio de Janeiro,RJ,1200.328999999999951,4251918.000000000000000,5090723.000000000000000,5480768.000000000000000,5857904.000000000000000,6320446.000000000000000,462542.000000000000000,6283.185307179585834,3141592.653589793015271
62,1,62,61,Sudeste,NA,Laje do Pao de Acucar,-22.938409000000000,-43.151797000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,62,3304557,Rio de Janeiro,RJ,1200.328999999999951,4251918.000000000000000,5090723.000000000000000,5480768.000000000000000,5857904.000000000000000,6320446.000000000000000,462542.000000000000000,6283.185307179585834,3141592.653589793015271
63,1,63,62,Sudeste,NA,Canal,-22.937418999999998,-42.487813000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,63,3305505,Saquarema,RJ,352.129999999999995,24378.000000000000000,28200.000000000000000,37888.000000000000000,52461.000000000000000,74234.000000000000000,21773.000000000000000,6283.185307179585834,3141592.653589793015271
64,1,64,63,Sudeste,NA,Praia Seca,-22.936126000000002,-42.361598000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,64,3300209,Araruama,RJ,638.275999999999954,40031.000000000000000,49827.000000000000000,59024.000000000000000,82803.000000000000000,112008.000000000000000,29205.000000000000000,6283.185307179585834,3141592.653589793015271
65,1,65,64,Sudeste,NA,Caravelas,-22.814850000000000,-41.953901999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,65,3300233,Armação dos Búzios,RJ,70.977000000000004,0.000000000000000,0.000000000000000,0.000000000000000,18204.000000000000000,27560.000000000000000,9356.000000000000000,6283.185307179585834,3141592.653589793015271
66,1,66,65,Sudeste,NA,Tucuns,-22.799863999999999,-41.929282000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,66,3300233,Armação dos Búzios,RJ,70.977000000000004,0.000000000000000,0.000000000000000,0.000000000000000,18204.000000000000000,27560.000000000000000,9356.000000000000000,6283.185307179585834,3141592.653589793015271
67,1,67,66,Sudeste,NA,Praia Brava,-22.754252000000001,-41.872608999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,67,3300233,Armação dos Búzios,RJ,70.977000000000004,0.000000000000000,0.000000000000000,0.000000000000000,18204.000000000000000,27560.000000000000000,9356.000000000000000,6283.185307179585834,3141592.653589793015271
68,1,68,67,Sudeste,NA,Marataizes,-21.044882999999999,-40.827455999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,68,3203320,Marataízes,ES,130.268000000000001,0.000000000000000,0.000000000000000,0.000000000000000,30603.000000000000000,34140.000000000000000,3537.000000000000000,6283.185307179585834,3141592.653589793015271
69,1,69,68,Sudeste,NA,Ponta do Ubu,-20.793246000000000,-40.579551000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,69,3200409,Anchieta,ES,409.690999999999974,11361.000000000000000,11413.000000000000000,14934.000000000000000,19217.000000000000000,23902.000000000000000,4685.000000000000000,6283.185307179585834,3141592.653589793015271
70,1,70,69,Sudeste,NA,Ponta dos Castelhanos,-20.755085000000001,-40.560755000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,70,3202405,Guarapari,ES,589.825000000000045,24105.000000000000000,38500.000000000000000,61719.000000000000000,88400.000000000000000,105286.000000000000000,16886.000000000000000,6283.185307179585834,3141592.653589793015271
71,1,71,70,Sudeste,NA,Maimba,-20.707021999999998,-40.514367999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,71,3202405,Guarapari,ES,589.825000000000045,24105.000000000000000,38500.000000000000000,61719.000000000000000,88400.000000000000000,105286.000000000000000,16886.000000000000000,6283.185307179585834,3141592.653589793015271
