OID_,Join_Count,TARGET_FID,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,numerical_direction,numerical_frequency,numerical_experience,numerical_quality,BUFF_DIST,ORIG_FID,CD_MUN,NM_MUN,SIGLA,AREA_KM2,F1970,F1980,F1991,F2000,F2010,pop_change,Shape_Length,Shape_Area
129,1,129,128,Nordeste,NA,Mosqueiro,-11.138116000000000,-37.145493000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,129,2800308,Aracaju,SE,182.163000000000011,183670.000000000000000,293119.000000000000000,402341.000000000000000,461534.000000000000000,571149.000000000000000,109615.000000000000000,6283.185307179585834,3141592.653589793015271
130,1,130,129,Nordeste,NA,Aruana,-11.067069000000000,-37.101289000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,130,2800308,Aracaju,SE,182.163000000000011,183670.000000000000000,293119.000000000000000,402341.000000000000000,461534.000000000000000,571149.000000000000000,109615.000000000000000,6283.185307179585834,3141592.653589793015271
131,1,131,130,Nordeste,NA,Hawaiizinho,-11.043927999999999,-37.082977999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,131,2800308,Aracaju,SE,182.163000000000011,183670.000000000000000,293119.000000000000000,402341.000000000000000,461534.000000000000000,571149.000000000000000,109615.000000000000000,6283.185307179585834,3141592.653589793015271
132,1,132,131,Nordeste,NA,Praia do Meio,-10.999541000000001,-37.050151000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,132,2800308,Aracaju,SE,182.163000000000011,183670.000000000000000,293119.000000000000000,402341.000000000000000,461534.000000000000000,571149.000000000000000,109615.000000000000000,6283.185307179585834,3141592.653589793015271
133,2,133,132,Nordeste,NA,Pirambu,-10.746346000000001,-36.855099000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,133,2800605,Barra dos Coqueiros,SE,92.268000000000001,5568.000000000000000,7952.000000000000000,12727.000000000000000,17807.000000000000000,24976.000000000000000,4141.500000000000000,6283.185307179585834,3141592.653589793015271
134,1,134,133,Nordeste,NA,Ponta do Mangue,-10.639483000000000,-36.678539000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,134,2805307,Pirambu,SE,208.681000000000012,2897.000000000000000,3311.000000000000000,4838.000000000000000,7255.000000000000000,8369.000000000000000,1114.000000000000000,6283.185307179585834,3141592.653589793015271
135,1,135,134,Nordeste,NA,Pontal de Peba,-10.367584000000001,-36.303941000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,135,2706802,Piaçabuçu,AL,243.686000000000007,10752.000000000000000,11543.000000000000000,16914.000000000000000,16775.000000000000000,17203.000000000000000,428.000000000000000,6283.185307179585834,3141592.653589793015271
136,1,136,135,Nordeste,NA,Mihai,-10.196728000000000,-36.181641999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,136,2702306,Coruripe,AL,897.799999999999955,27225.000000000000000,41650.000000000000000,49240.000000000000000,48846.000000000000000,52130.000000000000000,3284.000000000000000,6283.185307179585834,3141592.653589793015271
137,1,137,136,Nordeste,NA,Pontal do Coruripe,-10.160774999999999,-36.150663999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,137,2702306,Coruripe,AL,897.799999999999955,27225.000000000000000,41650.000000000000000,49240.000000000000000,48846.000000000000000,52130.000000000000000,3284.000000000000000,6283.185307179585834,3141592.653589793015271
138,1,138,137,Nordeste,NA,Forjos,-10.107661999999999,-36.097672000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,138,2702306,Coruripe,AL,897.799999999999955,27225.000000000000000,41650.000000000000000,49240.000000000000000,48846.000000000000000,52130.000000000000000,3284.000000000000000,6283.185307179585834,3141592.653589793015271
139,1,139,138,Nordeste,NA,Poxim,-10.063563000000000,-36.040908999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,139,2702306,Coruripe,AL,897.799999999999955,27225.000000000000000,41650.000000000000000,49240.000000000000000,48846.000000000000000,52130.000000000000000,3284.000000000000000,6283.185307179585834,3141592.653589793015271
140,1,140,139,Nordeste,NA,Jacarecica,-9.916383000000000,-35.945963999999996,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,140,2707800,Roteiro,AL,128.925999999999988,1635.000000000000000,5171.000000000000000,7445.000000000000000,6985.000000000000000,6656.000000000000000,0.000000000000000,6283.185307179585834,3141592.653589793015271
141,1,141,140,Nordeste,NA,Praia do Meio,-9.824446999999999,-35.877803000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,141,2700607,Barra de São Miguel,AL,74.247000000000000,1418.000000000000000,2328.000000000000000,4950.000000000000000,6379.000000000000000,7574.000000000000000,1195.000000000000000,6283.185307179585834,3141592.653589793015271
142,1,142,141,Nordeste,NA,Praia do Pontal,-9.682589999999999,-35.758536999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,142,2704302,Maceió,AL,509.319999999999993,263670.000000000000000,399300.000000000000000,629041.000000000000000,797759.000000000000000,932748.000000000000000,134989.000000000000000,6283.185307179585834,3141592.653589793015271
143,1,143,142,Nordeste,NA,Salgema,-9.679629000000000,-35.718974000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,143,2704302,Maceió,AL,509.319999999999993,263670.000000000000000,399300.000000000000000,629041.000000000000000,797759.000000000000000,932748.000000000000000,134989.000000000000000,6283.185307179585834,3141592.653589793015271
144,1,144,143,Nordeste,NA,Pier do Emissario,-9.673301000000000,-35.715234000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,144,2704302,Maceió,AL,509.319999999999993,263670.000000000000000,399300.000000000000000,629041.000000000000000,797759.000000000000000,932748.000000000000000,134989.000000000000000,6283.185307179585834,3141592.653589793015271
145,1,145,144,Nordeste,NA,Praia do Sobral,-9.666869000000000,-35.710735000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,145,2704302,Maceió,AL,509.319999999999993,263670.000000000000000,399300.000000000000000,629041.000000000000000,797759.000000000000000,932748.000000000000000,134989.000000000000000,6283.185307179585834,3141592.653589793015271
146,1,146,145,Nordeste,NA,"Pico da Barra, Brazil",-9.665630000000000,-35.697186000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,146,2704302,Maceió,AL,509.319999999999993,263670.000000000000000,399300.000000000000000,629041.000000000000000,797759.000000000000000,932748.000000000000000,134989.000000000000000,6283.185307179585834,3141592.653589793015271
147,1,147,146,Nordeste,NA,Pedra Virada,-9.585521999999999,-35.660038000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,147,2704302,Maceió,AL,509.319999999999993,263670.000000000000000,399300.000000000000000,629041.000000000000000,797759.000000000000000,932748.000000000000000,134989.000000000000000,6283.185307179585834,3141592.653589793015271
148,1,148,147,Nordeste,NA,Praia de Jatiuca,-9.531449000000000,-35.590927999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,148,2704302,Maceió,AL,509.319999999999993,263670.000000000000000,399300.000000000000000,629041.000000000000000,797759.000000000000000,932748.000000000000000,134989.000000000000000,6283.185307179585834,3141592.653589793015271
149,2,149,148,Nordeste,NA,Garca Torta,-9.487114000000000,-35.557476999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,149,2704302,Maceió,AL,509.319999999999993,263670.000000000000000,399300.000000000000000,629041.000000000000000,797759.000000000000000,932748.000000000000000,69143.500000000000000,6283.185307179585834,3141592.653589793015271
150,1,150,149,Nordeste,NA,Mirante da Sirena,-9.430906000000000,-35.503683000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,150,2700508,Barra de Santo Antônio,AL,131.364000000000004,6028.000000000000000,9696.000000000000000,14334.000000000000000,11351.000000000000000,14230.000000000000000,2879.000000000000000,6283.185307179585834,3141592.653589793015271
151,1,151,150,Nordeste,NA,Japaratinga,-9.261582000000001,-35.353366000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,151,2708709,São Miguel dos Milagres,AL,76.730999999999995,3995.000000000000000,4809.000000000000000,4897.000000000000000,5860.000000000000000,7163.000000000000000,1303.000000000000000,6283.185307179585834,3141592.653589793015271
152,1,152,151,Nordeste,NA,Impossivel,-8.615505000000001,-35.020375000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,152,2614204,Sirinhaém,PE,374.321000000000026,24806.000000000000000,29061.000000000000000,33258.000000000000000,33046.000000000000000,40296.000000000000000,7250.000000000000000,6283.185307179585834,3141592.653589793015271
153,1,153,152,Nordeste,NA,Serrambi,-8.576358000000001,-35.028714999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,153,2607208,Ipojuca,PE,521.801000000000045,35851.000000000000000,39452.000000000000000,45424.000000000000000,59281.000000000000000,80637.000000000000000,21356.000000000000000,6283.185307179585834,3141592.653589793015271
154,1,154,153,Nordeste,NA,Porto de Galinhas,-8.488678000000000,-34.999501000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,154,2607208,Ipojuca,PE,521.801000000000045,35851.000000000000000,39452.000000000000000,45424.000000000000000,59281.000000000000000,80637.000000000000000,21356.000000000000000,6283.185307179585834,3141592.653589793015271
155,1,155,154,Nordeste,NA,Cupe,-8.479708000000000,-34.996577000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,155,2607208,Ipojuca,PE,521.801000000000045,35851.000000000000000,39452.000000000000000,45424.000000000000000,59281.000000000000000,80637.000000000000000,21356.000000000000000,6283.185307179585834,3141592.653589793015271
156,1,156,155,Nordeste,NA,Gaibu,-8.341567000000000,-34.948825999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,156,2602902,Cabo de Santo Agostinho,PE,445.343000000000018,75829.000000000000000,104155.000000000000000,127036.000000000000000,152977.000000000000000,185025.000000000000000,32048.000000000000000,6283.185307179585834,3141592.653589793015271
157,1,157,156,Nordeste,NA,Bessa,-7.091138000000000,-34.832765000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,157,2507507,João Pessoa,PB,210.044000000000011,221546.000000000000000,329945.000000000000000,497600.000000000000000,597934.000000000000000,723515.000000000000000,125581.000000000000000,6283.185307179585834,3141592.653589793015271
158,1,158,157,Nordeste,NA,Saji,-6.466880000000000,-34.970449000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,158,2401404,Baía Formosa,RN,247.484000000000009,3814.000000000000000,5155.000000000000000,7223.000000000000000,7821.000000000000000,8573.000000000000000,752.000000000000000,6283.185307179585834,3141592.653589793015271
159,1,159,158,Nordeste,NA,Farol,-6.408908000000000,-34.979016999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,159,2401404,Baía Formosa,RN,247.484000000000009,3814.000000000000000,5155.000000000000000,7223.000000000000000,7821.000000000000000,8573.000000000000000,752.000000000000000,6283.185307179585834,3141592.653589793015271
160,1,160,159,Nordeste,NA,Xilauzinho,-6.395101000000000,-34.983204999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,160,2401404,Baía Formosa,RN,247.484000000000009,3814.000000000000000,5155.000000000000000,7223.000000000000000,7821.000000000000000,8573.000000000000000,752.000000000000000,6283.185307179585834,3141592.653589793015271
161,1,161,160,Nordeste,NA,Mar Aberto,-6.379758000000000,-34.989437000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,161,2401404,Baía Formosa,RN,247.484000000000009,3814.000000000000000,5155.000000000000000,7223.000000000000000,7821.000000000000000,8573.000000000000000,752.000000000000000,6283.185307179585834,3141592.653589793015271
162,1,162,161,Nordeste,NA,Pontal,-6.368680000000000,-34.993423999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,162,2401404,Baía Formosa,RN,247.484000000000009,3814.000000000000000,5155.000000000000000,7223.000000000000000,7821.000000000000000,8573.000000000000000,752.000000000000000,6283.185307179585834,3141592.653589793015271
163,1,163,162,Nordeste,NA,Mar da Frente,-6.365217000000000,-35.006211999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,163,2401404,Baía Formosa,RN,247.484000000000009,3814.000000000000000,5155.000000000000000,7223.000000000000000,7821.000000000000000,8573.000000000000000,752.000000000000000,6283.185307179585834,3141592.653589793015271
164,2,164,163,Nordeste,NA,Lajinha,-6.278960000000000,-35.033028000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,164,2402204,Canguaretama,RN,245.485000000000014,15579.000000000000000,17980.000000000000000,22919.000000000000000,27011.000000000000000,30916.000000000000000,3770.500000000000000,6283.185307179585834,3141592.653589793015271
165,1,165,164,Nordeste,NA,Afogados,-6.244350000000000,-35.036464000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,165,2414209,Tibau do Sul,RN,102.680000000000007,3897.000000000000000,4873.000000000000000,5964.000000000000000,7749.000000000000000,11385.000000000000000,3636.000000000000000,6283.185307179585834,3141592.653589793015271
166,1,166,165,Nordeste,NA,Sororoca,-6.238074000000000,-35.035608000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,166,2414209,Tibau do Sul,RN,102.680000000000007,3897.000000000000000,4873.000000000000000,5964.000000000000000,7749.000000000000000,11385.000000000000000,3636.000000000000000,6283.185307179585834,3141592.653589793015271
167,1,167,166,Nordeste,NA,Abacateiro,-6.233891000000000,-35.036746999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,167,2414209,Tibau do Sul,RN,102.680000000000007,3897.000000000000000,4873.000000000000000,5964.000000000000000,7749.000000000000000,11385.000000000000000,3636.000000000000000,6283.185307179585834,3141592.653589793015271
168,2,168,167,Nordeste,NA,Tibau do Sul,-6.180279000000000,-35.089708999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,168,2413201,Senador Georgino Avelino,RN,26.100000000000001,1725.000000000000000,1981.000000000000000,2663.000000000000000,3302.000000000000000,3924.000000000000000,2129.000000000000000,6283.185307179585834,3141592.653589793015271
169,1,169,168,Nordeste,NA,Tabatinga,-6.049479000000000,-35.108238000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,169,2408201,Nísia Floresta,RN,307.718999999999994,9412.000000000000000,9982.000000000000000,13934.000000000000000,19040.000000000000000,23784.000000000000000,4744.000000000000000,6283.185307179585834,3141592.653589793015271
170,1,170,169,Nordeste,NA,Xoxoline,-6.005800000000000,-35.105258999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,170,2408201,Nísia Floresta,RN,307.718999999999994,9412.000000000000000,9982.000000000000000,13934.000000000000000,19040.000000000000000,23784.000000000000000,4744.000000000000000,6283.185307179585834,3141592.653589793015271
171,1,171,170,Nordeste,NA,Pirangi Reef,-5.980259000000000,-35.107796000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,171,2408201,Nísia Floresta,RN,307.718999999999994,9412.000000000000000,9982.000000000000000,13934.000000000000000,19040.000000000000000,23784.000000000000000,4744.000000000000000,6283.185307179585834,3141592.653589793015271
172,1,172,171,Nordeste,NA,Cotovelo,-5.949906000000000,-35.151975000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,172,2403251,Parnamirim,RN,124.006000000000000,14502.000000000000000,26362.000000000000000,63312.000000000000000,124690.000000000000000,202456.000000000000000,77766.000000000000000,6283.185307179585834,3141592.653589793015271
173,1,173,172,Nordeste,NA,Miami,-5.794834000000000,-35.181663999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,173,2408102,Natal,RN,167.401000000000010,264379.000000000000000,416892.000000000000000,606887.000000000000000,712317.000000000000000,803739.000000000000000,91422.000000000000000,6283.185307179585834,3141592.653589793015271
174,1,174,173,Nordeste,NA,Areia Preta,-5.792249000000000,-35.184387000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,174,2408102,Natal,RN,167.401000000000010,264379.000000000000000,416892.000000000000000,606887.000000000000000,712317.000000000000000,803739.000000000000000,91422.000000000000000,6283.185307179585834,3141592.653589793015271
175,1,175,174,Nordeste,NA,Praia dos Artistas,-5.781239000000000,-35.192050000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,175,2408102,Natal,RN,167.401000000000010,264379.000000000000000,416892.000000000000000,606887.000000000000000,712317.000000000000000,803739.000000000000000,91422.000000000000000,6283.185307179585834,3141592.653589793015271
176,1,176,175,Nordeste,NA,Genipabu,-5.694407000000000,-35.201922000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,176,2403608,Extremoz,RN,140.639000000000010,8991.000000000000000,8796.000000000000000,14941.000000000000000,19572.000000000000000,24569.000000000000000,4997.000000000000000,6283.185307179585834,3141592.653589793015271
177,1,177,176,Nordeste,NA,Touros Area,-5.197434000000000,-35.457929999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,177,2414407,Touros,RN,753.961000000000013,19442.000000000000000,19817.000000000000000,27043.000000000000000,27879.000000000000000,31089.000000000000000,3210.000000000000000,6283.185307179585834,3141592.653589793015271
178,1,178,177,Nordeste,NA,Urca da Concei&ccedil;&atilde;o,-5.069617000000000,-35.800230999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,178,2409506,Pedra Grande,RN,221.167000000000002,3352.000000000000000,3240.000000000000000,3489.000000000000000,4017.000000000000000,3521.000000000000000,0.000000000000000,6283.185307179585834,3141592.653589793015271
179,1,179,178,Nordeste,NA,Cocoa das Lavadeiras,-5.066515000000000,-35.862005000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,179,2409506,Pedra Grande,RN,221.167000000000002,3352.000000000000000,3240.000000000000000,3489.000000000000000,4017.000000000000000,3521.000000000000000,0.000000000000000,6283.185307179585834,3141592.653589793015271
180,1,180,179,Nordeste,NA,Baia das Ratas,-3.813000000000000,-32.393000000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,180,2605459,Fernando de Noronha,PE,18.609000000000002,1241.000000000000000,1274.000000000000000,1686.000000000000000,2051.000000000000000,2630.000000000000000,579.000000000000000,6283.185307179585834,3141592.653589793015271
181,1,181,180,Nordeste,NA,Volta da Jurema,-3.724294000000000,-38.496071999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,181,2304400,Fortaleza,CE,312.353000000000009,857980.000000000000000,1307608.000000000000000,1768637.000000000000000,2141402.000000000000000,2452185.000000000000000,310783.000000000000000,6283.185307179585834,3141592.653589793015271
182,1,182,181,Nordeste,NA,Portao,-3.719326000000000,-38.510655000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,182,2304400,Fortaleza,CE,312.353000000000009,857980.000000000000000,1307608.000000000000000,1768637.000000000000000,2141402.000000000000000,2452185.000000000000000,310783.000000000000000,6283.185307179585834,3141592.653589793015271
183,2,183,182,Nordeste,NA,Barra do Ceara,-3.692659000000000,-38.584716000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,183,2303709,Caucaia,CE,1223.246000000000095,54754.000000000000000,94106.000000000000000,165099.000000000000000,250479.000000000000000,325441.000000000000000,192872.500000000000000,6283.185307179585834,3141592.653589793015271
184,2,184,183,Nordeste,NA,Praia do Pecem,-3.546170000000000,-38.806919000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,184,2303709,Caucaia,CE,1223.246000000000095,54754.000000000000000,94106.000000000000000,165099.000000000000000,250479.000000000000000,325441.000000000000000,41622.000000000000000,6283.185307179585834,3141592.653589793015271
185,1,185,184,Nordeste,NA,Tabinha,-3.500935000000000,-38.911282000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,185,2312403,São Gonçalo do Amarante,CE,842.634999999999991,21003.000000000000000,24694.000000000000000,29286.000000000000000,35608.000000000000000,43890.000000000000000,8282.000000000000000,6283.185307179585834,3141592.653589793015271
186,1,186,185,Nordeste,NA,Pedra do Meio,-3.410858000000000,-39.040807000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,186,2310209,Paracuru,CE,304.733999999999980,24522.000000000000000,28610.000000000000000,20942.000000000000000,27541.000000000000000,31636.000000000000000,4095.000000000000000,6283.185307179585834,3141592.653589793015271
187,1,187,186,Nordeste,NA,Havaizinho,-3.403507000000000,-39.022171000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,187,2310209,Paracuru,CE,304.733999999999980,24522.000000000000000,28610.000000000000000,20942.000000000000000,27541.000000000000000,31636.000000000000000,4095.000000000000000,6283.185307179585834,3141592.653589793015271
188,1,188,187,Nordeste,NA,Curral,-3.403353000000000,-39.025868000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,188,2310209,Paracuru,CE,304.733999999999980,24522.000000000000000,28610.000000000000000,20942.000000000000000,27541.000000000000000,31636.000000000000000,4095.000000000000000,6283.185307179585834,3141592.653589793015271
189,1,189,188,Nordeste,NA,Outside,-3.398539000000000,-39.013306000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,189,2310209,Paracuru,CE,304.733999999999980,24522.000000000000000,28610.000000000000000,20942.000000000000000,27541.000000000000000,31636.000000000000000,4095.000000000000000,6283.185307179585834,3141592.653589793015271
190,1,190,189,Nordeste,NA,Atins,-2.555789000000000,-42.727836000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,190,2101707,Barreirinhas,MA,3046.307999999999993,24969.000000000000000,26588.000000000000000,29640.000000000000000,39669.000000000000000,54930.000000000000000,15261.000000000000000,6283.185307179585834,3141592.653589793015271
191,1,191,190,Nordeste,NA,Ponta d'Areia,-2.497384000000000,-44.311779000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,191,2111300,São Luís,MA,583.062999999999988,265486.000000000000000,449433.000000000000000,696371.000000000000000,870028.000000000000000,1014837.000000000000000,144809.000000000000000,6283.185307179585834,3141592.653589793015271
192,1,192,191,Nordeste,NA,S&atilde;o Marcos,-2.485445000000000,-44.297899999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,192,2111300,São Luís,MA,583.062999999999988,265486.000000000000000,449433.000000000000000,696371.000000000000000,870028.000000000000000,1014837.000000000000000,144809.000000000000000,6283.185307179585834,3141592.653589793015271
193,1,193,192,Nordeste,NA,Calhau,-2.480673000000000,-44.249679999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,193,2111300,São Luís,MA,583.062999999999988,265486.000000000000000,449433.000000000000000,696371.000000000000000,870028.000000000000000,1014837.000000000000000,144809.000000000000000,6283.185307179585834,3141592.653589793015271
194,1,194,193,Nordeste,NA,Olho D'Agu,-2.477097000000000,-44.230155000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,194,2111300,São Luís,MA,583.062999999999988,265486.000000000000000,449433.000000000000000,696371.000000000000000,870028.000000000000000,1014837.000000000000000,144809.000000000000000,6283.185307179585834,3141592.653589793015271
195,2,195,194,Nordeste,NA,Ponta do Farol,-2.456442000000000,-44.173347999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1000.000000000000000,195,2107506,Paço do Lumiar,MA,127.192999999999998,13487.000000000000000,17216.000000000000000,53195.000000000000000,76188.000000000000000,105121.000000000000000,19086.000000000000000,6283.185307179585834,3141592.653589793015271
196,1,196,195,Sul,Rio Grande Do Sul,Hermenegildo,-33.668354000000001,-53.262405000000001,3,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,1000.000000000000000,196,4317301,Santa Vitória do Palmar,RS,5206.980999999999767,23458.000000000000000,27172.000000000000000,34462.000000000000000,33304.000000000000000,30990.000000000000000,0.000000000000000,6283.185307179585834,3141592.653589793015271
197,1,197,196,Sul,Rio Grande Do Sul,Navio,-32.290560999999997,-52.258674999999997,3,2,Right and left,Beach-break,All surfers,2.000000000000000,2.000000000000000,1.000000000000000,3.000000000000000,1000.000000000000000,197,4315602,Rio Grande,RS,2698.077000000000226,116488.000000000000000,146114.000000000000000,172422.000000000000000,186544.000000000000000,197228.000000000000000,10684.000000000000000,6283.185307179585834,3141592.653589793015271
198,0,198,197,Sul,Rio Grande Do Sul,Tres Marias,-32.192610999999999,-52.085065999999998,5,2,Right and left,Sand-bar,Pros or kamikaze only...,2.000000000000000,2.000000000000000,0.000000000000000,5.000000000000000,1000.000000000000000,198,,,,,,,,,,0.000000000000000,6283.185307179585834,3141592.653589793015271
