objectid,normalized_terr_rich,normalized_mar_rich,normalized_coral_reef,normalized_seagrass,normalized_mangrove,marine_eco_added,normalized_marine_eco,high_perce,terr_pa_high_weighted,normalized_terr_pa_high,very_high,terr_pa_ver_high_weighted,normalized_terr_pa_ver_high,extremely,normalized_terr_pa_ext_high,added_terr_pa,normalized_terr_pa,oceanic_pa,normalized_ocean_pa,mean,normalized_tree_cover,added_biodiversity,biodiversity_subindex
123,0.642908632,0.4957712805,0,0,0.0255981175,0.0255981175,0.0134262178,0,0,0,0,0,0,0,0,0,0,0.251036606810744,0.2878246181,0.144621499591719,0.2190978524,1.6590286008,0.3230091451
124,0.6413619947,0.5026339172,0,0,0.2847447501,0.2847447501,0.1493486787,0,0,0,0,0,0,0.038038200063537,0.0443892476,0.0443892476,0.0443892476,0.117397334795018,0.1346012579,0.095126871855223,0.1441147643,1.6164498604,0.3062797076
125,0.640259223,0.7208188691,0,0.4285714286,0.7396222281,1.1681936567,0.6127178079,0,0,0,0,0,0,0.018499116950412,0.0215878218,0.0215878218,0.0215878218,0.039760936986754,0.04558768,0.140496239924348,0.2128481901,2.2538195919,0.5567060231
126,0.626834074,0.7261114602,0,0.2857142857,0.5172016609,0.8029159466,0.4211295755,0,0,0,0,0,0,0,0,0,0,0.254345847469603,0.2916188094,0.091919170692021,0.1392551795,2.2049490986,0.5375045189
127,0.5048169591,0.7223155198,0,0,0.3693799784,0.3693799784,0.193739873,0,0,0,0,0,0,0.017372279155303,0.0202728415,0.0202728415,0.0202728415,0.171634879352799,0.1967870114,0.094536339347363,0.1432201227,1.7811523275,0.3709922754
128,0.4958094551,0.705169158,0,0,0.3013501664,0.3013501664,0.1580582229,0,0,0,0,0,0,0.062958460285189,0.0734703188,0.0734703188,0.0734703188,0.187055229553958,0.2144671277,0.090042840373825,0.1364125874,1.7833868699,0.3718702403
129,0.512499319,0.5973928678,0,0,0.1772727907,0.1772727907,0.0929796144,0,0,0,0,0,0,0.09830349583743,0.1147167377,0.1147167377,0.1147167377,0.310375771431394,0.3558596055,0.057157609707187,0.0865923087,1.7600404531,0.3626972958
130,0.6486587433,0.5359811779,0,0,0.2438550342,0.2438550342,0.1279020145,0,0,0,0,0,0,0.183496850926089,0.2141344002,0.2141344002,0.2141344002,0.38399556317454703,0.4402679661,0.090343595670905,0.1368682239,2.1038125259,0.4977673647
131,0.6455481919,0.5495186139,0,0,0,0,0,0.270228924437478,0.0900673005,0.6419207935,0,0,0,1.17882970133e-4,1.375653e-4,0.6420583588,0.6420583588,0.52142644751002,0.5978385782,0.028698035660139,0.0434767859,2.4784405287,0.64496091
132,0.6795065349,0.4082462359,0.0619781299,0,0,0.0619781299,0.0325075416,0.057796636057001,0.0192636188,0.1372941944,0,0,0,0,0,0.1372941944,0.1372941944,0.536653777744443,0.6152973886,0.026278340858872,0.0398110106,1.912662906,0.4226635551
133,0.6827482727,0.395654271,0.2161392768,0,0.0686358474,0.2847751242,0.1493646099,0.171950217030043,0.0573110073,0.4084626394,0,0,0,0,0,0.4084626394,0.4084626394,0.446658151927043,0.5121134069,0.028028797367647,0.0424629071,2.190806107,0.5319476543
134,0.6868853567,0.3955849289,0.2134027268,0,0.0686358474,0.2820385742,0.1479292889,0.336566416335373,0.1121775866,0.799503538,0,0,0,0,0,0.799503538,0.799503538,0.459760693631762,0.5271360529,0.033344841561717,0.0505165774,2.6075557428,0.6956910369
135,0.692687467,0.4808424614,0.1938608819,0,0.0759181617,0.2697790436,0.1414991626,0.420969264567432,0.1403090559,1,0,0,0,0,0,1,1,0.453420382489059,0.5198666046,0.087691226974711,0.1328499535,2.9677456491,0.8372117691
136,0.6928913576,0.6135594326,0.11698737050000001,0,0.0280579858,0.1450453563,0.0760763186,0.161377906134893,0.0537872561,0.3833484286,0,0,0,0,0,0.3833484286,0.3833484286,0.389619007656161,0.446715495,0.075368436221281,0.1141812425,2.3267722749,0.5853695612
137,0.6972006565,0.6971154565,0.0442407483,0,0.1175201651,0.1617609134,0.0848436316,0,0,0,0,0,0,0,0,0,0,0.380807213397533,0.4366123815,0.075032648343566,0.1136725325,2.0294446586,0.4685477924
138,0.7033300174,0.6823601986,0.0670199748,0,0.1292882709,0.1963082457,0.1029637144,0,0,0,0,0,0,0,0,0,0,0.504867792009757,0.5788533443,0.077783982083566,0.1178407323,2.185348007,0.5298031347
139,0.699164145,0.6463442815,0.288970213,0.4285714286,0.1592691418,0.8768107834,0.4598874323,0,0,0,0,0,0,0,0,0,0,0.224294909802935,0.2571640749,0.101484516894072,0.153746433,2.2163063667,0.5419668563
140,0.6962039315,0.6573316048,0.2631471726,0.4285714286,0.1448663741,0.8365849753,0.4387889878,0,0,0,0,0,0,0,0,0,0,0.425846099714892,0.4882514648,0.057785836945949,0.0875440568,2.3681200457,0.6016153435
141,0.6960728968,0.6576675613,0.2609721809,0.4285714286,0.1421730706,0.8317166801,0.436235566,0,0,0,0,0,0,0,0,0,0,0.435156952617991,0.4989267712,0.061650744852681,0.0933992929,2.3823020882,0.6071875514
142,0.6956233748,0.6577101413,0.2650853967,0.4285714286,0.1344434042,0.8281002295,0.4343387369,0,0,0,0,0,0,0,0,0,0,0.449266484446294,0.515103976,0.061966934556601,0.0938783121,2.3966545411,0.6128267145
143,0.6945006367,0.6617030882,0.273404659,0.4285714286,0.0996997161,0.8016758037,0.4204791203,0,0,0,0,0,0,0,0,0,0,0.533160559118349,0.6112922583,0.048961713855123,0.0741757372,2.4621508407,0.6385605958
144,0.6942817675,0.6627504492,0.2232355178,0,0.0192600838,0.2424956016,0.1271889918,0,0,0,0.22752408584982,0.1516675556,0.4545611315,0,0,0.4545611315,0.4545611315,0.408828437660513,0.4687399595,0.156241181168079,0.2367013711,2.6442236706,0.7100980813
145,0.6870949952,0.6298064667,0.420670065,0,0.0332192742,0.4538893392,0.2380650497,0,0,0,0.388555930480496,0.2590113833,0.7762801148,0,0,0.7762801148,0.7762801148,0.169056108317187,0.1938303358,0.202660430376099,0.3070253398,2.832102302,0.7839167004
146,0.6862068503,0.597996445,0.5381339301,0,0.0321766054,0.5703105355,0.2991279906,0,0,0,0.457946091800657,0.3052668648,0.9149119001,0,0,0.9149119001,0.9149119001,0.007082926168483,0.0081208894,0.192537707752906,0.2916896754,2.7980537508,0.7705388244
147,0.6821729018,0.5581952013,0.5058604505,0,0.0759702085,0.581830659,0.3051702977,0,0,0,0.286380558438528,0.1909012803,0.5721480882,0,0,0.5721480882,0.5721480882,0,0,0.11659051473104701,0.1766316312,2.2943181202,0.572618133
148,0.6784146814,0.7356821312,0.8685531504,0,0.0458762255,0.9144293759,0.4796183916,0,0,0,0.036207294372672,0.0241357824,0.072337083,0,0,0.072337083,0.072337083,0,0,0.148959931312537,0.2256704648,2.191722752,0.5323078095
149,0.6620326515,0.7331853539,0.2884879852,0.2857142857,0.5485923034,1.1227945743,0.5889059801,0,0,0,0.155473923108274,0.1036389171,0.3106150372,0,0,0.3106150372,0.3106150372,0.491097966618734,0.563065628,0.110083039622449,0.1667729738,3.0245776245,0.8595413865
150,0.6626553388,0.713506283,0.2307469451,0,0.486746458,0.7174934031,0.3763254342,0,0,0,0.350529072563066,0.2336626798,0.7003077996,0,0,0.7003077996,0.7003077996,0.388414790852488,0.4453348069,0.117654299490222,0.1782432378,3.0763729003,0.8798920549
151,0.6612468466,0.8082470429,0.2469850443,0.2857142857,0.3650284531,0.8977277831,0.4708584028,0,0,0,0.491822017199299,0.3278485567,0.9825912359,0,0,0.9825912359,0.9825912359,0.228751099903586,0.2622732947,0.103520122491256,0.1568303231,3.342047146,0.9842770283
152,0.6610364443,0.8148154944,0.2120927523,0.2857142857,0.3576138503,0.8554208883,0.448668428,0,0,0,0.495673966795391,0.3304162663,0.9902868896,0,0,0.9902868896,0.9902868896,0.196243219546077,0.2250015662,0.099135394776343,0.1501875734,3.2899963959,0.9638259825
153,0.6518508573,0.7638191885,0.0902260225,0,0.3574199413,0.4476459638,0.2347903981,0,0,0,0.27182937332361,0.1812014603,0.5430768664,0,0,0.5430768664,0.5430768664,0.173950175661411,0.1994416014,0.184460481759889,0.2794528857,2.6724317974,0.7211812202
154,0.5872744385,0.6709340703,0.2818063448,0.7142857143,0.63872784949999994,1.6348199086,0.8574633709,0,0,0,0,0,0,0.43035519255898,0.5022094416,0.5022094416,0.5022094416,0.414884262657271,0.4756832318,0.153979862024245,0.2332755308,3.3268400839,0.9783020842
155,0.5429728772,0.9541584383,0.0279389267,0,0.005765682,0.0337046087,0.017678074,0,0,0,0,0,0,0,0,0,0,0.537805766580438,0.6166181949,0.112557114637558,0.1705211338,2.3019487182,0.5756162398
156,0.5405293287,1,0.0484481662,0,0.1730950062,0.2215431724,0.1161994385,0,0,0,0,0,0,0,0,0,0,0.547458073383171,0.6276849933,0.132659433299508,0.2009756296,2.4853893901,0.6476911585
157,0.5400946765,0.9941839386,0.0611708984,0,0.2984049026,0.359575801,0.1885975799,0,0,0,0,0,0,0,0,0,0,0.554661970058088,0.6359445808,0.140944815702097,0.2135277708,2.5723485466,0.6818579225
158,0.5396271283,0.9749707277,0.0790734551,0,0.4198056559,0.498879111,0.2616621941,0,0,0,0,0,0,0,0,0,0,0.570976295917297,0.6546496799,0.149254134607013,0.2261161753,2.6570259053,0.7151281546
159,0.5392313779,0.9515691876,0.0762612751,0,0.4562910593,0.5325523344,0.2793238065,0,0,0,0,0,0,0,0,0,0,0.593083303293537,0.6799963456,0.157419777065953,0.2384869136,2.6886076312,0.7275368004
160,0.5392855106,0.9202893045,0.0794782498,0,0.5550214808,0.6344997306,0.3327952363,0,0,0,0,0,0,0,0,0,0,0.547849383530343,0.6281336478,0.182526172312441,0.2765224567,2.6970261559,0.7308444883
161,0.5344600845,0.7112420431,0.0752340954,0,0.2348834194,0.3101175148,0.1626566989,0,0,0,0,0,0,0,0,0,0,0.825253880351481,0.9461902227,0.10187269965356,0.1543345199,2.5088835691,0.6569221596
162,0.5323529127,0.6928853269,0.067708882,0,0.0615423285,0.1292512105,0.0677922859,0,0,0,0,0,0,0,0,0,0,0.871981725819756,0.9997657727,0.078464748352622,0.1188720757,2.4116683739,0.6187257377
163,0.5320637407,0.6974082006,0.0623200485,0,0.0514073576,0.1137274061,0.0596500474,0,0,0,0,0,0,0,0,0,0,0.872186015601929,1,0.07496712758101,0.1135732702,2.4026952589,0.6152001481
164,0.5318907979,0.6964325404,0.0591006607,0,0.0541578479,0.1132585086,0.0594041105,0,0,0,0,0,0,0,0,0,0,0.868388707924981,0.9956462181,0.074753897560141,0.1132502322,2.3966238991,0.6128146751
165,0.5308164616,0.5049618952,0.0199376425,0,0.2129090499,0.2328466924,0.122128137,0,0,0,0,0,0,0,0,0,0,0.661273100245886,0.7581789761,0.114110724150354,0.1728748123,2.0889602822,0.4919318309
166,0.5216034945,0.5313572972,0.1530641277,0,0.0152145632,0.1682786909,0.0882622072,0,0,0,0,0,0,0,0,0,0,0.498254617178357,0.5712710457,0.130842945234678,0.1982236969,1.9107177415,0.4218992885
167,0.5195628358,0.5502976829,0.1534942257,0,0.0034526671,0.1569468928,0.0823186768,0.001200506688487,4.001289e-4,0.0028517682,0,0,0,0,0,0.0028517682,0.0028517682,0.602099295012032,0.6903335805,0.10602508023333,0.1606252697,2.0059898139,0.459332246
168,0.5188727286,0.5665362758,0.1412044095,0,0.0034526671,0.1446570766,0.0758726658,0.014897097951227,0.0049652027,0.0353876139,0,0,0,0,0,0.0353876139,0.0353876139,0.638951692310261,0.7325864906,0.098321234937046,0.1489541422,2.0782099169,0.4877079491
169,0.5175144911,0.6095626032,0.11770805300000001,0,0.0034526671,0.1211607201,0.0635488221,0.13276609131067,0.0442509382,0.3153819111,0,0,0,0,0,0.3153819111,0.3153819111,0.412824362800724,0.4733214652,0.164841399931553,0.2497304814,2.2290597741,0.5469777451
170,0.5091914786,0.7378809235,0.0096913029,0,0.287297931,0.2969892339,0.1557709129,0.169876734360996,0.0566199156,0.4035371433,0,0,0,4.99692620118e-4,5.831238e-4,0.4041202671,0.4041202671,0.522841624969077,0.599461142,0.087051152346271,0.1318802569,2.538304981,0.6684820053
171,0.5091255628,0.7379122083,0.0177196717,0,0.2962787082,0.3139983799,0.1646922134,0.16630997006692,0.055431113,0.3950644001,0,0,0,0.001811332643908,0.0021137618,0.3971781619,0.3971781619,0.508108290889071,0.5825687202,0.089415663952734,0.1354624312,2.5269392978,0.6640163616
172,0.5087666197,0.7380771645,0.0449396697,0,0.3121840423,0.357123712,0.1873114588,0.143977360518409,0.0479876543,0.3420139491,0,0,0,0.008772986847802,0.0102377685,0.3522517176,0.3522517176,0.466324794617384,0.5346620862,0.098135344395375,0.1486725228,2.4697415696,0.6415430378
173,0.5044547135,0.6755529405,0.1099459151,0,0.2269677155,0.3369136306,0.176711267,0.012252281983659,0.0040836856,0.0291049325,0,0,0,0.006425120258174,0.0074978904,0.0366028229,0.0366028229,0.531432592785888,0.6093110681,0.105086669108332,0.159203601,2.161836413,0.5205652912
174,0.4972560813,0.8889318927,1.000000001,0,0,1.000000001,0.5245002017,0,0,0,0,0,0,0,0,0,0,0.453839951277655,0.5203476588,0.088874745570373,0.1346429538,2.5656787883,0.6792373352
175,0.3592153493,0.8110867864,0,0,0,0,0,0,0,0,0,0,0,0.15196104249613,0.1773332159,0.1773332159,0.1773332159,0.090882372990264,0.1042006767,0.223781661197789,0.3390234613,1.7908594896,0.3748062765
176,0.4187567226,0.8178351616,0,0,0,0,0,0.039592101516251,0.0131960474,0.0940498624,0,0,0,0.011898280319012,0.0138848765,0.1079347389,0.1079347389,0.253574818067207,0.29073479,0.211981843508334,0.321147041,1.9564084541,0.4398514381
177,0,0.7691007686,0.0163742114,0.2857142857,0,0.3020884971,0.1584454775,0,0,0,0,0,0,0,0,0,0,0.131037538264795,0.1502403569,0,0,1.077786603,0.0946357462
178,0.513682237,0.8408369756,0,0.1428571429,0.0604721403,0.2033292832,0.1066462499,0,0,0,0,0,0,0.17774438469875,0.2074214735,0.2074214735,0.2074214735,0.008538415043407,0.009789672,0.049201588716868,0.0745391415,1.7529157495,0.3598979579
179,0.5139859636,0.8317937834,0,0.1428571429,0.0546024581,0.197459601,0.1035676004,0,0,0,0,0,0,0.163174742818802,0.1904192116,0.1904192116,0.1904192116,0,0,0.042692628684307,0.0646782344,1.7044447934,0.3408534342
180,0.5156098293,0.8018602053,0,0,0.1817021145,0.1817021145,0.0953027956,0,0,0,0,0,0,0.196628907412879,0.2294590503,0.2294590503,0.2294590503,0,0,0.072793484102038,0.1102802562,1.7525121367,0.359739376
181,0.5171122061,0.8470807868,0,0,0,0,0,0,0,0,0,0,0,0.367373850637054,0.4287124208,0.4287124208,0.4287124208,0.211516461397204,0.2425130163,0.15270626874454,0.2313460697,2.2667644997,0.5617921535
182,0.5169282761,0.8782565842,0,0,0,0,0,0,0,0,0,0,0,0.53407325214811,0.6232447856,0.6232447856,0.6232447856,0,0,0.24606138475948,0.3727766695,2.3912063154,0.6106860746
183,0.5142700627,0.8812663011,0,0.1428571429,0.0067425079,0.1495996508,0.0784650469,0,0,0,0,0,0,0.494567323954284,0.5771427507,0.5771427507,0.5771427507,0.030812741558037,0.0353281766,0.253376481854506,0.3838588534,2.4703311914,0.6417747037
184,0.514190089,0.8956517344,0,0.1428571429,0.0067425079,0.1495996508,0.0784650469,0,0,0,0,0,0,0.399039821650875,0.4656655002,0.4656655002,0.4656655002,0.066081388061694,0.075765246,0.190293780358204,0.2882901831,2.3180277996,0.5819338055
185,0.5141135212,0.8928455578,0,0.1428571429,0.0067425079,0.1495996508,0.0784650469,0,0,0,0,0,0,0.409213312367401,0.4775376077,0.4775376077,0.4775376077,0.060472158127502,0.0693340148,0.194012242092023,0.293923557,2.3262193054,0.5851522963
186,0.5140080975,0.904657389,0,0.1428571429,0.0067425079,0.1495996508,0.0784650469,0,0,0,0,0,0,0.340969823052206,0.3978998451,0.3978998451,0.3978998451,0.107300715946227,0.123025036,0.159545117488299,0.2417067497,2.2597621642,0.5590408947
187,0.5911893485,0.5125309298,0,0,0.1084794259,0.1084794259,0.0568974807,0.018765283851846,0.0062544691,0.0445763751,0,0,0,0,0,0.0445763751,0.0445763751,0,0,0.140427192626949,0.2127435852,1.4179377193,0.22828312
188,0.605459257,0.4021735304,0,0,0.1645560499,0.1645560499,0.0863096813,0,0,0,0,0,0,0,0,0,0,0,0,0.088640771452418,0.134288489,1.2282309577,0.1537462178
189,0.6169668824,0.419763386,0,0,0.1557804237,0.1557804237,0.0817068636,0,0,0,0,0,0,0,0,0,0,0,0,0.067407769875746,0.1021210377,1.2205581697,0.1507315343
190,0.6148965618,0.3927676459,0,0,0.0995013674,0.0995013674,0.0521884872,0,0,0,0,0,0,0,0,0,0,0,0,0.05385121118693,0.0815832,1.1414358949,0.1196439273
191,0.614211278,0.3802240293,0,0,0.1130551747,0.1130551747,0.0592974619,0,0,0,0,0,0,0,0,0,0,0,0,0.058437484050905,0.0885312854,1.1422640546,0.1199693161
192,0.6137537694,0.3784195623,0,0,0.3668085504,0.3668085504,0.1923911585,0,0,0,0,0,0,0,0,0,0,0,0,0.117080009726896,0.1773732036,1.3619376938,0.2062803807
193,0.4448335587,0.1440250977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287640739726984,0.329792882,0.002167562812788,0.0032838019,0.9219353403,0.0334008686
194,0.4997435519,0.1746639522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298598869284722,0.3423568642,7.05498081646e-4,0.0010688114,1.0178331797,0.0710796936
195,0.5092173633,0.1939547331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48992353976664,0.5617190955,0.002356607206115,0.0035701993,1.2684613912,0.1695529917
196,0.507759174,0.1822245532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274722228621554,0.3149812353,0.01158793773735,0.0175554276,1.0225203901,0.0729213262
197,0.5105416595,0.1493605052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058737779518951,0.0673454727,0.072395853659269,0.1096778563,0.8369254937,0
198,0.565630787,0.1128244528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33000263953255,0.3783626814,0.069257142170932,0.1049227892,1.1617407104,0.1276218087
199,0.6307218798,0.1829424379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324330065363953,0.3718588232,0.056994040918029,0.0863445062,1.2718676471,0.1708913297
200,0.6314305761,0.1817701445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326357805406326,0.3741837172,0.0531190239597,0.0804739551,1.2678583929,0.1693160702
201,0.6359923314,0.171058872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341092369726985,0.3910775495,0.028444057518537,0.0430920156,1.2412207685,0.1588499909
202,0.6383850208,0.1694633471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331922625649493,0.3805640307,0.031821511341667,0.0482087713,1.2366211699,0.1570427815
203,0.651214447,0.2379264341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32158795062306,0.3687148669,0.010465388564326,0.0158547945,1.2737105425,0.1716154141
204,0.652528358,0.2714541385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366664988584443,0.4203976927,0.006613967089284,0.01001999,1.3544001792,0.2033188469
205,0.6523436869,0.2715728247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369791193093798,0.423982025,0.00639132053268,0.0096826862,1.3575812228,0.2045686976
206,0.6566084844,0.275443444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358585984371685,0.4111347556,0.007823312028868,0.0118521165,1.3550388005,0.203569765
207,0.6691910351,0.2816142852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365423080159306,0.4189737896,0.015998871162403,0.0242378783,1.3940169882,0.2188845241
208,0.6763248701,0.2967143715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487029788882965,0.5584012816,0.02454459214429,0.0371844258,1.568624949,0.2874890187
209,0.6946550757,0.3286195301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184036503868474,0.2110060246,0.097874512158511,0.1482773687,1.3825579991,0.2143822199
210,0.6921039444,0.3295292583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346209447428469,0.3969445064,0.04334356030813,0.0656643791,1.4842420882,0.2543344965
211,0.6920898226,0.3301723317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337739556210308,0.3872334,0.050972986928772,0.0772227642,1.4867183185,0.2553074219
212,0.6892079967,0.3345885432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439006743311129,0.5033407272,0.04649424338402,0.0704375829,1.59757485,0.298863605
213,0.6915767076,0.3301832405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338891988866249,0.3885547152,0.058399901536097,0.0884743488,1.4987890121,0.2600500684
214,0.6915994711,0.3302659829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337869993928401,0.3873829526,0.059757009177452,0.090530332,1.4997787386,0.2604389378
215,0.6906807194,0.3314992959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344535687647397,0.3950254665,0.071081595523024,0.1076867891,1.5248922709,0.2703061923
216,0.69094018719999994,0.3312343407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332640420642145,0.3813870146,0.075237763581344,0.1139832768,1.5175448193,0.2674193353
217,0.6854818137,0.3450601839,0,0,0,0,0,0,0,0,0.103264976288958,0.0688364332,0.2063089027,0,0,0.2063089027,0.2063089027,0.329337665165962,0.3776002587,0.079939600256969,0.1211064384,1.7355575974,0.3530778379
218,0.6928353164,0.3490920664,0,0,0,0,0,0,0,0,0.208222434824164,0.1388010751,0.415999147,0,0,0.415999147,0.415999147,0.263302459184494,0.3018879625,0.05541479288875,0.083951986,1.8437664783,0.3955937435
219,0.6904303226,0.3571840556,0,0,0,0,0,0,0,0,0.028829878734118,0.0192179972,0.0575980441,0,0,0.0575980441,0.0575980441,0.437645123319147,0.5017795694,0.031309292216058,0.0474327725,1.6544247642,0.3212002706
220,0.6896237023,0.3594653531,0,0,0,0,0,0,0,0,0,0,0,0.020837246340209,0.0243163369,0.0243163369,0.0243163369,0.29907121459105,0.3428984291,0.027472972851263,0.0416208473,1.4579246687,0.2439942276
221,0.6887613698,0.3793133807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026144516826274,0.0396082706,1.1076830211,0.1063822247
222,0.6866560484,0.3889692104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027498901411406,0.0315287117,0.006190221731221,0.0093780267,1.1165319972,0.1098590394
223,0.6865163062,0.3892611711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039022744937271,0.04474131,0.005890264551535,0.0089235993,1.1294423866,0.1149316073
224,0.6861654818,0.3886303969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068188550767126,0.0781812017,0.008120489450869,0.0123023327,1.1652794131,0.1290121858
225,0.6859654886,0.3885519303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08835096768297,0.101298308,0.008243399426624,0.0124885381,1.188304265,0.1380587855
226,0.6861707373,0.3876217826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060534357111971,0.0694053287,0.008480783894616,0.0128481695,1.1560460181,0.1253843306
227,0.6855650888,0.3752135225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184198840219887,0.2111921504,0.019321003035043,0.0292708227,1.3012415844,0.1824325224
228,0.6853441299,0.3728348838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197561279316972,0.2265127803,0.020270067426794,0.0307086308,1.3154004248,0.1879956141
229,0.6847745714,0.3688426423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223344475266991,0.2560743595,0.029317906858757,0.0444158749,1.3541074481,0.2032038311
230,0.6855979489,0.3596492143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258569512715417,0.2964614292,0.04256341131722,0.0644824735,1.4061910659,0.2236677908
231,0.6856056246,0.3572994849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277730288148433,0.3184301092,0.040051276200998,0.0606766534,1.4220118721,0.2298838786
232,0.6868956803,0.3461412668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196442945488928,0.2252305609,0.032505583707582,0.0492451233,1.3075126313,0.1848964536
233,0.6872932028,0.3453331866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190756298097503,0.2187105671,0.031776385507447,0.0481404068,1.2994773633,0.1817393496
234,0.6745579291,0.3350570557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118791888476376,0.1362001756,0.059838553283721,0.0906538692,1.2364690296,0.1569830047
235,0.6705601249,0.3409615079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069371868130953,0.0795379276,0.038480821132329,0.0582974543,1.1493570147,0.1227561818
236,0.7011490741,0.3358695951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062225144504429,0.0713438915,0.064034129119032,0.0970100587,1.2053726194,0.1447650423
237,0.7023942991,0.3390872841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037515906984575,0.0430136534,0.053729255229724,0.0813984398,1.1658936764,0.1292535334
238,0.702317201,0.3399231506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013748743636736,0.0157635452,0.073345361428241,0.1111163362,1.169120233,0.1305212665
239,0.7011227739,0.3405531513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003993709472839,0.0045789653,0.088304163789739,0.1337785371,1.1800334276,0.1348091248
240,0.7003853435,0.3410748664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.676840876e-6,8.8018e-6,0.108412539252712,0.1642422087,1.2057112204,0.1448980806
241,0.7003012686,0.3413520354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132188928816958,0.2002628274,1.2419161314,0.1591232031
242,0.6995558269,0.3432707225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166994890515331,0.2529929642,1.2958195136,0.1803021589
243,0.6985219645,0.3436950631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166965382040451,0.2529482596,1.2951652872,0.1800451095
244,0.6951562918,0.3487018236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171058793861229,0.2591496732,1.3030077886,0.1831264744
245,0.6983051151,0.3498967994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210879758881344,0.3194774111,1.3676793256,0.2085363016
246,0.7020788801,0.3575551969,0,0,0,0,0,0,0,0,0,0,0,0.003285282207486,0.0038338093,0.0038338093,0.0038338093,0,0,0.233010816279356,0.3530053939,1.4164732802,0.2277077333
247,0.7020124426,0.3612752893,0,0,0,0,0,0,0,0,0,0,0,0.011229941235626,0.0131049482,0.0131049482,0.0131049482,0,0,0.208000216157146,0.3151149779,1.391507658,0.2178985935
248,0.7001186989,0.3762708432,0,0,8.428894e-4,8.428894e-4,4.420957e-4,0,0,0,0,0,0,0.052177128612875,0.0608888822,0.0608888822,0.0608888822,0.005643732093223,0.0064707895,0.106073841923408,0.1606991424,1.3048904519,0.1838661839
249,0.7033450116,0.3790541936,0,0,0.0127463868,0.0127463868,0.0066854824,0,0,0,0,0,0,0.076409701725943,0.0891674466,0.0891674466,0.0891674466,0.041885060343808,0.0480230818,0.151531708957285,0.2295666418,1.4558418578,0.2431758789
