fid,name,surf_spot,quality,frequency,direction,type,experience
423,NA,Praia do Forte - Cabo Frio,3.5,4,Right and left,Beach-break,All surfers
424,NA,Dunas do Peró - Cabo Frio -RJ,"NA","NA",NA,NA,NA
425,NA,Geriba,3.5,3,Right and left,Beach-break,All surfers
426,NA,Laje da Rasa,3.0,1,NA,Reef-rocky,Experienced surfers
427,NA,praia de unamar,2.0,2,Right and left,Beach-break,Beginners wave
428,NA,Costazul,3.5,4,Right and left,Beach-break,Experienced surfers
429,NA,Pecado,3.5,4,Right and left,Beach-break,All surfers
430,NA,Cavaleiros,3.5,4,Right and left,Beach-break,All surfers
431,NA,Grussaí,3.0,3,Right and left,Beach-break,All surfers
432,NA,Setiba Pina,3.5,3,Right and left,Beach-break,Experienced surfers
433,NA,Barra Sol,3.5,2,Right and left,Sand-bar,Experienced surfers
434,NA,Secret,3.0,2,Right and left,Sand-bar,All surfers
435,NA,Coral do Céu,3.5,2,Left,Reef-rocky,Pros or kamikaze only...
436,NA,Pompeia,3.5,3,Right and left,Beach-break,All surfers
437,NA,D2,3.5,3,Right,Reef-rocky,Experienced surfers
438,NA,Canal de Vitória,3.0,1,Left,Sand-bar,All surfers
439,NA,Praia de Camburi,3.0,1,Right and left,Beach-break,All surfers
440,NA,Prainha de Carapebus,3.5,2,Right,Point-break,Experienced surfers
441,NA,Barrote-Jacaraipe,3.0,3,Right and left,Beach-break,All surfers
442,NA,Jacaraípe- Solemar,3.0,3,Right and left,Sand-bar,All surfers
443,NA,Regencia,3.5,4,Right and left,Beach-break,Experienced surfers
444,NA,Guriri,3.0,2,Right and left,Beach-break,All surfers
445,NA,Backdoor,3.5,2,Right,Point-break,Experienced surfers
446,NA,Itacarezinho,3.0,4,Right and left,Beach-break,All surfers
447,NA,Engenhoca,"NA",4,Right and left,Beach-break,All surfers
448,NA,Jeribucaçu,3.0,4,Right and left,Beach-break,All surfers
449,NA,Prainha,3.5,3,Right and left,Beach-break,All surfers
450,NA,Tiririca,3.5,4,Right and left,Beach-break,All surfers
451,NA,Praia da Resende,3.0,4,Right and left,Beach-break,All surfers
452,NA,Boca da Barra,3.5,4,Right,Rivermouth,Experienced surfers
453,NA,Pontal,3.0,4,Right and left,Beach-break,All surfers
454,NA,Praia dos Algodoes,3.0,3,Right and left,Reef-coral,All surfers
455,NA,Saquaira,3.5,4,Right and left,Beach-break,Experienced surfers
456,NA,Taipu de Fora,3.0,4,Right and left,Beach-break,All surfers
457,NA,Pedra do Moleque,3.5,3,Right,Reef-coral,Experienced surfers
458,NA,Farol da Barra,3.5,2,Left,breakwater/jetty,Experienced surfers
459,NA,Barravento,3.5,3,Right and left,Beach-break,All surfers
460,NA,Espanhol,3.5,2,Right and left,Point-break,Experienced surfers
461,NA,Corsário,3.0,4,Right and left,Beach-break,All surfers
462,NA,Jaguaribe,3.5,3,Right and left,Beach-break,All surfers
463,NA,Stella Maris,3.5,4,Right and left,Beach-break,All surfers
464,NA,Praia do forte,3.5,4,Right and left,Reef-coral,Experienced surfers
465,NA,Scar Reef,3.5,2,Right and left,Reef-coral,Experienced surfers
466,NA,Casinha,3.5,3,Right,Reef-coral,Experienced surfers
467,NA,Aracaju,3.0,3,Right and left,NA,All surfers
468,NA,Praia Do Francês,3.5,4,Right and left,Beach-break,All surfers
469,NA,Pedra Virada,3.5,2,Left,Reef-rocky,Experienced surfers
470,NA,Cruz das Almas,3.5,4,Right and left,Sand-bar,All surfers
471,NA,Riacho Doce,3.0,3,Right and left,Rivermouth,All surfers
472,NA,New Orleans,3.0,"NA",Right and left,Beach-break,All surfers
473,NA,Praia do Morro,3.5,4,Right and left,Beach-break,All surfers
474,NA,Maracaipe,4.0,4,Right and left,Beach-break,Experienced surfers
475,NA,Borete,3.0,4,Right and left,Beach-break,All surfers
476,NA,cupe,4.0,3,Right and left,Beach-break,Experienced surfers
477,NA,Enseada dos Corais,3.5,4,Right and left,Beach-break,Experienced surfers
478,NA,Tambaba,3.0,"NA",Right and left,Beach-break,All surfers
479,NA,Mar do Macaco,2.0,3,Right and left,Beach-break,Beginners wave
480,NA,Dique de Cabedelo,3.0,2,Left,Beach-break,All surfers
481,NA,Baia Formosa,3.5,3,Right,Point-break,All surfers
482,NA,Pipa,4.0,4,Right and left,Beach-break,All surfers
483,NA,Lajão,3.5,2,Right,Point-break,Experienced surfers
484,NA,Madeiro,3.5,3,Right and left,Beach-break,All surfers
485,NA,Cacimbinhas,3.5,3,Right and left,Beach-break,All surfers
486,NA,Tabatinga,3.0,"NA",Right and left,NA,NA
487,NA,Ponta negra,3.0,3,Right and left,Beach-break,All surfers
488,NA,Genipabu,3.0,3,Right and left,Beach-break,All surfers
489,NA,Morro Branco,3.0,"NA",Right and left,Beach-break,All surfers
490,NA,Iguape Meio,"NA","NA",NA,Beach-break,All surfers
491,NA,Cacimba do Padre,4.0,2,Left,Beach-break,Experienced surfers
492,NA,Boldró,4.0,3,Right and left,Reef-coral,Pros or kamikaze only...
493,NA,Conceição,3.0,"NA",Right and left,Beach-break,All surfers
494,NA,Meio,3.0,"NA",Right and left,NA,All surfers
495,NA,Cachorro,3.0,2,Right,Beach-break,All surfers
496,NA,Biboca,3.5,"NA",Right,Reef-coral,Experienced surfers
497,NA,Abras,4.0,2,Left,Reef-rocky,Experienced surfers
498,NA,Futuro,3.5,4,Right and left,Beach-break,All surfers
499,NA,Iracema (ponte metalica),3.5,3,Right and left,Reef-rocky,Experienced surfers
500,NA,Leste-Oeste,3.0,3,Right and left,Beach-break,All surfers
501,NA,Titanzinho,3.5,"NA",Right and left,Reef-rocky,Experienced surfers
502,NA,Icarai,3.5,3,Right and left,Beach-break,Experienced surfers
503,NA,Pico das Almas,3.0,2,Right and left,Beach-break,Experienced surfers
504,NA,Taiba,3.0,3,Right and left,Point-break,All surfers
505,NA,Paracuru,3.5,"NA",Right and left,Reef-coral,Experienced surfers
506,NA,Jericoacoara,3.0,3,Right and left,Beach-break,Beginners wave
507,NA,Travosa,3.5,"NA",Right and left,Beach-break,All surfers
508,NA,marahu,3.5,2,Right and left,Sand-bar,All surfers
509,NA,Camaraçu,5.0,4,Right and left,Beach-break,Experienced surfers
510,NA,Araruna,3.0,3,Right and left,Sand-bar,All surfers
511,NA,Pororoca,4.0,"NA",Right and left,Rivermouth,Experienced surfers
