id,region,join_count,numerical_direction,numerical_frequency,numerical_experience,numerical_quality,normalized_clusters,normalized_direction,normalized_frequency,normalized_experience,normalized_quality,weighted_surf,surf_subindex
354,Sudeste,3,2,3,0,3,0.117647,1,0.6666666667,0,0.5,1.117647,0.2978723712
355,Sudeste,11,2,4,1,3,0.588235,1,1,1,0.5,2.088235,0.7659574571
356,Sudeste,1,2,2,0,3.5,0,1,0.3333333333,0,0.625,1.125,0.3014184996
357,Sudeste,3,1,3,0,3.5,0.117647,0,0.6666666667,0,0.625,0.7426470000000001,0.1170212715
358,Sudeste,4,2,3,1,3.5,0.176471,1,0.6666666667,1,0.625,1.801471,0.6276598977
359,Sudeste,5,2,2,0,3.5,0.235294,1,0.3333333333,0,0.625,1.3602940000000001,0.4148936427
360,Sudeste,7,1,3,0,3.5,0.352941,0,0.6666666667,0,0.625,0.977941,0.2304964146
361,Sudeste,9,2,2,1,3,0.470588,1,0.3333333333,1,0.5,1.970588,0.7092198855
362,Sudeste,9,2,3,1,3,0.470588,1,0.6666666667,1,0.5,1.970588,0.7092198855
363,Sudeste,10,1,3,1,3,0.529412,0,0.6666666667,1,0.5,1.529412,0.4964541128
364,Sudeste,10,2,4,1,3.5,0.529412,1,1,1,0.625,2.1544119999999998,0.7978726123
365,Sudeste,11,1,2,0,3.5,0.588235,0,0.3333333333,0,0.625,1.213235,0.3439715577
366,Sudeste,10,2,3,1,3,0.529412,1,0.6666666667,1,0.5,2.0294119999999998,0.7375889124
367,Sudeste,7,2,4,1,3.5,0.352941,1,1,1,0.625,1.977941,0.7127660139
368,Sudeste,5,2,3,1,3.5,0.235294,1,0.6666666667,1,0.625,1.8602940000000001,0.6560284423
369,Sudeste,2,2,3,0,3,0.058824,1,0.6666666667,0,0.5,1.058824,0.2695038266
370,Sudeste,2,2,3,0,3.5,0.058824,1,0.6666666667,0,0.625,1.183824,0.3297875265
371,Sudeste,2,1,3,1,3.5,0.058824,0,0.6666666667,1,0.625,1.183824,0.3297875265
372,Sudeste,1,2,3,1,3.5,0,1,0.6666666667,1,0.625,1.625,0.5425532992
373,Sudeste,4,1,4,1,3.5,0.176471,0,1,1,0.625,1.301471,0.386525098
374,Sudeste,2,2,4,0,3.5,0.058824,1,1,0,0.625,1.183824,0.3297875265
375,Sudeste,9,1,2,0,4,0.470588,0,0.3333333333,0,0.75,1.220588,0.347517686
376,Sudeste,1,1,2,0,3.5,0,0,0.3333333333,0,0.625,0.625,0.0602836999
377,Sudeste,16,2,3,0,3.5,0.882353,1,0.6666666667,0,0.625,2.007353,0.7269505273
378,Sudeste,17,2,4,1,3.5,0.941176,1,1,1,0.625,2.566176,0.9964538716
379,Sudeste,16,2,4,1,3.5,0.882353,1,1,1,0.625,2.507353,0.968085327
380,Sudeste,15,2,3,1,3,0.823529,1,0.6666666667,1,0.5,2.3235289999999997,0.8794326002
381,Sudeste,15,1,2,1,3,0.823529,0,0.3333333333,1,0.5,1.823529,0.6382978005
382,Sudeste,14,2,1,1,3.5,0.764706,1,0,1,0.625,2.389706,0.9113477554
383,Sudeste,15,2,4,1,4,0.823529,1,1,1,0.75,2.5735289999999997,1
384,Sudeste,14,2,3,1,3.5,0.764706,1,0.6666666667,1,0.625,2.389706,0.9113477554
385,Sudeste,2,2,2,1,3.5,0.058824,1,0.3333333333,1,0.625,1.683824,0.5709223261
386,Sudeste,15,2,2,0,3.5,0.823529,1,0.3333333333,0,0.625,1.948529,0.6985815004
387,Sudeste,15,2,3,0,3,0.823529,1,0.6666666667,0,0.5,1.823529,0.6382978005
388,Sudeste,12,2,2,0,3.5,0.647059,1,0.3333333333,0,0.625,1.772059,0.6134753842
389,Sudeste,13,2,4,1,3.5,0.705882,1,1,1,0.625,2.330882,0.8829787285
390,Sudeste,13,2,4,0,3.5,0.705882,1,1,0,0.625,1.830882,0.6418439289
391,Sudeste,10,2,4,1,3.5,0.529412,1,1,1,0.625,2.1544119999999998,0.7978726123
392,Sudeste,16,2,1,0,3.5,0.882353,1,0,0,0.625,2.007353,0.7269505273
393,Sudeste,16,2,1,0,4,0.882353,1,0,0,0.75,2.132353,0.7872342273
394,Sudeste,18,1,3,0,3.5,1,0,0.6666666667,0,0.625,1.625,0.5425532992
395,Sudeste,16,2,1,1,3.5,0.882353,1,0,1,0.625,2.507353,0.968085327
396,Sudeste,16,2,4,1,3.5,0.882353,1,1,1,0.625,2.507353,0.968085327
397,Sudeste,18,2,4,1,3,1,1,1,1,0.5,2.5,0.9645391986
398,Sudeste,16,2,3,1,3,0.882353,1,0.6666666667,1,0.5,2.382353,0.9078016271
399,Sudeste,17,1,2,0,3.5,0.941176,0,0.3333333333,0,0.625,1.566176,0.5141842723
400,Sudeste,17,1,2,1,3,0.941176,0,0.3333333333,1,0.5,1.941176,0.6950353721
401,Sudeste,17,2,3,0,3.5,0.941176,1,0.6666666667,0,0.625,2.066176,0.755319072
402,Sudeste,4,1,2,0,3.5,0.176471,0,0.3333333333,0,0.625,0.801471,0.1453902984
403,Sudeste,9,1,2,0,5,0.470588,0,0.3333333333,0,1,1.470588,0.4680850859
404,Sudeste,4,2,3,1,3.5,0.176471,1,0.6666666667,1,0.625,1.801471,0.6276598977
405,Sudeste,9,2,3,0,3.5,0.470588,1,0.6666666667,0,0.625,1.595588,0.5283687858
406,Sudeste,10,2,3,0,2,0.529412,1,0.6666666667,0,0.25,1.279412,0.3758867129
407,Sudeste,10,2,2,0,3.5,0.529412,1,0.3333333333,0,0.625,1.654412,0.5567378127
408,Sudeste,18,1,3,1,3,1,0,0.6666666667,1,0.5,2,0.723404399
409,Sudeste,2,2,3,1,3,0.058824,1,0.6666666667,1,0.5,1.558824,0.5106386262
410,Sudeste,15,2,3,1,3,0.823529,1,0.6666666667,1,0.5,2.3235289999999997,0.8794326002
411,Sudeste,2,2,4,0,3.5,0.058824,1,1,0,0.625,1.183824,0.3297875265
412,Sudeste,6,1,2,1,4,0.294118,0,0.3333333333,1,0.75,1.544118,0.5035463695
413,Sudeste,6,1,2,0,3.5,0.294118,0,0.3333333333,0,0.625,0.919118,0.2021278699
414,Sudeste,6,2,4,1,4,0.294118,1,1,1,0.75,2.044118,0.7446811692
415,Sudeste,6,1,3,0,3,0.294118,0,0.6666666667,0,0.5,0.794118,0.14184417
416,Sudeste,6,2,4,1,3.5,0.294118,1,1,1,0.625,1.919118,0.6843974692
417,Sudeste,6,2,3,1,3.5,0.294118,1,0.6666666667,1,0.625,1.919118,0.6843974692
418,Sudeste,6,2,3,1,3,0.294118,1,0.6666666667,1,0.5,1.794118,0.6241137693
419,Sudeste,17,1,1,0,3.5,0.941176,0,0,0,0.625,1.566176,0.5141842723
420,Sudeste,15,2,1,1,3.5,0.823529,1,0,1,0.625,2.4485289999999997,0.9397163001
421,Sudeste,10,2,2,1,3.5,0.529412,1,0.3333333333,1,0.625,2.1544119999999998,0.7978726123
422,Sudeste,6,2,2,1,3.5,0.294118,1,0.3333333333,1,0.625,1.919118,0.6843974692
423,Sudeste,5,2,4,1,3.5,0.235294,1,1,1,0.625,1.8602940000000001,0.6560284423
424,Sudeste,5,1,1,1,1,0.235294,0,0,1,0,0.735294,0.1134751431
425,Sudeste,5,2,3,1,3.5,0.235294,1,0.6666666667,1,0.625,1.8602940000000001,0.6560284423
426,Sudeste,3,1,1,0,3,0.117647,0,0,0,0.5,0.6176470000000001,0.0567375716
427,Sudeste,1,2,2,0,2,0,1,0.3333333333,0,0.25,0.75,0.1205673998
428,Sudeste,1,2,4,0,3.5,0,1,1,0,0.625,1.125,0.3014184996
429,Sudeste,2,2,4,1,3.5,0.058824,1,1,1,0.625,1.683824,0.5709223261
430,Sudeste,2,2,4,1,3.5,0.058824,1,1,1,0.625,1.683824,0.5709223261
431,Sudeste,2,2,3,1,3,0.058824,1,0.6666666667,1,0.5,1.558824,0.5106386262
432,Sudeste,4,2,3,0,3.5,0.176471,1,0.6666666667,0,0.625,1.301471,0.386525098
433,Sudeste,12,2,2,0,3.5,0.647059,1,0.3333333333,0,0.625,1.772059,0.6134753842
434,Sudeste,12,2,2,1,3,0.647059,1,0.3333333333,1,0.5,2.147059,0.794326484
435,Sudeste,12,1,2,0,3.5,0.647059,0,0.3333333333,0,0.625,1.272059,0.3723405846
436,Sudeste,10,2,3,1,3.5,0.529412,1,0.6666666667,1,0.625,2.1544119999999998,0.7978726123
437,Sudeste,8,1,3,0,3.5,0.411765,0,0.6666666667,0,0.625,1.036765,0.2588654415
438,Sudeste,8,1,1,1,3,0.411765,0,0,1,0.5,1.411765,0.4397165412
439,Sudeste,7,2,1,1,3,0.352941,1,0,1,0.5,1.852941,0.652482314
440,Sudeste,7,1,2,0,3.5,0.352941,0,0.3333333333,0,0.625,0.977941,0.2304964146
441,Sudeste,7,2,3,1,3,0.352941,1,0.6666666667,1,0.5,1.852941,0.652482314
442,Sudeste,7,2,3,1,3,0.352941,1,0.6666666667,1,0.5,1.852941,0.652482314
443,Sudeste,1,2,4,0,3.5,0,1,1,0,0.625,1.125,0.3014184996
444,Sudeste,1,2,2,1,3,0,1,0.3333333333,1,0.5,1.5,0.4822695993
519,Sudeste,2,2,3,1,3.5,0.058824,1,0.6666666667,1,0.625,1.683824,0.5709223261
520,Sudeste,2,2,1,1,3.5,0.058824,1,0,1,0.625,1.683824,0.5709223261
521,Sudeste,1,1,2,0,4,0,0,0.3333333333,0,0.75,0.75,0.1205673998
522,Sudeste,6,2,1,1,3,0.294118,1,0,1,0.5,1.794118,0.6241137693
523,Sudeste,11,2,4,0,3.5,0.588235,1,1,0,0.625,1.713235,0.5851063573
524,Sudeste,8,2,4,1,3.5,0.411765,1,1,1,0.625,2.036765,0.7411350408
525,Sudeste,10,2,4,1,3,0.529412,1,1,1,0.5,2.0294119999999998,0.7375889124
526,Sudeste,9,1,2,1,3,0.470588,0,0.3333333333,1,0.5,1.470588,0.4680850859
527,Sudeste,3,2,3,1,3.5,0.117647,1,0.6666666667,1,0.625,1.742647,0.5992908708
528,Sudeste,14,1,3,0,3.5,0.764706,0,0.6666666667,0,0.625,1.3897059999999999,0.4290781561
529,Sudeste,16,2,1,1,3,0.882353,1,0,1,0.5,2.382353,0.9078016271
530,Sudeste,10,2,4,1,3.5,0.529412,1,1,1,0.625,2.1544119999999998,0.7978726123
531,Sudeste,9,1,3,1,3.5,0.470588,0,0.6666666667,1,0.625,1.595588,0.5283687858
532,Sudeste,2,2,3,1,3,0.058824,1,0.6666666667,1,0.5,1.558824,0.5106386262
533,Sudeste,16,2,2,0,3.5,0.882353,1,0.3333333333,0,0.625,2.007353,0.7269505273
534,Sudeste,13,1,2,1,1,0.705882,0,0.3333333333,1,0,1.205882,0.3404254293
535,Sudeste,2,2,3,1,3,0.058824,1,0.6666666667,1,0.5,1.558824,0.5106386262
536,Sudeste,10,1,2,0,3.5,0.529412,0,0.3333333333,0,0.625,1.154412,0.315603013
