objectid,name.x,surfline_n.x,normalized_heritage,normalized_priority,normalized_wsr,normalized_protected,normalized_bandeira,normalized_ramsar,response_added,response_index
314,NA,NA,0,0.0513988631,0,0.0164971945,0.6666666667,0,0.7345627243,0.2685522947
315,NA,NA,0,0.0196344474,0,0.0097840502,0.6666666667,0,0.6960851643,0.2544850997
316,NA,NA,0,0.4942476847,0,0.0091972263,0,0,0.503444911,0.1840568295
317,NA,NA,0,0.5682931768,0,0.1491383446,0,0.0950797625,0.8125112839,0.2970498808
318,NA,NA,0,0.4872970527,0,0.2720509605,0,0.2052917157,0.9646397289,0.3526672456
319,NA,NA,0,0.2485904634,0,0.397922167,0,0.3982460532,1.0447586836,0.3819583169
320,NA,Guaratuba,0,0.2436742391,0,0.3935722496,0,0.3935771997,1.0308236884,0.3768637555
321,NA,Matinos,0,0.1560797676,0,0.2484122196,0,0.1911805987,0.5956725859,0.2177747856
322,NA,NA,0.0228042095,0.0085812503,0,0.0038391561,0,0,0.0352246159,0.0128779356
323,NA,NA,0.2780024097,0.2155978198,0,0.1468379599,0,7.43879e-4,0.6411820684,0.2344128147
324,NA,NA,0.4908745084,0.3813885108,0,0.3579855963,0,7.43879e-4,1.2309924945,0.4500444253
325,NA,NA,0.6143122801,0.6760485145,0,0.8120974386,0,0.3706450783,2.4731033115,0.9041536512
326,NA,Mongagua,0,0.3059990543,0,0.5255961247,0,0,0.831595179,0.3040268532
327,NA,NA,0,0,0,0.349562469,0.3333333333,0,0.6828958023,0.2496631379
328,NA,NA,0,0,0,0.3493045179,0.3333333333,0,0.6826378512,0.2495688323
329,NA,NA,0,0,0,0.3452327288,0.3333333333,0,0.6785660621,0.2480802075
330,NA,NA,0,0.0587910947,0,0.1408596339,0,0,0.1996507286,0.0729912634
331,NA,NA,0,0.066223511,0,0.1110948668,0,0,0.1773183778,0.0648266726
332,NA,Quebra Mar,0,0.0672059634,0,0.1056618142,0.3333333333,0,0.5062011109,0.1850644818
333,NA,NA,0,0.0047150954,0,0.5047000284,0,0,0.5094151238,0.1862395081
334,NA,NA,0,0.8487249402,0,0.7461754408,0,0,1.594900381,0.5830872476
335,NA,NA,0,0.1830061914,0,0.5138601867,0,0,0.6968663781,0.2547707074
336,NA,NA,0,0.1637150831,0,0.5634809207,0,0,0.7271960038,0.2658590601
337,NA,NA,0,0.1850847141,0,0.5695225077,0,0,0.7546072218,0.2758804582
338,NA,NA,0,0.2615579729,0,0.6234211273,0,0,0.8849791002,0.3235437359
339,NA,NA,0,0.9999999999,0,0.7169140311,0,0,1.716914031,0.6276948006
340,NA,NA,0,0.3894730122,0,0.6080393949,0,0,0.9975124071,0.364685325
341,NA,NA,0,0.6253750078,0,0.6598486224,0,0,1.2852236302,0.4698710452
342,NA,NA,0,0.7321837181,0,0.4687609557,0,0,1.2009446738,0.439059099
343,NA,NA,0,0.2355713447,0,0.6053864108,0,0,0.8409577555,0.3074497623
344,NA,NA,0,0.7793011949,0,0.7053279163,0,0,1.4846291112,0.5427726474
345,NA,NA,0,0.2820332869,0,0.6263453538,0,0,0.9083786407,0.3320984857
346,NA,NA,0,0.7769977398,0,0.6983735102,0,0,1.47537125,0.5393880217
347,NA,NA,0,0.5919981895,0,0.6703594352,0,0,1.2623576247,0.4615113531
348,NA,NA,0,0.545978216,0,0.6543832287,0,0,1.2003614447,0.4388458735
349,NA,NA,0,0.2700613186,0,0.69723717,0,0,0.9672984886,0.3536392743
350,NA,Praia do Juquei,0,0.4384514739,0,0.6062490891,0,0,1.044700563,0.3819370683
351,NA,NA,0,0.5126266354,0,0.4142114453,0,0,0.9268380807,0.3388471605
352,NA,NA,0,0.1943637114,0,0.5201867684,0,0,0.7145504798,0.2612359226
353,NA,NA,0,0.5488682949,0,0.5396288477,0,0,1.0884971426,0.397948869
354,NA,NA,0,0.5522644649,0,0.5336076561,0,0,1.085872121,0.3969891749
355,NA,NA,0,0.3093641324,0,0.5846620994,0,0,0.8940262318,0.32685132
356,NA,NA,0,0.2451228143,0,0.6203219901,0,0,0.8654448044,0.3164020994
357,NA,NA,0,0.2467266067,0,0.6092286695,0,0,0.8559552762,0.3129327775
358,NA,Ponta do Baguari,0,0.2705036171,0,0.5764274162,0,0,0.8469310333,0.3096335614
359,NA,Vermelha do Sul,0,0.2331181567,0,0.5891158997,0,0,0.8222340564,0.3006044757
360,NA,NA,0,0.1397725483,0,0.6172040624,0,0,0.7569766107,0.2767466944
361,NA,NA,0,0.5551705981,0,0.5811215044,0,0,1.1362921025,0.4154224567
362,NA,NA,0,0.54825086,0,0.6467465719,0,0,1.1949974319,0.4368848185
363,NA,NA,0,0.5391410837,0,0.6735445085,0,0,1.2126855922,0.4433515175
364,NA,NA,0,0.7555349138,0,1,0,0,1.7555349138,0.6418143936
365,NA,NA,0,0.6388103962,0,0.7513314118,0,0,1.390141808,0.5082285829
366,NA,NA,0,0.6493454736,0,0.578511502,0,0,1.2278569756,0.448898096
367,NA,NA,0,0.6177939473,0,0.3067609564,0,0,0.9245549037,0.3380124429
368,NA,NA,0,0.7493246446,0,0.5988539125,0,0,1.3481785571,0.4928870376
369,NA,NA,0,0.3635501228,0,0.3376365305,0,0,0.7011866533,0.2563501775
370,NA,NA,0,0.3721191341,0,0.3548969994,0.3333333333,0,1.0603494668,0.3876582258
371,NA,NA,0,0.6114488256,0,0.1691714799,0,0,0.7806203055,0.2853907057
372,NA,NA,0,0.3686192113,0,0.3439944304,0.3333333333,0,1.045946975,0.38239275
373,NA,NA,0,0.3472911214,0,0.3403192952,0.3333333333,0,1.0209437499,0.3732517016
374,NA,NA,0,0.3568605393,0,0.3157556628,0.6666666667,0,1.3392828688,0.4896348204
375,NA,NA,0,0.2837697222,0,0.255470793,0.6666666667,0,1.2059071819,0.4408733661
376,NA,Macumba Curvao,0,0.2770909746,0,0.2437868992,0.6666666667,0,1.1875445405,0.4341600803
377,NA,NA,0,0.3169827429,0,0.2783383146,0.6666666667,0,1.2619877242,0.4613761194
378,NA,NA,0,0.9166460914,0,0.3444295426,0,0,1.261075634,0.461042664
379,NA,Glaucio Gil,0,0.295895344,0,0.2380221671,0.6666666667,0,1.2005841778,0.4389273036
380,NA,Reserva,0,0.2718409918,0,0.2229883141,0.6666666667,0,1.1614959726,0.4246368599
381,NA,Postinho,0,0.1522830624,0,0.0969124075,0,0,0.2491954699,0.091104562
382,NA,NA,0,0.1672364602,0,0.0942189205,0,0,0.2614553807,0.0955867213
383,NA,Quebra-Mar,0,0.1608709933,0,0.0972409791,0,0,0.2581119724,0.0943643887
384,NA,Barra da Tijuca,0,0.067354025,0,0.0848569364,0.3333333333,0,0.4855442947,0.1775124577
385,NA,NA,0,0.2352439436,0,0.1337122684,0,0,0.368956212,0.1348884637
386,NA,NA,0,0.2230505603,0,0.1437806644,0,0,0.3668312247,0.13411157940000001
387,NA,NA,0,0.2261767649,0,0.1439526317,0,0,0.3701293966,0.1353173738
388,NA,NA,0,0.1441097066,0,0.1051602394,0,0,0.249269946,0.0911317901
389,NA,NA,0,0.1420464944,0,0.1045550328,0,0,0.2466015272,0.0901562301
390,NA,Canto do Leblon,0,0.2114233397,0,0.1391368303,0,0,0.35056017,0.1281629668
391,NA,NA,0,0.1723454689,0,0.1229215041,0,0,0.295266973,0.1079480629
392,NA,NA,0,0.1287507351,0,0.1158947652,0,0,0.2446455003,0.0894411169
393,NA,NA,0,0.1372566122,0,0.1101442588,0,0,0.247400871,0.090448466
394,NA,Copacabana,0,0.1408307385,0,0.1063177237,0,0,0.2471484622,0.0903561867
395,NA,NA,0,0.1062966313,0,0.6467104952,0,0,0.7530071265,0.2752954718
396,NA,NA,0,0.2467416551,0,0.2334292574,0.3333333333,0,0.8135042458,0.2974129025
397,NA,NA,0,0.1161768613,0,0.6037169027,0,0,0.719893764,0.2631893994
398,NA,NA,0,0.25946854,0,0.2390363703,0.3333333333,0,0.8318382436,0.3041157164
399,NA,NA,0,0.247280045,0,0.2334774279,0.3333333333,0,0.8140908062,0.2976273459
400,NA,NA,0,0.2431393545,0,0.231289582,0.3333333333,0,0.8077622698,0.2953136661
401,NA,NA,0,0.098492755,0,0.1333548499,0,0,0.2318476049,0.0847622732
402,NA,NA,0,0.2847351884,0,0.1121565741,0,0,0.3968917625,0.145101555
403,NA,NA,0,0.1358095279,0,0.2155698024,0.3333333333,0,0.6847126636,0.2503273729
404,NA,NA,0,0.1062246796,0,0.4950683559,0,0,0.6012930355,0.2198295926
405,NA,NA,0,0.1736749749,0,0.1770370549,0,0,0.3507120298,0.128218486
406,NA,Ilha,0,0.14313389,0,0.4725455513,0,0,0.6156794413,0.2250891874
407,NA,NA,0,0.1701772283,0,0.160562074,0,0,0.3307393023,0.1209165611
408,NA,NA,0,0.1793712491,0,0.1736878049,0,0,0.353059054,0.1290765458
409,NA,NA,0,0.1652517194,0,0.1496836684,0,0,0.3149353878,0.1151387326
410,NA,NA,0,0.1765158757,0,0.1143475389,0,0,0.2908634146,0.1063381449
411,NA,NA,0,0.1573151679,0,0.4112091837,0,0,0.5685243516,0.207849533
412,NA,NA,0,0.0853855117,0,0.106993963,0,0,0.1923794747,0.070332931
413,NA,NA,0,0.0512416022,0,0.1629364643,0.3333333333,0,0.5475113998,0.2001673076
414,NA,NA,0,0.0468288361,0,0.1294342285,0.3333333333,0,0.5095963979,0.1863057809
415,NA,NA,0,0.1449752151,0,0.3683700767,0.3333333333,0,0.8466786251,0.3095412823
416,NA,NA,0,0.1441502711,0,0.3224282246,0.3333333333,0,0.799911829,0.292443586
417,NA,NA,0,0.1334117479,0,0.3641853645,0.3333333333,0,0.8309304457,0.3037838302
418,NA,NA,0,0.1732562477,0,0.2127612066,0,0,0.3860174543,0.1411259647
419,NA,NA,0,0.0389521603,0,0.0450770862,0,0,0.0840292465,0.0307206536
420,NA,NA,0,0.1012071751,0,0.1698425775,0,0,0.2710497526,0.0990943736
421,NA,NA,0,0.0027285764,0,0.0268101753,0,0,0.0295387517,0.0107992133
422,NA,NA,0,0.0087507045,0,0.1299563075,0,0,0.138707012,0.050710559
423,NA,NA,0,0.0087507045,0,0.1514740508,0,0,0.1602247553,0.0585773335
424,NA,NA,0,0.0958045424,0,0.040696393,0,0,0.1365009354,0.0499040289
425,NA,NA,0,0.0931421858,0,0.2513052213,0,0,0.3444474071,0.1259281726
426,NA,NA,0,0.048665012,0,0.0352373301,0.3333333333,0,0.4172356754,0.1525391833
427,NA,NA,0,0.0546936845,0,0.0420814566,0.3333333333,0,0.4301084744,0.1572454114
428,NA,NA,0,0.0438965306,0,0.037875139,0.3333333333,0,0.4151050029,0.1517602206
429,NA,NA,0,0.0696864089,0,0.0839891783,0.3333333333,0,0.4870089205,0.1780479172
430,NA,NA,0,0.0597153026,0,0.0869917417,0.3333333333,0,0.4800403776,0.1755002543
431,NA,NA,0,0.1182920367,0,0.1358757784,0.3333333333,0,0.5875011484,0.2147873508
432,NA,NA,0,0.1159257932,0,0.1653076368,0.3333333333,0,0.6145667633,0.2246823982
433,NA,NA,0,0.0115570348,0,0.0947750018,0,0,0.1063320366,0.0388744371
434,NA,NA,0,0,0,0.1344774299,0,0,0.1344774299,0.0491642459
435,NA,NA,0,0,0,0.1770448999,0,0,0.1770448999,0.0647266905
436,NA,NA,0,0.036745041,0,0.0177598069,0,0,0.0545048479,0.0199266877
437,NA,NA,0,0,0,0.111530146,0,0,0.111530146,0.0407748387
438,NA,Milionarios,0,0.13784399,0,0.0020452191,0,0,0.1398892091,0.0511427641
439,NA,NA,0,0.2165053507,0,0.515496696,0,0,0.7320020467,0.2676161243
440,NA,NA,0,0.1937795209,0,0.5031412158,0,0,0.6969207367,0.2547905806
441,NA,NA,0,0.1889096447,0,0.5319661989,0,0,0.7208758436,0.2635484426
442,NA,NA,0,0.0427882628,0,0.4499188509,0,0,0.4927071137,0.1801311469
443,NA,NA,0,0.0406078209,0,0.4754867525,0,0,0.5160945734,0.18868148
444,NA,NA,0,0.0418818099,0,0.4934911086,0,0,0.5353729185,0.1957295422
445,NA,NA,0,0.0409246166,0,0.5153249421,0,0,0.5562495587,0.2033619328
446,NA,NA,0,0.0454897176,0,0.5688949212,0,0,0.6143846388,0.2246158144
447,NA,NA,0,0.5603568179,0,0.4141111672,0,0,0.9744679851,0.3562604047
448,NA,NA,0,0.6650772009,0,0.4255741344,0,0,1.0906513353,0.3987364306
449,NA,NA,0,0.4558733811,0,0.3617490173,0,0,0.8176223984,0.2989184776
450,NA,NA,0,0.0417645464,0,0.0597831549,0,0,0.1015477013,0.0371253091
451,NA,NA,0,0.3562059481,0,0.3350850545,0,0,0.6912910026,0.2527323793
452,NA,NA,0,0.3072823343,0,0.3075033423,0,0,0.6147856766,0.2247624317
453,NA,NA,0,0.3591382265,0,0.3482823349,0,0,0.7074205614,0.2586292617
454,NA,NA,0,0.1153515621,0,0.0246301304,0,0,0.1399816925,0.0511765755
455,NA,NA,0,0.0923890532,0,0.0786787073,0,0,0.1710677605,0.0625414796
456,NA,NA,0,0.2703833975,0,0.2362019486,0,0,0.5065853461,0.1852049561
457,NA,NA,0,0.5666327789,0,0.4697301806,0,0,1.0363629595,0.378888884
458,NA,NA,0,0.7861604561,0,0.5309288619,0.6666666667,0,1.9837559847,0.7252508249
459,NA,NA,0,0.686484718,0,0.8026286614,0,0,1.4891133794,0.5444120724
460,NA,NA,0,0.0083059524,0,0.0050867585,0,0,0.0133927109,0.0048963051
461,NA,NA,0,0.0119047577,0,0.1802764791,0,0,0.1921812368,0.0702604562
462,NA,NA,0,0,0,0.0516357074,0,0,0.0516357074,0.0188777449
463,NA,NA,0,0.0015399673,0,0.0356709849,0,0,0.0372109522,0.0136041297
464,NA,NA,0,0.0330076172,0,0.1193205206,0,0,0.1523281378,0.0556903714
465,NA,Praia de Jatiuca,0,0.1130956455,0,0.4209208022,0,0,0.5340164477,0.1952336236
466,NA,NA,0,0.1604090943,0,0.4690868065,0,0,0.6294959008,0.2301404129
467,NA,NA,0,0.2667074769,0,0.2703347022,0,0,0.5370421791,0.1963398152
468,NA,NA,0,0.203381789,0,0.1745794246,0,0,0.3779612136,0.1381806452
469,NA,NA,0,0.1020833511,0,0.0847720684,0,0,0.1868554195,0.0683133652
470,NA,NA,0,0.1141844407,0,0.0125281318,0,0,0.1267125725,0.0463254546
471,NA,NA,0,0.047966358,0,0.2941118146,0,0,0.3420781726,0.1250619929
472,NA,NA,0,0.5326831032,0,0.0105142093,0,0,0.5431973125,0.1985900998
473,NA,NA,0,0.3151211873,0,0.0067831241,0,0,0.3219043114,0.1176865346
474,NA,NA,0,0.358149899,0,0.0604289879,0,0,0.4185788869,0.1530302544
475,NA,NA,0,0.0179852316,0,0.1457891504,0,0,0.163774382,0.0598750585
476,NA,NA,0,0.0169706879,0,0.1638170261,0,0,0.180787714,0.0660950438
477,NA,NA,0,0.0148049587,0,0.2085471527,0,0,0.2233521114,0.0816563651
478,NA,NA,0,0.0134804732,0,0.241176295,0,0,0.2546567682,0.0931011841
479,NA,NA,0,0.0290473543,0,0.4152952305,0,0,0.4443425848,0.1624493278
480,NA,NA,0,0.055102315,0,0.0291860549,0,0,0.0842883699,0.0308153877
481,NA,NA,0,0.1355547162,0,0.0550100085,0,0,0.1905647247,0.0696694678
482,NA,NA,0,0.002056363,0,0.0686122124,0,0,0.0706685754,0.025836062
483,NA,NA,0,0,0,0.0176744528,0,0,0.0176744528,0.0064616876
484,NA,NA,0.9994160209,0,0,0.9198843518,0,0.6281481233,2.547448496,0.9313338623
485,NA,NA,1.0000000001,0,0,0.9198919719,0,0.6359718611,2.5558638331,0.9344104656
486,NA,NA,1.0000000001,0,0,0.9199024534,0,0.6376130894,2.5575155429,0.9350143221
487,NA,NA,1.0000000001,0,0,0.9191898876,0,0.6376130894,2.5568029771,0.9347538117
488,NA,NA,1.0000000001,0,0,0.9183884696,0,0.6376130894,2.5560015591,0.9344608175
489,NA,NA,0.9905278365,0,0,0.9073637317,0,0.6375061619,2.5353977301,0.9269281652
490,NA,NA,0.9680996783,0,0,0.88017139,0,0.6318417461,2.4801128144,0.9067162889
491,NA,NA,0,0.1045547929,0,0.0494503831,0,0,0.154005176,0.0563034878
492,NA,NA,0,0.0741289041,0,0.0410543495,0,0,0.1151832536,0.0421103958
493,NA,NA,0,0.1159633875,0,0.0728249881,0,0,0.1887883756,0.0690200439
494,NA,NA,0,0.0803620368,0,0.0362321843,0,0,0.1165942211,0.0426262381
495,NA,NA,0,0.0890177847,0,0.0841703761,0,0,0.1731881608,0.0633166869
496,NA,NA,0,0.0507577353,0,0.0787971131,0,0,0.1295548484,0.0473645758
497,NA,Tabinha,0,0.0174571488,0,0.2656849099,0,0,0.2831420587,0.1035152575
498,NA,Boca do Poco,0,0,0,0.0202778843,0,0,0.0202778843,0.0074134886
499,NA,NA,0,0.5641799924,0,0.2645347274,0,0,0.8287147198,0.3029737724
500,NA,NA,0,0,0,0.5114302929,0,1,1.5114302929,0.5525710194
501,NA,NA,0,0,0,0,0,0.0148404242,0.0148404242,0.0054255816
502,NA,NA,0,0,0,0.3942863741,0,0.7758944688,1.1701808429,0.4278120032
503,NA,NA,0,0,0,0.5509856531,0,0.6241415137,1.1751271668,0.4296203533
504,NA,NA,0,0,0,0,0,0,0,0
505,NA,NA,0,0,0,0,0,0,0,0
506,NA,NA,0,0,0,0,0,0,0,0
507,NA,NA,0,0.0205917669,0,0,0,0,0.0205917669,0.0075282424
508,NA,NA,0,0,0,0.4529301194,0,0,0.4529301194,0.1655888856
509,NA,NA,0,0.1520957234,0,0.2577304545,0,0.2286510071,0.638477185,0.2334239234
510,NA,NA,0.2119323999,0.1596605638,0,0.0676980513,0,7.43879e-4,0.440034894,0.1608744585
511,NA,NA,0.8146411388,0.8052757261,0,0.8696258091,0,0.245726169,2.735268843,1
512,NA,NA,0,0,0,0.3764207426,0,0,0.3764207426,0.1376174571
513,NA,NA,0,0.0100707861,0,0.7736337736,0,0,0.7837045597,0.286518293
514,NA,NA,0,0.2965116698,0,0.5739731022,0,0,0.870484772,0.3182446852
515,NA,NA,0,0.4532581692,0,0.6794159969,0,0,1.1326741661,0.4140997581
516,NA,NA,0,0.3125091946,0,0.5766403824,0,0,0.889149577,0.3250684404
517,NA,NA,0,0.4289930137,0,0.5787693687,0,0,1.0077623824,0.3684326625
518,NA,NA,0,0.2484901346,0,0.6034143639,0,0,0.8519044985,0.3114518343
519,NA,NA,0,0.6945881457,0,0.6334749094,0,0,1.3280630551,0.4855329152
520,NA,NA,0,0.373208249,0,0.339736091,0.3333333333,0,1.0462776733,0.3825136516
521,NA,NA,0,0.3467561121,0,0.3242168839,0.3333333333,0,1.0043063293,0.3671691475
522,NA,NA,0,0.109090206,0,0.0929142633,0.3333333333,0,0.5353378026,0.195716704
523,NA,NA,0,0.0581736221,0,0.0783527716,0.3333333333,0,0.469859727,0.1717782617
524,NA,NA,0,0.9704912042,0,0.3498929806,0,0,1.3203841848,0.4827255603
525,NA,NA,0,0.1461580278,0,0.1093681716,0,0,0.2555261994,0.0934190436
526,NA,NA,0,0.214839948,0,0.2294945849,0.3333333333,0,0.7776678662,0.2843113094
527,NA,NA,0,0.0948409133,0,0.0018952341,0,0,0.0967361474,0.0353662301
528,NA,NA,0,0.0272079213,0,0.060283313,0,0,0.0874912343,0.0319863382
529,NA,NA,0,0.018888107,0,0,0,0,0.018888107,0.0069053932
530,NA,NA,0,0.497414734,0,0.3350536584,0,0,0.8324683924,0.3043460955
531,NA,NA,0,0.257203831,0,0.2264329512,0,0,0.4836367822,0.1768150811
532,NA,NA,0,0.1905099208,0,0.497416779,0,0,0.6879266998,0.2515024077
533,NA,NA,0,0.7606073896,0,0.6428049538,0.6666666667,0,2.0700790101,0.756810072
534,NA,NA,0,0.0015399673,0,0.0427258608,0,0,0.0442658281,0.0161833555
535,NA,NA,0,0.1266937814,0,0.0125281318,0,0,0.1392219132,0.0508988042
536,NA,NA,0,0.0402726375,0,0.0569333295,0,0,0.097205967,0.0355379937
537,NA,NA,1.0000000001,0,0,0.919887626,0,0.6345947996,2.5544824257,0.9339054303
538,NA,NA,0,0,0,0.0550212951,0,0.4326801011,0.4877013962,0.1783010827
539,NA,NA,0,0,0,0.0075324444,0,0.4504866509,0.4580190953,0.1674493886
540,NA,NA,0,0,0,0.2653588788,0,0.5294282744,0.7947871532,0.2905700313
