id,normalized_employment,normalized_hotels,normalized_airports,social_added,social_subindex
0,0,0,0,0,0
1,0,0.3,0,0.3,0.1363636363
2,0,0,0,0,0
3,0,0,0,0,0
4,0.6675492011,0,0,0.6675492011,0.3034314548
5,0.6675492011,0,0,0.6675492011,0.3034314548
6,0.6675492011,0,0,0.6675492011,0.3034314548
7,0.2020191515,0.2,0,0.4020191515,0.1827359778
8,0.1635567976,0.15,0,0.3135567976,0.142525817
195,0,0,0,0,0
196,0.124609729,0,0,0.124609729,0.0566407859
197,0.124609729,0,0,0.124609729,0.0566407859
198,0.124609729,0,0,0.124609729,0.0566407859
199,0,0,0,0,0
200,0,0,0,0,0
201,0.2166072972,0,0,0.2166072972,0.0984578623
202,0.2166072972,0,0,0.2166072972,0.0984578623
203,0.0675175621,0.05,0,0.1175175621,0.0534170736
204,0.0675175621,0.05,0,0.1175175621,0.0534170736
205,0.0675175621,0,0,0.0675175621,0.0306898009
206,0.876897989,0.1,1,1.976897989,0.8985899943
207,0.876897989,0.1,1,1.976897989,0.8985899943
208,0.876897989,0.1,1,1.976897989,0.8985899943
209,0.876897989,0,0,0.876897989,0.3985899947
210,0,0,0,0,0
211,0,0,0,0,0
212,0.1440211646,0.3,0,0.4440211646,0.2018278019
213,0.1440211646,0.3,0,0.4440211646,0.2018278019
214,0.1440211646,0.3,0,0.4440211646,0.2018278019
215,0.1440211646,0.3,0,0.4440211646,0.2018278019
216,0.1440211646,0.3,0,0.4440211646,0.2018278019
217,0.1440211646,0.3,0,0.4440211646,0.2018278019
218,0.1440211646,0.3,0,0.4440211646,0.2018278019
219,0.0724456717,0,0,0.0724456717,0.0329298507
220,0,0,0,0,0
221,0,0,0,0,0
222,0,0,0,0,0
223,0.1242026362,0,0,0.1242026362,0.0564557437
224,0.1242026362,0.05,0,0.1742026362,0.0791830164
225,0.1242026362,0.05,0,0.1742026362,0.0791830164
226,0.1242026362,0,0,0.1242026362,0.0564557437
227,0,0,0,0,0
228,0.1242026362,0,0,0.1242026362,0.0564557437
229,0,0,0,0,0
230,0,0.05,0,0.05,0.0227272727
231,0,0.3,0,0.3,0.1363636363
232,0,0.3,0,0.3,0.1363636363
233,0,0,0,0,0
234,0,0,0,0,0
235,0,0,0,0,0
236,0,0,0,0,0
237,0,0,0,0,0
238,0,0,0,0,0
239,0,0,0,0,0
240,0,0,0,0,0
241,0,0,0,0,0
242,0,0,0,0,0
243,0,0,0,0,0
244,0,0,0,0,0
245,0,0,0,0,0
246,0,0,0,0,0
247,0,0,0,0,0
248,0,0,0,0,0
249,0,0,0,0,0
250,0.2484512955,0,0,0.2484512955,0.112932407
251,0.6675492011,0,0,0.6675492011,0.3034314548
252,0.6675492011,0,0,0.6675492011,0.3034314548
253,0.6675492011,0,0,0.6675492011,0.3034314548
