objectid,name.x,surf_spot.x,normalized_employment,normalized_hotels,normalized_airports,social_added,social_subindex
355,NA,Sununga,0.3589642479,0,0,0.3589642479,0.1659928421
356,NA,Toninhas,0.3589642479,0,1,1.3589642479,0.6284144987
357,NA,Praia Grande (PG),0.3589642479,0,1,1.3589642479,0.6284144987
358,NA,Praia Grande North,0.3589642479,0,1,1.3589642479,0.6284144987
359,NA,Vermelha do Centro,0.3589642479,0,1,1.3589642479,0.6284144987
360,NA,Patiero,0.3589642479,0,1,1.3589642479,0.6284144987
361,NA,Vermelha do Norte,0.1947239381,0,1,1.1947239381,0.5524662225
362,NA,Itamambuca,0.1947239381,0,1,1.1947239381,0.5524662225
363,NA,Praia do Felix,0.3589642479,0,0,0.3589642479,0.1659928421
364,NA,Brava do Camburi,0.3853108782,0,0,0.3853108782,0.1781760946
365,NA,Ponta do Cepílio,0.3853108782,0,0,0.3853108782,0.1781760946
366,NA,Laranjeiras,0.3853108782,0,0,0.3853108782,0.1781760946
367,NA,Martim de Sa,0.4116575085,0,0,0.4116575085,0.190359347
368,NA,Aventureiro,0.2650329567,0,0,0.2650329567,0.1225569789
369,NA,Lopes Mendes,0.2650329567,0,0,0.2650329567,0.1225569789
370,NA,Barra de Guaratiba,0.3050190346,0,0,0.3050190346,0.1410474072
371,NA,Laje do Dramin,0.2650329567,0.0181818182,0,0.2832147749,0.1309646454
372,NA,Grumari,0.3050190346,0.0181818182,0,0.3232008528,0.1494550737
373,NA,Prainha,0.3050190346,0.0363636364,0,0.341382671,0.1578627402
374,NA,CcB,0.3050190346,0.0545454545,0,0.3595644891,0.1662704067
375,NA,Farorinha,0.3050190346,0.0909090909,0,0.3959281255,0.1830857397
376,NA,Canto do recreio,0.3050190346,0.0909090909,0,0.3959281255,0.1830857397
377,NA,Praia da Macumba,0.3050190346,0.0727272727,0,0.3777463073,0.1746780732
378,NA,Mambucaba,0.3383452326,0.0181818182,0,0.3565270508,0.1648658294
379,NA,Posto 10 - Recreio,0.3050190346,0.1090909091,0,0.4141099437,0.1914934061
380,NA,Recreio Posto 9,0.3050190346,0.1090909091,1,1.4141099437,0.6539150627
381,NA,Lage Postinho,0.3050190346,0.1090909091,1,1.4141099437,0.6539150627
382,NA,Joatinga,0.3050190346,0.0545454545,1,1.3595644891,0.6286920632
383,NA,Tropical (posto 1),0.3050190346,0.0727272727,1,1.3777463073,0.6370997297
384,NA,Barra da Tijuca - Posto 8,0.3050190346,0.1454545455,1,1.4504735801,0.6707303956
385,NA,Sao Conrado,0.3050190346,0.2363636364,0,0.541382671,0.2503470715
386,NA,Laje do sheraton,0.3050190346,0.2727272727,0,0.5777463073,0.2671624045
387,NA,Pontão do leblon,0.3050190346,0.3272727273,0,0.6322917619,0.2923854039
388,NA,Arpoador,0.2960074229,0.4,1,1.6960074229,0.784270562
389,NA,Praia do Diabo,0.2960074229,0.4,1,1.6960074229,0.784270562
390,NA,Leblon,0.3050190346,0.3454545455,1,1.6504735801,0.7632147269
391,NA,Ipanema,0.2960074229,0.4,1,1.6960074229,0.784270562
392,NA,Shore break expresso escorpiao,0.2960074229,0.4,1,1.6960074229,0.784270562
393,NA,Forte de Copacabana,0.2960074229,0.4,1,1.6960074229,0.784270562
394,NA,Posto 5 - Copacabana,0.2960074229,0.4,1,1.6960074229,0.784270562
395,NA,Praia Brava - Pontal do Atalaia,0.1544474405,0,1,1.1544474405,0.5338414978
396,NA,Shock,0.1910531942,0,0,0.1910531942,0.0883471345
397,NA,Praia Grande - Arraial do Cabo,0.1544474405,0,1,1.1544474405,0.5338414978
398,NA,Itacoatiara,0.1521759643,0,0,0.1521759643,0.0703694615
399,NA,Canal de Camboinhas,0.1910531942,0,0,0.1910531942,0.0883471345
400,NA,Camboinhas,0.1910531942,0,0,0.1910531942,0.0883471345
401,NA,Leme,0.2960074229,0.4363636364,1,1.7323710593,0.8010858949
402,NA,Ponta Negra - Maricá - RJ,0.1500220664,0,0,0.1500220664,0.0693734525
403,NA,Piratininga,0.2290418077,0.1818181818,1,1.4108599895,0.6524122135
404,NA,Massambaba,0.1173630137,0,0,0.1173630137,0.0542711992
405,NA,Lage de fora,0.131823919,0,1,1.131823919,0.5233798915
406,NA,Arraial do Cabo,0.1345235375,0,1,1.1345235375,0.5246282536
407,NA,Itauna,0.2049335554,0,1,1.2049335554,0.5571873707
408,NA,Backdoor,0.2049335554,0,1,1.2049335554,0.5571873707
409,NA,Saquarema - Itauna Beach,0.2049335554,0,1,1.2049335554,0.5571873707
410,NA,Saquarema - Praia da Vila,0.2049335554,0,1,1.2049335554,0.5571873707
411,NA,Praia do Foguete - Cabo Frio,0.1345235375,0.0181818182,1,1.1527053557,0.5330359201
412,NA,Flamengo,0.2960074229,0.4363636364,1,1.7323710593,0.8010858949
413,NA,prainha de adão e eva,0.2221454501,0.3636363636,1,1.5857818137,0.7332998532
414,NA,Itapuca,0.2221454501,0.3272727273,1,1.5494181774,0.7164845202
415,NA,Praia Brava - Cabo Frio,0.1792359785,0.0181818182,0,0.1974177967,0.0912902646
416,NA,Praia do Forte - Cabo Frio,0.1792359785,0.0181818182,1,1.1974177967,0.5537119211
417,NA,Dunas do Peró - Cabo Frio -RJ,0.184662097,0.0181818182,0,0.2028439152,0.0937994193
418,NA,Geriba,0.2296552798,0.1090909091,0,0.3387461889,0.1566435738
419,NA,Laje da Rasa,0.184662097,0.0363636364,0,0.2210257334,0.1022070858
420,NA,praia de unamar,0.1225267398,0,0,0.1225267398,0.056659018
421,NA,Costazul,0.1108214808,0.0545454545,0,0.1653669353,0.0764692522
422,NA,Pecado,0.1533186981,0.0181818182,1,1.1715005163,0.5417272094
423,NA,Cavaleiros,0.1533186981,0.0181818182,1,1.1715005163,0.5417272094
424,NA,Grussaí,0.0254057774,0,0,0.0254057774,0.0117481817
425,NA,Setiba Pina,0.1655643251,0.4,1,1.5655643251,0.7239508486
426,NA,Barra Sol,0.108677007,0.1454545455,0,0.2541315525,0.1175159335
427,NA,Secret,0.108677007,0.1454545455,0,0.2541315525,0.1175159335
428,NA,Coral do Céu,0.108677007,0.1454545455,0,0.2541315525,0.1175159335
429,NA,Pompeia,0.144902676,0.2,0,0.344902676,0.1594904668
430,NA,D2,0.144902676,0.2727272727,0,0.4176299487,0.1931211327
431,NA,Canal de Vitória,0.1328771534,0.2909090909,1,1.4237862443,0.6583895936
432,NA,Praia de Camburi,0.1328771534,0.2181818182,1,1.3510589716,0.6247589277
433,NA,Prainha de Carapebus,0.1702248864,0.0909090909,1,1.2611339773,0.5831756629
434,NA,Barrote-Jacaraipe,0.0968005857,0.0363636364,0,0.1331642221,0.0615780202
435,NA,Jacaraípe- Solemar,0.0670163447,0.0363636364,0,0.1033799811,0.0478051421
436,NA,Regencia,0.11327843680000001,0,0,0.11327843680000001,0.0523824024
437,NA,Guriri,0.0443308949,0,1,1.0443308949,0.4829212224
438,NA,Backdoor,0.0602099475,0,1,1.0602099475,0.4902640402
439,NA,Itacarezinho,0,0,0,0,0
440,NA,Engenhoca,0,0,0,0,0
441,NA,Jeribucaçu,0,0,0,0,0
442,NA,Prainha,0,0,0,0,0
443,NA,Tiririca,0,0,0,0,0
444,NA,Praia da Resende,0,0,0,0,0
445,NA,Boca da Barra,0,0,0,0,0
446,NA,Pontal,0,0,0,0,0
447,NA,Praia dos Algodoes,0,0,1,1,0.4624216565
448,NA,Saquaira,0,0,1,1,0.4624216565
449,NA,Taipu de Fora,0,0,0,0,0
450,NA,Pedra do Moleque,0,0.0181818182,0,0.0181818182,0.0084076665
451,NA,Farol da Barra,0.0381022377,0.2727272727,0,0.3108295104,0.1437342971
452,NA,Barravento,0.0381022377,0.2727272727,0,0.3108295104,0.1437342971
453,NA,Espanhol,0.0381022377,0.2727272727,0,0.3108295104,0.1437342971
454,NA,Corsário,0.114306713,0.2545454545,0,0.3688521675,0.1705652303
455,NA,Jaguaribe,0.1239430821,0.0909090909,1,1.214852173,0.5617739543
456,NA,Stella Maris,0.1181618237,0.0727272727,1,1.1908890964,0.5506929087
457,NA,Praia do forte,0.0423940988,0,0,0.0423940988,0.0196039494
458,NA,Scar Reef,0.0319302092,0,0,0.0319302092,0.0147652202
459,NA,Casinha,0.0211970494,0.0545454545,0,0.0757425039,0.0350249741
460,NA,Aracaju,0.06700056,0.0909090909,1,1.1579096509,0.5354424989
461,NA,Praia Do Francês,0.0517993132,0,0,0.0517993132,0.0239531242
462,NA,Pedra Virada,0.0517993132,0.4363636364,0,0.4881629496,0.2257371198
463,NA,Cruz das Almas,0.0466786276,0.4363636364,0,0.483042264,0.2233692039
464,NA,Riacho Doce,0.0933572552,0,0,0.0933572552,0.0431704166
465,NA,New Orleans,0.0466786276,0,0,0.0466786276,0.0215852083
466,NA,Praia do Morro,0,0,0,0,0
467,NA,Maracaipe,0.0319386043,0.2909090909,0,0.3228476952,0.149291766
468,NA,Borete,0.0319386043,0.2909090909,0,0.3228476952,0.149291766
469,NA,cupe,0.0501130139,0.2909090909,0,0.3410221048,0.1576960066
470,NA,Enseada dos Corais,0.0341546834,0.0363636364,0,0.0705183198,0.0326091983
471,NA,Tambaba,0.0382596836,0,0,0.0382596836,0.0176921063
472,NA,Mar do Macaco,0.0352999436,0.2181818182,1,1.2534817618,0.5796371127
473,NA,Dique de Cabedelo,0,0.0727272727,0,0.0727272727,0.0336306659
474,NA,Baia Formosa,0.065381207,0.0181818182,0,0.0835630252,0.0386413525
475,NA,Pipa,0.0435874714,0.5272727273,0,0.5708601987,0.2639781187
476,NA,Lajão,0.0435874714,0.5272727273,0,0.5708601987,0.2639781187
477,NA,Madeiro,0.0671985919,0.5272727273,0,0.5944713192,0.2748964122
478,NA,Cacimbinhas,0.0671985919,0.5272727273,0,0.5944713192,0.2748964122
479,NA,Tabatinga,0.0890508159,0.0909090909,0,0.1799599068,0.0832173582
480,NA,Ponta negra,0.1317370225,0.5272727273,1,1.6590097498,0.7671620367
481,NA,Genipabu,0.094556548,0,0,0.094556548,0.0437249956
482,NA,Morro Branco,0,0.1818181818,0,0.1818181818,0.0840766648
483,NA,Iguape Meio,0.9087734387,0,0,0.9087734387,0.4202365189
484,NA,Cacimba do Padre,0,0,1,1,0.4624216565
485,NA,Boldró,0,0,1,1,0.4624216565
486,NA,Conceição,0,0,1,1,0.4624216565
487,NA,Meio,0,0,1,1,0.4624216565
488,NA,Cachorro,0,0,1,1,0.4624216565
489,NA,Biboca,0,0,1,1,0.4624216565
490,NA,Abras,0,0,1,1,0.4624216565
491,NA,Futuro,0.1724907979,0.9818181818,1,2.1543089797,0.996199127
492,NA,Iracema (ponte metalica),0.0966027414,1,1,2.0966027414,0.9695145127
493,NA,Leste-Oeste,0.0966027414,0.9818181818,1,2.0784209232,0.9611068462
494,NA,Titanzinho,0.1625284757,0.9818181818,0,1.1443466575,0.529170677
495,NA,Icarai,0.0966027414,0.0363636364,0,0.1329663778,0.0614865327
496,NA,Pico das Almas,0.0153385036,0.1090909091,0,0.1244294127,0.0575388551
497,NA,Taiba,0,0,0,0,0
498,NA,Paracuru,0.0039563216,0.0181818182,0,0.0221381398,0.0102371553
499,NA,Jericoacoara,0.0052872395,0.0363636364,0,0.0416508759,0.019260267
500,NA,Travosa,0,0,0,0,0
501,NA,marahu,0.0422074797,0,0,0.0422074797,0.0195176527
502,NA,Camaraçu,0,0,0,0,0
503,NA,Araruna,0,0,1,1,0.4624216565
504,NA,Salinas,0.0898707313,0,0,0.0898707313,0.0415581724
505,NA,Imbé,0.0910852929,0.0181818182,0,0.1092671111,0.0505274785
506,NA,Mariluz,0.1240725745,0.0181818182,0,0.1422543927,0.0657815119
507,NA,Arroio Teixeira,0.1334122151,0,0,0.1334122151,0.0616926975
508,NA,Ilha do Batuta,0,0,0,0,0
509,NA,Brava de Matinhos,0.174128294,0.0545454545,0,0.2286737485,0.1057436936
510,NA,Pontal do Sul,0.2346213534,0,0,0.2346213534,0.1084939949
511,NA,Desertinha,0.0437445139,0,0,0.0437445139,0.0202284106
512,NA,Cibratel,0.0878865895,0.0181818182,1,1.1060684077,0.5114699853
513,NA,Montão do trigo,0.266822754,0,0,0.266822754,0.1233846199
514,NA,Indaiá - Bertioga,0.0791658966,0,0,0.0791658966,0.036608025
515,NA,Praia Brava,0.2383083938,0,0,0.2383083938,0.1101989622
516,NA,Jureia,0.133411377,0,0,0.133411377,0.06169231
517,NA,Barra do Una - Meio,0.1242219661,0,0,0.1242219661,0.0574429273
518,NA,Enseada - Ubatuba,0.3589642479,0,1,1.3589642479,0.6284144987
519,NA,Presídio,0.2650329567,0,0,0.2650329567,0.1225569789
520,NA,Inferno,0.3050190346,0.0181818182,0,0.3232008528,0.1494550737
521,NA,Macumba-secreto,0.3050190346,0.0363636364,0,0.341382671,0.1578627402
522,NA,Posto 4,0.3050190346,0.1454545455,1,1.4504735801,0.6707303956
523,NA,Vala do Mauri,0.3050190346,0.1454545455,1,1.4504735801,0.6707303956
524,NA,Praia Brava de Angra dos Reis,0.3383452326,0.0181818182,0,0.3565270508,0.1648658294
525,NA,Castelinho,0.2960074229,0.3454545455,1,1.6414619684,0.7590475625
526,NA,Sossego,0.2290418077,0.0181818182,0,0.2472236259,0.1143215586
527,NA,atafona - sao joao da barra,0.0254057774,0,0,0.0254057774,0.0117481817
528,NA,Cemitério,0.0636862804,0.0545454545,0,0.1182317349,0.0546729147
529,NA,Sirihyba,0.0602099475,0,0,0.0602099475,0.0278423837
530,NA,Sol do Muta,0,0,0,0,0
531,NA,Rock Quente,0.1181618237,0.0727272727,1,1.1908890964,0.5506929087
532,NA,Ribeira,0.0381022377,0.1636363636,0,0.2017386013,0.0932882982
533,NA,Praia das Ondas,0.0211970494,0.0181818182,0,0.0393788676,0.0182096412
534,NA,Rainha,0.0466786276,0.4363636364,0,0.483042264,0.2233692039
535,NA,Pedra de Xaréu,0.0341546834,0.0363636364,0,0.0705183198,0.0326091983
536,NA,Prainha,0.9999999988,0,0,0.9999999988,0.462421656
537,NA,Laje do Bode,0,0,1,1,0.4624216565
538,NA,Caolho,0.0272029488,0.0181818182,0,0.045384767,0.0209868991
539,NA,Atalaia (salinas),0.012704295000000001,0,0,0.012704295000000001,0.0058747411
540,NA,Algodoal,0,0,0,0,0
