id,region,join_count,numerical_direction,numerical_frequency,numerical_experience,numerical_quality,normalized_clusters,normalized_direction,normalized_frequency,normalized_experience,normalized_quality,weighted_surf,surf_subindex
494,Nordeste,3,2,1,1,3,0.666667,1,0,1,0.5,2.166667,0.9302325711
495,Nordeste,4,1,2,1,3,1,0,0.3333333333,1,0.5,2,0.8372091466
496,Nordeste,3,1,1,0,3.5,0.666667,0,0,0,0.625,1.291667,0.441860569
497,Nordeste,2,1,2,0,4,0.333333,0,0.3333333333,0,0.75,1.083333,0.3255811487
498,Nordeste,1,2,4,1,3.5,0,1,1,1,0.625,1.625,0.6279068599
499,Nordeste,2,2,3,0,3.5,0.333333,1,0.6666666667,0,0.625,1.458333,0.5348834354
500,Nordeste,1,2,3,1,3,0,1,0.6666666667,1,0.5,1.5,0.558139431
501,Nordeste,1,2,1,0,3.5,0,1,0,0,0.625,1.125,0.3488371444
502,Nordeste,1,2,3,0,3.5,0,1,0.6666666667,0,0.625,1.125,0.3488371444
503,Nordeste,1,2,2,0,3,0,1,0.3333333333,0,0.5,1,0.2790697155
504,Nordeste,2,2,3,1,3,0.333333,1,0.6666666667,1,0.5,1.833333,0.744185722
505,Nordeste,2,2,1,0,3.5,0.333333,1,0,0,0.625,1.458333,0.5348834354
506,Nordeste,1,2,3,0,3,0,1,0.6666666667,0,0.5,1,0.2790697155
507,Nordeste,1,2,1,1,3.5,0,1,0,1,0.625,1.625,0.6279068599
508,Norte,1,2,2,1,3.5,0,1,0.3333333333,1,0.625,1.625,0.6279068599
509,Norte,1,2,4,0,5,0,1,1,0,1,1.5,0.558139431
510,Norte,1,2,3,1,3,0,1,0.6666666667,1,0.5,1.5,0.558139431
537,Nordeste,1,2,4,1,3,0,1,1,1,0.5,1.5,0.558139431
538,Nordeste,1,1,3,1,1,0,0,0.6666666667,1,0,0.5,0
539,Nordeste,2,2,1,1,3.5,0.333333,1,0,1,0.625,1.958333,0.8139531509
540,Nordeste,1,2,3,0,1,0,1,0.6666666667,0,0,0.5,0
541,Nordeste,1,2,3,1,3,0,1,0.6666666667,1,0.5,1.5,0.558139431
542,Nordeste,1,2,3,1,3.5,0,1,0.6666666667,1,0.625,1.625,0.6279068599
543,Nordeste,1,1,4,1,3.5,0,0,1,1,0.625,1.125,0.3488371444
544,Nordeste,1,2,3,1,3.5,0,1,0.6666666667,1,0.625,1.625,0.6279068599
545,Nordeste,3,1,2,0,3.5,0.666667,0,0.3333333333,0,0.625,1.291667,0.441860569
546,Nordeste,1,2,1,1,3.5,0,1,0,1,0.625,1.625,0.6279068599
547,Norte,1,2,3,1,3,0,1,0.6666666667,1,0.5,1.5,0.558139431
548,Norte,1,1,2,1,3,0,0,0.3333333333,1,0.5,1,0.2790697155
