id,sum_10km,hab_10km,normalized_carbon,normalized_cp,climate_added,climate_index
214,0,0.236845984137,0,0.3366523911,0.3366523911,0.2126107356
215,0,0.251346758676,0,0.357263762,0.357263762,0.2256277194
216,0,0.239610723251,0,0.3405821856,0.3405821856,0.215092573
217,0,0.177463849786,0,0.2522467484,0.2522467484,0.1593048739
218,0,0.177976751086,0,0.2529757852,0.2529757852,0.1597652926
219,0,0.00309777174515,0,0.0044031663,0.0044031663,0.0027807924
220,0,0.0948075840529,0,0.1347593035,0.1347593035,0.0851064047
221,0,0.211416907958,0,0.3005075549,0.3005075549,0.1897836878
222,0,0,0,0,0,0
223,0,0,0,0,0,0
224,0,0,0,0,0,0
225,0,0,0,0,0,0
226,0,0.0134739738546,0,0.0191518785,0.0191518785,0.0120952504
227,0,0.0368175241772,0,0.0523323526,0.0523323526,0.0330501736
228,0,0.0374426652509,0,0.0532209268,0.0532209268,0.0336113472
229,0,0.0935809786689,0,0.1330158092,0.1330158092,0.0840053117
230,0,0.0946597897718,0,0.1345492291,0.1345492291,0.0849737335
231,0,0.137661907085,0,0.1956723495,0.1956723495,0.1235756622
232,0,0.192669960586,0,0.2738606828,0.2738606828,0.1729550205
233,0,0.156171166342,0,0.2219813723,0.2219813723,0.1401909628
234,0,0.0113701983071,0,0.0161615763,0.0161615763,0.0102067436
235,0,0.0130291316143,0,0.0185195807,0.0185195807,0.0116959267
236,0,0.140843398094,0,0.2001945142,0.2001945142,0.1264316073
237,0,0.144571721464,0,0.2054939453,0.2054939453,0.1297784303
238,0,0.239968826699,0,0.3410911931,0.3410911931,0.2154140335
239,0,0.268021074304,0,0.3809645997,0.3809645997,0.2405958369
240,0,0.29232135232,0,0.4155049645,0.4155049645,0.2624095906
241,0,0.319981773147,0,0.4548214294,0.4548214294,0.2872396609
242,0,0.373703056777,0,0.5311807506,0.5311807506,0.3354639179
243,0,0.377553220716,0,0.5366533657,0.5366533657,0.3389201142
244,0,0.292136242436,0,0.4152418497,0.4152418497,0.2622434221
245,0,0.287873239612,0,0.4091824263,0.4091824263,0.2584166307
246,0,0.230999079991,0,0.3283416137,0.3283416137,0.2073621155
247,0,0.227846359973,0,0.323860344,0.323860344,0.2045319973
248,0,0.171864881586,0,0.2442883866,0.2442883866,0.1542788198
249,0,0.225777458354,0,0.3209196115,0.3209196115,0.2026747959
250,2176.59802437,0.296594974597,0.0019541356,0.4215794824,0.423533618,0.2674800371
251,31244.7337208,0.302522661283,0.0280513196,0.4300050839,0.4580564035,0.2892826888
252,32242.7647648,0.302661732424,0.0289473454,0.4302027594,0.4591501048,0.2899734091
253,6016.09392738,0.279168230186,0.0054012102,0.396809144,0.4022103542,0.2540134617
254,333.875936508,0.281416339177,2.997517e-4,0.4000046014,0.4003043531,0.2528097385
255,120.461288452,0.19608752988,1.081494e-4,0.2787184087,0.2788265581,0.1760911884
256,4816.94838333,0.16365096806,0.0043246251,0.2326131469,0.236937772,0.1496365846
257,61979.9353714,0.164931176027,0.0556451846,0.2344328319,0.2900780165,0.1831969773
258,232614.461908,0.170046202244,0.2088397573,0.2417033195,0.4505430768,0.2845376938
259,287626.808069,0.170801784063,0.2582294854,0.242777302,0.5010067874,0.3164077381
260,288316.240461,0.169978618454,0.2588484534,0.2416072561,0.5004557095,0.3160597083
261,288316.240461,0.171813173416,0.2588484534,0.2442148887,0.5030633421,0.3177065425
262,196582.49107,0.165411912074,0.1764904873,0.2351161491,0.4116066364,0.2599476256
263,44766.6933155,0.175630690548,0.0401912473,0.2496410996,0.2898323469,0.1830418262
264,22261.022398,0.177277190497,0.0199858017,0.2519814313,0.271967233,0.171759224
265,44715.0096626,0.177308281558,0.0401448461,0.252025624,0.2921704701,0.1845184535
266,38954.2398796,0.169459005776,0.0349728643,0.2408686797,0.275841544,0.1742060212
267,5681.21506119,0.145169065057,0.0051005581,0.2063430083,0.2114435664,0.1335358767
268,0,0.139597160253,0,0.1984231143,0.1984231143,0.1253128907
269,249381.0714,0.240968191362,0.2238927107,0.3425116879,0.5664043986,0.357709195
270,247028.282564,0.32935792734,0.2217803922,0.4681486755,0.6899290677,0.43572043580000003
271,3052.02251244,0.132048605461,0.002740086,0.1876936142,0.1904337002,0.1202672256
272,6657.12937164,0.111900181788,0.0059767276,0.1590546865,0.1650314141,0.1042245689
273,4742.51325035,0.110542670773,0.0042577977,0.1571251232,0.1613829209,0.1019203856
274,7286.48430634,0.120190057373,0.0065417584,0.1708378985,0.1773796569,0.1120230253
275,181.3938694,0.120659145896,1.628542e-4,0.17150466,0.1716675142,0.1084155569
276,0,0.313772996916,0,0.4459962877,0.4459962877,0.2816661972
277,0,0.309050983801,0,0.439284428,0.439284428,0.2774273637
278,0,0.323013795352,0,0.4591311395,0.4591311395,0.2899614317
279,0,0.315770858215,0,0.4488360436,0.4488360436,0.2834596275
280,0,0.318356662636,0,0.4525115007,0.4525115007,0.2857808397
281,3618.34296227,0.33005025268,0.0032485249,0.4691327453,0.4723812702,0.2983294697
282,11860.7739506,0.304065391356,0.010648526,0.4321979173,0.4428464433,0.2796769325
283,11860.7739506,0.287893986358,0.010648526,0.4092119157,0.4198604417,0.2651602653
284,11860.7739506,0.295512267285,0.010648526,0.4200405244,0.4306890504,0.2719990062
285,14705.5945415,0.301507174123,0.0132025875,0.4285616726,0.4417642601,0.2789934864
286,2844.82059097,0.22496175615,0.0025540615,0.3197601741,0.3223142356,0.2035555621
287,2844.82059097,0.20088688164,0.0025540615,0.2855401973,0.2880942588,0.1819441474
288,2844.82059097,0.232452723757,0.0025540615,0.3304078199,0.3329618814,0.210280017
289,2844.82059097,0.230611681413,0.0025540615,0.3277909661,0.3303450276,0.2086273592
290,2844.82059097,0.248637993099,0.0025540615,0.3534135282,0.3559675897,0.2248091298
291,2844.82059097,0.27460043451,0.0025540615,0.3903164887,0.3928705502,0.2481149663
292,2844.82059097,0.283920223592,0.0025540615,0.4035636175,0.406117679,0.2564811085
293,0,0.284819044126,0,0.4048411992,0.4048411992,0.2556749556
294,0,0.322515322257,0,0.4584226108,0.4584226108,0.2895139647
295,0,0.313487164519,0,0.4455900061,0.4455900061,0.2814096126
296,655.271619797,0.283873845609,5.882986e-4,0.403497696,0.4040859946,0.2551980108
297,9407.2320385,0.284328103418,0.008445752,0.4041433771,0.4125891291,0.2605681128
298,9407.2320385,0.284328103418,0.008445752,0.4041433771,0.4125891291,0.2605681128
299,9434.79108429,0.282158632808,0.0084704943,0.4010596961,0.4095301904,0.258636259
300,9434.79108429,0.28193498337,0.0084704943,0.4007418012,0.4092122955,0.2584354944
301,9434.79108429,0.351624788043,0.0084704943,0.4997987452,0.5082692395,0.3209942948
302,9434.79108429,0.359789077243,0.0084704943,0.5114034489,0.5198739432,0.3283231737
303,7965.03347015,0.337845810521,0.0071509555,0.4802133351,0.4873642906,0.3077919036
304,3937.87990189,0.335382702581,0.0035354031,0.4767122786,0.4802476817,0.3032974533
305,55.8622741699,0.311800152011,5.01528e-5,0.44319209,0.4432422428,0.2799268972
306,55.8622741699,0.308645809606,5.01528e-5,0.4387085143,0.4387586671,0.2770953227
307,8061.5528698,0.348945105993,0.00723761,0.4959898507,0.5032274607,0.3178101906
308,8061.5528698,0.35989670902300003,0.00723761,0.5115564365,0.5187940465,0.3276411716
309,8061.5528698,0.378718941658,0.00723761,0.538310319,0.545547929,0.3445374206
310,8061.969884869999,0.319182487687,0.0072379843,0.4536853267,0.460923311,0.2910932665
311,8061.969884869999,0.330988319929,0.0072379843,0.4704661122,0.4777040965,0.3016910678
312,46342.0469856,0.417822320484,0.0416055896,0.5938917806,0.6354973702,0.4013444339
313,46398.6876392,0.409910776466,0.0416564413,0.5826463284,0.6243027697,0.3942745532
314,152803.273026,0.300291857883,0.1371857889,0.4268342246,0.5640200135,0.3562033513
315,144397.089787,0.30315673434,0.129638772,0.4309063541,0.5605451261,0.3540088077
316,154107.773638,0.299928748876,0.1383569611,0.4263181022,0.5646750633,0.356617044
317,150144.700228,0.296875589554,0.1347989394,0.4219783479,0.5567772873,0.3516292524
318,214242.38957,0.264334607303,0.1923454298,0.3757246631,0.5680700929,0.3587611539
319,158378.877918,0.274057347356,0.1421915308,0.3895445457,0.5317360765,0.3358146306
320,27551.1471901,0.255061714401,0.0247352415,0.3625441924,0.3872794339,0.2445839313
321,105945.418699,0.324792653442,0.0951171107,0.4616596047,0.5567767154,0.3516288912
322,183502.098988,0.371023732053,0.164746996,0.527372364,0.69211936,0.4371037014
323,635010.843277,0.206918410981,0.5701086223,0.2941134006,0.8642220229,0.5457940738
324,647596.25259,0.199254766129,0.5814077213,0.2832203117,0.864628033,0.5460504869
325,657029.259914,0.187026755077,0.5898766142,0.2658394422,0.8557160564,0.5404221832
326,388242.067879,0.15657951045,0.348561214,0.2225617917,0.5711230057,0.3606892021
327,13058.159132,0.363794000866,0.0117235307,0.5170960391,0.5288195698,0.3339727288
328,181184.825579,0.385918722123,0.1626665629,0.548544072,0.7112106349,0.449160678
329,173370.159531,0.387333941046,0.1556506064,0.5505556613,0.7062062677,0.4460002008
330,0,0.339491325961,0,0.4825522673,0.4825522673,0.3047529001
332,117211.918427,0.298193947179,0.1052321012,0.4238522587,0.5290843599,0.3341399554
333,232442.773726,0.308268436255,0.2086856168,0.4381721166,0.6468577334,0.408519001
334,349460.432261,0.31736616805,0.3137433127,0.4511036137,0.7648469264,0.4830343462
335,749159.019678,0.253917164773,0.6725901158,0.3609173319,1.0335074477,0.6527052369
336,837499.561131,0.252451011834,0.7519016818,0.3588333452,1.110735027,0.701477837
337,709124.342636,0.266764652001,0.636647242,0.3791787236,1.0158259656,0.6415386062
338,606549.426407,0.393515498584,0.5445561466,0.5593421143,1.1038982609,0.6971601196
339,0,0.297423410043,0,0.4227570188,0.4227570188,0.2669895807
340,789007.99614,0.418015787332,0.7083662688,0.594166774,1.3025330428,0.8226066877
341,641690.067829,0.407615710425,0.5761051869,0.5793841262,1.1554893131,0.7297421296
342,640735.105482,0.402708107124,0.5752478279,0.5724084691,1.147656297,0.7247952367
343,476772.27187,0.378929916806,0.4280430578,0.5386101986,0.9666532564,0.6104838858
344,0,0.241591132165,0,0.3433971347,0.3433971347,0.2168703367
345,373262.900707,0.406482475447,0.3351130147,0.5777733484,0.9128863631,0.5765277369
346,0,0.249786512725,0,0.3550460316,0.3550460316,0.2242271255
347,0,0.276642844252,0,0.3932195656,0.3932195656,0.2483353848
348,19650.9804382,0.440021276305,0.017642523,0.6254453304,0.6430878534,0.4061381566
349,0,0.246306445333,0,0.3500994711,0.3500994711,0.2211031558
350,19650.9804382,0.43667801456,0.017642523,0.6206932251,0.6383357481,0.4031369939
351,0,0.251139103451,0,0.3569686013,0.3569686013,0.2254413125
352,2872.28284836,0.335081475782,0.0025787169,0.4762841154,0.4788628323,0.3024228602
353,2872.28284836,0.338669794249,0.0025787169,0.4813845438,0.4839632607,0.3056440042
