id,region,join_count,numerical_direction,numerical_frequency,numerical_experience,numerical_quality,normalized_clusters,normalized_direction,normalized_frequency,normalized_experience,normalized_quality,weighted_surf,surf_subindex
9,Sudeste,1,1,1,1,1,0,0,0,1,0,0.5,0
10,Sudeste,1,1,1,1,1,0,0,0,1,0,0.5,0
11,Sudeste,1,1,1,1,1,0,0,0,1,0,0.5,0
12,Sudeste,1,1,1,1,1,0,0,0,1,0,0.5,0
13,Sudeste,1,1,1,1,1,0,0,0,1,0,0.5,0
14,Sudeste,1,1,1,1,1,0,0,0,1,0,0.5,0
15,Sudeste,2,1,1,1,1,0.2,0,0,1,0,0.7,0.0941176471
16,Sudeste,2,1,1,1,1,0.2,0,0,1,0,0.7,0.0941176471
17,Sudeste,1,1,1,1,1,0,0,0,1,0,0.5,0
18,Sudeste,1,1,1,1,1,0,0,0,1,0,0.5,0
19,Sudeste,1,1,1,1,1,0,0,0,1,0,0.5,0
20,Sudeste,1,1,1,1,1,0,0,0,1,0,0.5,0
21,Sudeste,1,1,1,1,1,0,0,0,1,0,0.5,0
22,Sudeste,1,1,1,1,1,0,0,0,1,0,0.5,0
23,Sudeste,1,1,1,1,1,0,0,0,1,0,0.5,0
24,Sudeste,1,1,1,1,1,0,0,0,1,0,0.5,0
25,Sudeste,1,1,1,1,1,0,0,0,1,0,0.5,0
26,Sudeste,1,1,1,1,1,0,0,0,1,0,0.5,0
27,Sudeste,2,1,1,1,1,0.2,0,0,1,0,0.7,0.0941176471
28,Sudeste,1,1,1,1,1,0,0,0,1,0,0.5,0
29,Sudeste,1,1,1,1,1,0,0,0,1,0,0.5,0
30,Sudeste,1,1,1,1,1,0,0,0,1,0,0.5,0
31,Sudeste,1,1,1,1,1,0,0,0,1,0,0.5,0
32,Sudeste,1,1,1,1,1,0,0,0,1,0,0.5,0
33,Sudeste,1,1,1,1,1,0,0,0,1,0,0.5,0
34,Sudeste,1,1,1,1,1,0,0,0,1,0,0.5,0
