id,normalized_heritage,normalized_priority,normalized_wsr,normalized_protected,normalized_bandeira,normalized_ramsar,response_added,response_index
9,0.0742626902,0.0458637854,0,0.7313468289,0,0.3881712867,1.2396445912,0.3713878671
10,0,0,0,0.6940032341,0,0.5359695862,1.2299728203,0.3684902799
11,0.2054788482,0.1830064957,0,0.5966044562,0,0.6167401588,1.6018299589,0.4798957832
12,0,0,0,0.3923988667,0,0,0.3923988667,0.1175596451
13,0,0,0,0.4294066759,0,0,0.4294066759,0.1286468966
14,0,0.058791095,0,0.3876541332,0,0,0.4464452282,0.1337515142
15,0,1.7856e-5,0,0.3378456423,0.5,0,0.8378634983,0.2510173801
16,0,1.7856e-5,0,0.3389375664,0.5,0,0.8389554224,0.2513445121
17,0,0.0389417116,0,0.2987473366,0.5,0,0.8376890482,0.2509651162
18,0,0.0588500853,0,0.2809892081,0,0,0.3398392934,0.1018132062
19,0,1.239379e-4,0,0.3063932279,0.5,0,0.8065171658,0.241626263
20,0,0.0588679413,0,0.2442356602,0.5,0,0.8031036015,0.2406035857
21,0,0,0,0.3598557901,0.5,0,0.8598557901,0.2576060995
22,0,0,0,0.4802577697,0.5,0,0.9802577697,0.2936775951
23,0,0.0402118529,0,0.1626899692,0.5,0,0.7029018221,0.2105839128
24,0,0.054684791,0,0.1223688626,0.5,0,0.6770536536,0.2028400028
25,0,0.1080580171,0,0.4714903364,0,0,0.5795483535,0.1736281741
26,0,0.2448110693,0,0.614327348,0,0,0.8591384173,0.2573911802
27,0,0.353779373,0,0.6151694635,0,0,0.9689488365,0.2902895268
28,0,0.8388288494,0,0.7100929206,0,0,1.54892177,0.4640449017
29,0,0.6682925672,0,0.6926293943,0,0,1.3609219615,0.407721623
30,0,0.315000562,0,0.6438054072,0,0,0.9588059692,0.2872508027
31,0,0.5567175292,0,0.6726652126,0,0,1.2293827418,0.368313497
32,0,0.4936104996,0,0.6358310104,0,0,1.12944151,0.3383718821
33,0,0.4453780134,0,0.6173988762,0,0,1.0627768896,0.3183996809
34,0,0.4157809041,0,0.6076431573,0,0,1.0234240614,0.30660988
35,0,0.4532900061,0,0.6083125596,0,0,1.0616025657,0.3180478626
36,0,0.4263020339,0,0.6064546808,0,0,1.0327567147,0.3094058702
37,0,0.4349610737,0,0.586718195,0,0,1.0216792687,0.3060871537
38,0,0.3027646646,0,0.5989161005,0,0,0.9016807651,0.2701365364
39,0,0.6524430082,0,0.5645837905,0,0,1.2170267987,0.3646117526
40,0,0.6073288216,0,0.54915598,0,0,1.1564848016,0.3464738417
41,0,0.5491957859,0,0.6370612742,0,0,1.1862570601,0.3553933785
42,0,0.6597348093,0,0.886527795,0,0,1.5462626043,0.4632482364
43,0,0.65855011510000006,0,0.5274901177,0,0,1.1860402328,0.3553284187
44,0,0.907158028,0,0.7683002378,0,0,1.6754582658,0.5019542506
45,0,0.8005388719,0,0.6455988299,0,0,1.4461377018,0.4332515952
46,0,0.3538804302,0,0.3262390991,0.5,0,1.1801195293,0.3535546221
47,0,0.3450071358,0,0.3712255202,0.5,0,1.216232656,0.3643738336
48,0,0.3821336542,0,0.349642606,0.5,0,1.2317762602,0.3690305764
49,0,0.2300102236,0,0.2116829494,1,0,1.441693173,0.431920049
50,0,0.0532942677,0,0.0778324055,0.5,0,0.6311266732,0.1890806371
51,0,0.0655958917,0,0.0860723201,0.5,0,0.6516682118,0.1952347221
52,0,0.2372197254,0,0.1330020248,0,0,0.3702217502,0.1109155537
53,0,0.113750693,0,0.0895864578,0,0,0.2033371508,0.0609182271
54,0,0.276963458,0,0.2364048074,0.5,0,1.0133682654,0.3035972418
55,0,0.080209033,0,0.0554054763,0,0,0.1356145093,0.040629051
56,0,0.2344236037,0,0.2308150308,0.5,0,0.9652386345,0.2891779791
