id,normalized_built_area,normalized_human_mod,normalized_pop_change,normalized_ports,normalized_roads,added_pressure,pressure_index
0,0.0496285282,0.4091429136,0.007211237,0,0.0705526014,0.5365352802,0.8723039187
1,0.0740376852,0.5880591488,0.0043174458,0.0476190476,0.111498482,0.8255318094,0.7998807049
2,0.0103932707,0.6666990683,0.0029597312,0.0952380952,0.1147409967,0.8900311621,0.7837170145
3,0.0111418968,0.6247747238,0.0029597312,0.0952380952,0.1476417517,0.8817561987,0.7857907399
4,0.002446181,0.4227727667,0.0644584708,0,0.0950594648,0.5847368833,0.860224483
5,0.0126775451,0.6115176563,0.1706331533,0,0.1419962284,0.9368245831,0.7719904725
6,0.0248591894,0.7835057951,0.1706331533,0,0.1698453119,1.1488434497,0.718858043
7,0.0067117197,0.5468371225,0.0174503072,0.1428571429,0.1058794002,0.8197356925,0.8013332255
8,0.0144521375,0.5283532719,0.0108984698,0,0.153122837,0.7068267162,0.829628482
9,0.0129094509,0.3201768265,0.0040374712,0,0.1047532099,0.44187695850000003,0.8960255181
10,0.0229832606,0.475094285,0.0040374712,0,0.1380253653,0.6401403821,0.8463402351
11,0.0165832865,0.5793992194,0.0107395653,0,0.2425631929,0.8492852641,0.793928033
12,0.0133919361,0.6165106042,0.0325635294,0,0.2837238469,0.9461899166,0.7696434978
13,0.0100421235,0.6120396278,0.0283833684,0,0.2224706707,0.8729357904,0.7880011551
14,0.0328351213,0.7872488506,0.1052477397,0,0.3596090647,1.2849407763,0.684751731
15,0.0890873633,0.8978617628,0.0295724496,0.380952381,0.2739278186,1.6714017753,0.5879036905
16,0.0929689406,0.9017997701,0.0295724496,0.380952381,0.2907235394,1.6960170807,0.5817350367
17,0.1066246349,0.882217827,0.0674100947,0.380952381,0.3025490108,1.7397539484,0.5707744742
18,0.0638671675,0.8456923377,0.0674100947,0,0.3602764325,1.3372460324,0.6716439101
19,0.1191194249,0.8945460345,0.0674100947,0.380952381,0.3451288236,1.8071567587,0.5538831705
20,0.1328315719,0.8880736384,0.0674100947,0.380952381,0.427649233,1.896916919,0.531389062
21,0.1095321201,0.781993075,0.0295724496,0.380952381,0.3552823144,1.6573323401,0.5914295242
22,0.0497247065,0.7459905059,0.0295724496,0.3333333333,0.2464852227,1.405106218,0.6546379871
23,0.159452823,0.8376458606,0.058429721,0.4285714286,0.5210697471,2.0051695803,0.504260689
24,0.1659216912,0.8272598579,0.058429721,0.5238095238,0.5713039115,2.1467247054,0.4687866398
25,0.0115181345,0.513204545,0.0324028232,0,0.1541870238,0.7113125265,0.8285043274
26,0.0045973684,0.4507057296,0.0324028232,0,0.0975820797,0.5852880009,0.8600863716
27,0.0091078692,0.4447841207,0.0324028232,0,0.1197584244,0.6060532375,0.8548825542
28,0.0028171028,0.2875821841,0.0408860168,0,0.0563959207,0.3876812244,0.9096070972
29,0.0034246709,0.3229241989,0.0408860168,0,0.062732217,0.4299671036,0.8990101559
30,0.0357750947,0.3612703655,0.0380635704,0,0.0869500228,0.5220590534,0.8759316954
31,0.0040135031,0.3526270776,0.0408860168,0,0.0607025387,0.4582291362,0.8919276237
32,0.0045583989,0.3529561136,0.0408860168,0,0.0663608552,0.4647613845,0.8902906268
33,0.0045583989,0.3484410475,0.0408860168,0,0.0659800292,0.4598654924,0.8915175489
34,0.0038558594,0.3311794679,0.0408860168,0,0.0629268623,0.4388482064,0.8967845305
35,0.0045375088,0.3308186279,0.0408860168,0,0.0676351874,0.4438773409,0.8955242175
36,0.0031447382,0.3131842829,0.0399452014,0,0.0568603559,0.4131345784,0.9032284265
37,0.0033510383,0.3004143947,0.0306496491,0,0.0585131291,0.3929282112,0.9082921899
38,0.0012800584,0.3215095002,0.0250701558,0,0.0610585468,0.4089182612,0.9042850456
39,0.0014532056,0.304248746,0.0126107467,0,0.0900429117,0.40835561,0.9044260473
40,0.0047543973,0.4004373843,0.0128723446,0.0476190476,0.1404606852,0.606143859,0.8548598442
41,0.0036543539,0.2985998079,0.0128723446,0.0476190476,0.1004852183,0.4632307723,0.8906742018
42,1.525833e-4,0.0593234387,0.0215429085,0,0.030290678,0.1113096085,0.9788664779
43,0.0038933893,0.0980900815,0.1086690506,0,0.0169286256,0.227581147,0.9497285554
44,0.006427705,0.0825294026,0.1086690506,0,0.0221022268,0.219728385,0.9516964761
45,0.005128246,0.0905827311,0.1086690506,0,0.0190750713,0.223455099,0.9507625527
46,0.0372834671,0.6145887439,1,0,0.1285391802,1.7804113912,0.5605856229
47,0.0107427019,0.6314864842,0.5292816652,0,0.1155341169,1.2870449682,0.6842244156
48,0.0664513527,0.6455350537,1,0,0.2056474577,1.9176338641,0.5261973466
49,0.2284245315,0.7478954985,1,0,0.4198577103,2.3961777403,0.4062731192
50,0.2840888718,0.8928211721,1,0,0.5155485752,2.6924586191,0.3320244301
51,0.2990593105,0.8936761678,1,0,0.5481585185,2.7408939968,0.3198864099
52,0.3884305202,0.7571097519,1,0,0.3638561262,2.5093963983,0.3779002557
53,0.0057820565000000004,0.7593044743,0.1350825078,0,0.2557848689,1.1559539075,0.7170761455
54,0.022427899,0.783047972,0.1350825078,0,0.3237242067,1.2642825855,0.6899287225
55,0.0095373668,0.6966433567,0.1096635549,0,0.2412267211,1.0570709995,0.7418564361
56,0.0807752371,0.8036410747,0.3901461921,0,0.3214213428,1.5959838467,0.6068036018
57,0.1731331674,0.835905471,0.3901461921,0.1904761905,0.3678628175,1.9575238385,0.5162008246
58,0.0103977952,0.5206263628,0.0783680185,0.0476190476,0.1352909727,0.7923021968,0.8082081244
59,9.49527e-5,0.6762067323,0.0516963865,0,0.0513663523,0.7793644238,0.8114503609
60,0.9120997117,0.8952116941,0.5303875108,0.7142857143,0.5308911192,3.5828757501,0.1088837908
61,0.9045122346,0.8967037284,0.5303875108,0.9047619048,0.554435352,3.7908007306,0.0567772988
62,0.0022234198,0.7244249338,0.0470724821,0,0.2112582282,0.9849790639,0.7599228457
63,0.0089197587,0.7342178594,0.0395034397,0,0.2486308563,1.0312719141,0.748321748
64,0.0168596087,0.6542738149,0.0673113649,0.0476190476,0.2685121877,1.0545760238,0.7424816829
65,0.0158621046,0.6220786295,0.0743229804,0.0952380952,0.1973080438,1.0048098535,0.7549532029
66,0.0123154377,0.676137626,0.0202273523,0.0952380952,0.0960420484,0.8999605596,0.781228684
67,0.0103865753,0.6876743685,0.0069226146,0.0476190476,0.1939788996,0.9465815056,0.7695453647
68,0.0407565595,0.5982499903,0.0233178825,0.0476190476,0.1225903121,0.832533792,0.7981259915
69,0.0496310273,0.5661772276,0.0233178825,0.0476190476,0.1247652846,0.8115104696,0.8033944858
70,0.1858555901,0.6268058338,0.0233178825,0,0.1893029966,1.025282303,0.7498227587
71,0.227557443,0.6116468045,0.036506955,0,0.2320697053,1.1077809078,0.7291484132
72,0.1134650938,0.6059730399,0.036506955,0,0.154074412,0.9100195007,0.7787078896
73,0.0251574674,0.5609824652,0.0924316062,0,0.152732088,0.8313036268,0.7984342738
74,0.0073049041,0.5642669359,0.0924316062,0,0.1433543749,0.8073578211,0.8044351493
75,0.0074185574,0.5659382548,0.0924316062,0,0.1427403497,0.8085287681,0.8041417073
76,0.0178678154,0.6214640161,0.0924316062,0,0.1903782783,0.922141716,0.7756700338
77,0.1204900154,0.7198245837,0.0656745766,0,0.2862388799,1.1922280556,0.7079857582
78,0.1285435913,0.7290726218,0.0753971171,0,0.29857306,1.2315863902,0.6981224664
79,0.1513511599,0.7541469695,0.0753971171,0,0.333651601,1.3145468475,0.6773323796
80,0.1873231109,0.7891765668,0.0753971171,0,0.4034396855,1.4553364803,0.6420501645
81,0.203910764,0.8037899174,0.0753971171,0,0.4467740458,1.5298718443,0.623371426
82,0.6613263919,0.872500489,0.1171012578,0.619047619,0.5143493717,2.7843251294,0.3090024653
83,0.2507447103,0.9078875959,0.1335911117,0.2380952381,0.4222555838,1.9525742398000001,0.5174412058
84,0.1492512048,0.9226380428,0.1335911117,0.2380952381,0.418354445,1.8619300424,0.5401568561
85,0.0678500189,0.9128714308,0.1335911117,0.0476190476,0.4170160909,1.5789476999,0.6110729005
86,0.0500853307,0.8424332042,0.1335911117,0,0.3768293695,1.4029390161,0.655181093
87,0.0182983557,0.6706906327,0.0995606885,0,0.2327182437,1.0212679206,0.7508287724
88,0.0161427851,0.6630061232,0.0995606885,0,0.2308626824,1.0095722792,0.7537597278
89,0.0095052817,0.5094112381,0.0787654599,0,0.1596249455,0.7573069252,0.8169780223
90,0.0061821966,0.4831419429,0.0787654599,0,0.138638618,0.7067282174,0.8296531661
91,1.273224e-4,0.2566102315,0.0620246378,0,0.0224023961,0.3411645878,0.9212642764
92,0,0.2865531988,0.0401433816,0.0476190476,0.0235289021,0.3978445301,0.9070601488
93,0.0100306563,0.4838179804,0,0.0476190476,0.1455152803,0.6869829646,0.8346013731
94,0.0103435715,0.5084042493,0,0.0476190476,0.1420145372,0.7083814056,0.8292388732
95,0.0105640974,0.5154743334,0,0.0476190476,0.1410124397,0.7146699181,0.8276629571
96,0.0106826242,0.5307866097,0,0.0476190476,0.1426463007,0.7317345822,0.8233865119
97,0.0123162811,0.5388895811,0,0.0476190476,0.142110953,0.7409358628,0.8210806492
98,0.0042906376,0.3487987654,0,0.1428571429,0.0725257585,0.5684723044,0.8643004249
99,5.29295e-5,0.1741962898,0,0,0.0392891839,0.2135384032,0.9532477002
100,2.72739e-5,0.2246286205,0.006137821,0,0.0580242234,0.2888179388,0.9343824705
101,3.67301e-5,0.2421397249,0.006137821,0,0.0499454673,0.2982597433,0.9320163319
102,0.3898913436,0.9773860911,0.5027629923,0.0476190476,0.566522478,2.4841819526,0.3842190554
103,0.3902511618,0.9714453916,0.5027629923,0.0476190476,0.5762096531,2.4882882464,0.3831900085
104,0.3898068131,0.9567635814,0.5027629923,0.0476190476,0.6128839721,2.5098364065,0.3777899886
105,0.4164558843,0.9582731469,0.5027629923,0.0476190476,0.6674772899,2.592588361,0.357052153
106,0.4775952263,0.9465320817,0.5027629923,0.0476190476,0.8023020146,2.7768113625,0.3108854331
107,0.3322489652,0.91917766,0.5027629923,0,0.8397275381,2.5939171556,0.356719154
108,0.3244916085,0.9003959192,0.3053290296,0,0.8220941331,2.3523106904,0.4172663057
109,0.3084714073,0.8958626249,0.3053290296,0,0.7932062481,2.3028693099,0.4296564326
110,0.1403224033,0.8726275439,0.3053290296,0,0.5435094217,1.8617883985,0.5401923524
111,0.1308073019,0.863016488,0.3053290296,0,0.5272507272,1.8264035467,0.5490598799
112,0.1825168603,0.87450826,0.2208347206,0,0.6786533185,1.9565131594,0.5164541032
113,0.1223814747,0.8610999752,0.3053290296,0,0.510861824,1.7996723035,0.5557587927
114,0.1139670419,0.855789032,0.3053290296,0,0.5043097967,1.7793949002,0.5608403579
115,0.1109272257,0.850482671,0.2621008831,0,0.5033605733,1.7268713531,0.5740028831
116,0.1083898666,0.8519453562,0.2621008831,0,0.4887184917,1.7111545976,0.5779415392
117,0.0886005738,0.8181856641,0.2621008831,0,0.4627483791,1.6316355001,0.5978692131
118,0.0869194925,0.808434334,0.2621008831,0,0.4689154648,1.6263701744,0.5991887162
119,0.0798038124,0.7639307771,0.2621008831,0,0.4593775878,1.5652130604,0.6145148336
120,0.0379493555,0.6677347761,0.2621008831,0,0.3182343803,1.286019395,0.6844814266
121,0.0138036596,0.5200864315,0.09605398,0,0.1741469612,0.8040910323,0.8052538143
122,0.0084813596,0.4880430958,0.09605398,0,0.1516151659,0.7441936013,0.8202642522
123,2.3626e-5,0.2650644785,0.0080727804,0,0.0576670335,0.3308279184,0.9238546702
124,0,0.1948698247,0.0094758962,0,0.0259529387,0.2302986596,0.9490475403
125,0,0.2408915145,0.0069053189,0,0.0421869403,0.2899837737,0.9340903095
126,7.40481e-5,0.3720461528,0.0037812782,0,0.0481638307,0.4240653098,0.9004891594
127,3.65327e-5,0.3011838171,0.0040055822,0,0.0298701292,0.3350960612,0.9227850635
128,1.874105e-4,0.424080616,0.0927980594,0,0.0692520743,0.5863181602,0.8598282112
129,0.0284955491,0.583525139,0.0927980594,0,0.2056831603,0.9105019078,0.7785869972
130,0.0483108319,0.6479676672,0.13386027650000001,0.0476190476,0.2957616843,1.1735195075,0.7126741646
131,0.1340078467,0.7557179072,0.094406562,0.0476190476,0.4585578632,1.4903092267,0.6332859116
132,7.241422e-4,0.3827227212,0.0059250836,0,0.0450465419,0.4344184889,0.8978946282
133,7.014323e-4,0.2616539924,0.0029348686,0,0.0184287054,0.2837189987,0.9356602769
134,2.35761e-5,0.2445024393,0.001012881,0,0.0339322001,0.2794710965,0.9367248113
135,5.202352e-4,0.4024890451,0.0070998958,0,0.0831774294,0.4932866055,0.8831421389
136,5.202352e-4,0.4008407207,0.0070998958,0,0.0962124148,0.5046732665,0.8802886147
137,6.341772e-4,0.2955412778,0.0165530914,0,0.0914448082,0.4041733546,0.9054741304
138,9.813649e-4,0.2547794399,0.0165530914,0,0.0555482706,0.3278621668,0.9245978946
139,9.462511e-4,0.2815475717,0.0092928497999999991,0,0.1570450433,0.4488317159,0.8942826394
140,0.0052922881,0.4146294844,0.007910633,0,0.1622360506,0.5900684561,0.8588883782
