OID_,Join_Count,TARGET_FID,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,BUFF_DIST,ORIG_FID,CD_MUN,NM_MUN,SIGLA,CNAE,Units,People,Shape_Length_1,Shape_Area_1,F2010,SLR_employment_per_capita,F2010_1,F2010_12,F2010_12_13,F2010_12_13_14,F2010_12_13_14_15,F2010_12_13_14_15_16,F2010_12_13_14_15_16_17,F2010_12_13_14_15_16_17_18,F2010_12_13_14_15_16_17_18_19,F2010_12_13_14_15_16_17_18_19_20,F2010_12_13_14_15_16_17_18_19_20_21,F2010_12_13_14_15_16_17_18_19_20_21_22,Shape_Length,Shape_Area
97,3,97,342,Sudeste,Sao Paolo South,Taguaíba,-23.896726000000001,-46.151353999999998,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,97,3506359,Bertioga,SP,"Sports, recreation and leisure activities",28.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,47645.000000000000000,0.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,62831.853071795863798,314159265.358979284763336
98,3,98,343,Sudeste,Sao Paolo South,praia branca,-23.863427999999999,-46.130795999999997,3.5,3,Left,Beach-break,All surfers,10000.000000000000000,98,3506359,Bertioga,SP,"Sports, recreation and leisure activities",28.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,47645.000000000000000,0.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,62831.853071795863798,314159265.358979284763336
99,1,99,344,Sudeste,Sao Paulo North,Castelhanos,-23.857582000000001,-45.288905999999997,3.5,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,99,3520400,Ilhabela,SP,"Sports, recreation and leisure activities",24.000000000000000,337.000000000000000,0.000000000000000,0.000000000000000,28196.000000000000000,0.011952049936161,28196.000000000000000,28196.000000000000000,28196.000000000000000,28196.000000000000000,28196.000000000000000,28196.000000000000000,28196.000000000000000,28196.000000000000000,28196.000000000000000,28196.000000000000000,28196.000000000000000,28196.000000000000000,62831.853071795863798,314159265.358979284763336
100,3,100,345,Sudeste,Sao Paulo North,Enseada - Bertioga,-23.839860000000002,-46.123674000000001,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,100,3506359,Bertioga,SP,"Sports, recreation and leisure activities",28.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,47645.000000000000000,0.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,62831.853071795863798,314159265.358979284763336
101,2,101,346,Sudeste,Sao Paulo North,Santiago,-23.819897999999998,-45.541420000000002,3.5,2,Right and left,Beach-break,Experienced surfers,10000.000000000000000,101,3510500,Caraguatatuba,SP,"Sports, recreation and leisure activities",66.000000000000000,267.000000000000000,0.000000000000000,0.000000000000000,100840.000000000000000,0.002647758825863,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,62831.853071795863798,314159265.358979284763336
102,3,102,347,Sudeste,Sao Paulo North,Guaecá,-23.819123000000001,-45.466200000000001,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,102,3510500,Caraguatatuba,SP,"Sports, recreation and leisure activities",66.000000000000000,267.000000000000000,0.000000000000000,0.000000000000000,100840.000000000000000,0.002647758825863,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,62831.853071795863798,314159265.358979284763336
103,1,103,348,Sudeste,Sao Paulo North,Riviera de São Lourenço,-23.808668999999998,-46.022072000000001,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,103,3506359,Bertioga,SP,"Sports, recreation and leisure activities",28.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,47645.000000000000000,0.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,62831.853071795863798,314159265.358979284763336
104,2,104,349,Sudeste,Sao Paulo North,Paúba,-23.802819000000000,-45.553167999999999,4,2,Right and left,Beach-break,Pros or kamikaze only...,10000.000000000000000,104,3510500,Caraguatatuba,SP,"Sports, recreation and leisure activities",66.000000000000000,267.000000000000000,0.000000000000000,0.000000000000000,100840.000000000000000,0.002647758825863,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,62831.853071795863798,314159265.358979284763336
105,1,105,350,Sudeste,Sao Paulo North,Itaguaré,-23.796026000000001,-45.991173000000003,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,105,3506359,Bertioga,SP,"Sports, recreation and leisure activities",28.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,47645.000000000000000,0.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,62831.853071795863798,314159265.358979284763336
106,2,106,351,Sudeste,Sao Paulo North,Maresias,-23.791530000000002,-45.573456000000000,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,106,3510500,Caraguatatuba,SP,"Sports, recreation and leisure activities",66.000000000000000,267.000000000000000,0.000000000000000,0.000000000000000,100840.000000000000000,0.002647758825863,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,62831.853071795863798,314159265.358979284763336
107,2,107,352,Sudeste,Sao Paulo North,Camburi,-23.778825999999999,-45.649137000000003,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,107,3510500,Caraguatatuba,SP,"Sports, recreation and leisure activities",66.000000000000000,267.000000000000000,0.000000000000000,0.000000000000000,100840.000000000000000,0.002647758825863,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,62831.853071795863798,314159265.358979284763336
108,2,108,353,Sudeste,Sao Paulo North,Baleia,-23.777600000000000,-45.670217000000001,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,108,3510500,Caraguatatuba,SP,"Sports, recreation and leisure activities",66.000000000000000,267.000000000000000,0.000000000000000,0.000000000000000,100840.000000000000000,0.002647758825863,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,62831.853071795863798,314159265.358979284763336
109,3,109,354,Sudeste,Sao Paulo North,Guaratuba,-23.772306000000000,-45.922251000000003,3,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,109,3506359,Bertioga,SP,"Sports, recreation and leisure activities",28.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,47645.000000000000000,0.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,62831.853071795863798,314159265.358979284763336
110,3,110,355,Sudeste,Sao Paulo North,Juquehy,-23.768065000000000,-45.738143999999998,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,110,3506359,Bertioga,SP,"Sports, recreation and leisure activities",28.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,47645.000000000000000,0.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,62831.853071795863798,314159265.358979284763336
111,3,111,356,Sudeste,Sao Paulo North,Massaguaçu,-23.590772999999999,-45.334611000000002,3.5,2,Right and left,Beach-break,Experienced surfers,10000.000000000000000,111,3510500,Caraguatatuba,SP,"Sports, recreation and leisure activities",66.000000000000000,267.000000000000000,0.000000000000000,0.000000000000000,100840.000000000000000,0.002647758825863,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,62831.853071795863798,314159265.358979284763336
112,2,112,357,Sudeste,Sao Paulo North,Simão,-23.585149000000001,-45.238287000000000,3.5,3,Right,Beach-break,Experienced surfers,10000.000000000000000,112,3510500,Caraguatatuba,SP,"Sports, recreation and leisure activities",66.000000000000000,267.000000000000000,0.000000000000000,0.000000000000000,100840.000000000000000,0.002647758825863,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,62831.853071795863798,314159265.358979284763336
113,3,113,358,Sudeste,Sao Paulo North,Praia do sape,-23.531963000000001,-45.222301000000002,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,113,3510500,Caraguatatuba,SP,"Sports, recreation and leisure activities",66.000000000000000,267.000000000000000,0.000000000000000,0.000000000000000,100840.000000000000000,0.002647758825863,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,62831.853071795863798,314159265.358979284763336
114,3,114,359,Sudeste,Sao Paulo North,Lagoinha,-23.521339000000001,-45.205221000000002,3.5,2,Right and left,Beach-break,Beginners wave,10000.000000000000000,114,3510500,Caraguatatuba,SP,"Sports, recreation and leisure activities",66.000000000000000,267.000000000000000,0.000000000000000,0.000000000000000,100840.000000000000000,0.002647758825863,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,100840.000000000000000,62831.853071795863798,314159265.358979284763336
115,1,115,360,Sudeste,Sao Paulo North,Sununga,-23.511344000000001,-45.129432999999999,3.5,3,Right,Beach-break,Pros or kamikaze only...,10000.000000000000000,115,3555406,Ubatuba,SP,"Sports, recreation and leisure activities",48.000000000000000,357.000000000000000,0.000000000000000,0.000000000000000,78801.000000000000000,0.004530399360414,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,62831.853071795863798,314159265.358979284763336
116,1,116,361,Sudeste,Sao Paulo North,Toninhas,-23.484739000000001,-45.073771000000001,3,2,Right and left,Beach-break,All surfers,10000.000000000000000,116,3555406,Ubatuba,SP,"Sports, recreation and leisure activities",48.000000000000000,357.000000000000000,0.000000000000000,0.000000000000000,78801.000000000000000,0.004530399360414,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,62831.853071795863798,314159265.358979284763336
117,1,117,362,Sudeste,Sao Paulo North,Praia Grande (PG),-23.478835000000000,-45.067290999999997,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,117,3555406,Ubatuba,SP,"Sports, recreation and leisure activities",48.000000000000000,357.000000000000000,0.000000000000000,0.000000000000000,78801.000000000000000,0.004530399360414,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,62831.853071795863798,314159265.358979284763336
118,1,118,363,Sudeste,Sao Paulo North,Praia Grande North,-23.467497999999999,-45.062055999999998,3,3,Left,Beach-break,All surfers,10000.000000000000000,118,3555406,Ubatuba,SP,"Sports, recreation and leisure activities",48.000000000000000,357.000000000000000,0.000000000000000,0.000000000000000,78801.000000000000000,0.004530399360414,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,62831.853071795863798,314159265.358979284763336
119,1,119,364,Sudeste,Sao Paulo North,Vermelha do Centro,-23.463128000000001,-45.049353000000004,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,119,3555406,Ubatuba,SP,"Sports, recreation and leisure activities",48.000000000000000,357.000000000000000,0.000000000000000,0.000000000000000,78801.000000000000000,0.004530399360414,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,62831.853071795863798,314159265.358979284763336
120,1,120,365,Sudeste,Sao Paulo North,Patiero,-23.456318000000000,-45.021242999999998,3.5,2,NA,Reef-rocky,Experienced surfers,10000.000000000000000,120,3555406,Ubatuba,SP,"Sports, recreation and leisure activities",48.000000000000000,357.000000000000000,0.000000000000000,0.000000000000000,78801.000000000000000,0.004530399360414,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,62831.853071795863798,314159265.358979284763336
121,2,121,366,Sudeste,Sao Paulo North,Vermelha do Norte,-23.416982000000001,-45.035876999999999,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,121,3550001,São Luiz do Paraitinga,SP,"Sports, recreation and leisure activities",4.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,10397.000000000000000,0.000384726363374,10397.000000000000000,10397.000000000000000,10397.000000000000000,10397.000000000000000,10397.000000000000000,10397.000000000000000,10397.000000000000000,10397.000000000000000,10397.000000000000000,10397.000000000000000,10397.000000000000000,10397.000000000000000,62831.853071795863798,314159265.358979284763336
122,2,122,367,Sudeste,Sao Paulo North,Itamambuca,-23.402332000000001,-45.001458999999997,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,122,3550001,São Luiz do Paraitinga,SP,"Sports, recreation and leisure activities",4.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,10397.000000000000000,0.000384726363374,10397.000000000000000,10397.000000000000000,10397.000000000000000,10397.000000000000000,10397.000000000000000,10397.000000000000000,10397.000000000000000,10397.000000000000000,10397.000000000000000,10397.000000000000000,10397.000000000000000,10397.000000000000000,62831.853071795863798,314159265.358979284763336
123,1,123,368,Sudeste,Sao Paulo North,Praia do Felix,-23.389334000000002,-44.972405000000002,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,123,3555406,Ubatuba,SP,"Sports, recreation and leisure activities",48.000000000000000,357.000000000000000,0.000000000000000,0.000000000000000,78801.000000000000000,0.004530399360414,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,62831.853071795863798,314159265.358979284763336
124,2,124,369,Sudeste,Sao Paulo North,Brava do Camburi,-23.370963000000000,-44.799858999999998,3,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,124,3303807,Paraty,RJ,"Sports, recreation and leisure activities",20.000000000000000,195.000000000000000,0.000000000000000,0.000000000000000,37533.000000000000000,0.005195428023339,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,62831.853071795863798,314159265.358979284763336
125,2,125,370,Sudeste,Rio De Janeiro City,Ponta do Cepílio,-23.343990000000002,-44.711781000000002,3.5,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,125,3303807,Paraty,RJ,"Sports, recreation and leisure activities",20.000000000000000,195.000000000000000,0.000000000000000,0.000000000000000,37533.000000000000000,0.005195428023339,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,62831.853071795863798,314159265.358979284763336
126,2,126,371,Sudeste,Rio De Janeiro City,Laranjeiras,-23.336050000000000,-44.674294000000003,3.5,3,Right,Beach-break,All surfers,10000.000000000000000,126,3303807,Paraty,RJ,"Sports, recreation and leisure activities",20.000000000000000,195.000000000000000,0.000000000000000,0.000000000000000,37533.000000000000000,0.005195428023339,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,62831.853071795863798,314159265.358979284763336
127,1,127,372,Sudeste,Rio De Janeiro City,Martim de Sa,-23.304048999999999,-44.553486999999997,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,127,3303807,Paraty,RJ,"Sports, recreation and leisure activities",20.000000000000000,195.000000000000000,0.000000000000000,0.000000000000000,37533.000000000000000,0.005195428023339,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,37533.000000000000000,62831.853071795863798,314159265.358979284763336
128,1,128,373,Sudeste,Rio De Janeiro Norte,Aventureiro,-23.180132000000000,-44.304428000000001,3.5,4,Left,Point-break,All surfers,10000.000000000000000,128,3300100,Angra dos Reis,RJ,"Sports, recreation and leisure activities",52.000000000000000,567.000000000000000,0.000000000000000,0.000000000000000,169511.000000000000000,0.003344915669190,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,62831.853071795863798,314159265.358979284763336
129,1,129,374,Sudeste,Rio De Janeiro City,Lopes Mendes,-23.171453000000000,-44.128990000000002,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,129,3300100,Angra dos Reis,RJ,"Sports, recreation and leisure activities",52.000000000000000,567.000000000000000,0.000000000000000,0.000000000000000,169511.000000000000000,0.003344915669190,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,62831.853071795863798,314159265.358979284763336
130,1,130,375,Sudeste,Rio De Janeiro City,Barra de Guaratiba,-23.064018000000001,-43.569374000000003,4,2,Left,Rivermouth,Experienced surfers,10000.000000000000000,130,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,0.000000000000000,0.000000000000000,6320446.000000000000000,0.003849570109451,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,62831.853071795863798,314159265.358979284763336
131,1,131,376,Sudeste,Rio De Janeiro City,Laje do Dramin,-23.055999000000000,-44.366816000000000,3.5,2,Left,Reef-rocky,Pros or kamikaze only...,10000.000000000000000,131,3300100,Angra dos Reis,RJ,"Sports, recreation and leisure activities",52.000000000000000,567.000000000000000,0.000000000000000,0.000000000000000,169511.000000000000000,0.003344915669190,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,62831.853071795863798,314159265.358979284763336
132,1,132,377,Sudeste,Rio De Janeiro City,Grumari,-23.049130999999999,-43.526673000000002,3.5,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,132,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,0.000000000000000,0.000000000000000,6320446.000000000000000,0.003849570109451,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,62831.853071795863798,314159265.358979284763336
133,1,133,378,Sudeste,Rio De Janeiro City,Prainha,-23.040759000000001,-43.505259000000002,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,133,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,0.000000000000000,0.000000000000000,6320446.000000000000000,0.003849570109451,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,62831.853071795863798,314159265.358979284763336
134,1,134,379,Sudeste,Rio De Janeiro City,CcB,-23.034576999999999,-43.488737999999998,3.5,4,Right and left,Sand-bar,All surfers,10000.000000000000000,134,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,0.000000000000000,0.000000000000000,6320446.000000000000000,0.003849570109451,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,62831.853071795863798,314159265.358979284763336
135,1,135,380,Sudeste,Rio De Janeiro City,Macumba (Curvão),-23.034085000000001,-43.472729000000001,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,135,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,0.000000000000000,0.000000000000000,6320446.000000000000000,0.003849570109451,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,62831.853071795863798,314159265.358979284763336
136,1,136,381,Sudeste,Rio De Janeiro City,Farorinha,-23.033829000000001,-43.470989000000003,3,2,Left,Beach-break,All surfers,10000.000000000000000,136,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,0.000000000000000,0.000000000000000,6320446.000000000000000,0.003849570109451,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,62831.853071795863798,314159265.358979284763336
137,1,137,382,Sudeste,Rio De Janeiro City,Canto do recreio,-23.033294999999999,-43.467430000000000,3.5,NA,Right and left,Beach-break,All surfers,10000.000000000000000,137,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,0.000000000000000,0.000000000000000,6320446.000000000000000,0.003849570109451,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,62831.853071795863798,314159265.358979284763336
138,1,138,383,Sudeste,Rio De Janeiro City,Praia da Macumba,-23.032031000000000,-43.475603999999997,4,4,Right and left,Beach-break,All surfers,10000.000000000000000,138,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,0.000000000000000,0.000000000000000,6320446.000000000000000,0.003849570109451,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,62831.853071795863798,314159265.358979284763336
139,1,139,384,Sudeste,Rio De Janeiro City,posto 11 (Atlântico sul),-23.030000000000001,-43.466442999999998,3.5,3,Right and left,Sand-bar,All surfers,10000.000000000000000,139,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,0.000000000000000,0.000000000000000,6320446.000000000000000,0.003849570109451,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,62831.853071795863798,314159265.358979284763336
140,2,140,385,Sudeste,Rio De Janeiro City,Mambucaba,-23.029266000000000,-44.519992000000002,3.5,2,Right and left,Sand-bar,All surfers,10000.000000000000000,140,3300100,Angra dos Reis,RJ,"Sports, recreation and leisure activities",52.000000000000000,567.000000000000000,0.000000000000000,0.000000000000000,169511.000000000000000,0.003344915669190,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,62831.853071795863798,314159265.358979284763336
141,1,141,386,Sudeste,Rio De Janeiro City,Posto 10 - Recreio,-23.026218000000000,-43.458039999999997,3.5,2,Right and left,Beach-break,Experienced surfers,10000.000000000000000,141,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,0.000000000000000,0.000000000000000,6320446.000000000000000,0.003849570109451,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,62831.853071795863798,314159265.358979284763336
142,1,142,387,Sudeste,Rio De Janeiro City,Recreio Posto 9,-23.023638999999999,-43.448228999999998,3,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,142,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,0.000000000000000,0.000000000000000,6320446.000000000000000,0.003849570109451,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,62831.853071795863798,314159265.358979284763336
