OBJECTID,Name,Surf_Spot,BUFF_DIST,ORIG_FID,Shape_Leng,Shape_Area,SUM_Area_S,extremely_
242, ,Barrinha,10000.000000000000000,241,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
243, ,Ferrugem,10000.000000000000000,242,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
244, ,Praia do Silveira,10000.000000000000000,243,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
245, ,Garopaba Centro,10000.000000000000000,244,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
246, ,Siriu,10000.000000000000000,245,62831.853071795863798,314159265.358979284763336,1.032101844800740,0.003285282207486
247, ,Gamboa,10000.000000000000000,246,62831.853071795863798,314159265.358979284763336,3.527990088608630,0.011229941235626
248, ,Guarda do embau,10000.000000000000000,247,62831.853071795863798,314159265.358979284763336,16.391928393561901,0.052177128612875
249, ,Costão da Pinheira,10000.000000000000000,248,62831.853071795863798,314159265.358979284763336,24.004815760521002,0.076409701725943
250, ,Naufragados,10000.000000000000000,249,62831.853071795863798,314159265.358979284763336,22.961202234945301,0.073087776700484
251, ,Solidao - Caladinho,10000.000000000000000,250,62831.853071795863798,314159265.358979284763336,5.015522942921120,0.015964905371134
252, ,Praia dos Açores,10000.000000000000000,251,62831.853071795863798,314159265.358979284763336,1.876458793864680,0.005972953851036
253, ,Lagoinha do Leste,10000.000000000000000,252,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
254, ,Matadeiro,10000.000000000000000,253,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
255, ,Armação,10000.000000000000000,254,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
256, ,Caldeirao,10000.000000000000000,255,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
257, ,Morro das Pedras,10000.000000000000000,256,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
258, ,Campeche Rights,10000.000000000000000,257,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
259, ,Riozinho,10000.000000000000000,258,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
260, ,Joaquina,10000.000000000000000,259,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
261, ,Praia Mole,10000.000000000000000,260,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
262, ,Galheta,10000.000000000000000,261,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
263, ,Barra da Lagoa,10000.000000000000000,262,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
264, ,Mocambique,10000.000000000000000,263,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
265, ,Ponta das Aranhas,10000.000000000000000,264,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
266, ,Santinho,10000.000000000000000,265,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
267, ,Canasvieiras,10000.000000000000000,266,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
268, ,Praia do Forte,10000.000000000000000,267,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
269, ,Ingleses,10000.000000000000000,268,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
270, ,Praia Brava,10000.000000000000000,269,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
271, ,Lambe lambe,10000.000000000000000,270,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
272, ,Ponta Do Rapa,10000.000000000000000,271,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
273, ,Tingua,10000.000000000000000,272,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
274, ,Palmas,10000.000000000000000,273,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
275, ,Mariscal,10000.000000000000000,274,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
276, ,Quatro Ilhas,10000.000000000000000,275,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
277, ,Bombinhas,10000.000000000000000,276,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
278, ,Bombas,10000.000000000000000,277,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
279, ,Meia Praia,10000.000000000000000,278,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
280, ,Itapema,10000.000000000000000,279,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
281, ,Ponta do Cabeço,10000.000000000000000,280,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
282, ,Mocó,10000.000000000000000,281,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
283, ,Estaleirinho,10000.000000000000000,282,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
284, ,Estaleiro (reef),10000.000000000000000,283,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
285, ,Balneário Camboriú,10000.000000000000000,284,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
286, ,Parcel,10000.000000000000000,285,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
287, ,Praia dos Amores,10000.000000000000000,286,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
288, ,Praia Brava,10000.000000000000000,287,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
289, ,Morcego,10000.000000000000000,288,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
290, ,Atalaia,10000.000000000000000,289,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
291, ,Pracinha,10000.000000000000000,290,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
292, ,Navegantes,10000.000000000000000,291,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
293, ,Garrincha,10000.000000000000000,292,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
294, ,Gravatá (1 e 2),10000.000000000000000,293,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
295, ,Gravatá,10000.000000000000000,294,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
296, ,Quilombo,10000.000000000000000,295,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
297, ,Quilombo (reef),10000.000000000000000,296,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
298, ,molhe de Piçarras,10000.000000000000000,297,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
299, ,Laje do Jacques,10000.000000000000000,298,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
300, ,Syphodys,10000.000000000000000,299,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
301, ,ilha do grants,10000.000000000000000,300,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
302, ,barra de Itajuba,10000.000000000000000,301,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
303, ,Praia do Sol,10000.000000000000000,302,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
304, ,Praia do Tabuleiro,10000.000000000000000,303,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
305, ,Canoas,10000.000000000000000,304,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
306, ,Barrinha,10000.000000000000000,305,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
307, ,Foz do Itapocu,10000.000000000000000,306,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
308, ,Praia do Bispo,10000.000000000000000,307,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
309, ,Picama,10000.000000000000000,308,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
310, ,"Praia Grande, São Francisco do Sul",10000.000000000000000,309,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
311, ,Praia da Saudade,10000.000000000000000,310,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
312, ,Sao Francisco do Sul,10000.000000000000000,311,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
313, ,Píer da Petrobras,10000.000000000000000,312,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
314, ,Sumidouro,10000.000000000000000,313,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
315, ,Praia do Forte,10000.000000000000000,314,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
316, ,Terceira Pedra,10000.000000000000000,315,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
317, ,Barra do sai mirim,10000.000000000000000,316,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
318, ,Barrinha,10000.000000000000000,317,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
319, ,Praia Brava Guaratuba,10000.000000000000000,318,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
320, ,Direitas de Guaratuba,10000.000000000000000,319,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
321, ,Pico de Matinhos,10000.000000000000000,320,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
322, ,Balneario Costa azul,10000.000000000000000,321,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
323, ,Ilha do Mel,10000.000000000000000,322,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
324, ,Farolete,10000.000000000000000,323,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
325, ,"Guarau, Peruibe SP",10000.000000000000000,324,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
326, ,Pier de Mongaguá,10000.000000000000000,325,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
327, ,Tombo,10000.000000000000000,326,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
328, ,Astúrias,10000.000000000000000,327,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
329, ,Pitangueiras Beach,10000.000000000000000,328,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
330, ,porta do sol,10000.000000000000000,329,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
331, ,Itarare,10000.000000000000000,330,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
332, ,Santos,10000.000000000000000,331,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
333, ,Praia de Pernambuco,10000.000000000000000,332,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
334, ,Bonete,10000.000000000000000,333,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
335, ,Sao Pedro,10000.000000000000000,334,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
336, ,Praia de Iporanga,10000.000000000000000,335,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
337, ,Taguaíba,10000.000000000000000,336,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
338, ,praia branca,10000.000000000000000,337,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
339, ,Castelhanos,10000.000000000000000,338,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
340, ,Enseada - Bertioga,10000.000000000000000,339,62831.853071795863798,314159265.358979284763336,0.015989783884248,0.000050897062883
341, ,Santiago,10000.000000000000000,340,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
342, ,Guaecá,10000.000000000000000,341,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
343, ,Riviera de São Lourenço,10000.000000000000000,342,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
344, ,Paúba,10000.000000000000000,343,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
345, ,Itaguaré,10000.000000000000000,344,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
346, ,Maresias,10000.000000000000000,345,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
347, ,Camburi,10000.000000000000000,346,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
348, ,Baleia,10000.000000000000000,347,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
349, ,Guaratuba,10000.000000000000000,348,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
350, ,Juquehy,10000.000000000000000,349,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
351, ,Massaguaçu,10000.000000000000000,350,62831.853071795863798,314159265.358979284763336,9.660366773298829,0.030749902481024
352, ,Simão,10000.000000000000000,351,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
353, ,Praia do sape,10000.000000000000000,352,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
354, ,Lagoinha,10000.000000000000000,353,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
355, ,Sununga,10000.000000000000000,354,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
356, ,Toninhas,10000.000000000000000,355,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
357, ,Praia Grande (PG),10000.000000000000000,356,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
358, ,Praia Grande North,10000.000000000000000,357,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
359, ,Vermelha do Centro,10000.000000000000000,358,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
360, ,Patiero,10000.000000000000000,359,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
361, ,Vermelha do Norte,10000.000000000000000,360,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
362, ,Itamambuca,10000.000000000000000,361,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
363, ,Praia do Felix,10000.000000000000000,362,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
364, ,Brava do Camburi,10000.000000000000000,363,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
365, ,Ponta do Cepílio,10000.000000000000000,364,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
366, ,Laranjeiras,10000.000000000000000,365,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
367, ,Martim de Sa,10000.000000000000000,366,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
368, ,Aventureiro,10000.000000000000000,367,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
369, ,Lopes Mendes,10000.000000000000000,368,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
370, ,Barra de Guaratiba,10000.000000000000000,369,62831.853071795863798,314159265.358979284763336,29.957019254851701,0.095356153894175
371, ,Laje do Dramin,10000.000000000000000,370,62831.853071795863798,314159265.358979284763336,19.621624201224201,0.062457569662328
372, ,Grumari,10000.000000000000000,371,62831.853071795863798,314159265.358979284763336,68.981205958989193,0.219573998176265
373, ,Prainha,10000.000000000000000,372,62831.853071795863798,314159265.358979284763336,85.678827293574400,0.272724177641784
374, ,CcB,10000.000000000000000,373,62831.853071795863798,314159265.358979284763336,93.473538418439503,0.297535513751697
375, ,Farorinha,10000.000000000000000,374,62831.853071795863798,314159265.358979284763336,93.901860506966102,0.298898905304186
376, ,Canto do recreio,10000.000000000000000,375,62831.853071795863798,314159265.358979284763336,93.961907773730104,0.299090041690679
377, ,Praia da Macumba,10000.000000000000000,376,62831.853071795863798,314159265.358979284763336,95.121310525013101,0.302780535268700
378, ,Mambucaba,10000.000000000000000,377,62831.853071795863798,314159265.358979284763336,43.655378191963599,0.138959384635943
379, ,Posto 10 - Recreio,10000.000000000000000,378,62831.853071795863798,314159265.358979284763336,99.432678808147799,0.316504046743710
380, ,Recreio Posto 9,10000.000000000000000,379,62831.853071795863798,314159265.358979284763336,101.298028594797003,0.322441639526522
381, ,Lage Postinho,10000.000000000000000,380,62831.853071795863798,314159265.358979284763336,64.283337084090903,0.204620217107512
382, ,Joatinga,10000.000000000000000,381,62831.853071795863798,314159265.358979284763336,53.992197459868599,0.171862502282635
383, ,Tropical (posto 1),10000.000000000000000,382,62831.853071795863798,314159265.358979284763336,61.438105619283398,0.195563564070218
384, ,Barra da Tijuca - Posto 8,10000.000000000000000,383,62831.853071795863798,314159265.358979284763336,108.271344498076004,0.344638393441486
385, ,Sao Conrado,10000.000000000000000,384,62831.853071795863798,314159265.358979284763336,31.926219579640900,0.101624313206742
386, ,Laje do sheraton,10000.000000000000000,385,62831.853071795863798,314159265.358979284763336,15.103396397910700,0.048075603884076
387, ,Pontão do leblon,10000.000000000000000,386,62831.853071795863798,314159265.358979284763336,12.410672871685501,0.039504398692505
388, ,Arpoador,10000.000000000000000,387,62831.853071795863798,314159265.358979284763336,0.636843941055540,0.002027137223942
389, ,Praia do Diabo,10000.000000000000000,388,62831.853071795863798,314159265.358979284763336,0.332042784590933,0.001056925009713
390, ,Leblon,10000.000000000000000,389,62831.853071795863798,314159265.358979284763336,9.293068155785139,0.029580754669662
391, ,Ipanema,10000.000000000000000,390,62831.853071795863798,314159265.358979284763336,3.729708330550810,0.011872030341964
392, ,Shore break expresso escorpiao,10000.000000000000000,391,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
393, ,Forte de Copacabana,10000.000000000000000,392,62831.853071795863798,314159265.358979284763336,0.029224485064241,0.000093024425146
394, ,Posto 5 - Copacabana,10000.000000000000000,393,62831.853071795863798,314159265.358979284763336,0.337934045503424,0.001075677475618
395, ,Praia Brava - Pontal do Atalaia,10000.000000000000000,394,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
396, ,Shock,10000.000000000000000,395,62831.853071795863798,314159265.358979284763336,15.158576707807899,0.048251248265706
397, ,Praia Grande - Arraial do Cabo,10000.000000000000000,396,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
398, ,Itacoatiara,10000.000000000000000,397,62831.853071795863798,314159265.358979284763336,19.052032500513398,0.060644502968083
399, ,Canal de Camboinhas,10000.000000000000000,398,62831.853071795863798,314159265.358979284763336,12.845434124681599,0.040888286742088
400, ,Camboinhas,10000.000000000000000,399,62831.853071795863798,314159265.358979284763336,11.029248160502901,0.035107187266625
401, ,Leme,10000.000000000000000,400,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
402, ,Ponta Negra - Maricá - RJ,10000.000000000000000,401,62831.853071795863798,314159265.358979284763336,5.971030076371150,0.019006379040097
403, ,Piratininga,10000.000000000000000,402,62831.853071795863798,314159265.358979284763336,0.479702985463708,0.001526942027050
404, ,Massambaba,10000.000000000000000,403,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
405, ,Lage de fora,10000.000000000000000,404,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
406, ,Arraial do Cabo,10000.000000000000000,405,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
407, ,Itauna,10000.000000000000000,406,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
408, ,Backdoor,10000.000000000000000,407,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
409, ,Saquarema - Itauna Beach,10000.000000000000000,408,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
410, ,Saquarema - Praia da Vila,10000.000000000000000,409,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
411, ,Praia do Foguete - Cabo Frio,10000.000000000000000,410,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
412, ,Flamengo,10000.000000000000000,411,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
413, ,prainha de adão e eva,10000.000000000000000,412,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
414, ,Itapuca,10000.000000000000000,413,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
415, ,Praia Brava - Cabo Frio,10000.000000000000000,414,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
416, ,Praia do Forte - Cabo Frio,10000.000000000000000,415,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
417, ,Dunas do Peró - Cabo Frio -RJ,10000.000000000000000,416,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
418, ,Geriba,10000.000000000000000,417,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
419, ,Laje da Rasa,10000.000000000000000,418,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
420, ,praia de unamar,10000.000000000000000,419,62831.853071795863798,314159265.358979284763336,45.167778311326700,0.143773503734531
421, ,Costazul,10000.000000000000000,420,62831.853071795863798,314159265.358979284763336,115.621221090899994,0.368033777258753
422, ,Pecado,10000.000000000000000,421,62831.853071795863798,314159265.358979284763336,58.847542146852703,0.187317544429605
423, ,Cavaleiros,10000.000000000000000,422,62831.853071795863798,314159265.358979284763336,48.278019229042400,0.153673708059754
424, ,Grussaí,10000.000000000000000,423,62831.853071795863798,314159265.358979284763336,25.108715960721302,0.079923525196783
425, ,Setiba Pina,10000.000000000000000,424,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
426, ,Barra Sol,10000.000000000000000,425,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
427, ,Secret,10000.000000000000000,426,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
428, ,Coral do Céu,10000.000000000000000,427,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
429, ,Pompeia,10000.000000000000000,428,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
430, ,D2,10000.000000000000000,429,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
431, ,Canal de Vitória,10000.000000000000000,430,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
432, ,Praia de Camburi,10000.000000000000000,431,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
433, ,Prainha de Carapebus,10000.000000000000000,432,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
434, ,Barrote-Jacaraipe,10000.000000000000000,433,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
435, ,Jacaraípe- Solemar,10000.000000000000000,434,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
436, ,Regencia,10000.000000000000000,435,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
437, ,Guriri,10000.000000000000000,436,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
438, ,Backdoor,10000.000000000000000,437,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
439, ,Itacarezinho,10000.000000000000000,438,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
440, ,Engenhoca,10000.000000000000000,439,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
441, ,Jeribucaçu,10000.000000000000000,440,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
442, ,Prainha,10000.000000000000000,441,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
443, ,Tiririca,10000.000000000000000,442,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
444, ,Praia da Resende,10000.000000000000000,443,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
445, ,Boca da Barra,10000.000000000000000,444,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
446, ,Pontal,10000.000000000000000,445,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
447, ,Praia dos Algodoes,10000.000000000000000,446,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
448, ,Saquaira,10000.000000000000000,447,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
449, ,Taipu de Fora,10000.000000000000000,448,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
450, ,Pedra do Moleque,10000.000000000000000,449,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
451, ,Farol da Barra,10000.000000000000000,450,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
452, ,Barravento,10000.000000000000000,451,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
453, ,Espanhol,10000.000000000000000,452,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
454, ,Corsário,10000.000000000000000,453,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
455, ,Jaguaribe,10000.000000000000000,454,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
456, ,Stella Maris,10000.000000000000000,455,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
457, ,Praia do forte,10000.000000000000000,456,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
458, ,Scar Reef,10000.000000000000000,457,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
459, ,Casinha,10000.000000000000000,458,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
460, ,Aracaju,10000.000000000000000,459,62831.853071795863798,314159265.358979284763336,29.299459443926398,0.093263076008428
461, ,Praia Do Francês,10000.000000000000000,460,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
462, ,Pedra Virada,10000.000000000000000,461,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
463, ,Cruz das Almas,10000.000000000000000,462,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
464, ,Riacho Doce,10000.000000000000000,463,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
465, ,New Orleans,10000.000000000000000,464,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
466, ,Praia do Morro,10000.000000000000000,465,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
467, ,Maracaipe,10000.000000000000000,466,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
468, ,Borete,10000.000000000000000,467,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
469, ,cupe,10000.000000000000000,468,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
470, ,Enseada dos Corais,10000.000000000000000,469,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
471, ,Tambaba,10000.000000000000000,470,62831.853071795863798,314159265.358979284763336,31.037430093551500,0.098795208405157
472, ,Mar do Macaco,10000.000000000000000,471,62831.853071795863798,314159265.358979284763336,114.538901888308004,0.364588648236837
473, ,Dique de Cabedelo,10000.000000000000000,472,62831.853071795863798,314159265.358979284763336,101.037672839251002,0.321612901417371
474, ,Baia Formosa,10000.000000000000000,473,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
475, ,Pipa,10000.000000000000000,474,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
476, ,Lajão,10000.000000000000000,475,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
477, ,Madeiro,10000.000000000000000,476,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
478, ,Cacimbinhas,10000.000000000000000,477,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
479, ,Tabatinga,10000.000000000000000,478,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
480, ,Ponta negra,10000.000000000000000,479,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
481, ,Genipabu,10000.000000000000000,480,62831.853071795863798,314159265.358979284763336,6.903411660038710,0.021974241797868
