OID_,Join_Count,TARGET_FID,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,numerical_direction,numerical_frequency,numerical_experience,numerical_quality,BUFF_DIST,ORIG_FID,CD_MUN,NM_MUN,SIGLA,CNAE,Units,People,Shape_Length_1,Shape_Area_1,F2010,SLR_employment_per_capita,F2010_1,F2010_12,F2010_12_13,F2010_12_13_14,F2010_12_13_14_15,F2010_12_13_14_15_16,F2010_12_13_14_15_16_17,F2010_12_13_14_15_16_17_18,F2010_12_13_14_15_16_17_18_19,F2010_12_13_14_15_16_17_18_19_20,F2010_12_13_14_15_16_17_18_19_20_21,F2010_12_13_14_15_16_17_18_19_20_21_22,F2010_12_13_14_15_16_17_18_19_20_21_22_23,F2010_12_13_14_15_16_17_18_19_20_21_22_23_24,F2010_12_13_14_15_16_17_18_19_20_21_22_23_24_25,Shape_Length,Shape_Area
477,1,477,477,Nordeste,Paraiba and Pernambucco,Enseada dos Corais,-8.312229000000000,-34.946179000000001,3.5,4,Right and left,Beach-break,Experienced surfers,2.000000000000000,4.000000000000000,0.000000000000000,3.500000000000000,5000.000000000000000,478,2602902,Cabo de Santo Agostinho,PE,"Sports, recreation and leisure activities",11.000000000000000,37.000000000000000,0.000000000000000,0.000000000000000,185025.000000000000000,0.000199972976625,185025.000000000000000,185025.000000000000000,185025.000000000000000,185025.000000000000000,185025.000000000000000,185025.000000000000000,185025.000000000000000,185025.000000000000000,185025.000000000000000,185025.000000000000000,185025.000000000000000,185025.000000000000000,185025.000000000000000,185025.000000000000000,185025.000000000000000,31415.926535897931899,78539816.339744821190834
478,2,478,478,Nordeste,Paraiba and Pernambucco,Tambaba,-7.361306000000000,-34.798406000000000,3,NA,Right and left,Beach-break,All surfers,2.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,479,2504603,Conde,PB,"Sports, recreation and leisure activities",5.000000000000000,31.000000000000000,0.000000000000000,0.000000000000000,21400.000000000000000,0.001448598130841,21400.000000000000000,21400.000000000000000,21400.000000000000000,21400.000000000000000,21400.000000000000000,21400.000000000000000,21400.000000000000000,21400.000000000000000,21400.000000000000000,21400.000000000000000,21400.000000000000000,21400.000000000000000,21400.000000000000000,21400.000000000000000,21400.000000000000000,31415.926535897931899,78539816.339744821190834
479,3,479,479,Nordeste,Paraiba and Pernambucco,Mar do Macaco,-7.045016000000000,-34.841422999999999,2,3,Right and left,Beach-break,Beginners wave,2.000000000000000,3.000000000000000,0.000000000000000,2.000000000000000,5000.000000000000000,480,2503209,Cabedelo,PB,"Sports, recreation and leisure activities",25.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,57944.000000000000000,0.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,31415.926535897931899,78539816.339744821190834
480,3,480,480,Nordeste,Paraiba and Pernambucco,Dique de Cabedelo,-6.963415000000000,-34.842559999999999,3,2,Left,Beach-break,All surfers,1.000000000000000,2.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,481,2503209,Cabedelo,PB,"Sports, recreation and leisure activities",25.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,57944.000000000000000,0.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,31415.926535897931899,78539816.339744821190834
481,1,481,481,Nordeste,Rio Grande Do Norte,Baia Formosa,-6.366994000000000,-35.014800999999999,3.5,3,Right,Point-break,All surfers,1.000000000000000,3.000000000000000,1.000000000000000,3.500000000000000,5000.000000000000000,482,2401404,Baía Formosa,RN,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,8573.000000000000000,0.000000000000000,8573.000000000000000,8573.000000000000000,8573.000000000000000,8573.000000000000000,8573.000000000000000,8573.000000000000000,8573.000000000000000,8573.000000000000000,8573.000000000000000,8573.000000000000000,8573.000000000000000,8573.000000000000000,8573.000000000000000,8573.000000000000000,8573.000000000000000,31415.926535897931899,78539816.339744821190834
482,1,482,482,Nordeste,Rio Grande Do Norte,Pipa,-6.227699000000000,-35.044626999999998,4,4,Right and left,Beach-break,All surfers,2.000000000000000,4.000000000000000,1.000000000000000,4.000000000000000,5000.000000000000000,483,2414209,Tibau do Sul,RN,"Sports, recreation and leisure activities",8.000000000000000,35.000000000000000,0.000000000000000,0.000000000000000,11385.000000000000000,0.003074220465525,11385.000000000000000,11385.000000000000000,11385.000000000000000,11385.000000000000000,11385.000000000000000,11385.000000000000000,11385.000000000000000,11385.000000000000000,11385.000000000000000,11385.000000000000000,11385.000000000000000,11385.000000000000000,11385.000000000000000,11385.000000000000000,11385.000000000000000,31415.926535897931899,78539816.339744821190834
483,1,483,483,Nordeste,Rio Grande Do Norte,Lajão,-6.225929000000000,-35.050243999999999,3.5,2,Right,Point-break,Experienced surfers,1.000000000000000,2.000000000000000,0.000000000000000,3.500000000000000,5000.000000000000000,484,2414209,Tibau do Sul,RN,"Sports, recreation and leisure activities",8.000000000000000,35.000000000000000,0.000000000000000,0.000000000000000,11385.000000000000000,0.003074220465525,11385.000000000000000,11385.000000000000000,11385.000000000000000,11385.000000000000000,11385.000000000000000,11385.000000000000000,11385.000000000000000,11385.000000000000000,11385.000000000000000,11385.000000000000000,11385.000000000000000,11385.000000000000000,11385.000000000000000,11385.000000000000000,11385.000000000000000,31415.926535897931899,78539816.339744821190834
484,2,484,484,Nordeste,Rio Grande Do Norte,Madeiro,-6.221044000000000,-35.067995000000003,3.5,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.500000000000000,5000.000000000000000,485,2413201,Senador Georgino Avelino,RN,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3924.000000000000000,0.000000000000000,3924.000000000000000,3924.000000000000000,3924.000000000000000,3924.000000000000000,3924.000000000000000,3924.000000000000000,3924.000000000000000,3924.000000000000000,3924.000000000000000,3924.000000000000000,3924.000000000000000,3924.000000000000000,3924.000000000000000,3924.000000000000000,3924.000000000000000,31415.926535897931899,78539816.339744821190834
485,3,485,485,Nordeste,Rio Grande Do Norte,Cacimbinhas,-6.211530000000000,-35.077500000000001,3.5,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.500000000000000,5000.000000000000000,486,2401206,Arês,RN,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12924.000000000000000,0.000000000000000,12924.000000000000000,12924.000000000000000,12924.000000000000000,12924.000000000000000,12924.000000000000000,12924.000000000000000,12924.000000000000000,12924.000000000000000,12924.000000000000000,12924.000000000000000,12924.000000000000000,12924.000000000000000,12924.000000000000000,12924.000000000000000,12924.000000000000000,31415.926535897931899,78539816.339744821190834
486,1,486,486,Nordeste,Rio Grande Do Norte,Tabatinga,-6.068866000000000,-35.097197999999999,3,NA,Right and left,NA,NA,2.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,487,2408201,Nísia Floresta,RN,"Sports, recreation and leisure activities",7.000000000000000,50.000000000000000,0.000000000000000,0.000000000000000,23784.000000000000000,0.002102253615876,23784.000000000000000,23784.000000000000000,23784.000000000000000,23784.000000000000000,23784.000000000000000,23784.000000000000000,23784.000000000000000,23784.000000000000000,23784.000000000000000,23784.000000000000000,23784.000000000000000,23784.000000000000000,23784.000000000000000,23784.000000000000000,23784.000000000000000,31415.926535897931899,78539816.339744821190834
487,2,487,487,Nordeste,Rio Grande Do Norte,Ponta negra,-5.879271000000000,-35.171270000000000,3,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,488,2403251,Parnamirim,RN,"Sports, recreation and leisure activities",73.000000000000000,257.000000000000000,0.000000000000000,0.000000000000000,202456.000000000000000,0.001269411625242,202456.000000000000000,202456.000000000000000,202456.000000000000000,202456.000000000000000,202456.000000000000000,202456.000000000000000,202456.000000000000000,202456.000000000000000,202456.000000000000000,202456.000000000000000,202456.000000000000000,202456.000000000000000,202456.000000000000000,202456.000000000000000,202456.000000000000000,31415.926535897931899,78539816.339744821190834
488,2,488,488,Nordeste,Rio Grande Do Norte,Genipabu,-5.687221000000000,-35.211010000000002,3,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,489,2403608,Extremoz,RN,"Sports, recreation and leisure activities",12.000000000000000,70.000000000000000,0.000000000000000,0.000000000000000,24569.000000000000000,0.002849118808254,24569.000000000000000,24569.000000000000000,24569.000000000000000,24569.000000000000000,24569.000000000000000,24569.000000000000000,24569.000000000000000,24569.000000000000000,24569.000000000000000,24569.000000000000000,24569.000000000000000,24569.000000000000000,24569.000000000000000,24569.000000000000000,24569.000000000000000,31415.926535897931899,78539816.339744821190834
489,1,489,489,Nordeste,Ceara,Morro Branco,-4.150763000000000,-38.109726999999999,3,NA,Right and left,Beach-break,All surfers,2.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,490,2302206,Beberibe,CE,"Sports, recreation and leisure activities",2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,49311.000000000000000,0.000000000000000,49311.000000000000000,49311.000000000000000,49311.000000000000000,49311.000000000000000,49311.000000000000000,49311.000000000000000,49311.000000000000000,49311.000000000000000,49311.000000000000000,49311.000000000000000,49311.000000000000000,49311.000000000000000,49311.000000000000000,49311.000000000000000,49311.000000000000000,31415.926535897931899,78539816.339744821190834
490,1,490,490,Nordeste,Ceara,Iguape Meio,-3.941302000000000,-38.292251000000000,NA,NA,NA,Beach-break,All surfers,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,491,2301000,Aquiraz,CE,"Sports, recreation and leisure activities",14.000000000000000,1666.000000000000000,0.000000000000000,0.000000000000000,72628.000000000000000,0.022938811477667,72628.000000000000000,72628.000000000000000,72628.000000000000000,72628.000000000000000,72628.000000000000000,72628.000000000000000,72628.000000000000000,72628.000000000000000,72628.000000000000000,72628.000000000000000,72628.000000000000000,72628.000000000000000,72628.000000000000000,72628.000000000000000,72628.000000000000000,31415.926535897931899,78539816.339744821190834
491,1,491,491,Nordeste,Fernando Do Noronha,Cacimba do Padre,-3.848947000000000,-32.439537000000001,4,2,Left,Beach-break,Experienced surfers,1.000000000000000,2.000000000000000,0.000000000000000,4.000000000000000,5000.000000000000000,492,2605459,Fernando de Noronha,PE,"Sports, recreation and leisure activities",11.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2630.000000000000000,0.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,31415.926535897931899,78539816.339744821190834
492,1,492,492,Nordeste,Fernando Do Noronha,Boldró,-3.845457000000000,-32.431694000000000,4,3,Right and left,Reef-coral,Pros or kamikaze only...,2.000000000000000,3.000000000000000,0.000000000000000,4.000000000000000,5000.000000000000000,493,2605459,Fernando de Noronha,PE,"Sports, recreation and leisure activities",11.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2630.000000000000000,0.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,31415.926535897931899,78539816.339744821190834
493,1,493,493,Nordeste,Fernando Do Noronha,Conceição,-3.841122000000000,-32.418498000000000,3,NA,Right and left,Beach-break,All surfers,2.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,494,2605459,Fernando de Noronha,PE,"Sports, recreation and leisure activities",11.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2630.000000000000000,0.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,31415.926535897931899,78539816.339744821190834
494,1,494,494,Nordeste,Fernando Do Noronha,Meio,-3.839607000000000,-32.413288999999999,3,NA,Right and left,NA,All surfers,2.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,495,2605459,Fernando de Noronha,PE,"Sports, recreation and leisure activities",11.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2630.000000000000000,0.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,31415.926535897931899,78539816.339744821190834
495,1,495,495,Nordeste,Fernando Do Noronha,Cachorro,-3.838906000000000,-32.411127000000000,3,2,Right,Beach-break,All surfers,1.000000000000000,2.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,496,2605459,Fernando de Noronha,PE,"Sports, recreation and leisure activities",11.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2630.000000000000000,0.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,31415.926535897931899,78539816.339744821190834
496,1,496,496,Nordeste,Fernando Do Noronha,Biboca,-3.835106000000000,-32.403348999999999,3.5,NA,Right,Reef-coral,Experienced surfers,1.000000000000000,1.000000000000000,0.000000000000000,3.500000000000000,5000.000000000000000,497,2605459,Fernando de Noronha,PE,"Sports, recreation and leisure activities",11.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2630.000000000000000,0.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,31415.926535897931899,78539816.339744821190834
497,1,497,497,Nordeste,Fernando Do Noronha,Abras,-3.827602000000000,-32.400581000000003,4,2,Left,Reef-rocky,Experienced surfers,1.000000000000000,2.000000000000000,0.000000000000000,4.000000000000000,5000.000000000000000,498,2605459,Fernando de Noronha,PE,"Sports, recreation and leisure activities",11.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2630.000000000000000,0.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,2630.000000000000000,31415.926535897931899,78539816.339744821190834
498,1,498,498,Nordeste,Ceara,Futuro,-3.726691000000000,-38.457008999999999,3.5,4,Right and left,Beach-break,All surfers,2.000000000000000,4.000000000000000,1.000000000000000,3.500000000000000,5000.000000000000000,499,2304400,Fortaleza,CE,"Sports, recreation and leisure activities",632.000000000000000,5030.000000000000000,0.000000000000000,0.000000000000000,2452185.000000000000000,0.002051231860565,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,31415.926535897931899,78539816.339744821190834
499,1,499,499,Nordeste,Ceara,Iracema (ponte metalica),-3.718212000000000,-38.518002000000003,3.5,3,Right and left,Reef-rocky,Experienced surfers,2.000000000000000,3.000000000000000,0.000000000000000,3.500000000000000,5000.000000000000000,500,2304400,Fortaleza,CE,"Sports, recreation and leisure activities",632.000000000000000,5030.000000000000000,0.000000000000000,0.000000000000000,2452185.000000000000000,0.002051231860565,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,31415.926535897931899,78539816.339744821190834
500,1,500,500,Nordeste,Ceara,Leste-Oeste,-3.714080000000000,-38.540489999999998,3,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,501,2304400,Fortaleza,CE,"Sports, recreation and leisure activities",632.000000000000000,5030.000000000000000,0.000000000000000,0.000000000000000,2452185.000000000000000,0.002051231860565,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,31415.926535897931899,78539816.339744821190834
501,1,501,501,Nordeste,Ceara,Titanzinho,-3.707351000000000,-38.467813000000000,3.5,NA,Right and left,Reef-rocky,Experienced surfers,2.000000000000000,1.000000000000000,0.000000000000000,3.500000000000000,5000.000000000000000,502,2304400,Fortaleza,CE,"Sports, recreation and leisure activities",632.000000000000000,5030.000000000000000,0.000000000000000,0.000000000000000,2452185.000000000000000,0.002051231860565,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,2452185.000000000000000,31415.926535897931899,78539816.339744821190834
502,1,502,502,Nordeste,Ceara,Icarai,-3.670278000000000,-38.669443999999999,3.5,3,Right and left,Beach-break,Experienced surfers,2.000000000000000,3.000000000000000,0.000000000000000,3.500000000000000,5000.000000000000000,503,2303709,Caucaia,CE,"Sports, recreation and leisure activities",36.000000000000000,126.000000000000000,0.000000000000000,0.000000000000000,325441.000000000000000,0.000387166951921,325441.000000000000000,325441.000000000000000,325441.000000000000000,325441.000000000000000,325441.000000000000000,325441.000000000000000,325441.000000000000000,325441.000000000000000,325441.000000000000000,325441.000000000000000,325441.000000000000000,325441.000000000000000,325441.000000000000000,325441.000000000000000,325441.000000000000000,31415.926535897931899,78539816.339744821190834
503,1,503,503,Nordeste,Ceara,Pico das Almas,-3.605083000000000,-38.761997000000001,3,2,Right and left,Beach-break,Experienced surfers,2.000000000000000,2.000000000000000,0.000000000000000,3.000000000000000,5000.000000000000000,504,2303709,Caucaia,CE,"Sports, recreation and leisure activities",36.000000000000000,126.000000000000000,0.000000000000000,0.000000000000000,325441.000000000000000,0.000387166951921,325441.000000000000000,325441.000000000000000,325441.000000000000000,325441.000000000000000,325441.000000000000000,325441.000000000000000,325441.000000000000000,325441.000000000000000,325441.000000000000000,325441.000000000000000,325441.000000000000000,325441.000000000000000,325441.000000000000000,325441.000000000000000,325441.000000000000000,31415.926535897931899,78539816.339744821190834
504,2,504,504,Nordeste,Ceara,Taiba,-3.505663000000000,-38.905270000000002,3,3,Right and left,Point-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,505,2310209,Paracuru,CE,"Sports, recreation and leisure activities",2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,31636.000000000000000,0.000000000000000,31636.000000000000000,31636.000000000000000,31636.000000000000000,31636.000000000000000,31636.000000000000000,31636.000000000000000,31636.000000000000000,31636.000000000000000,31636.000000000000000,31636.000000000000000,31636.000000000000000,31636.000000000000000,31636.000000000000000,31636.000000000000000,31636.000000000000000,31415.926535897931899,78539816.339744821190834
505,2,505,505,Nordeste,Ceara,Paracuru,-3.406714000000000,-39.032620999999999,3.5,NA,Right and left,Reef-coral,Experienced surfers,2.000000000000000,1.000000000000000,0.000000000000000,3.500000000000000,5000.000000000000000,506,2310209,Paracuru,CE,"Sports, recreation and leisure activities",2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,31636.000000000000000,0.000000000000000,31636.000000000000000,31636.000000000000000,31636.000000000000000,31636.000000000000000,31636.000000000000000,31636.000000000000000,31636.000000000000000,31636.000000000000000,31636.000000000000000,31636.000000000000000,31636.000000000000000,31636.000000000000000,31636.000000000000000,31636.000000000000000,31636.000000000000000,31415.926535897931899,78539816.339744821190834
506,1,506,506,Nordeste,Ceara,Jericoacoara,-2.787089000000000,-40.512611000000000,3,3,Right and left,Beach-break,Beginners wave,2.000000000000000,3.000000000000000,0.000000000000000,3.000000000000000,5000.000000000000000,507,2307254,Jijoca de Jericoacoara,CE,"Sports, recreation and leisure activities",5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,17002.000000000000000,0.000000000000000,17002.000000000000000,17002.000000000000000,17002.000000000000000,17002.000000000000000,17002.000000000000000,17002.000000000000000,17002.000000000000000,17002.000000000000000,17002.000000000000000,17002.000000000000000,17002.000000000000000,17002.000000000000000,17002.000000000000000,17002.000000000000000,17002.000000000000000,31415.926535897931899,78539816.339744821190834
507,1,507,507,Nordeste,Maranhao,Travosa,-2.358991000000000,-43.243904000000001,3.5,NA,Right and left,Beach-break,All surfers,2.000000000000000,1.000000000000000,1.000000000000000,3.500000000000000,5000.000000000000000,508,2110278,Santo Amaro do Maranhão,MA,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,13820.000000000000000,0.000000000000000,13820.000000000000000,13820.000000000000000,13820.000000000000000,13820.000000000000000,13820.000000000000000,13820.000000000000000,13820.000000000000000,13820.000000000000000,13820.000000000000000,13820.000000000000000,13820.000000000000000,13820.000000000000000,13820.000000000000000,13820.000000000000000,13820.000000000000000,31415.926535897931899,78539816.339744821190834
508,2,508,508,Norte,Para,marahu,-1.073422000000000,-48.403187000000003,3.5,2,Right and left,Sand-bar,All surfers,2.000000000000000,2.000000000000000,1.000000000000000,3.500000000000000,5000.000000000000000,509,1501402,Belém,PA,"Sports, recreation and leisure activities",219.000000000000000,2969.000000000000000,0.000000000000000,0.000000000000000,1393399.000000000000000,0.002130760822995,1393399.000000000000000,1393399.000000000000000,1393399.000000000000000,1393399.000000000000000,1393399.000000000000000,1393399.000000000000000,1393399.000000000000000,1393399.000000000000000,1393399.000000000000000,1393399.000000000000000,1393399.000000000000000,1393399.000000000000000,1393399.000000000000000,1393399.000000000000000,1393399.000000000000000,31415.926535897931899,78539816.339744821190834
509,1,509,509,Norte,Para,Camaraçu,-0.868831000000000,-46.430798000000003,5,4,Right and left,Beach-break,Experienced surfers,2.000000000000000,4.000000000000000,0.000000000000000,5.000000000000000,5000.000000000000000,510,1500909,Augusto Corrêa,PA,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,40497.000000000000000,0.000000000000000,40497.000000000000000,40497.000000000000000,40497.000000000000000,40497.000000000000000,40497.000000000000000,40497.000000000000000,40497.000000000000000,40497.000000000000000,40497.000000000000000,40497.000000000000000,40497.000000000000000,40497.000000000000000,40497.000000000000000,40497.000000000000000,40497.000000000000000,31415.926535897931899,78539816.339744821190834
510,1,510,510,Norte,Para,Araruna,-0.688517000000000,-48.483266999999998,3,3,Right and left,Sand-bar,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,511,1507904,Soure,PA,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,23001.000000000000000,0.000000000000000,23001.000000000000000,23001.000000000000000,23001.000000000000000,23001.000000000000000,23001.000000000000000,23001.000000000000000,23001.000000000000000,23001.000000000000000,23001.000000000000000,23001.000000000000000,23001.000000000000000,23001.000000000000000,23001.000000000000000,23001.000000000000000,23001.000000000000000,31415.926535897931899,78539816.339744821190834
511,1,511,512,Sul,Rio Grande Do Sul,Salinas,-30.154806000000001,-50.192222000000001,2,2,Right and left,Beach-break,All surfers,2.000000000000000,2.000000000000000,1.000000000000000,2.000000000000000,5000.000000000000000,513,4305454,Cidreira,RS,"Sports, recreation and leisure activities",5.000000000000000,23.000000000000000,0.000000000000000,0.000000000000000,12668.000000000000000,0.001815598358068,12668.000000000000000,12668.000000000000000,12668.000000000000000,12668.000000000000000,12668.000000000000000,12668.000000000000000,12668.000000000000000,12668.000000000000000,12668.000000000000000,12668.000000000000000,12668.000000000000000,12668.000000000000000,12668.000000000000000,12668.000000000000000,12668.000000000000000,31415.926535897931899,78539816.339744821190834
512,3,512,513,Sul,Rio Grande Do Sul,Imbé,-29.961877000000001,-50.111065000000004,3,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,514,4310330,Imbé,RS,"Sports, recreation and leisure activities",7.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,17670.000000000000000,0.000565930956423,17670.000000000000000,17670.000000000000000,17670.000000000000000,17670.000000000000000,17670.000000000000000,17670.000000000000000,17670.000000000000000,17670.000000000000000,17670.000000000000000,17670.000000000000000,17670.000000000000000,17670.000000000000000,17670.000000000000000,17670.000000000000000,17670.000000000000000,31415.926535897931899,78539816.339744821190834
513,2,513,514,Sul,Rio Grande Do Sul,Mariluz,-29.931069000000001,-50.096649999999997,3,3,Right and left,Sand-bar,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,515,4310330,Imbé,RS,"Sports, recreation and leisure activities",7.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,17670.000000000000000,0.000565930956423,17670.000000000000000,17670.000000000000000,17670.000000000000000,17670.000000000000000,17670.000000000000000,17670.000000000000000,17670.000000000000000,17670.000000000000000,17670.000000000000000,17670.000000000000000,17670.000000000000000,17670.000000000000000,17670.000000000000000,17670.000000000000000,17670.000000000000000,31415.926535897931899,78539816.339744821190834
514,2,514,515,Sul,Rio Grande Do Sul,Arroio Teixeira,-29.645605000000000,-49.945509000000001,3,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,516,4304630,Capão da Canoa,RS,"Sports, recreation and leisure activities",38.000000000000000,309.000000000000000,0.000000000000000,0.000000000000000,42040.000000000000000,0.007350142721218,42040.000000000000000,42040.000000000000000,42040.000000000000000,42040.000000000000000,42040.000000000000000,42040.000000000000000,42040.000000000000000,42040.000000000000000,42040.000000000000000,42040.000000000000000,42040.000000000000000,42040.000000000000000,42040.000000000000000,42040.000000000000000,42040.000000000000000,31415.926535897931899,78539816.339744821190834
515,2,515,516,Sul,Santa Catarina South,Ilha do Batuta,-28.153828000000001,-48.639898000000002,3.5,1,Right,Reef-rocky,Pros or kamikaze only...,1.000000000000000,1.000000000000000,0.000000000000000,3.500000000000000,5000.000000000000000,517,4205704,Garopaba,SC,"Sports, recreation and leisure activities",26.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,18138.000000000000000,0.000000000000000,18138.000000000000000,18138.000000000000000,18138.000000000000000,18138.000000000000000,18138.000000000000000,18138.000000000000000,18138.000000000000000,18138.000000000000000,18138.000000000000000,18138.000000000000000,18138.000000000000000,18138.000000000000000,18138.000000000000000,18138.000000000000000,18138.000000000000000,31415.926535897931899,78539816.339744821190834
