id,normalized_built_area,normalized_human_mod,normalized_pop_change,normalized_ports,normalized_roads,added_pressure,pressure_index
262,5.466588e-4,0,1,0,0.1983630493,1.1989097081,0.624658014
263,0.0477364579,0.6339300992,1,0,0.2431004912,1.9247670483,0.3974142659
264,2.71045e-5,0,1,0,0.1323891811,1.1324162856,0.6454750723
265,0.0433029992,0.6690949603,1,0,0.5331144496,2.2455124091,0.2969986968
266,0,0,1,0,0.0284808835,1.0284808835,0.67801407
267,5.834291e-4,0.5199354577,1,0,0.1291894304,1.6497083172,0.4835267477
268,0.0362024087,0.7589562862,1,0,0.2820441189,2.0772028138,0.3496912868
269,0.0044321726,0.763328938,1,0,0.2639062906,2.0316674012,0.3639470328
270,0.0149346088,0,1,0,0.1967815058,1.2117161146,0.6206487195
271,0.0145715033,0,1,0,0.2751275572,1.2896990605,0.5962346426
272,0.0293686831,0.6137146266,1,0,0.3367778355,1.9798611452,0.3801659881
273,0.0277838861,0.6942141567,1,0,0.349202957,2.0712009998,0.3515702714
274,0.005181786,0.6498178603,1,0,0.1769696616,1.8319693079,0.4264664022
275,0,0.6082709103,1,0,0.0549966804,1.6632675907,0.4792817536
276,0.0061309646,0.6806678161,0.0177510295,0,0.2902637502,0.9948135604,0.6885542798
277,0.0255632945,0.6686972223,0.0177510295,0,0.4012045572,1.1132161035,0.6514860624
278,0.0038792815,0.7612599298,0.0706620209,0,0.2683714669,1.1041726991,0.654317276
279,0.0256988728,0.4791935464,0.0706620209,0,0.641099136,1.2166535761,0.6191029512
280,0.0458814934,0.7540267133,0.0706620209,0,0.8051907101,1.6757609377,0.4753704685
281,0.0562685286,0.7243236235,0.0706620209,0,0.7194133408,1.5706675138,0.5082720075
282,0.0273921895,0.817509232,0.252492873,0,0.440176008,1.5375703025,0.5186337327
283,0.0629452053,0.8736655789,0.252492873,0,0.8155056932,2.0046093504,0.3724180815
284,0,0.8684634925,0.252492873,0,0.2498675013,1.3708238668,0.5708369453
285,0,0.6054815743,0.252492873,0,0.1114138082,0.9693882555,0.6965141657
286,0.1047569329,0.6622249151,0.4388216661,0,0.2496190395,1.4554225536,0.5443516821
287,0.0256310876,0.6292130633,0.4388216661,0,0.1006840232,1.1943498402,0.6260855693
288,1,0.9929138699,0.4388216661,0,0.7624440463,3.1941795823,0
289,0,0,0.4388216661,0,0.0170733918,0.4558950579,0.8572731914
290,0.1487499892,0.8308103273,0.4467089009,0,0.5096544584,1.9359236758,0.3939214669
291,0.0094139954,0.9010462494,0.4545961356,0,0.322136502,1.6871928824,0.471791476
292,0.0137100188,0.7829403191,0.4545961356,0,0.1944593322,1.4457058057,0.5473936989
293,0.0196524957,0.7393932919,0.3618498575,0,0.2172921116,1.3381877567,0.5810543139
294,0.5782732866,0.7908080715,0.2691035793,0,0.5753279596,2.213512897,0.307016766
295,0.3409668423,0.7281655299,0.2691035793,0,0.3657909004,1.7040268519,0.4665212747
296,0.2200376903,0.6616416211,0.2691035793,0,0.4192485308,1.5700314215,0.5084711485
297,0,0.8509473403,0.1818308521,0,0.5369610877,1.5697392801,0.5085626091
298,0.0024287932,0.8509473403,0.1818308521,0,0.7141727771,1.7493797627,0.4523226645
299,1.628667e-4,0.7020789694,0.0945581248,0,0.4092794121,1.206079373,0.622413411
300,0,0.7020789694,0.0945581248,0,0.3544656864,1.1511027806,0.6396249018
301,0.0103199787,0.8963005598,0.0781374723,0,0.6080438875,1.5928018983,0.5013424082
302,0,0,0.0781374723,0,0.0241581732,0.1022956455,0.96797436
303,0.0223794821,0.971471326,0.0868672791,0,0.598495684,1.6792137712,0.4742894919
304,0.0041019216,0.958113802,0.0868672791,0,0.115145723,1.1642287257,0.6355155696
305,0,0.958113802,0.0868672791,0,0.4426736279,1.487654709,0.5342607794
306,0,0.7507303972,0.0868672791,0,0.5695869001,1.4071845764,0.5594535185
307,0.0089665686,0.7954306654,0.0868672791,0,0.8074251204,1.6986896335,0.4681921947
308,0.0169230286,0.7780649448,0.0868672791,0,0.8885195429,1.7703747954,0.4457497615
309,0.0031674672,0.6769885956,0.0868672791,0,0.5677040185,1.3347273604,0.5821376582
310,8.00778e-5,0.513983055,0.050814064,0,0.0740281416,0.6389053384,0.7999782661
311,0,0.5119978114,0.0147608489,0,0.0637383126,0.5904969729,0.8151334458
312,0.0506943743,0.8265273533,0.0302185619,0,0.618102999,1.5255432885,0.5223990232
313,4.915238e-4,0.6256403703,0.0798479569,0,0.3311742381,1.0371540891,0.6752987544
314,0.0027399296,0.9114041305,0.1294773519,0,0.6769406901,1.7205621021,0.4613445933
315,0.0028360698,0.9255068178,0.1294773519,0,0.5336291926,1.5914494321,0.501765824
316,0,0.9396095051,0.1294773519,1,0.1399103247,2.2089971817,0.3084304984
317,0,0.9396095051,0.1294773519,1,0.0784112017,2.1474980587,0.3276839942
318,0,0.4805105827,0.1294773519,0,0.0120495844,0.622037519,0.8052590648
319,0.0085370919,0.5773362664,0.1294773519,0,0.1018877815,0.8172384917,0.7441476064
320,0.0410993756,0.8750714652,0.0750585999,0,0.6336237365,1.6248531772,0.4913081324
321,0,0.6179016831,0.0750585999,0,0.2480821924,0.9410424754,0.7053883631
322,0.0029622207,0.4198895578,0.0681786506,0,0.0361995617,0.5272299908,0.8349404042
323,0.0029597543,0.8497931195,0.0612987013,0,0.5471591612,1.4612107363,0.5425395791
324,0.0041503789,0.6829417248,0.0612987013,0,0.359988607,1.108379412,0.6530002827
325,0.0063352873,0.6829417248,0.0612987013,0,0.2580055773,1.0085812907,0.6842440243
326,0.0028882505,0.9049422643,0.0664428255,0,0.5791465703,1.5534199106,0.5136717049
327,0.0220937039,0,0.1663604688,0,0.2001110244,0.3885651971,0.8783521129
328,0,0,0.1663604688,0,0,0.1663604688,0.9479176219
512,0,0.8377990419,0.0479695914,0,0.5350129113,1.4207815446,0.5551967233
513,0,0.8980178515,0.0687741527,0,0.6228804711,1.5896724753,0.5023221349
514,0,0.9773530914,0.0687741527,0,0.5713761398,1.6175033839,0.493609128
515,0,0.8536444982,0.1462401014,0,0.5718802699,1.5717648695,0.5079284589
516,1.172129e-4,0.4580860606,0.0566360469,0,0.0019417859,0.5167811063,0.8382116306
517,0.0156605844,0.9323470268,0.0664428255,0,0.4798135605,1.4942639972,0.5321916133
518,0.0129843685,0.7253830193,0.1249730757,0,0.2167950553,1.0801355188,0.6618425824
