OID_,id,COUNT,AREA,MEAN
1,0,50.000000000000000,79730176.186859101057053,1374.768652343750091
2,1,52.000000000000000,82919383.234333455562592,1306.472423846905031
3,2,50.000000000000000,79730176.186859101057053,1221.831845703125055
4,3,48.000000000000000,76540969.139384731650352,1204.946116129557367
5,4,48.000000000000000,76540969.139384731650352,1337.493247985839844
6,5,48.000000000000000,76540969.139384731650352,1478.714782714843523
7,6,49.000000000000000,78135572.663121908903122,1441.846348353794383
8,7,47.000000000000000,74946365.615647554397583,1426.661618496509391
9,8,50.000000000000000,79730176.186859101057053,1674.240561523437464
10,9,50.000000000000000,79730176.186859101057053,1754.594248046875236
11,10,48.000000000000000,76540969.139384731650352,1762.812672932942405
12,11,49.000000000000000,78135572.663121908903122,2017.975461375956684
13,12,49.000000000000000,78135572.663121908903122,2157.774169921875000
14,13,50.000000000000000,79730176.186859101057053,2213.434868164062664
15,14,49.000000000000000,78135572.663121908903122,2017.938531369579096
16,15,49.000000000000000,78135572.663121908903122,2097.104133450255176
17,16,51.000000000000000,81324779.710596278309822,2096.774251302083030
18,17,48.000000000000000,76540969.139384731650352,2094.497095743814953
19,18,48.000000000000000,76540969.139384731650352,2045.144541422525890
20,19,51.000000000000000,81324779.710596278309822,2091.762652228860588
21,20,52.000000000000000,82919383.234333455562592,2079.463594876802745
22,21,51.000000000000000,81324779.710596278309822,2089.136723537070793
23,22,49.000000000000000,78135572.663121908903122,2089.658596739477161
24,23,51.000000000000000,81324779.710596278309822,2078.056884765625000
25,24,49.000000000000000,78135572.663121908903122,2078.056884765625000
26,25,48.000000000000000,76540969.139384731650352,2040.989420572916515
27,26,50.000000000000000,79730176.186859101057053,2065.327875976562154
28,27,48.000000000000000,76540969.139384731650352,2084.179504394531250
29,28,12.000000000000000,19135242.284846182912588,1912.769531250000000
30,29,26.000000000000000,41459691.617166727781296,1848.247769869291005
31,30,50.000000000000000,79730176.186859101057053,1829.463500976562273
32,31,48.000000000000000,76540969.139384731650352,1809.730417887369867
33,32,50.000000000000000,79730176.186859101057053,1800.073710937500209
34,33,52.000000000000000,82919383.234333455562592,1800.243840144230717
35,34,50.000000000000000,79730176.186859101057053,1800.524238281249836
36,35,49.000000000000000,78135572.663121908903122,1800.390918965242236
37,36,49.000000000000000,78135572.663121908903122,1800.850640744579323
38,37,50.000000000000000,79730176.186859101057053,1800.913330078125000
39,38,46.000000000000000,73351762.091910362243652,1796.923931619395262
40,39,48.000000000000000,76540969.139384731650352,1871.708460489908930
41,40,44.000000000000000,70162555.044436007738113,1745.427226673472433
42,41,46.000000000000000,73351762.091910362243652,1662.554918372112525
43,42,48.000000000000000,76540969.139384731650352,1566.140991210937500
44,43,49.000000000000000,78135572.663121908903122,1296.889469068877588
45,44,51.000000000000000,81324779.710596278309822,1277.019026214001315
46,45,50.000000000000000,79730176.186859101057053,1274.523706054687409
47,46,48.000000000000000,76540969.139384731650352,927.850929260254020
48,47,48.000000000000000,76540969.139384731650352,899.307258605957145
49,48,50.000000000000000,79730176.186859101057053,923.597368164062459
