OID_,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,numerical_direction,numerical_frequency,numerical_experience,numerical_quality,BUFF_DIST,ORIG_FID,Shape_Length,Shape_Area,sum_Area_SQUAREKILOMETERS,Polygon_Count,oceanic_pa_percent_area
102,101,Nordeste,NA,Corals,-14.275408000000001,-38.982568999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,102,31415.926535897931899,78539816.339744821190834,44.424619474092900,1,0.565631822742269
103,102,Nordeste,NA,Tony,-13.016731999999999,-38.488781000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,103,31415.926535897931899,78539816.339744821190834,43.684136785778598,1,0.556203704332733
104,103,Nordeste,NA,Meridien,-13.016598000000000,-38.484878999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,104,31415.926535897931899,78539816.339744821190834,44.090488125790401,1,0.561377530284325
105,104,Nordeste,NA,Amaralina,-13.015369000000000,-38.471834000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,105,31415.926535897931899,78539816.339744821190834,45.361553015168802,1,0.577561231095135
106,105,Nordeste,NA,Tubao,-13.010683999999999,-38.461410999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,106,31415.926535897931899,78539816.339744821190834,44.099656847993501,1,0.561494270081162
107,106,Nordeste,NA,Psiu,-12.995919000000001,-38.439390000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,107,31415.926535897931899,78539816.339744821190834,45.640098198710191,2,0.581107778521939
108,107,Nordeste,NA,Alex,-12.973279000000000,-38.406477000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,108,31415.926535897931899,78539816.339744821190834,56.167754114021193,2,0.715150056769329
109,108,Nordeste,NA,Terceira Ponte,-12.963839999999999,-38.396822000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,109,31415.926535897931899,78539816.339744821190834,55.295655728089997,2,0.704046155250656
110,109,Nordeste,NA,SESC,-12.960485000000000,-38.390998000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,110,31415.926535897931899,78539816.339744821190834,54.697179258720055,3,0.696426116176704
111,110,Nordeste,NA,Farol,-12.958147000000000,-38.352812999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,111,31415.926535897931899,78539816.339744821190834,51.045372079159065,3,0.649929863069055
112,111,Nordeste,NA,Pedro do Sal,-12.954224000000000,-38.347234000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,112,31415.926535897931899,78539816.339744821190834,46.202931288485772,3,0.588273991991817
113,112,Nordeste,NA,Itapoa,-12.952339000000000,-38.369608999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,113,31415.926535897931899,78539816.339744821190834,47.304162049702278,3,0.602295297522413
114,113,Nordeste,NA,Seper,-12.952040999999999,-38.343243999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,114,31415.926535897931899,78539816.339744821190834,43.280110420512898,3,0.551059480879014
115,114,Nordeste,NA,Corrente,-12.948985000000000,-38.339199999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,115,31415.926535897931899,78539816.339744821190834,39.649608867556942,3,0.504834499434554
116,115,Nordeste,NA,Stela Maris,-12.947385000000001,-38.337372000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,116,31415.926535897931899,78539816.339744821190834,37.888654993204810,3,0.482413338341757
117,116,Nordeste,NA,Plator,-12.946393000000000,-38.333083999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,117,31415.926535897931899,78539816.339744821190834,36.283884714884323,3,0.461980768556024
118,117,Nordeste,NA,Aleluia,-12.926800999999999,-38.312618999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,118,31415.926535897931899,78539816.339744821190834,18.286480695902430,2,0.232830703560591
119,118,Nordeste,NA,Ipitanga,-12.920477000000000,-38.309717999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,119,31415.926535897931899,78539816.339744821190834,14.467059269764452,2,0.184200319582916
120,119,Nordeste,NA,Vilas,-12.894546000000000,-38.290790999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,120,31415.926535897931899,78539816.339744821190834,9.878607227720259,1,0.125778333692400
121,120,Nordeste,NA,Busca Vida,-12.863464000000000,-38.255961999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,121,31415.926535897931899,78539816.339744821190834,1.752194367907870,1,0.022309631592825
122,121,Nordeste,NA,Itacimirim,-12.639232000000000,-38.048194000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,122,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
123,122,Nordeste,NA,Praia do Forte,-12.583304999999999,-38.005077999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,123,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
124,123,Nordeste,NA,Imbassai,-12.342055000000000,-37.846200000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,124,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
125,124,Nordeste,NA,Costa do Sauipe,-12.022171000000000,-37.645508000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,125,31415.926535897931899,78539816.339744821190834,34.009338113049999,2,0.433020341758040
126,125,Nordeste,NA,Marlin,-11.939802999999999,-37.602476000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,126,31415.926535897931899,78539816.339744821190834,26.775474097776080,2,0.340915924503206
127,126,Nordeste,NA,Conde,-11.848141000000000,-37.558169999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,127,31415.926535897931899,78539816.339744821190834,8.120074929566780,1,0.103388005065370
128,127,Nordeste,NA,Mangue Seco,-11.483613999999999,-37.364454000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,128,31415.926535897931899,78539816.339744821190834,0.246502812934319,1,0.003138571293164
129,128,Nordeste,NA,Mosqueiro,-11.138116000000000,-37.145493000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,129,31415.926535897931899,78539816.339744821190834,34.024693287667901,1,0.433215849913438
130,129,Nordeste,NA,Aruana,-11.067069000000000,-37.101289000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,130,31415.926535897931899,78539816.339744821190834,12.999182408708100,1,0.165510730919928
131,130,Nordeste,NA,Hawaiizinho,-11.043927999999999,-37.082977999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,131,31415.926535897931899,78539816.339744821190834,27.711540686563801,1,0.352834294476704
132,131,Nordeste,NA,Praia do Meio,-10.999541000000001,-37.050151000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,132,31415.926535897931899,78539816.339744821190834,39.245871407229998,1,0.499693954432763
133,132,Nordeste,NA,Pirambu,-10.746346000000001,-36.855099000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,133,31415.926535897931899,78539816.339744821190834,34.521561621299099,1,0.439542174022497
134,133,Nordeste,NA,Ponta do Mangue,-10.639483000000000,-36.678539000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,134,31415.926535897931899,78539816.339744821190834,42.708783368502900,1,0.543785118923053
135,134,Nordeste,NA,Pontal de Peba,-10.367584000000001,-36.303941000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,135,31415.926535897931899,78539816.339744821190834,42.285024313778401,1,0.538389651063905
136,135,Nordeste,NA,Mihai,-10.196728000000000,-36.181641999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,136,31415.926535897931899,78539816.339744821190834,44.342292267073603,1,0.564583600186423
137,136,Nordeste,NA,Pontal do Coruripe,-10.160774999999999,-36.150663999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,137,31415.926535897931899,78539816.339744821190834,37.623063577103601,1,0.479031723404535
138,137,Nordeste,NA,Forjos,-10.107661999999999,-36.097672000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,138,31415.926535897931899,78539816.339744821190834,36.007304318705401,1,0.458459237578889
139,138,Nordeste,NA,Poxim,-10.063563000000000,-36.040908999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,139,31415.926535897931899,78539816.339744821190834,27.112642297034601,1,0.345208883348437
140,139,Nordeste,NA,Jacarecica,-9.916383000000000,-35.945963999999996,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,140,31415.926535897931899,78539816.339744821190834,33.434468057316401,1,0.425700868877599
141,140,Nordeste,NA,Praia do Meio,-9.824446999999999,-35.877803000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,141,31415.926535897931899,78539816.339744821190834,43.505755309463602,1,0.553932480835808
142,141,Nordeste,NA,Praia do Pontal,-9.682589999999999,-35.758536999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,142,31415.926535897931899,78539816.339744821190834,5.805268876096860,1,0.073914979008668
143,142,Nordeste,NA,Salgema,-9.679629000000000,-35.718974000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,143,31415.926535897931899,78539816.339744821190834,34.805369298137997,1,0.443155725595004
144,143,Nordeste,NA,Pier do Emissario,-9.673301000000000,-35.715234000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,144,31415.926535897931899,78539816.339744821190834,37.362571779046398,1,0.475715038820879
145,144,Nordeste,NA,Praia do Sobral,-9.666869000000000,-35.710735000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,145,31415.926535897931899,78539816.339744821190834,40.138902676677901,1,0.511064381702224
146,145,Nordeste,NA,"Pico da Barra, Brazil",-9.665630000000000,-35.697186000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,146,31415.926535897931899,78539816.339744821190834,52.866801181679101,1,0.673121018681655
147,146,Nordeste,NA,Pedra Virada,-9.585521999999999,-35.660038000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,147,31415.926535897931899,78539816.339744821190834,40.808474450882301,1,0.519589634311779
148,147,Nordeste,NA,Praia de Jatiuca,-9.531449000000000,-35.590927999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,148,31415.926535897931899,78539816.339744821190834,7.126121153167230,1,0.090732592527863
149,148,Nordeste,NA,Garca Torta,-9.487114000000000,-35.557476999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,149,31415.926535897931899,78539816.339744821190834,0.334829760905651,1,0.004263184923393
150,149,Nordeste,NA,Mirante da Sirena,-9.430906000000000,-35.503683000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,150,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
151,150,Nordeste,NA,Japaratinga,-9.261582000000001,-35.353366000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,151,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
152,151,Nordeste,NA,Impossivel,-8.615505000000001,-35.020375000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,152,31415.926535897931899,78539816.339744821190834,42.066474936874698,1,0.535606993972395
153,152,Nordeste,NA,Serrambi,-8.576358000000001,-35.028714999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,153,31415.926535897931899,78539816.339744821190834,29.285789899351300,1,0.372878257986597
154,153,Nordeste,NA,Porto de Galinhas,-8.488678000000000,-34.999501000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,154,31415.926535897931899,78539816.339744821190834,20.521145776577701,1,0.261283343060137
155,154,Nordeste,NA,Cupe,-8.479708000000000,-34.996577000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,155,31415.926535897931899,78539816.339744821190834,16.508814692316001,1,0.210196757029616
156,155,Nordeste,NA,Gaibu,-8.341567000000000,-34.948825999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,156,31415.926535897931899,78539816.339744821190834,0.197756943249509,1,0.002517919603912
157,156,Nordeste,NA,Bessa,-7.091138000000000,-34.832765000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,157,31415.926535897931899,78539816.339744821190834,33.629055828097599,1,0.428178437324404
158,157,Nordeste,NA,Saji,-6.466880000000000,-34.970449000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,158,31415.926535897931899,78539816.339744821190834,37.235850265376200,1,0.474101570397143
159,158,Nordeste,NA,Farol,-6.408908000000000,-34.979016999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,159,31415.926535897931899,78539816.339744821190834,38.506531900303401,1,0.490280391460723
160,159,Nordeste,NA,Xilauzinho,-6.395101000000000,-34.983204999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,160,31415.926535897931899,78539816.339744821190834,40.077502698250001,1,0.510282612896421
161,160,Nordeste,NA,Mar Aberto,-6.379758000000000,-34.989437000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,161,31415.926535897931899,78539816.339744821190834,43.631538375585698,1,0.555534000574255
162,161,Nordeste,NA,Pontal,-6.368680000000000,-34.993423999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,162,31415.926535897931899,78539816.339744821190834,47.037184733704400,1,0.598896036759656
163,162,Nordeste,NA,Mar da Frente,-6.365217000000000,-35.006211999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,163,31415.926535897931899,78539816.339744821190834,37.766420239523200,1,0.480856997120474
164,163,Nordeste,NA,Lajinha,-6.278960000000000,-35.033028000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,164,31415.926535897931899,78539816.339744821190834,67.087337312411790,2,0.854182508171495
165,164,Nordeste,NA,Afogados,-6.244350000000000,-35.036464000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,165,31415.926535897931899,78539816.339744821190834,60.702376528560904,2,0.772886662555673
166,165,Nordeste,NA,Sororoca,-6.238074000000000,-35.035608000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,166,31415.926535897931899,78539816.339744821190834,60.485617087000158,2,0.770126795628775
167,166,Nordeste,NA,Abacateiro,-6.233891000000000,-35.036746999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,167,31415.926535897931899,78539816.339744821190834,60.078911475297211,2,0.764948458949916
168,167,Nordeste,NA,Tibau do Sul,-6.180279000000000,-35.089708999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,168,31415.926535897931899,78539816.339744821190834,42.399303964315664,2,0.539844704766131
169,168,Nordeste,NA,Tabatinga,-6.049479000000000,-35.108238000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,169,31415.926535897931899,78539816.339744821190834,35.008549879143800,1,0.445742701099593
170,169,Nordeste,NA,Xoxoline,-6.005800000000000,-35.105258999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,170,31415.926535897931899,78539816.339744821190834,49.974529209958853,2,0.636295468196422
171,170,Nordeste,NA,Pirangi Reef,-5.980259000000000,-35.107796000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,171,31415.926535897931899,78539816.339744821190834,58.598159358913286,2,0.746094937444613
172,171,Nordeste,NA,Cotovelo,-5.949906000000000,-35.151975000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,172,31415.926535897931899,78539816.339744821190834,32.189156549657980,2,0.409845070306954
173,172,Nordeste,NA,Miami,-5.794834000000000,-35.181663999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,173,31415.926535897931899,78539816.339744821190834,41.923841708698802,1,0.533790931307327
174,173,Nordeste,NA,Areia Preta,-5.792249000000000,-35.184387000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,174,31415.926535897931899,78539816.339744821190834,39.383793996414497,1,0.501450039379382
175,174,Nordeste,NA,Praia dos Artistas,-5.781239000000000,-35.192050000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,175,31415.926535897931899,78539816.339744821190834,33.672003923176497,1,0.428725269454659
176,175,Nordeste,NA,Genipabu,-5.694407000000000,-35.201922000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,176,31415.926535897931899,78539816.339744821190834,43.771098034996903,1,0.557310929346376
177,176,Nordeste,NA,Touros Area,-5.197434000000000,-35.457929999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,177,31415.926535897931899,78539816.339744821190834,33.857066627061400,1,0.431081560983077
178,177,Nordeste,NA,Urca da Concei&ccedil;&atilde;o,-5.069617000000000,-35.800230999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,178,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
179,178,Nordeste,NA,Cocoa das Lavadeiras,-5.066515000000000,-35.862005000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,179,31415.926535897931899,78539816.339744821190834,9.988892738579841,1,0.127182532428778
180,179,Nordeste,NA,Baia das Ratas,-3.813000000000000,-32.393000000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,180,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
181,180,Nordeste,NA,Volta da Jurema,-3.724294000000000,-38.496071999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,181,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
182,181,Nordeste,NA,Portao,-3.719326000000000,-38.510655000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,182,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
183,182,Nordeste,NA,Barra do Ceara,-3.692659000000000,-38.584716000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,183,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
184,183,Nordeste,NA,Praia do Pecem,-3.546170000000000,-38.806919000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,184,31415.926535897931899,78539816.339744821190834,23.132640128101499,1,0.294533921852263
185,184,Nordeste,NA,Tabinha,-3.500935000000000,-38.911282000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,185,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
186,185,Nordeste,NA,Pedra do Meio,-3.410858000000000,-39.040807000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,186,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
187,186,Nordeste,NA,Havaizinho,-3.403507000000000,-39.022171000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,187,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
188,187,Nordeste,NA,Curral,-3.403353000000000,-39.025868000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,188,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
189,188,Nordeste,NA,Outside,-3.398539000000000,-39.013306000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,189,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
190,189,Nordeste,NA,Atins,-2.555789000000000,-42.727836000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,190,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
191,190,Nordeste,NA,Ponta d'Areia,-2.497384000000000,-44.311779000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,191,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
192,191,Nordeste,NA,S&atilde;o Marcos,-2.485445000000000,-44.297899999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,192,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
193,192,Nordeste,NA,Calhau,-2.480673000000000,-44.249679999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,193,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
194,193,Nordeste,NA,Olho D'Agu,-2.477097000000000,-44.230155000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,194,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
195,194,Nordeste,NA,Ponta do Farol,-2.456442000000000,-44.173347999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,195,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
196,195,Sul,Rio Grande Do Sul,Hermenegildo,-33.668354000000001,-53.262405000000001,3,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,196,31415.926535897931899,78539816.339744821190834,26.358053880479400,1,0.335601165228865
197,196,Sul,Rio Grande Do Sul,Navio,-32.290560999999997,-52.258674999999997,3,2,Right and left,Beach-break,All surfers,2.000000000000000,2.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,197,31415.926535897931899,78539816.339744821190834,28.255705631567800,1,0.359762817745082
198,197,Sul,Rio Grande Do Sul,Tres Marias,-32.192610999999999,-52.085065999999998,5,2,Right and left,Sand-bar,Pros or kamikaze only...,2.000000000000000,2.000000000000000,0.000000000000000,5.000000000000000,5000.000000000000000,198,31415.926535897931899,78539816.339744821190834,54.601363052335003,1,0.695206146346744
199,198,Sul,Rio Grande Do Sul,Praia do Cassino,-32.178336999999999,-52.142142999999997,3,2,Right and left,Sand-bar,All surfers,2.000000000000000,2.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,199,31415.926535897931899,78539816.339744821190834,25.187919861666600,1,0.320702556174942
200,199,Sul,Rio Grande Do Sul,Sao Jose do Norte,-32.008076000000003,-52.018889999999999,3,NA,Right and left,Beach-break,All surfers,2.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,200,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
201,200,Sul,Rio Grande Do Sul,Quintão,-30.410782000000001,-50.292664000000002,3.5,3,Right and left,Sand-bar,Experienced surfers,2.000000000000000,3.000000000000000,0.000000000000000,3.500000000000000,5000.000000000000000,201,31415.926535897931899,78539816.339744821190834,29.626821843273898,1,0.377220411556798
202,201,Sul,Rio Grande Do Sul,Nova Tramandaí,-30.045256999999999,-50.150033999999998,3,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,202,31415.926535897931899,78539816.339744821190834,29.445870572804001,1,0.374916468424475
203,202,Sul,Rio Grande Do Sul,Oasis Sul,-30.039822999999998,-50.147266000000002,3,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,203,31415.926535897931899,78539816.339744821190834,29.776132069163001,1,0.379121488397152
204,203,Sul,Rio Grande Do Sul,Tramandai - Malvina,-30.005490000000002,-50.129156000000002,3.5,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.500000000000000,5000.000000000000000,204,31415.926535897931899,78539816.339744821190834,31.929170597684301,1,0.406534826355669
