OID_,id,COUNT,AREA,MEAN
1,0,71.000000000000000,71000000.000000000000000,175.901408450704224
2,1,79.000000000000000,79000000.000000000000000,175.000000000000000
3,2,79.000000000000000,79000000.000000000000000,177.898734177215204
4,3,80.000000000000000,80000000.000000000000000,178.550000000000011
5,4,79.000000000000000,79000000.000000000000000,178.683544303797476
6,5,79.000000000000000,79000000.000000000000000,66.000000000000000
7,6,79.000000000000000,79000000.000000000000000,66.835443037974684
8,7,80.000000000000000,80000000.000000000000000,116.674999999999983
9,8,78.000000000000000,78000000.000000000000000,212.846153846153840
10,9,68.000000000000000,68000000.000000000000000,232.264705882353013
11,10,76.000000000000000,76000000.000000000000000,181.368421052631561
12,11,79.000000000000000,79000000.000000000000000,236.341772151898766
13,12,80.000000000000000,80000000.000000000000000,235.187500000000000
14,13,79.000000000000000,79000000.000000000000000,237.848101265822805
15,14,79.000000000000000,79000000.000000000000000,234.215189873417728
16,15,80.000000000000000,80000000.000000000000000,231.875000000000057
17,16,79.000000000000000,79000000.000000000000000,231.784810126582272
18,17,79.000000000000000,79000000.000000000000000,232.810126582278457
19,18,80.000000000000000,80000000.000000000000000,233.700000000000017
20,19,79.000000000000000,79000000.000000000000000,232.860759493670912
21,20,77.000000000000000,77000000.000000000000000,233.883116883116827
22,21,79.000000000000000,79000000.000000000000000,232.797468354430436
23,22,66.000000000000000,66000000.000000000000000,232.757575757575751
24,23,79.000000000000000,79000000.000000000000000,238.189873417721515
25,24,77.000000000000000,77000000.000000000000000,239.506493506493513
26,25,81.000000000000000,81000000.000000000000000,234.061728395061721
27,26,74.000000000000000,74000000.000000000000000,239.189189189189221
28,27,68.000000000000000,68000000.000000000000000,241.294117647058812
29,28,79.000000000000000,79000000.000000000000000,213.113924050632903
30,29,80.000000000000000,80000000.000000000000000,209.000000000000028
31,30,75.000000000000000,75000000.000000000000000,244.000000000000000
32,31,78.000000000000000,78000000.000000000000000,230.076923076923066
33,32,76.000000000000000,76000000.000000000000000,235.736842105263179
34,33,79.000000000000000,79000000.000000000000000,236.265822784810126
35,34,79.000000000000000,79000000.000000000000000,236.354430379746844
36,35,80.000000000000000,80000000.000000000000000,236.349999999999994
37,36,77.000000000000000,77000000.000000000000000,236.649350649350652
38,37,80.000000000000000,80000000.000000000000000,237.325000000000045
39,38,79.000000000000000,79000000.000000000000000,239.012658227848107
40,39,79.000000000000000,79000000.000000000000000,242.202531645569621
41,40,79.000000000000000,79000000.000000000000000,245.037974683544292
42,41,79.000000000000000,79000000.000000000000000,244.759493670886087
43,42,78.000000000000000,78000000.000000000000000,249.051282051282101
44,43,78.000000000000000,78000000.000000000000000,24.923076923076916
45,44,79.000000000000000,79000000.000000000000000,56.113924050632903
46,45,75.000000000000000,75000000.000000000000000,48.866666666666660
47,46,79.000000000000000,79000000.000000000000000,244.379746835443086
48,47,80.000000000000000,80000000.000000000000000,245.750000000000028
49,48,79.000000000000000,79000000.000000000000000,248.962025316455765
50,49,78.000000000000000,78000000.000000000000000,252.589743589743591
51,50,77.000000000000000,77000000.000000000000000,254.194805194805213
52,51,78.000000000000000,78000000.000000000000000,254.564102564102598
53,52,79.000000000000000,79000000.000000000000000,254.101265822784768
54,53,78.000000000000000,78000000.000000000000000,249.641025641025635
55,54,75.000000000000000,75000000.000000000000000,251.599999999999994
56,55,74.000000000000000,74000000.000000000000000,247.864864864864728
57,56,78.000000000000000,78000000.000000000000000,252.461538461538424
58,57,80.000000000000000,80000000.000000000000000,252.824999999999989
59,58,75.000000000000000,75000000.000000000000000,245.453333333333347
60,59,79.000000000000000,79000000.000000000000000,239.050632911392427
61,60,77.000000000000000,77000000.000000000000000,254.610389610389603
62,61,79.000000000000000,79000000.000000000000000,254.518987341772146
63,62,77.000000000000000,77000000.000000000000000,244.571428571428584
64,63,80.000000000000000,80000000.000000000000000,243.237500000000011
65,64,79.000000000000000,79000000.000000000000000,236.202531645569621
66,65,79.000000000000000,79000000.000000000000000,235.734177215189845
67,66,64.000000000000000,64000000.000000000000000,100.359374999999986
68,67,70.000000000000000,70000000.000000000000000,229.228571428571456
69,68,79.000000000000000,79000000.000000000000000,223.582278481012679
70,69,73.000000000000000,73000000.000000000000000,224.109589041095887
71,70,65.000000000000000,65000000.000000000000000,223.123076923076923
72,71,79.000000000000000,79000000.000000000000000,222.518987341772117
73,72,69.000000000000000,69000000.000000000000000,220.681159420289845
74,73,79.000000000000000,79000000.000000000000000,220.468354430379719
75,74,78.000000000000000,78000000.000000000000000,220.743589743589723
76,75,76.000000000000000,76000000.000000000000000,220.736842105263122
77,76,79.000000000000000,79000000.000000000000000,221.000000000000000
78,77,81.000000000000000,81000000.000000000000000,223.518518518518505
79,78,79.000000000000000,79000000.000000000000000,223.620253164556971
80,79,79.000000000000000,79000000.000000000000000,223.848101265822777
81,80,79.000000000000000,79000000.000000000000000,224.000000000000000
82,81,81.000000000000000,81000000.000000000000000,224.098765432098787
83,82,79.000000000000000,79000000.000000000000000,223.797468354430350
84,83,77.000000000000000,77000000.000000000000000,222.259740259740283
85,84,70.000000000000000,70000000.000000000000000,222.971428571428561
86,85,64.000000000000000,64000000.000000000000000,223.500000000000000
87,86,59.000000000000000,59000000.000000000000000,224.033898305084733
88,87,43.000000000000000,43000000.000000000000000,224.837209302325590
89,88,43.000000000000000,43000000.000000000000000,224.860465116279073
90,89,58.000000000000000,58000000.000000000000000,225.362068965517238
91,90,57.000000000000000,57000000.000000000000000,225.508771929824547
92,91,12.000000000000000,12000000.000000000000000,221.000000000000000
