id,normalized_heritage,normalized_priority,normalized_wsr,normalized_protected,normalized_bandeira,normalized_ramsar,response_added,response_index
9,0,0,0,0.8461502604,0,0.2928008477,1.1389511081,0.3669385312
10,0,0,0,0.7464949639,0,0.3032871015,1.0497820654,0.3382107331
11,0.084306596,0.0989536412,0,0.5239633739,0,0.2088026524,0.9160262635,0.2951183148
12,0,0,0,0.357034486,0,0,0.357034486,0.1150266319
13,0,0,0,0.4234019412,0,0,0.4234019412,0.1364083895
14,0,0.0318187705,0,0.4213056139,0,0,0.4531243844,0.1459841383
15,0,0,0,0.4242521265,1,0,1.4242521265,0.4588546248
16,0,0,0,0.418806272,1,0,1.418806272,0.4571001212
17,0,0,0,0.2218823877,1,0,1.2218823877,0.3936566947
18,0,0.1565672567,0,0.3835747739,0,0,0.5401420306,0.174018816
19,0,0,0,0.2895800027,1,0,1.2895800027,0.415466993
20,0,0.1066219925,0,0.2086487721,0,0,0.3152707646,0.1015715165
21,0,0,0,0.3101434639,1,0,1.3101434639,0.4220919712
22,0,0,0,0.3991049601,0,0,0.3991049601,0.1285805745
23,0,0,0,0.0026713468,0,0,0.0026713468,8.60634e-4
24,0,6.8596e-5,0,0.0032371982,0,0,0.0033057942,0.0010650354
25,0,0.0068703161,0,0.4206241684,0,0,0.4274944845,0.1377268937
26,0,0.0292837309,0,0.5555378807,0,0,0.5848216116,0.1884133407
27,0,0.0231296084,0,0.4414431537,0,0,0.4645727621,0.1496724888
28,0,0.5772831327,0,0.6052735605,0,0,1.1825566932,0.3809870441
29,0,0.4061810333,0,0.5841756418,0,0,0.9903566751,0.3190655167
30,0,0.0306490864,0,0.5541657528,0,0,0.5848148392,0.1884111588
31,0,0.2555321478,0,0.5032663528,0,0,0.7587985006,0.2444638803
32,0,0.1881006993,0,0.5005125465,0,0,0.6886132458,0.2218521332
33,0,0.2251721407,0,0.5240961384,0,0,0.7492682791,0.2413935066
34,0,0.2539517209,0,0.5219088975,0,0,0.7758606184,0.2499608225
35,0,0.2849959117,0,0.5341429583,0,0,0.81913887,0.2639038776
36,0,0.1597754522,0,0.44482308,0,0,0.6045985322,0.1947849173
37,0,0.0808853694,0,0.367125731,0,0,0.4480111004,0.1443367797
38,0,0.0322770173,0,0.37886911,0,0,0.4111461273,0.1324599054
39,0,0.2416348289,0,0.2979270139,0,0,0.5395618428,0.1738318956
40,0,0.2043906889,0,0.3087114762,0,0,0.5131021651,0.1653073196
41,0,0.2675285038,0,0.4954755103,0,0,0.7630040141,0.2458187803
42,0,0.5478248186,0,0.7403993154,0,0,1.288224134,0.4150301696
43,0,0.9445320267,0,0.8979961629,0,0,1.8425281896,0.5936115983
44,0,0.9413774927,0,0.988079398,0,0,1.9294568907,0.6216176204
45,0,0.9999999999,0,1,0,0,1.9999999999,0.6443446582
46,0,0.3226195552,0,0.3577558747,0,0,0.6803754299,0.2191981369
47,0,0.2986651816,0,0.4134352331,0,0,0.7121004147,0.2294190492
48,0,0.4657214019,0,0.4956409411,1,0,1.961362343,0.6318966742
49,0,0.0234402886,0,0.1743870793,1,0,1.1978273679,0.385906833
50,0,0.0203932325,0,0.0859405716,1,0,1.1063338041,0.3564301384
51,0,0.0210089501,0,0.0874946213,1,0,1.1085035714,0.3571291774
52,0,0.1668554283,0,0.1135970353,0,0,0.2804524636,0.0903540234
53,0,2.370976e-4,0,0.0496984816,0,0,0.0499355792,0.0160878619
54,0,0.3026302038,0,0.2844943648,0,0,0.5871245686,0.1891552897
55,0,0.0058021335,0,0.0346769258,0,0,0.0404790593,0.0130412328
56,0,0.2144386558,0,0.4845447882,1,0,1.698983444,0.5473654532
57,0,0.046105855,0,0.3246094716,1,0,1.3707153266,0.4416065493
58,0,0.3053768884,0,0.1790620521,0,0,0.4844389405,0.1560728218
59,0,0.1582938475,0,0.5556208717,0,0,0.7139147192,0.2300035679
60,0,0.0482470523,0,0.1008101722,0,0,0.1490572245,0.0480221132
61,0,0.045147681,0,0.0888200705,0,0,0.1339677515,0.0431607025
62,0,0.0701743493,0,0.0863291862,0,0,0.1565035355,0.0504211085
63,0,0.2217992426,0,0.3782556041,0,0,0.6000548467,0.1933210675
64,0,0.1686625144,0,0.5860519913,1,0,1.7547145057,0.5653204592
65,0,0.2010032843,0,0.4404995237,0,0,0.641502808,0.2066744538
66,0,0.2646399523,0,0.048042905,0,0,0.3126828573,0.1007377644
67,0,0,0,0.0055608254,0,0,0.0055608254,0.0017915441
68,0,0,0,0.071909557,0,0,0.071909557,0.0231672695
69,0,0,0,0.0055968361,0,0,0.0055968361,0.0018031457
70,0,0,0,0.0743350152,0,0,0.0743350152,0.023948685
71,0,0.0113754179,0,0.0703270959,0,0,0.0817025138,0.0263222892
72,0,0.186827598,0,0.593489523,0,0,0.780317121,0.2513965843
73,0,0.1844463386,0,0.6953283862,0,0,0.8797747248,0.2834390722
74,0,0.1064482639,0,0.6228566007,0,0,0.7293048646,0.2349618468
75,0,0.1022466017,0,0.6110299401,0,0,0.7132765418,0.2297979648
76,0,0.0243880899,0,0.4216436564,0,0,0.4460317463,0.1436990866
77,0,0.0312767762,0,0.0898441433,0,0,0.1211209195,0.0390218087
78,0,0.038679678,0,0.0831580451,0,0,0.1218377231,0.039252743
79,0,0.0653894205,0,0.0717873198,0,0,0.1371767403,0.0441945499
80,0,0.0655373577,0,0.0453393085,0,0,0.1108766662,0.0357213938
81,0,0.0655373577,0,0.0396523527,0,0,0.1051897104,0.033889214
82,0,0.0022712006,0,0.1621635931,0,0,0.1644347937,0.0529763405
83,0,0,0,0.0509611896,0,0,0.0509611896,0.0164182851
84,0,0,0,0.0507701211,0,0,0.0507701211,0.0163567282
85,0,0,0,0.043810691,0,0,0.043810691,0.0141145924
86,0,0,0,0.0544180594,0,0,0.0544180594,0.0175319929
87,0,0,0,0.2085480388,0,0,0.2085480388,0.0671884074
88,0,0,0,0.2273727668,0,0,0.2273727668,0.0732532139
89,0,0,0,0.2666477087,0,0,0.2666477087,0.0859065134
90,0,0,0,0.2455624682,0,0,0.2455624682,0.0791134323
91,0,0,0,0,0,0,0,0
92,0,0.001694755,0,0,0,0,0.001694755,5.460032e-4
329,0.6890540457,0.5499609939,0,0.8649138508,0,1.0000000001,3.1039288905,1
330,0,0.1814039056,0,0.4504536863,0,0,0.6318575919,0.203567032
332,0,0,0,0.378933563,1,0,1.378933563,0.4442542377
333,0,0,0,0.3365998802,1,0,1.3365998802,0.4306154965
