OID_,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,numerical_direction,numerical_frequency,numerical_experience,numerical_quality,state,sci_10km,sci_5km,sci_1km,sci_wo_climate,nm_regiao,sum_10km,hab_10km,normalized_carbon,normalized_cp,climate_added,climate_index
280,279,Sul,Santa Catarina North,Quatro Ilhas,-27.156195,-48.482924,3.5,3,Right,Point-break,Experienced surfers,1,3,0,3.5,Santa Catarina,0.4893639218,0.4312146244,0.4567058394,0.491160213,Sul,0,0.315770858215,0,0.4488360436,0.4488360436,0.2834596275
281,280,Sul,Santa Catarina North,Bombinhas,-27.148367,-48.489532,2,2,Right and left,Beach-break,Beginners wave,2,2,0,2,Santa Catarina,0.5103712001,0.488928634,0.2621741949,0.5164661122,Sul,0,0.318356662636,0,0.4525115007,0.4525115007,0.2857808397
282,281,Sul,Santa Catarina North,Bombas,-27.140118,-48.506784,3,2,Right and left,Beach-break,All surfers,2,2,1,3,Santa Catarina,0.6189961913,0.6125169752,0.4200160926,0.647084433,Sul,3618.34296227,0.33005025268,0.0032485249,0.4691327453,0.4723812702,0.2983294697
283,282,Sul,Santa Catarina North,Meia Praia,-27.104825,-48.609009,3,3,Right and left,Sand-bar,All surfers,2,3,1,3,Santa Catarina,0.6227399539,0.5270414056,0.3875837513,0.6597680901,Sul,11860.7739506,0.304065391356,0.010648526,0.4321979173,0.4428464433,0.2796769325
284,283,Sul,Santa Catarina North,Itapema,-27.095541,-48.609738,3,3,Right and left,Beach-break,All surfers,2,3,1,3,Santa Catarina,0.6185769518,0.582631965,0.3822057634,0.6607794341,Sul,11860.7739506,0.287893986358,0.010648526,0.4092119157,0.4198604417,0.2651602653
285,284,Sul,Santa Catarina North,Ponta do Cabeço,-27.093436,-48.60196,4,2,Left,Reef-rocky,Experienced surfers,1,2,0,4,Santa Catarina,0.4898570586,0.4504133256,0.3193038925,0.4966908726,Sul,11860.7739506,0.295512267285,0.010648526,0.4200405244,0.4306890504,0.2719990062
286,285,Sul,Santa Catarina North,Mocó,-27.080182,-48.588452,4,2,Left,Reef-rocky,Experienced surfers,1,2,0,4,Santa Catarina,0.4786201126,0.4889311454,0.2954678819,0.4796236793,Sul,14705.5945415,0.301507174123,0.0132025875,0.4285616726,0.4417642601,0.2789934864
287,286,Sul,Santa Catarina North,Estaleirinho,-27.049112,-48.586779,3,4,Right and left,Beach-break,Pros or kamikaze only...,2,4,0,3,Santa Catarina,0.4778300263,0.5502878742,0.6017007839,0.5109752994,Sul,2844.82059097,0.22496175615,0.0025540615,0.3197601741,0.3223142356,0.2035555621
288,287,Sul,Santa Catarina North,Estaleiro (reef),-27.02505,-48.574065,3.5,2,Left,Reef-rocky,Experienced surfers,1,2,0,3.5,Santa Catarina,0.4055572946,0.45975137,0.5335015187,0.4297551321,Sul,2844.82059097,0.20088688164,0.0025540615,0.2855401973,0.2880942588,0.1819441474
289,288,Sul,Santa Catarina North,Balneário Camboriú,-26.987712,-48.629951,3,3,Right and left,Beach-break,All surfers,2,3,1,3,Santa Catarina,0.5486735142,0.4374051675,0.364719824,0.5967882113,Sul,2844.82059097,0.232452723757,0.0025540615,0.3304078199,0.3329618814,0.210280017
290,289,Sul,Santa Catarina North,Parcel,-26.976469,-48.623171,4,1,Right and left,Reef-rocky,Pros or kamikaze only...,2,1,0,4,Santa Catarina,0.5098905066,0.430785842,0.5636988617,0.5489405627,Sul,2844.82059097,0.230611681413,0.0025540615,0.3277909661,0.3303450276,0.2086273592
291,290,Sul,Santa Catarina North,Praia dos Amores,-26.957191,-48.629222,3,2,Right and left,Beach-break,Experienced surfers,2,2,0,3,Santa Catarina,0.3273385729,0.4642717256,0.382753469,0.3134490955,Sul,2844.82059097,0.248637993099,0.0025540615,0.3534135282,0.3559675897,0.2248091298
292,291,Sul,Santa Catarina North,Praia Brava,-26.94166,-48.628235,3,3,Right and left,Beach-break,Experienced surfers,2,3,0,3,Santa Catarina,0.4708131155,0.4839420087,0.4016882625,0.4830872067,Sul,2844.82059097,0.27460043451,0.0025540615,0.3903164887,0.3928705502,0.2481149663
293,292,Sul,Santa Catarina North,Morcego,-26.931052,-48.625215,3.5,NA,Left,Point-break,Pros or kamikaze only...,1,1,0,3.5,Santa Catarina,0.4148078127,0.3964597968,0.3149273175,0.409382185,Sul,2844.82059097,0.283920223592,0.0025540615,0.4035636175,0.406117679,0.2564811085
294,293,Sul,Santa Catarina North,Atalaia,-26.915163,-48.639361,3.5,2,Left,breakwater/jetty,All surfers,1,2,1,3.5,Santa Catarina,0.4825714765,0.6014335245,0.3849631638,0.4945675988,Sul,0,0.284819044126,0,0.4048411992,0.4048411992,0.2556749556
295,294,Sul,Santa Catarina North,Pracinha,-26.901884,-48.641614,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,Santa Catarina,0.5832097863,0.5793208306,0.3192125515,0.6060592841,Sul,0,0.322515322257,0,0.4584226108,0.4584226108,0.2895139647
296,295,Sul,Santa Catarina North,Navegantes,-26.897578,-48.638706,3.5,3,Right and left,Beach-break,All surfers,2,3,1,3.5,Santa Catarina,0.5794750487,0.6114634924,0.3744941229,0.6048578056,Sul,0,0.313487164519,0,0.4455900061,0.4455900061,0.2814096126
297,296,Sul,Santa Catarina North,Garrincha,-26.858703,-48.634619,3,2,Right and left,Sand-bar,Experienced surfers,2,2,0,3,Santa Catarina,0.4040250843,0.607574622,0.3581182391,0.39643233,Sul,655.271619797,0.283873845609,5.882986e-4,0.403497696,0.4040859946,0.2551980108
298,297,Sul,Santa Catarina North,Gravatá (1 e 2),-26.831883,-48.621969,3,3,Right and left,Beach-break,All surfers,2,3,1,3,Santa Catarina,0.5998875312,0.4316633931,0.4949172107,0.6393490518,Sul,9407.2320385,0.284328103418,0.008445752,0.4041433771,0.4125891291,0.2605681128
299,298,Sul,Santa Catarina North,Gravatá,-26.83173,-48.623428,3,3,Right and left,Beach-break,All surfers,2,3,1,3,Santa Catarina,0.5986796153,0.43115198,0.484800263,0.6378367463,Sul,9407.2320385,0.284328103418,0.008445752,0.4041433771,0.4125891291,0.2605681128
300,299,Sul,Santa Catarina North,Quilombo,-26.766993,-48.639414,3.5,2,Left,Beach-break,All surfers,1,2,1,3.5,Santa Catarina,0.5036147118,0.4448492423,0.5418324573,0.5196441042,Sul,9434.79108429,0.282158632808,0.0084704943,0.4010596961,0.4095301904,0.258636259
301,300,Sul,Santa Catarina North,Quilombo (reef),-26.765743,-48.640144,3.5,2,Right,Point-break,All surfers,1,2,1,3.5,Santa Catarina,0.5032047253,0.4070544272,0.5516415974,0.5192168721,Sul,9434.79108429,0.28193498337,0.0084704943,0.4007418012,0.4092122955,0.2584354944
302,301,Sul,Santa Catarina North,molhe de Piçarras,-26.757026,-48.673435,3,1,Right,Point-break,All surfers,1,1,1,3,Santa Catarina,0.4995848586,0.4663894227,0.3301931691,0.4878653872,Sul,9434.79108429,0.351624788043,0.0084704943,0.4997987452,0.5082692395,0.3209942948
303,302,Sul,Santa Catarina North,Laje do Jacques,-26.726916,-48.67306,4,2,Right and left,Reef-rocky,Experienced surfers,2,2,0,4,Santa Catarina,0.5133530414,0.4793677274,0.4010433375,0.5019611464,Sul,9434.79108429,0.359789077243,0.0084704943,0.5114034489,0.5198739432,0.3283231737
304,303,Sul,Santa Catarina North,Syphodys,-26.701371,-48.680248,3,2,Right and left,Beach-break,Experienced surfers,2,2,0,3,Santa Catarina,0.4960069503,0.4488048545,0.3718229173,0.489045826,Sul,7965.03347015,0.337845810521,0.0071509555,0.4802133351,0.4873642906,0.3077919036
305,304,Sul,Santa Catarina North,ilha do grants,-26.696032,-48.674991,3.5,1,Left,Reef-rocky,Pros or kamikaze only...,1,1,0,3.5,Santa Catarina,0.435408828,0.3450258471,0.3799952299,0.4151040472,Sul,3937.87990189,0.335382702581,0.0035354031,0.4767122786,0.4802476817,0.3032974533
306,305,Sul,Santa Catarina North,barra de Itajuba,-26.691345,-48.684164,3,1,Right,Point-break,All surfers,1,1,1,3,Santa Catarina,0.4722614337,0.4025975746,0.3634869118,0.471262481,Sul,55.8622741699,0.311800152011,5.01528e-5,0.44319209,0.4432422428,0.2799268972
307,306,Sul,Santa Catarina North,Praia do Sol,-26.679962,-48.688166,2,3,Right and left,Point-break,All surfers,2,3,1,2,Santa Catarina,0.472265416,0.4333972052,0.3854009122,0.472481384,Sul,55.8622741699,0.308645809606,5.01528e-5,0.4387085143,0.4387586671,0.2770953227
308,307,Sul,Santa Catarina North,Praia do Tabuleiro,-26.643014,-48.682051,3,2,Right and left,Beach-break,Beginners wave,2,2,0,3,Santa Catarina,0.4124821639,0.3597423572,0.2548621549,0.3801782448,Sul,8061.5528698,0.348945105993,0.00723761,0.4959898507,0.5032274607,0.3178101906
309,308,Sul,Santa Catarina North,Canoas,-26.639403,-48.682501,2,3,Right and left,Beach-break,Beginners wave,2,3,0,2,Santa Catarina,0.3758923002,0.2931384642,0.199618213,0.3301532805,Sul,8061.5528698,0.35989670902300003,0.00723761,0.5115564365,0.5187940465,0.3276411716
310,309,Sul,Santa Catarina North,Barrinha,-26.623905,-48.679991,3.5,3,Right and left,Beach-break,All surfers,2,3,1,3.5,Santa Catarina,0.5380821579,0.4352318283,0.3679830729,0.5259707223,Sul,8061.5528698,0.378718941658,0.00723761,0.538310319,0.545547929,0.3445374206
311,310,Sul,Santa Catarina North,Foz do Itapocu,-26.580708,-48.663769,3,3,Left,breakwater/jetty,All surfers,1,3,1,3,Santa Catarina,0.4091163923,0.4518374307,0.4865569531,0.3874180596,Sul,8061.969884869999,0.319182487687,0.0072379843,0.4536853267,0.460923311,0.2910932665
312,311,Sul,Santa Catarina South,Foz do Itapocu,-26.566919,-48.657525,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,Santa Catarina,0.5278489973,0.5583346627,0.5293719386,0.5315274034,Sul,8061.969884869999,0.330988319929,0.0072379843,0.4704661122,0.4777040965,0.3016910678
313,312,Sul,Santa Catarina North,Praia do Bispo,-26.469248,-48.607056,3,4,Right and left,Beach-break,All surfers,2,4,1,3,Santa Catarina,0.5366204201,0.539642142,0.4276103455,0.4997870397,Sul,46342.0469856,0.417822320484,0.0416055896,0.5938917806,0.6354973702,0.4013444339
314,313,Sul,Santa Catarina North,Picama,-26.458087,-48.596874,3,3,Right and left,Sand-bar,Experienced surfers,2,3,0,3,Santa Catarina,0.43010287,0.4482845114,0.398539638,0.3694584449,Sul,46398.6876392,0.409910776466,0.0416564413,0.5826463284,0.6243027697,0.3942745532
315,314,Sul,Santa Catarina North,"Praia Grande, São Francisco do Sul",-26.23588,-48.5026,3,3,Right and left,Beach-break,All surfers,2,3,1,3,Santa Catarina,0.7776855064,0.5315115689,0.5032873336,0.820951792,Sul,152803.273026,0.300291857883,0.1371857889,0.4268342246,0.5640200135,0.3562033513
316,315,Sul,Santa Catarina South,Praia da Saudade,-26.230606,-48.498888,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,Santa Catarina,0.7894505397,0.5346690716,0.5328941932,0.8366223794,Sul,144397.089787,0.30315673434,0.129638772,0.4309063541,0.5605451261,0.3540088077
317,316,Sul,Santa Catarina South,Sao Francisco do Sul,-26.219558,-48.502107,3,1,Right,Sand-bar,Beginners wave,1,1,0,3,Santa Catarina,0.5829755598,0.3303937212,0.0923228165,0.5769984394,Sul,154107.773638,0.299928748876,0.1383569611,0.4263181022,0.5646750633,0.356617044
318,317,Sul,Santa Catarina South,Píer da Petrobras,-26.217387,-48.500519,3.5,2,Right,Point-break,All surfers,1,2,1,3.5,Santa Catarina,0.6810421714,0.4350333352,0.2015224313,0.7019157108,Sul,150144.700228,0.296875589554,0.1347989394,0.4219783479,0.5567772873,0.3516292524
8,7,Sul,NA,Itagua&ccedil;u,-26.184728,-48.526328,NA,NA,NA,NA,NA,1,1,1,1,Santa Catarina,0.5590988122,0.3913833137,0.2126871869,0.5447621591,Sul,179450.89278,0.290008803065,0.1611098493,0.4122179118,0.5733277611,0.3620816018
319,318,Sul,Santa Catarina North,Sumidouro,-26.169526,-48.552479,3.5,1,Right and left,Beach-break,Experienced surfers,2,1,0,3.5,Santa Catarina,0.6607323399,0.4859492552,0.6045883303,0.6734303912,Sul,214242.38957,0.264334607303,0.1923454298,0.3757246631,0.5680700929,0.3587611539
320,319,Sul,Santa Catarina North,Praia do Forte,-26.163306,-48.53322,3.5,1,Right,Point-break,All surfers,1,1,1,3.5,Santa Catarina,0.6371749106,0.4822059294,0.5598615479,0.6537739398,Sul,158378.877918,0.274057347356,0.1421915308,0.3895445457,0.5317360765,0.3358146306
321,320,Sul,Santa Catarina North,Terceira Pedra,-26.067009,-48.607646,3.5,3,Right,Point-break,All surfers,1,3,1,3.5,Santa Catarina,0.4570198289,0.3653423424,0.1771583519,0.4673318534,Sul,27551.1471901,0.255061714401,0.0247352415,0.3625441924,0.3872794339,0.2445839313
322,321,Sul,Santa Catarina North,Barra do sai mirim,-26.007832,-48.604061,3,3,Right and left,Beach-break,All surfers,2,3,1,3,Santa Catarina,0.620688868,0.6410877995,0.7184907976,0.6263537944,Sul,105945.418699,0.324792653442,0.0951171107,0.4616596047,0.5567767154,0.3516288912
323,322,Sul,Parana,Barrinha,-25.976699,-48.590727,3,2,Right,Beach-break,Experienced surfers,1,2,0,3,Paraná,0.4990728332,0.4923572565,0.4241324565,0.4374473589,Sul,183502.098988,0.371023732053,0.164746996,0.527372364,0.69211936,0.4371037014
324,323,Sul,Parana,Guaratuba Praia Brava,-25.897758,-48.564291,3,3,Right and left,Beach-break,All surfers,2,3,1,3,Paraná,0.9113109263,0.4336587706,0.3455900854,0.9069712651,Sul,635010.843277,0.206918410981,0.5701086223,0.2941134006,0.8642220229,0.5457940738
325,324,Sul,Parana,Praia Brava Guaratuba,-25.892817,-48.561459,3.5,3,Right and left,Beach-break,All surfers,2,3,1,3.5,Paraná,0.9352232445,0.4577063808,0.4171684715,0.9367994563,Sul,647596.25259,0.199254766129,0.5814077213,0.2832203117,0.864628033,0.5460504869
326,325,Sul,Parana,Direitas de Guaratuba,-25.890046,-48.560289,4,2,Right,Point-break,Experienced surfers,1,2,0,4,Paraná,0.7864266383,0.3234493602,0.25287197,0.7529196538,Sul,657029.259914,0.187026755077,0.5898766142,0.2658394422,0.8557160564,0.5404221832
9,8,Sul,NA,Caioba,-25.838,-48.535,NA,NA,NA,NA,NA,1,1,1,1,Paraná,0.4855102392,0.3552015733,0.2490752587,0.4413388356,Sul,452319.531183,0.146996382441,0.4060895456,0.2089403534,0.615029899,0.3884183291
518,517,Sul,Parana,Brava de Matinhos,-25.834492,-48.535465,3,3,Right and left,Beach-break,All surfers,2,3,1,3,Paraná,0.6562367207,0.5171743631,0.3923033969,0.6531242993,Sul,459670.842196,0.147454805302,0.412689505,0.2095919547,0.6222814597,0.3929980074
327,326,Sul,Parana,Pico de Matinhos,-25.817818,-48.529701,3.5,3,Right,Point-break,Experienced surfers,1,3,0,3.5,Paraná,0.5088937134,0.3561059521,0.183348442,0.4825025277,Sul,388242.067879,0.15657951045,0.348561214,0.2225617917,0.5711230057,0.3606892021
519,518,Sul,Parana,Pontal do Sul,-25.579974,-48.347616,3,3,Right and left,Beach-break,All surfers,2,3,1,3,Paraná,0.5559951028,0.4740396209,0.3550185548,0.5233502562,Sul,111773.087156,0.37829712934,0.1003491537,0.5377107558,0.6380599095,0.4029627898
328,327,Sul,Parana,Ilha do Mel,-25.548327,-48.295383,3.5,3,Right and left,Beach-break,All surfers,2,3,1,3.5,Paraná,0.5367669396,0.5025462039,0.5629276336,0.5288532375,Sul,13058.159132,0.363794000866,0.0117235307,0.5170960391,0.5288195698,0.3339727288
329,328,Sul,Parana,Farolete,-25.515314,-48.286114,3.5,4,Left,Point-break,Experienced surfers,1,4,0,3.5,Paraná,0.5123702542,0.3691548244,0.1607523142,0.4489267553,Sul,181184.825579,0.385918722123,0.1626665629,0.548544072,0.7112106349,0.449160678
10,9,Sudeste,NA,Ilha Comprida,-24.784,-47.595,NA,NA,NA,NA,NA,1,1,1,1,São Paulo,0.3382587852,0.3495099835,0.238946798,0.3531424293,Sudeste,170109.182089,0.0753734595487,0.1527229219,0.1071356792,0.2598586011,0.1641120924
11,10,Sudeste,NA,Iguape,-24.753211,-47.542059,NA,NA,NA,NA,NA,1,1,1,1,São Paulo,0.3335451173,0.2520194062,0.2811419007,0.2986559221,Sudeste,252001.905258,0.149895089274,0.2262456784,0.2130605693,0.4393062477,0.2774411438
520,519,Sudeste,Sao Paolo South,Desertinha,-24.43082,-47.048065,3.5,3,Right and left,Beach-break,All surfers,2,3,1,3.5,São Paulo,0.9730791633,0.9028243672,0.8057994976,0.9668527155,Sudeste,275340.235155,0.479445132973,0.2471986798,0.6814823186,0.9286809984,0.5865027411
330,329,Sudeste,Sao Paolo South,"Guarau, Peruibe SP",-24.369537,-47.0117,3,4,Right and left,Beach-break,All surfers,2,4,1,3,São Paulo,0.8471212674,0.8727588128,0.7136128177,0.8693884764,Sudeste,173370.159531,0.387333941046,0.1556506064,0.5505556613,0.7062062677,0.4460002008
12,11,Sudeste,NA,Peruibe,-24.324427,-46.978886,NA,NA,NA,NA,NA,1,1,1,1,São Paulo,0.4218674898,0.3138479193,0.2058645965,0.3691303347,Sudeste,65744.5763474,0.371751910708,0.0590250548,0.5284073956,0.5874324504,0.3709893311
521,520,Sudeste,Sao Paolo South,Cibratel,-24.208026,-46.827104,3.5,NA,Right and left,Beach-break,All surfers,2,1,1,3.5,São Paulo,0.693542166,0.4896632118,0.386462428,0.7027305815,Sudeste,142189.395483,0.340449035686,0.1276567183,0.4839135539,0.6115702722,0.3862334231
13,12,Sudeste,NA,Praia dos Pescadores,-24.194862,-46.798882,NA,NA,NA,NA,NA,1,1,1,1,São Paulo,0.4988408767,0.5865517784,0.3685375944,0.4662695204,Sudeste,142189.395483,0.321469463194,0.1276567183,0.4569360289,0.5845927472,0.3691959341
14,13,Sudeste,NA,Itanhaem,-24.151427,-46.707858,NA,NA,NA,NA,NA,1,1,1,1,São Paulo,0.4646242294,0.2511792696,0.3244528429,0.4502378122,Sudeste,13066.6500759,0.33336838485,0.0117311538,0.4738491315,0.4855802853,0.3066652261
331,330,Sudeste,Sao Paolo South,Pier de Mongaguá,-24.095718,-46.618552,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,São Paulo,0.5807156632,0.593869454,0.5358071328,0.5964036068,Sudeste,0,0.339491325961,0,0.4825522673,0.4825522673,0.3047529001
15,14,Sudeste,NA,Praia Grande,-24.028497,-46.43831,NA,NA,NA,NA,NA,1,1,1,1,São Paulo,0.3777617048,0.29932908,0.3057428981,0.2538990903,Sudeste,561329.067032,0.214664791943,0.5039576008,0.3051240905,0.8090816913,0.5109705384
16,15,Sudeste,NA,Praia do Forte dos Andradas,-24.028369,-46.288159,NA,NA,NA,NA,NA,1,1,1,1,São Paulo,0.4048784383,0.4234537739,0.392386428,0.380938022,Sudeste,38820.3635883,0.302805626871,0.034852671,0.4304072906,0.4652599616,0.2938320513
17,16,Sudeste,NA,Praia do Forte dos Andradas,-24.02566,-46.28546,NA,NA,NA,NA,NA,1,1,1,1,São Paulo,0.4024339783,0.4166129394,0.4003086039,0.3774889383,Sudeste,45288.7685223,0.299729856136,0.0406599631,0.4260353965,0.4666953596,0.2947385681
18,17,Sudeste,NA,Praia da Ponta Grossa,-24.024816,-46.314497,NA,NA,NA,NA,NA,1,1,1,1,São Paulo,0.3965943394,0.420166158,0.4202136253,0.3896884836,Sudeste,33877.3532028,0.256239286146,0.0304148683,0.3642179904,0.3946328587,0.2492279413
19,18,Sudeste,NA,Itaipu,-24.019545,-46.386796,NA,NA,NA,NA,NA,1,1,1,1,São Paulo,0.4276514199,0.3163417036,0.4157168265,0.3307845733,Sudeste,431793.382887,0.259003115652,0.3876613026,0.368146492,0.7558077946,0.4773257384
20,19,Sudeste,NA,Guaiuba,-24.017082,-46.295202,NA,NA,NA,NA,NA,1,1,1,1,São Paulo,0.3867494226,0.3843622512,0.3654727657,0.3584130056,Sudeste,57739.8563976,0.290407500859,0.0518384691,0.41278462,0.4646230891,0.2934298385
21,20,Sudeste,NA,Santos,-24.015,-46.354,NA,NA,NA,NA,NA,1,1,1,1,São Paulo,0.3983093997,0.4006345178,0.3277036794,0.3640335661,Sudeste,156231.152723,0.25120073559,0.1402633171,0.3570562051,0.4973195222,0.3140790686
333,332,Sudeste,Sao Paolo South,Tombo,-24.01499,-46.272697,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,São Paulo,0.6029846112,0.5653252773,0.6049585398,0.6116857807,Sudeste,117211.918427,0.298193947179,0.1052321012,0.4238522587,0.5290843599,0.3341399554
334,333,Sudeste,Sao Paulo North,Astúrias,-24.007738,-46.266475,3,2,Right and left,Beach-break,All surfers,2,2,1,3,São Paulo,0.614388139,0.514291094,0.4465840254,0.594076092,Sudeste,232442.773726,0.308268436255,0.2086856168,0.4381721166,0.6468577334,0.408519001
335,334,Sudeste,Sao Paolo South,Pitangueiras Beach,-24.000936,-46.260767,3.5,4,Right and left,Beach-break,Experienced surfers,2,4,0,3.5,São Paulo,0.575631636,0.4491488865,0.4118709445,0.513607832,Sudeste,349460.432261,0.31736616805,0.3137433127,0.4511036137,0.7648469264,0.4830343462
22,21,Sudeste,NA,Morro do Maluf,-23.99756,-46.251594,NA,NA,NA,NA,NA,1,1,1,1,São Paulo,0.4901857759,0.3492599438,0.2617862645,0.3911615641,Sudeste,395813.841616,0.328282524694,0.3553591034,0.4666201004,0.8219792038,0.5191158826
23,22,Sudeste,NA,Praia da Enseada,-23.990651,-46.209406,NA,NA,NA,NA,NA,1,1,1,1,São Paulo,0.4847311973,0.3197697883,0.2497465508,0.3831127094,Sudeste,347204.923389,0.362154725849,0.3117183315,0.514765977,0.8264843085,0.5219610536
336,335,Sudeste,Sao Paulo North,porta do sol,-23.981332,-46.373763,3.5,2,Right and left,Point-break,Experienced surfers,2,2,0,3.5,São Paulo,0.5345773986,0.3905806606,0.4127867368,0.3894689215,Sudeste,749159.019678,0.253917164773,0.6725901158,0.3609173319,1.0335074477,0.6527052369
24,23,Sudeste,NA,Embare,-23.980866,-46.317684,NA,NA,NA,NA,NA,1,1,1,1,São Paulo,0.4808112916,0.15253751,0.1697405424,0.3728132234,Sudeste,497646.938065,0.281141912337,0.4467841979,0.3996145317,0.8463987296,0.5345378831
25,24,Sudeste,NA,Gonzaga,-23.974027,-46.330098,NA,NA,NA,NA,NA,1,1,1,1,São Paulo,0.4797835026,0.1628393371,0.1755363029,0.3586158761,Sudeste,567646.606522,0.270476081166,0.5096294469,0.3844541414,0.8940835883,0.5646529607
337,336,Sudeste,Sao Paolo South,Itarare,-23.972333,-46.362004,3,3,Right and left,Beach-break,All surfers,2,3,1,3,São Paulo,0.6039705613,0.3822301189,0.3909876017,0.4554396769,Sudeste,837499.561131,0.252451011834,0.7519016818,0.3588333452,1.110735027,0.701477837
338,337,Sudeste,Sao Paolo South,Santos,-23.971744,-46.347209,3,3,Right and left,Beach-break,All surfers,2,3,1,3,São Paulo,0.6565251799,0.3840294548,0.3406598056,0.5469342274,Sudeste,709124.342636,0.266764652001,0.636647242,0.3791787236,1.0158259656,0.6415386062
339,338,Sudeste,Sao Paolo South,"Praia de Pernambuco (Pernambuco Beach, in Guaruja)",-23.963431,-46.184034,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,São Paulo,0.7390297283,0.5278211597,0.4874315435,0.6263841997,Sudeste,606549.426407,0.393515498584,0.5445561466,0.5593421143,1.1038982609,0.6971601196
26,25,Sudeste,NA,Pereque,-23.927583,-46.178826,NA,NA,NA,NA,NA,1,1,1,1,São Paulo,0.6454100941,0.520705375,0.3777438281,0.4673165356,Sudeste,793425.832066,0.384242117099,0.7123325733,0.5461609491,1.2584935224,0.7947938009
340,339,Sudeste,Sao Paulo North,Bonete,-23.917383,-45.347786,3.5,4,Right and left,Beach-break,Experienced surfers,2,4,0,3.5,São Paulo,0.7120269382,0.6818138904,0.6160605541,0.776994166,Sudeste,0,0.297423410043,0,0.4227570188,0.4227570188,0.2669895807
341,340,Sudeste,Sao Paulo North,Sao Pedro,-23.908522,-46.166581,4,3,Right and left,Sand-bar,All surfers,2,3,1,4,São Paulo,0.8919197572,0.7468735922,0.666987279,0.7640219595,Sudeste,789007.99614,0.418015787332,0.7083662688,0.594166774,1.3025330428,0.8226066877
342,341,Sudeste,Sao Paolo South,Praia de Iporanga,-23.902192,-46.152725,3.5,2,Left,Reef-rocky,Pros or kamikaze only...,1,2,0,3.5,São Paulo,0.6552629558,0.5369339721,0.4848059491,0.5075404154,Sudeste,641690.067829,0.407615710425,0.5761051869,0.5793841262,1.1554893131,0.7297421296
343,342,Sudeste,Sao Paolo South,Taguaíba,-23.896726,-46.151354,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,São Paulo,0.8243666883,0.7189873237,0.6868350222,0.7213783171,Sudeste,640735.105482,0.402708107124,0.5752478279,0.5724084691,1.147656297,0.7247952367
27,26,Sudeste,NA,Praia Preta,-23.8747,-46.138959,NA,NA,NA,NA,NA,1,1,1,1,São Paulo,0.6208310216,0.5828012161,0.5330622301,0.5004732527,Sudeste,520644.699898,0.39041813933,0.4674314395,0.5549395343,1.0223709738,0.6456720656
522,521,Sudeste,Sao Paulo North,Montão do trigo,-23.868587,-45.776427,4,2,Right,Point-break,Experienced surfers,1,2,0,4,São Paulo,0.2869350478,0.3166472633,0.3690812117,0.2976132526,Sudeste,0,0.160139699028,0,0.2276222364,0.2276222364,0.1437534157
344,343,Sudeste,Sao Paolo South,praia branca,-23.863428,-46.130796,3.5,3,Left,Beach-break,All surfers,1,3,1,3.5,São Paulo,0.7257866279,0.6223109554,0.5509389443,0.6469626485,Sudeste,476772.27187,0.378929916806,0.4280430578,0.5386101986,0.9666532564,0.6104838858
345,344,Sudeste,Sao Paulo North,Castelhanos,-23.857582,-45.288906,3.5,3,Right and left,Beach-break,Experienced surfers,2,3,0,3.5,São Paulo,0.7555111755,0.7282750629,0.6649724024,0.8529227369,Sudeste,0,0.241591132165,0,0.3433971347,0.3433971347,0.2168703367
28,27,Sudeste,NA,Praia da Bertioga,-23.846986,-46.126968,NA,NA,NA,NA,NA,1,1,1,1,São Paulo,0.6250048286,0.563689509,0.3810597312,0.5361034423,Sudeste,384420.090822,0.397455485354,0.3451298678,0.5649424034,0.9100722712,0.5747505145
346,345,Sudeste,Sao Paulo North,Enseada - Bertioga,-23.83986,-46.123674,3,4,Right and left,Beach-break,All surfers,2,4,1,3,São Paulo,0.8012290148,0.7203137883,0.4731073188,0.7559734423,Sudeste,373262.900707,0.406482475447,0.3351130147,0.5777733484,0.9128863631,0.5765277369
347,346,Sudeste,Sao Paulo North,Santiago,-23.819898,-45.54142,3.5,2,Right and left,Beach-break,Experienced surfers,2,2,0,3.5,São Paulo,0.5849738992,0.565697053,0.4040442048,0.636256904,Sudeste,0,0.249786512725,0,0.3550460316,0.3550460316,0.2242271255
348,347,Sudeste,Sao Paulo North,Guaecá,-23.819123,-45.4662,3.5,3,Right and left,Beach-break,All surfers,2,3,1,3.5,São Paulo,0.6873959485,0.6430541419,0.5818635665,0.7541534689,Sudeste,0,0.276642844252,0,0.3932195656,0.3932195656,0.2483353848
523,522,Sudeste,Sao Paulo North,Indaiá - Bertioga,-23.814194,-46.059997,3,1,Right and left,Beach-break,All surfers,2,1,1,3,São Paulo,0.6574628193,0.5136058017,0.3554587729,0.6463033308,Sudeste,93116.7946186,0.400693311603,0.0835996551,0.5695446429,0.653144298,0.412489242
